"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","21.83","22.02","22.93","23.44","23.98","24.80","23.68","23.07","23.09","22.14","20.89","21.75","22.03"
"20001","Abaltzisketa","50.00","54.76","55.94","46.11","35.92","31.41","32.14","35.62","36.97","48.15","55.71","77.36","100.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","27.35","27.59","26.77","25.29","25.90","23.94","23.48","23.29","23.06","23.80","25.38","25.30","25.36"
"20002","Aduna","27.71","30.16","32.95","29.70","31.81","34.98","32.30","32.79","30.30","29.04","31.02","28.52","28.32"
"20016","Aia","51.18","55.50","50.95","46.24","39.27","43.08","38.45","37.10","36.87","35.42","33.40","33.95","33.83"
"20003","Aizarnazabal","25.73","28.16","26.94","22.03","17.84","15.72","12.77","17.33","17.95","16.61","18.33","19.71","17.77"
"48911","Ajangiz","4.43","3.36","3.74","3.81","3.42","4.07","2.94","2.50","3.32","3.50","3.02","2.68","2.85"
"20004","Albiztur","85.37","57.14","52.11","51.66","46.53","50.63","57.79","58.71","57.72","54.86","49.55","45.19","45.63"
"20005","Alegia","53.61","53.40","56.39","56.50","56.99","57.30","59.58","58.37","58.44","55.07","55.58","60.60","54.78"
"01001","Alegría-Dulantzi","47.35","43.66","42.25","39.37","39.31","37.37","37.46","41.63","42.78","38.08","37.42","37.56","33.60"
"20006","Alkiza","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","76.19","74.36"
"48912","Alonsotegi","50.00","48.34","50.71","49.28","43.98","40.33","38.51","38.41","39.26","41.10","39.41","41.49","35.49"
"20906","Altzaga","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","48.57","41.67","100.00"
"20007","Altzo","28.38","27.82","27.34","27.40","23.15","24.91","26.78","24.63","29.62","43.59","44.95","35.10","28.03"
"20008","Amezketa","44.02","45.81","46.22","44.10","35.02","39.88","41.59","41.36","41.40","45.36","45.83","45.70","45.70"
"48003","Amorebieta-Etxano","28.73","28.23","28.18","30.79","32.74","32.32","32.22","34.10","33.71","32.44","32.87","33.18","33.43"
"48004","Amoroto","20.28","19.60","20.72","24.24","16.34","15.82","17.03","17.37","16.24","13.76","18.69","18.41","16.44"
"01002","Amurrio","31.39","31.38","28.53","29.10","28.73","30.50","28.77","27.43","27.72","27.31","27.38","28.26","28.94"
"20009","Andoain","38.65","39.55","40.60","39.25","38.35","39.54","38.86","38.13","38.57","38.03","37.74","37.42","36.91"
"20010","Anoeta","36.05","35.79","37.45","36.41","35.18","33.79","33.88","37.63","36.36","32.34","40.14","38.39","39.81"
"20011","Antzuola","23.50","24.31","24.34","23.30","20.66","21.20","20.25","21.58","20.02","20.64","20.58","19.17","20.02"
"48005","Arakaldo","63.54","47.37","44.80","39.44","40.00","37.42","33.96","28.83","24.55","23.84","19.46","17.61","14.56"
"20012","Arama","36.43","28.57","28.82","37.79","34.68","27.31","20.00","29.55","27.98","19.91","16.27","46.88","54.72"
"01003","Aramaio","46.79","47.64","48.04","44.53","55.69","55.81","52.49","50.76","48.51","43.63","44.39","28.87","28.98"
"48006","Arantzazu","52.83","48.98","50.00","52.00","47.73","54.76","47.50","46.67","29.73","60.00","60.00","56.10","42.31"
"48093","Areatza","70.35","72.73","60.75","59.67","52.43","44.49","50.88","53.68","49.06","43.56","49.24","48.21","53.70"
"20013","Aretxabaleta","29.39","30.54","31.74","30.15","30.55","32.21","29.04","25.07","24.82","25.10","23.47","23.40","22.29"
"01006","Armiñón","26.09","24.06","24.64","22.06","20.00","20.74","17.93","16.43","13.87","14.62","11.76","10.84","13.02"
"01037","Arraia-Maeztu","73.71","72.60","75.36","75.98","65.32","75.15","75.14","66.30","65.19","64.86","62.90","54.86","59.22"
"48009","Arrankudiaga","41.41","39.27","40.53","39.97","41.25","43.94","41.87","37.52","33.61","31.55","32.12","30.95","33.30"
"20055","Arrasate/Mondragón","20.63","18.26","19.19","20.73","19.46","19.00","21.49","20.86","19.26","18.39","17.66","18.99","17.85"
"48914","Arratzu","32.17","34.46","36.30","33.33","29.51","31.20","29.66","30.83","35.59","32.74","33.91","34.48","33.33"
"01008","Arratzua-Ubarrundia","44.36","44.47","47.67","46.00","46.50","43.77","37.79","37.50","30.39","27.93","28.65","29.45","30.66"
"48010","Arrieta","63.44","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00"
"48011","Arrigorriaga","40.54","40.23","38.91","37.98","38.34","39.09","38.59","35.39","35.24","33.62","35.86","35.29","35.88"
"48023","Artea","21.14","24.16","30.08","29.12","24.90","26.19","29.56","38.64","38.83","60.56","84.38","84.04","83.15"
"48008","Artzentales","89.63","77.30","72.48","73.33","64.22","57.72","80.74","70.86","77.19","76.15","100.00","100.00","100.00"
"01004","Artziniega","51.74","52.51","44.22","46.41","39.48","41.57","38.45","38.13","34.83","36.38","35.02","32.82","30.77"
"01009","Asparrena","21.33","20.45","22.78","18.02","15.63","19.70","18.54","17.00","17.43","17.32","15.34","15.63","14.98"
"20014","Asteasu","35.70","36.21","35.37","36.67","30.60","29.38","29.63","28.49","30.71","32.98","31.80","37.15","36.50"
