"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","48.63","48.27","47.81","45.82","46.49","49.19","48.78","47.02","43.38","46.34","39.77","38.57","45.68","45.61"
"20001","Abaltzisketa","63.64","66.67","71.43","77.78","85.71","77.78","100.00","83.33","83.33","80.00","100.00","100.00","100.00","100.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","56.98","57.59","52.12","55.45","52.17","52.17","56.92","57.32","59.09","58.14","54.24","58.16","59.04","56.72"
"20002","Aduna","33.33","25.00","20.00","50.00","25.00","37.50","36.36","41.67","36.36","40.00","50.00","40.00","0.00","0.00"
"20016","Aia","40.70","40.74","40.48","41.18","39.81","31.82","28.45","23.96","39.29","33.33","21.74","30.00","33.33","45.45"
"20003","Aizarnazabal","42.19","40.79","44.87","47.50","43.06","46.77","43.75","38.18","31.25","24.24","11.90","7.27","6.67","0.00"
"48911","Ajangiz","100.00","71.43","57.14","100.00","44.44","54.55","66.67","57.14","83.33","100.00","62.50","75.00","80.00","66.67"
"20004","Albiztur","80.00","75.00","60.00","33.33","66.67","66.67","66.67","40.00","20.00","0.00","0.00","33.33","33.33","50.00"
"20005","Alegia","46.58","46.53","46.10","48.85","44.62","41.60","39.62","37.27","44.71","49.09","48.78","36.67","46.43","41.67"
"01001","Alegría-Dulantzi","48.21","46.76","46.40","47.93","45.49","41.30","43.18","48.47","46.56","46.49","45.65","49.37","51.79","46.67"
"20006","Alkiza","71.43","63.64","60.00","60.00","60.00","85.71","75.00","80.00","75.00","60.00","100.00","100.00","100.00","100.00"
"48912","Alonsotegi","62.26","56.88","54.26","54.62","56.39","55.56","53.19","48.48","58.33","50.75","53.23","49.02","41.67","34.62"
"20906","Altzaga","100.00","100.00","60.00","60.00","66.67","50.00","50.00","50.00","60.00","40.00","100.00","100.00","40.00","40.00"
"20007","Altzo","26.67","30.00","0.00","46.67","46.15","38.46","44.44","45.45","38.46","30.00","0.00","0.00","0.00","0.00"
"20008","Amezketa","67.92","64.44","62.50","62.50","55.10","44.68","28.36","26.23","23.40","36.36","33.33","25.00","25.00","50.00"
"48003","Amorebieta-Etxano","47.61","50.07","49.43","46.12","43.34","47.03","48.16","49.32","48.95","50.33","49.41","49.26","45.95","42.22"
"48004","Amoroto","72.73","57.14","42.86","50.00","42.86","30.00","40.00","36.36","54.55","50.00","44.44","50.00","40.00","55.56"
"01002","Amurrio","49.42","48.29","46.94","43.75","45.44","43.31","43.66","44.27","44.18","45.32","44.10","45.34","52.73","53.04"
"20009","Andoain","50.00","49.85","49.19","47.94","46.43","46.03","43.36","44.58","45.92","47.37","47.32","48.79","47.54","43.24"
"20010","Anoeta","41.18","42.24","44.86","36.00","35.71","41.86","52.48","50.51","41.43","46.81","46.34","47.06","48.48","50.00"
"20011","Antzuola","43.42","38.55","36.14","36.47","41.67","45.16","44.32","40.78","44.32","44.87","40.30","38.10","35.00","38.89"
"48005","Arakaldo","66.67","50.00","20.00","25.00","33.33","25.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","58.82","50.00","47.37","68.42","61.54","60.00","50.00","62.50","66.67","0.00","0.00","0.00","0.00","0.00"
"01003","Aramaio","42.31","44.74","54.55","50.00","57.50","62.96","55.88","60.00","50.00","41.18","36.00","39.29","38.10","30.00"
"48006","Arantzazu","75.00","58.33","63.64","58.82","57.89","50.00","42.86","37.50","62.50","50.00","0.00","0.00","0.00","0.00"
"48093","Areatza","50.00","52.27","55.05","51.85","49.65","52.63","51.88","54.96","49.14","51.52","51.69","53.33","34.88","33.33"
"20013","Aretxabaleta","50.00","42.06","38.34","36.18","35.28","36.81","38.81","35.07","36.22","35.89","40.32","36.90","38.89","42.86"
"01006","Armiñón","45.45","55.00","52.94","58.33","57.14","50.00","42.86","25.00","25.00","33.33","50.00","50.00","50.00","50.00"
"01037","Arraia-Maeztu","56.67","57.69","52.17","55.56","62.07","63.64","61.11","53.49","53.33","51.16","48.94","47.83","50.00","42.86"
"48009","Arrankudiaga","40.00","50.00","33.33","41.67","41.67","40.00","41.67","35.29","33.33","30.77","0.00","0.00","0.00","0.00"
"20055","Arrasate/Mondragón","47.12","45.23","44.57","46.28","46.39","47.50","48.32","48.72","50.56","51.62","48.62","49.64","47.19","51.47"
"48914","Arratzu","46.15","46.67","36.36","33.33","33.33","37.50","33.33","27.27","30.00","33.33","25.00","33.33","33.33","33.33"
"01008","Arratzua-Ubarrundia","40.91","34.62","42.86","40.91","50.00","35.29","47.62","52.00","64.29","66.67","52.94","33.33","37.50","40.00"
"48010","Arrieta","63.16","59.09","58.33","60.00","51.72","60.00","55.00","52.63","52.63","55.00","62.50","57.14","50.00","40.00"
"48011","Arrigorriaga","49.66","50.00","52.47","51.94","47.71","47.22","46.81","49.20","48.74","50.00","50.97","48.42","47.37","47.37"
"48023","Artea","64.00","48.78","50.00","51.85","49.23","51.52","53.33","60.00","53.85","61.90","61.54","37.04","42.42","27.27"
"48008","Artzentales","57.14","61.54","76.92","80.95","31.91","36.00","34.88","33.33","33.33","66.67","58.33","63.64","71.43","75.00"
"01004","Artziniega","50.00","50.00","49.21","42.31","46.67","51.67","53.06","52.75","50.63","53.33","55.32","60.47","61.70","60.71"
"01009","Asparrena","51.11","52.53","51.79","48.46","45.39","45.04","44.53","44.54","49.40","50.79","51.67","64.71","68.75","53.33"
"20014","Asteasu","46.55","42.62","34.69","41.51","46.15","50.00","50.98","50.00","49.12","47.37","51.52","39.29","37.50","40.91"
"20903","Astigarraga","45.89","45.57","46.26","44.55","45.16","44.66","46.47","40.23","40.83","42.78","45.00","47.62","46.71","43.38"
"20015","Ataun","49.38","42.62","45.31","42.19","50.00","48.61","48.44","47.37","50.00","60.00","68.00","71.43","77.78","66.67"
"48091","Atxondo","45.83","47.73","42.86","43.64","45.45","45.45","45.28","46.15","53.49","42.50","41.67","45.71","51.85","45.45"
"48070","Aulesti","70.00","50.00","40.00","42.86","35.71","30.00","50.00","60.00","42.86","50.00","33.33","50.00","50.00","50.00"
"01010","Ayala/Aiara","51.16","53.19","60.38","62.75","51.72","50.00","40.48","44.44","55.17","51.35","51.43","40.00","50.00","62.50"
"20017","Azkoitia","45.88","44.21","42.54","41.35","39.61","41.08","38.11","36.12","36.64","38.78","36.28","36.16","40.49","42.37"
"20018","Azpeitia","43.60","42.62","44.01","45.10","44.42","44.68","44.33","41.52","44.66","42.03","41.97","43.33","42.01","43.41"
"01049","Añana","50.00","57.14","45.45","41.67","45.45","62.50","50.00","50.00","100.00","100.00","66.67","33.33","0.00","0.00"
"48012","Bakio","55.67","53.54","52.25","50.42","52.45","54.47","56.00","49.55","53.93","60.23","57.89","51.85","57.50","46.43"
"20904","Baliarrain","54.55","58.33","100.00","100.00","66.67","75.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48090","Balmaseda","51.55","50.00","49.28","50.00","51.48","53.30","53.83","51.34","49.67","49.78","46.96","47.74","48.20","46.75"
"48013","Barakaldo","50.91","50.66","50.38","49.61","48.83","48.73","49.09","49.04","49.59","51.59","50.77","51.08","50.71","50.28"
"48014","Barrika","50.00","58.00","56.60","55.32","48.94","54.84","55.36","50.00","48.00","46.94","53.85","62.50","53.33","42.31"
"01013","Barrundia","41.18","41.38","42.42","43.24","44.74","42.50","42.55","39.47","38.24","39.29","48.15","50.00","50.00","61.54"
