"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005"
"48001","Abadiño","36.27","35.44","35.93","35.50","28.47","33.08","38.74","31.94","31.14","29.40","29.47"
"20001","Abaltzisketa","87.50","75.00","71.43","83.33","55.56","80.00","66.67","58.82","65.00","42.11","63.64"
"48002","Abanto y Ciérvana-Abanto Zierbena","32.08","32.66","37.36","27.57","29.80","28.70","27.13","27.84","26.65","26.00","28.72"
"20002","Aduna","21.69","48.48","31.91","12.90","29.73","15.79","51.43","22.67","33.77","29.47","30.19"
"20016","Aia","22.03","46.67","35.71","35.00","36.84","30.61","17.39","21.74","25.49","25.88","35.71"
"20003","Aizarnazabal","16.67","10.00","50.00","25.00","41.18","37.50","35.29","31.48","34.15","34.21","25.00"
"48911","Ajangiz","50.00","0.00","40.00","0.00","0.00","50.00","66.67","100.00","0.00","100.00","66.67"
"20004","Albiztur","40.00","0.00","66.67","100.00","0.00","33.33","50.00","46.15","28.57","45.83","42.11"
"20005","Alegia","63.74","54.55","61.54","36.84","39.29","27.03","40.00","25.93","64.00","31.82","36.00"
"01001","Alegría-Dulantzi","44.44","50.00","46.34","35.90","43.90","29.51","43.24","24.55","35.71","44.44","33.33"
"20006","Alkiza","0.00","0.00","100.00","20.00","0.00","28.57","100.00","50.00","62.50","84.62","77.78"
"48912","Alonsotegi","40.54","35.48","47.06","47.37","42.86","40.00","25.00","33.82","25.76","25.00","27.66"
"20906","Altzaga","0.00","0.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00"
"20007","Altzo","25.00","20.00","14.29","16.67","0.00","0.00","16.67","31.82","35.71","51.52","33.33"
"20008","Amezketa","18.18","29.41","55.56","50.00","45.83","47.37","25.00","33.33","50.00","28.12","33.33"
"48003","Amorebieta-Etxano","39.17","43.74","42.60","42.52","40.77","48.23","51.69","39.19","36.78","37.32","43.21"
"48004","Amoroto","27.27","0.00","40.00","33.33","44.44","25.00","40.00","50.00","62.50","32.35","40.24"
"01002","Amurrio","37.86","34.36","39.15","41.48","31.47","30.15","38.61","38.75","39.62","30.87","35.89"
"20009","Andoain","27.49","37.18","36.51","30.91","38.67","34.86","41.04","37.43","40.95","43.01","36.69"
"20010","Anoeta","29.79","35.63","56.00","46.51","31.48","33.80","39.66","21.84","18.00","30.88","27.91"
"20011","Antzuola","59.57","34.62","57.14","55.56","40.00","36.36","50.00","33.33","57.14","43.75","46.67"
"48005","Arakaldo","40.00","25.00","0.00","28.57","0.00","46.15","50.00","37.50","36.84","47.22","57.89"
"20012","Arama","6.45","36.36","0.00","0.00","44.44","27.27","18.18","5.88","6.45","16.67","25.00"
"01003","Aramaio","71.43","42.86","83.33","16.67","33.33","66.67","33.33","50.00","46.15","20.00","20.00"
"48006","Arantzazu","16.67","50.00","50.00","50.00","12.50","50.00","37.50","33.33","85.71","59.57","65.31"
"48093","Areatza","56.25","33.33","33.33","54.55","66.67","28.57","0.00","42.11","31.03","61.54","64.71"
"20013","Aretxabaleta","60.61","59.09","57.38","40.00","62.50","66.67","52.83","46.34","41.67","36.78","42.11"
"01006","Armiñón","100.00","50.00","0.00","50.00","50.00","83.33","0.00","25.00","7.69","25.00","0.00"
"01037","Arraia-Maeztu","50.00","60.00","16.67","0.00","28.57","61.54","50.00","42.86","33.33","35.71","36.36"
"48009","Arrankudiaga","17.65","29.41","42.31","35.00","31.25","27.27","36.36","33.70","30.00","26.26","15.28"
"20055","Arrasate/Mondragón","56.06","53.22","61.82","57.03","41.50","55.44","54.23","57.85","60.46","45.65","52.81"
"48914","Arratzu","0.00","0.00","50.00","0.00","0.00","0.00","100.00","0.00",NA,NA,"100.00"
"01008","Arratzua-Ubarrundia","27.78","27.27","77.78","66.67","50.00","18.18","42.86","28.57","47.62","38.89","66.67"
"48010","Arrieta","55.56","62.50","87.50","50.00","46.15","38.46","33.33","35.00","62.16","52.17","42.31"
"48011","Arrigorriaga","28.15","42.78","48.72","37.13","31.28","45.49","47.12","44.69","35.23","35.98","32.78"
"48023","Artea","25.53","24.32","27.59","30.00","26.32","59.46","20.00","29.63","8.33","0.00","66.67"
"48008","Artzentales","62.50","25.00","80.00","50.00","70.00","24.00","75.00","50.00","94.12","66.67","63.16"
"01004","Artziniega","50.00","34.21","50.00","26.67","60.00","55.17","60.00","53.12","68.57","69.70","60.00"
"01009","Asparrena","43.08","36.00","34.62","55.69","41.67","23.61","28.57","31.91","34.88","22.08","58.06"
"20014","Asteasu","24.39","24.59","34.09","26.79","27.27","33.93","25.93","14.88","27.27","21.05","24.64"
"20903","Astigarraga","36.53","32.54","35.56","31.65","32.45","33.17","30.63","28.78","34.26","33.42","27.03"
"20015","Ataun","61.90","75.00","85.71","72.73","75.00","64.29","54.55","33.33","80.00","30.00","40.91"
"48091","Atxondo","42.50","26.92","37.50","20.00","17.24","34.62","31.82","34.09","28.38","18.18","25.81"
