"Udalerri kodea","Udalerria","2014","2013","2011","2009","2006","2003","2001","1997"
"48001","Abadiño","101.60","99.04","98.61","97.35","99.21","104.73","97.37","96.65"
"20001","Abaltzisketa","111.65","112.44","120.63","104.18","99.34","104.02","100.63","89.18"
"48002","Abanto y Ciérvana-Abanto Zierbena","86.32","85.92","85.80","87.15","89.87","88.09","84.92","83.21"
"20002","Aduna","111.14","106.53","109.49","108.39","108.43","100.68","83.96","82.26"
"20016","Aia","93.96","94.69","92.45","91.06","79.32","84.56","79.95","86.29"
"20003","Aizarnazabal","92.66","89.11","94.97","102.35","82.76","99.57","92.40","92.56"
"48911","Ajangiz","115.37","116.31","113.00","104.36","99.18","96.81","98.30","102.85"
"20004","Albiztur","115.27","112.17","110.76","109.68","101.55","99.85","100.52","99.14"
"20005","Alegia","90.75","92.38","92.24","88.68","87.91","92.39","90.25","87.36"
"01001","Alegría-Dulantzi","104.38","102.19","106.40","106.14","108.07","112.87","106.81","87.85"
"20006","Alkiza","104.63","103.63","96.70","98.72","90.71","94.58","92.26","89.58"
"48912","Alonsotegi","83.27","81.99","82.68","83.38","84.72","85.20","78.60","78.42"
"20906","Altzaga","107.16","102.05","107.45","104.69","95.48","104.68","88.66","83.49"
"20007","Altzo","108.46","103.68","103.06","104.27","93.28","111.80","103.76","105.77"
"20008","Amezketa","100.83","98.87","100.20","94.54","88.14","103.55","103.64","99.96"
"48003","Amorebieta-Etxano","100.20","99.61","97.71","102.20","98.73","102.04","98.36","96.71"
"48004","Amoroto","98.81","96.97","91.41","92.05","86.47","93.05","89.46","94.79"
"01002","Amurrio","99.94","99.60","97.95","94.52","94.58","94.28","94.26","90.88"
"20009","Andoain","93.47","93.93","93.23","93.46","90.12","91.31","89.00","87.76"
"20010","Anoeta","95.15","97.16","96.65","93.54","89.47","93.83","93.22","92.16"
"20011","Antzuola","114.07","114.78","113.10","111.37","106.80","114.84","110.39","110.20"
"48005","Arakaldo","109.74","96.47","106.14","112.45","108.55","101.86","102.12","102.05"
"20012","Arama","138.54","122.21","138.52","116.58","100.24","101.62","99.18","92.14"
"01003","Aramaio","112.66","109.26","118.77","109.86","102.38","110.46","110.28","100.67"
"48006","Arantzazu","107.80","112.69","111.34","109.81","101.34","113.29","107.18","107.49"
"48093","Areatza","96.33","94.01","90.19","88.43","96.83","90.58","91.62","96.54"
"20013","Aretxabaleta","102.78","105.70","107.95","114.52","108.27","118.91","120.95","122.30"
"01006","Armiñón","89.40","87.86","94.88","90.52","117.79","92.63","94.00","89.21"
"01037","Arraia-Maeztu","98.18","100.72","100.91","94.49","92.58","90.94","87.34","80.87"
"48009","Arrankudiaga","105.63","104.05","104.16","105.05","99.46","109.68","95.11","95.57"
"20055","Arrasate/Mondragón","95.50","98.10","99.87","101.05","100.12","105.63","108.85","107.39"
"48914","Arratzu","107.55","106.70","102.50","101.27","96.63","97.34","103.41","102.20"
"01008","Arratzua-Ubarrundia","129.27","135.84","155.53","140.63","122.50","135.91","122.70","106.93"
"48010","Arrieta","116.02","108.74","105.54","107.22","98.16","96.49","88.96","78.09"
"48011","Arrigorriaga","91.27","91.75","92.79","94.09","93.84","97.72","91.42","91.14"
"48023","Artea","113.11","110.17","104.22","103.46","100.71","103.99","108.79","105.93"
"48008","Artzentales","80.40","84.41","78.86","86.22","84.30","84.39","81.02","77.88"
"01004","Artziniega","95.65","96.42","94.53","94.22","89.34","88.80","100.95","89.17"
"01009","Asparrena","98.83","94.57","93.34","92.06","80.96","87.97","89.77","86.33"
"20014","Asteasu","99.70","99.88","100.66","99.60","91.81","106.36","97.47","86.24"
"20903","Astigarraga","109.36","103.32","102.12","100.08","93.13","94.52","94.26","89.97"
"20015","Ataun","111.30","111.96","109.11","104.65","83.19","102.86","95.49","96.07"
"48091","Atxondo","91.45","92.46","92.67","95.31","93.51","98.17","97.51","96.69"
