"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","-1.86","-1.20","-2.81","-1.89","-2.99","-2.87","1.38","1.39","2.09","2.80","0.56","2.26","2.99"
"20001","Abaltzisketa","-3.06","-18.24","-3.03","-3.06","6.19","3.09","-6.33","9.65","3.22","23.33","-3.45","-3.55","-3.56"
"48002","Abanto y Ciérvana-Abanto Zierbena","-0.42","-0.62","-3.09","-2.57","-3.60","-5.04","-1.14","1.04","1.87","5.10","3.35","3.40","1.30"
"20002","Aduna","-8.51","-8.49","-8.62","-6.59","-15.49","-2.27","-7.48","10.72","10.72","10.84","0.00","5.76","-2.92"
"20016","Aia","-7.81","-2.44","2.94","-8.86","-4.97","-4.99","-2.04","8.69","7.60","5.55","7.38","0.58","-1.79"
"20003","Aizarnazabal","-10.32","1.29","-2.59","1.30","6.67","-6.93","2.99","12.38","1.55","9.58","1.61","8.28","-8.83"
"48911","Ajangiz","10.78","-2.17","-4.38","-19.82","-4.37","6.61","2.25","0.00","-2.25","4.52","0.00","0.00","-2.33"
"20004","Albiztur","-15.38","-6.17","-3.08","-18.81","-19.11","6.37","-9.62","9.74","6.49","10.07","0.00","-3.37","13.56"
"20005","Alegia","-2.88","1.15","-0.57","-0.57","-1.13","-0.57","-0.58","2.35","-1.18","1.19","-3.62","-1.21","1.83"
"01001","Alegría-Dulantzi","-2.09","1.38","5.52","-7.67","-3.17","-3.26","-0.76","4.61","5.03","4.01","7.55","5.04","4.41"
"20006","Alkiza","2.78","5.43","-5.31","-18.62","-2.75","-8.45","2.80","0.00","2.99","3.12","9.65","0.00","3.55"
"48912","Alonsotegi","0.70","-1.75","-3.53","-2.12","-1.41","-8.50","-1.06","3.90","1.77","6.08","3.62","-0.37","4.92"
"20906","Altzaga","5.75","-23.39","12.12","6.13","-12.42","-12.50","0.00","6.37","6.37","0.00","6.49","6.62","0.00"
"20007","Altzo","-4.89","-4.96","4.94","-7.32","7.35","-4.98","-4.98","-7.69","2.56","-5.42","22.28","5.65","8.96"
"20008","Amezketa","-9.57","1.05","10.31","-3.08","-13.36","-4.07","5.05","5.16","1.03","3.11","-1.03","-3.08","0.00"
"48003","Amorebieta-Etxano","-0.69","-2.20","-3.98","-1.56","0.65","-4.32","1.74","10.56","6.34","-0.93","4.95","2.57","2.85"
"48004","Amoroto","9.57","-31.40","4.88","-2.48","4.89","-2.42","0.00","0.00","4.91","-2.48","0.00","-2.64","2.67"
"01002","Amurrio","-3.51","0.68","-1.47","-1.58","0.20","-1.50","1.29","1.41","4.02","1.13","1.25","1.57","-1.36"
"20009","Andoain","-1.57","-0.95","-1.84","-1.71","-4.43","-5.18","-1.77","-0.84","3.56","4.24","4.70","0.00","0.36"
"20010","Anoeta","-0.51","-2.60","1.59","-3.78","-2.18","0.00","-1.62","2.78","6.67","1.68","6.74","-2.25","-6.75"
"20011","Antzuola","-1.83","-3.19","-0.91","-5.96","-0.92","-4.60","0.46","3.75","1.88","-0.95","1.46","-1.00","2.59"
"48005","Arakaldo","0.00","0.00","7.30","-7.81","-7.87","-8.33","-10.53","-10.53","21.05","-10.42","21.74","32.26","-10.53"
"20012","Arama","-14.42","0.00","4.61","-19.14","-14.93","0.00","10.05","10.75","-5.38","11.17","23.67","6.10","36.36"
"01003","Aramaio","-4.64","0.00","5.39","0.00","-3.32","-6.68","-2.00","-0.67","0.00","3.35","-2.67","2.01","2.02"
"48006","Arantzazu","2.63","-2.62","-2.69","-5.52","-2.80","2.94","0.00","-3.27","0.00","0.00","0.00","3.52","0.00"
"48093","Areatza","-0.83","-0.83","1.64","-9.78","-5.82","-4.31","-1.77","11.87","4.57","0.00","3.80","6.80","-0.98"
"20013","Aretxabaleta","-1.86","-2.00","0.43","-3.77","-1.77","-2.98","0.30","1.36","7.27","3.07","1.56","-0.63","-2.08"
"01006","Armiñón","4.18","-8.10","8.20","4.27","-4.35","0.00","0.00","10.05","0.00","-5.29","0.00","-5.92","0.00"
"01037","Arraia-Maeztu","2.79","-2.81","4.15","-4.08","-1.37","-4.20","0.00","1.40","2.81","1.38","2.74","-1.36","4.07"
"48009","Arrankudiaga","8.16","-13.35","-8.26","-2.08","-3.17","-3.24","-1.10","-6.92","11.53","3.59","8.61","2.53","0.00"
"20055","Arrasate/Mondragón","-0.18","-0.86","-1.81","-2.90","-2.14","-5.23","-1.18","1.59","4.67","0.23","2.00","1.36","0.13"
"48914","Arratzu","-7.35","2.49","10.18","-10.31","10.28","0.00","-5.33","0.00","5.62","2.84","2.87","2.84","0.00"
"01008","Arratzua-Ubarrundia","2.02","-5.02","5.06","-2.04","-1.03","-1.07","3.26","1.12","5.61","2.30","-3.59","-2.50","2.65"
"48010","Arrieta","0.00","-5.24","7.16","-16.42","0.00","-9.09","1.81","5.43","0.00","-3.66","3.74","0.00","0.00"
"48011","Arrigorriaga","0.73","-2.10","-4.04","-2.89","-2.24","-5.23","-1.37","0.81","7.68","0.00","6.56","3.50","2.14"
"48023","Artea","1.32","-5.18","6.51","-12.95","-3.83","0.00","3.99","2.84","5.68","4.42","8.86","1.48","3.01"
"48008","Artzentales","0.00","-2.75","11.03","-1.34","-1.33","-1.36","-1.40","7.16","2.87","11.64","4.39","-1.49","4.52"
"01004","Artziniega","0.00","4.39","-6.58","-4.33","-1.08","-7.10","0.00","5.77","4.04","-0.60","5.75","0.00","-1.41"
"01009","Asparrena","-2.44","-4.24","0.00","0.00","-2.96","-5.95","-2.43","5.04","2.52","2.53","5.02","-1.25","-3.17"
"20014","Asteasu","-9.24","1.31","-3.95","0.66","-2.00","-10.80","0.00","2.04","4.76","2.78","6.39","2.92","6.76"
"20903","Astigarraga","3.98","-2.14","-4.24","-9.70","-8.56","-1.26","-1.92","1.80","12.80","0.23","2.14","0.97","5.21"
"20015","Ataun","0.59","1.19","3.55","-1.19","0.00","-1.20","-1.20","0.61","3.07","2.52","-3.22","-1.97","-1.98"
"48091","Atxondo","-0.73","-1.44","-2.88","-6.42","-1.41","-4.19","-6.19","3.44","3.44","0.00","-0.70","-2.10","-4.87"
"48070","Aulesti","-1.52","1.52","0.00","-3.03","2.96","-2.94","-4.39","4.43","-1.48","2.97","-2.98","-4.52","-1.52"
"01010","Ayala/Aiara","-5.45","-4.78","5.46","-5.47","0.00","-1.40","-3.26","0.00","3.37","5.70","1.55","1.61","-1.29"
"20017","Azkoitia","0.52","-1.04","-0.78","-3.22","-2.01","-2.99","0.18","0.09","2.47","3.64","2.08","3.17","0.87"
"20018","Azpeitia","-1.23","-3.14","-0.69","-4.41","-3.74","-1.95","-4.80","1.28","5.74","3.36","2.66","2.52","1.80"
"01049","Añana","0.00","0.00","0.00","-18.75","-5.99","-5.81","0.00","5.59","-5.59","10.99","-5.43","-5.41","-5.41"
"48012","Bakio","1.93","-3.46","0.00","-3.82","-6.22","-0.80","1.73","5.85","10.34","3.72","2.90","5.06","0.53"
