"Udalerri kodea","Udalerria","2015","2014"
"48001","Abadiño","18.07","15.91"
"20001","Abaltzisketa","6.80","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","39.84","44.05"
"20002","Aduna","23.47","9.30"
"20016","Aia","10.50","14.63"
"20003","Aizarnazabal","23.56","20.83"
"48911","Ajangiz","4.41","4.48"
"20004","Albiztur","6.41","0.00"
"20005","Alegia","28.30","25.82"
"01001","Alegría-Dulantzi","23.04","22.29"
"20006","Alkiza","16.85","28.57"
"48912","Alonsotegi","46.42","48.83"
"20906","Altzaga","11.49","11.24"
"20007","Altzo","5.00","15.23"
"20008","Amezketa","23.20","27.78"
"48003","Amorebieta-Etxano","26.47","25.42"
"48004","Amoroto","19.23","15.15"
"01002","Amurrio","28.85","30.21"
"20009","Andoain","25.09","24.85"
"20010","Anoeta","26.12","27.54"
"20011","Antzuola","3.71","8.28"
"48005","Arakaldo","24.69","37.97"
"20012","Arama","10.00","9.71"
"01003","Aramaio","7.04","11.10"
"48006","Arantzazu","15.62","20.62"
"48093","Areatza","41.20","43.55"
"20013","Aretxabaleta","12.93","14.52"
"01006","Armiñón","0.00","0.00"
"01037","Arraia-Maeztu","19.17","12.99"
"48009","Arrankudiaga","15.97","12.12"
"20055","Arrasate/Mondragón","24.72","22.75"
"48914","Arratzu","14.15","19.42"
"01008","Arratzua-Ubarrundia","4.46","8.79"
"48010","Arrieta","18.38","10.79"
"48011","Arrigorriaga","34.54","32.38"
"48023","Artea","15.92","20.89"
"48008","Artzentales","57.80","67.06"
"01004","Artziniega","24.76","26.06"
"01009","Asparrena","46.97","49.20"
"20014","Asteasu","20.78","20.86"
"20903","Astigarraga","14.62","16.96"
"20015","Ataun","12.35","13.75"
"48091","Atxondo","22.06","18.98"
"48070","Aulesti","9.09","15.24"
"01010","Ayala/Aiara","11.76","11.72"
"20017","Azkoitia","19.63","19.94"
"20018","Azpeitia","22.03","22.63"
"01049","Añana","14.08","28.57"
"48012","Bakio","28.82","29.13"
"20904","Baliarrain","15.38","15.15"
"48090","Balmaseda","55.36","53.44"
"48013","Barakaldo","41.26","42.41"
"48014","Barrika","22.08","17.93"
"01013","Barrundia","15.00","9.88"
"48015","Basauri","36.20","36.60"
"01011","Baños de Ebro/Mañueta","7.14","7.04"
"20019","Beasain","18.08","19.09"
"48092","Bedia","24.21","26.07"
"20020","Beizama","15.87","47.62"
"20021","Belauntza","35.09","17.09"
"48016","Berango","24.18","23.86"
"01014","Berantevilla","27.52","17.39"
"20022","Berastegi","5.80","3.93"
"20074","Bergara","16.27","16.70"
"48017","Bermeo","38.81","40.64"
"01016","Bernedo","10.00","4.67"
"48018","Berriatua","14.34","14.26"
"48019","Berriz","23.78","25.92"
"20023","Berrobi","29.41","28.67"
"20024","Bidania-Goiatz","21.10","16.33"
"48020","Bilbao","51.37","52.99"
"48021","Busturia","43.37","44.81"
"01017","Campezo/Kanpezu","17.96","17.86"
"20029","Deba","18.28","20.96"
"48901","Derio","13.31","17.82"
"48026","Dima","20.92","20.11"
"20069","Donostia / San Sebastián","24.41","25.84"
"48027","Durango","27.10","25.19"
"48028","Ea","31.10","36.06"
"20030","Eibar","27.77","28.77"
"48031","Elantxobe","68.42","76.53"
"01021","Elburgo/Burgelu","6.99","10.34"
"01022","Elciego","21.44","28.30"
"20031","Elduain","0.00","0.00"
"20033","Elgeta","10.97","9.01"
"20032","Elgoibar","27.21","25.42"
"48032","Elorrio","16.61","18.08"
"01023","Elvillar/Bilar","0.00","5.62"
"48902","Erandio","50.57","47.49"
"48033","Ereño","26.09","8.33"
"48034","Ermua","30.22","28.62"
"20067","Errenteria","32.00","32.45"
"20066","Errezil","10.64","10.42"
"01046","Erriberagoitia/Ribera Alta","22.01","27.19"
"48079","Errigoiti","13.10","8.81"
"20034","Eskoriatza","9.42","12.90"
"48029","Etxebarri","21.76","24.08"
"48030","Etxebarria","7.79","10.31"
"20035","Ezkio-Itsaso","13.51","13.33"
"48906","Forua","19.23","31.78"
"48035","Fruiz","15.04","18.59"
"20038","Gabiria","4.37","4.33"
"20037","Gaintza","20.00","0.00"
"48036","Galdakao","15.73","16.46"
"48037","Galdames","38.76","51.41"
"48038","Gamiz-Fika","10.13","11.85"
"48039","Garai","6.37","12.74"
"48040","Gatika","21.71","18.36"
"48041","Gautegiz Arteaga","18.87","20.93"
"20907","Gaztelu","14.71","14.29"
"48046","Gernika-Lumo","32.42","34.32"
"20039","Getaria","16.58","16.79"
"48044","Getxo","28.98","31.05"
"48047","Gizaburuaga","31.25","38.83"
"48042","Gordexola","32.49","30.92"
"48043","Gorliz","28.93","28.84"
"48045","Güeñes","48.62","46.40"
"01056","Harana/Valle de Arana","0.00","0.00"
"20040","Hernani","24.38","24.66"
"20041","Hernialde","0.00","6.13"
"20036","Hondarribia","17.15","18.07"
"20042","Ibarra","27.24","28.72"
"48048","Ibarrangelu","31.85","28.39"
"20043","Idiazabal","10.43","12.17"
"48094","Igorre","29.75","26.62"
"20044","Ikaztegieta","21.10","25.64"
"20045","Irun","28.48","28.38"
"20046","Irura","18.71","17.43"
"01027","Iruraiz-Gauna","8.55","17.54"
"01901","Iruña Oka/Iruña de Oca","24.62","24.93"
"48049","Ispaster","18.02","30.40"
"20047","Itsasondo","21.21","17.70"
"48910","Iurreta","28.31","29.55"
"48050","Izurtza","20.00","8.93"
