"Udalerri kodea","Udalerria","2015","2014","2013","2011","2010","2006","2001","1996"
"48001","Abadiño","58.78","58.47","57.59","57.13","56.11","43.26","34.82","29.09"
"20001","Abaltzisketa","50.18","48.75","49.10","46.38","43.53","31.03","22.76","20.66"
"48002","Abanto y Ciérvana-Abanto Zierbena","60.05","59.47","58.27","57.36","55.96","44.64","35.43","31.00"
"20002","Aduna","62.11","60.10","59.90","58.99","53.21","38.63","31.10","23.99"
"20016","Aia","55.75","55.68","54.52","52.34","51.44","36.43","21.02","18.05"
"20003","Aizarnazabal","50.40","50.40","49.92","49.92","46.39","36.59","20.16","17.47"
"48911","Ajangiz","65.69","64.01","63.52","64.29","61.04","51.78","42.42","35.01"
"20004","Albiztur","53.91","53.85","51.35","52.76","49.82","36.50","27.07","14.81"
"20005","Alegia","55.92","55.83","55.62","54.36","53.51","42.36","26.61","31.71"
"01001","Alegría-Dulantzi","65.73","65.71","65.36","64.17","65.19","50.74","39.62","31.38"
"20006","Alkiza","54.76","57.34","55.74","53.31","52.07","38.83","24.79","18.91"
"48912","Alonsotegi","55.77","54.59","54.15","52.95","52.17","39.80","31.59","27.88"
"20906","Altzaga","65.28","60.87","61.03","60.45","54.48","50.39","27.17","19.54"
"20007","Altzo","62.13","61.09","62.46","63.49","59.70","47.99","30.99","27.62"
"20008","Amezketa","42.49","40.48","39.90","39.55","37.49","25.77","21.28","15.68"
"48003","Amorebieta-Etxano","61.89","61.22","60.81","60.08","58.16","47.44","41.41","37.08"
"48004","Amoroto","51.78","50.96","49.72","49.59","47.06","32.22","27.43","21.57"
"01002","Amurrio","60.71","60.51","59.69","58.63","57.78","46.42","39.34","36.59"
"20009","Andoain","57.94","57.39","56.99","56.55","55.05","46.22","35.83","34.50"
"20010","Anoeta","58.05","56.49","55.98","54.80","53.17","42.23","32.17","30.26"
"20011","Antzuola","66.37","66.11","65.22","64.66","64.39","53.77","38.14","40.54"
"48005","Arakaldo","70.90","62.60","63.72","61.90","58.16","45.24","48.84","41.90"
"20012","Arama","70.59","67.37","65.97","68.00","63.30","49.69","29.53","38.46"
"01003","Aramaio","64.88","64.61","63.62","62.02","60.18","48.04","43.06","34.02"
"48006","Arantzazu","67.57","70.39","69.14","65.00","63.14","55.68","46.52","40.07"
"48093","Areatza","63.75","62.84","60.59","60.76","59.11","47.93","39.98","32.70"
"20013","Aretxabaleta","65.23","64.96","64.47","63.54","63.03","50.34","41.97","40.25"
"01006","Armiñón","66.15","60.91","63.68","62.07","53.81","38.26","39.22","34.88"
"01037","Arraia-Maeztu","56.06","56.25","55.14","53.41","51.28","37.59","30.29","24.62"
"48009","Arrankudiaga","67.01","65.79","64.63","62.88","61.00","49.74","42.22","34.02"
"20055","Arrasate/Mondragón","60.30","59.74","59.44","58.65","57.06","47.16","39.30","41.16"
"48914","Arratzu","64.46","63.16","61.36","58.45","56.25","46.65","37.39","30.56"
"01008","Arratzua-Ubarrundia","67.65","67.33","66.35","64.08","60.84","50.80","39.29","35.90"
"48010","Arrieta","65.05","64.02","61.22","59.80","56.13","45.49","34.31","24.15"
"48011","Arrigorriaga","62.22","61.55","61.00","60.13","59.42","48.12","36.61","34.38"
"48023","Artea","71.96","70.83","69.67","68.88","68.58","61.36","47.41","45.83"
"48008","Artzentales","60.48","60.61","59.73","60.11","57.14","47.65","37.42","29.60"
"01004","Artziniega","67.38","66.99","67.02","67.72","65.97","53.73","38.82","40.52"
"01009","Asparrena","52.48","52.04","51.86","50.49","48.48","37.57","32.28","26.71"
"20014","Asteasu","53.59","52.43","52.21","50.47","49.07","35.55","30.12","20.07"
"20903","Astigarraga","68.59","67.40","66.29","64.86","62.87","52.82","40.08","35.76"
"20015","Ataun","58.53","58.73","56.98","55.75","53.62","43.92","35.25","30.68"
"48091","Atxondo","52.94","52.75","52.08","51.89","50.31","37.36","28.96","21.04"
"48070","Aulesti","57.79","57.26","55.24","54.02","53.16","38.63","30.83","24.76"
"01010","Ayala/Aiara","63.75","63.13","62.55","61.62","60.06","47.95","36.86","31.04"
"20017","Azkoitia","54.96","53.79","53.36","52.08","50.56","40.49","33.84","31.11"
"20018","Azpeitia","56.03","55.28","54.59","54.04","52.43","41.49","34.59","31.79"
"01049","Añana","45.91","46.11","44.87","40.12","37.35","26.44","25.82","23.44"
"48012","Bakio","72.49","72.55","71.93","70.55","69.96","60.87","47.68","34.34"
"20904","Baliarrain","57.50","53.77","51.43","50.94","42.72","25.00","20.43","7.06"
"48090","Balmaseda","57.40","56.65","56.37","55.00","53.51","42.11","32.98","31.65"
"48013","Barakaldo","56.43","55.95","55.40","54.59","53.29","37.85","32.33","27.94"
"48014","Barrika","75.02","75.25","74.64","74.89","73.81","62.97","53.42","46.20"
"01013","Barrundia","66.63","66.32","65.38","63.90","60.90","50.14","42.86","31.89"
"48015","Basauri","56.03","55.49","55.06","54.62","54.03","47.05","32.02","30.98"
"01011","Baños de Ebro/Mañueta","42.33","41.69","39.14","38.13","36.07","27.47","23.61","18.06"
"20019","Beasain","60.89","60.58","60.01","59.09","58.19","48.47","39.06","37.63"
"48092","Bedia","59.32","57.84","56.99","55.88","51.75","42.92","33.15","27.52"
"20020","Beizama","53.57","51.30","45.38","47.66","49.08","38.22","25.00","17.31"
"20021","Belauntza","46.53","48.81","45.28","47.17","48.09","40.81","32.59","26.74"
"48016","Berango","73.10","72.52","72.05","71.79","70.46","60.93","45.73","38.48"
"01014","Berantevilla","54.48","56.98","55.86","55.84","49.89","37.76","43.22","30.57"
"20022","Berastegi","50.27","50.16","48.65","48.19","44.61","31.12","26.37","16.47"
"20074","Bergara","63.25","62.43","61.79","60.89","59.55","48.80","40.80","39.06"
"48017","Bermeo","56.75","56.18","55.41","54.57","52.60","40.31","32.39","31.23"
"01016","Bernedo","51.91","50.59","49.16","45.84","43.36","33.58","28.96","25.86"
"48018","Berriatua","52.90","52.66","52.97","50.58","46.78","39.84","30.22","27.06"
"48019","Berriz","56.54","55.50","55.58","54.67","53.56","44.35","35.41","31.52"
"20023","Berrobi","52.01","50.39","49.31","47.78","44.98","28.10","26.13","12.35"
"20024","Bidania-Goiatz","56.43","54.53","53.20","51.51","49.13","34.77","18.44","17.89"
"48020","Bilbao","65.89","65.28","64.68","63.88","62.87","53.27","42.76","44.25"
"48021","Busturia","62.75","62.35","62.08","61.14","61.64","52.94","41.71","37.96"
"01017","Campezo/Kanpezu","51.70","49.54","48.58","48.07","46.95","35.09","26.47","22.57"
"20029","Deba","64.22","63.17","62.47","61.58","60.43","49.70","42.07","38.07"
"48901","Derio","61.81","60.76","59.50","58.01","55.34","45.36","36.30","36.24"
"48026","Dima","66.48","66.19","65.33","62.95","60.49","49.95","43.81","34.53"
"20069","Donostia / San Sebastián","72.30","71.82","71.21","70.48","68.98","58.91","49.52","48.74"
"48027","Durango","66.43","65.71","65.18","64.21","62.96","53.60","44.65","42.79"
"48028","Ea","62.74","62.48","61.88","62.41","62.93","52.44","40.44","37.40"
"20030","Eibar","58.97","58.21","57.51","56.74","55.67","47.66","39.90","37.09"
"48031","Elantxobe","64.07","64.13","62.90","61.86","60.77","48.96","36.41","32.71"
"01021","Elburgo/Burgelu","73.27","72.55","72.17","72.23","68.51","58.61","46.42","32.18"
"01022","Elciego","53.96","53.31","52.42","50.67","50.67","37.43","30.71","27.69"
"20031","Elduain","53.85","50.99","50.25","48.72","46.97","37.63","27.37","25.93"
"20033","Elgeta","63.85","63.62","62.53","61.27","58.85","46.75","38.74","37.15"
"20032","Elgoibar","59.35","58.84","57.93","56.88","56.02","45.73","37.85","35.95"
"48032","Elorrio","58.92","57.76","57.22","56.08","54.51","44.46","36.48","33.67"
"01023","Elvillar/Bilar","41.28","39.94","38.63","37.15","36.17","25.71","18.77","13.40"
"48902","Erandio","55.80","55.03","54.58","53.77","52.45","40.74","31.37","28.77"
"48033","Ereño","63.18","62.13","59.24","57.25","57.26","50.40","40.41","39.06"
"48034","Ermua","48.01","47.57","46.80","46.00","44.84","34.93","29.07","27.65"
"20067","Errenteria","57.63","56.87","56.14","55.48","54.15","43.35","35.51","35.62"
"20066","Errezil","41.12","39.02","38.62","35.53","35.00","26.09","15.03","11.84"
"01046","Erriberagoitia/Ribera Alta","58.75","57.79","57.50","57.71","55.60","44.56","32.09","32.44"
"48079","Errigoiti","62.47","62.83","62.05","57.66","55.21","42.44","34.76","27.25"
