"Udalerri kodea","Udalerria","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","9.33","10.73","10.83","10.94","10.94","11.02","11.12","11.20","11.17","11.22","11.38"
"20001","Abaltzisketa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","6.19","6.15","6.18","7.21","7.20","7.26","7.29","6.24","6.24","6.31","6.44"
"20002","Aduna","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20016","Aia","4.90","4.91","4.94","5.00","4.98","5.11","5.39","5.47","5.64","5.71","5.86"
"20003","Aizarnazabal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48911","Ajangiz","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20004","Albiztur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20005","Alegia","5.73","5.69","5.65","5.62","11.43","5.77","5.85","5.93","5.98","6.08","6.03"
"01001","Alegría-Dulantzi","6.84","6.97","6.97","7.14","3.68","7.63","8.11","4.34","4.57","4.88","5.21"
"20006","Alkiza","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48912","Alonsotegi","10.55","10.61","10.54","10.64","10.61","10.58","10.60","10.70","7.18","7.29","7.62"
"20906","Altzaga","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20007","Altzo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20008","Amezketa","10.33","10.29","10.25","10.31","10.06","10.10","10.17","10.48","10.27","10.32","10.20"
"48003","Amorebieta-Etxano","4.84","6.97","8.10","8.82","8.90","8.41","7.94","8.05","7.60","7.74","7.22"
"48004","Amoroto","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01002","Amurrio","8.79","9.86","9.89","9.99","9.95","9.91","9.97","10.12","10.38","10.43","11.56"
"20009","Andoain","8.19","8.20","8.19","8.17","8.18","8.17","8.32","7.03","7.10","7.15","7.24"
"20010","Anoeta","5.28","5.34","5.46","5.46","5.41","5.40","5.52","5.60","5.63","5.61","5.63"
"20011","Antzuola","9.12","9.14","9.19","9.14","9.25","9.23","9.32","9.43","9.65","9.80","10.28"
"48005","Arakaldo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01003","Aramaio","13.53","13.41","13.22","13.37","13.36","13.34","13.43","13.40","13.42","13.31","13.45"
"48006","Arantzazu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48093","Areatza","16.52","16.30","16.31","16.96","17.51","17.68","18.02","18.52","18.66","19.31","19.59"
"20013","Aretxabaleta","7.15","7.22","7.30","7.43","7.46","7.47","7.52","6.10","6.18","6.33","6.37"
"01006","Armiñón","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01037","Arraia-Maeztu","14.01","13.68","13.53","13.85","14.12","14.08","14.14","13.93","13.74","13.62","13.59"
"48009","Arrankudiaga","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20055","Arrasate/Mondragón","6.80","7.71","8.17","8.19","8.18","8.16","7.74","7.23","7.17","7.08","7.00"
"48914","Arratzu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01008","Arratzua-Ubarrundia","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48010","Arrieta","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
