"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","42.13","47.94","44.78","40.41","43.00","50.34","49.69","49.80","38.22","42.51","36.24","38.70","35.07"
"20001","Abaltzisketa","36.70","33.43","48.48","40.25","46.44","86.42","43.61","28.94","22.51","16.67","20.69","14.18","46.26"
"48002","Abanto y Ciérvana-Abanto Zierbena","46.64","48.44","51.22","47.57","49.94","41.26","47.90","43.08","49.22","35.18","41.34","34.44","33.29"
"20002","Aduna","82.98","95.54","64.66","53.10","81.86","113.38","91.57","75.07","91.15","108.40","113.89","95.10","81.87"
"20016","Aia","29.28","43.03","40.22","59.09","43.69","54.36","43.87","34.74","31.49","42.20","35.75","27.76","32.74"
"20003","Aizarnazabal","15.48","21.94","24.58","22.67","21.33","40.22","21.77","27.86","12.38","11.18","19.29","16.56","8.83"
"48911","Ajangiz","19.40","13.02","39.39","17.47","26.20","30.84","22.32","20.27","27.03","24.89","13.64","6.93","2.33"
"20004","Albiztur","24.62","37.04","30.77","22.29","22.29","28.66","12.74","19.48","29.22","26.85","13.51","13.47","16.95"
"20005","Alegia","33.99","39.01","35.43","40.56","34.93","32.31","33.87","21.78","39.43","22.63","18.08","21.17","27.51"
"01001","Alegría-Dulantzi","24.05","16.87","24.84","24.33","35.26","21.75","19.12","23.89","24.31","19.58","24.07","26.71","24.27"
"20006","Alkiza","5.56","21.74","18.57","30.22","16.48","5.63","11.27","11.94","17.91","9.35","9.65","13.51","0.00"
"48912","Alonsotegi","39.20","49.47","32.80","36.36","39.53","33.29","44.14","35.13","30.52","27.91","36.17","40.21","29.52"
"20906","Altzaga","17.24","5.85","24.24","37.27","12.42","25.00",NA,NA,"50.96","25.81","0.00","0.00","21.28"
"20007","Altzo","22.00","29.78","46.91","31.86","19.61","32.34","20.00","10.26","17.95","37.94","11.14","8.47","14.93"
"20008","Amezketa","13.83","7.33","26.80","22.61","17.47","17.31","25.20","13.42","20.64","12.45","16.46","6.15","14.26"
"48003","Amorebieta-Etxano","24.15","24.55","23.15","28.16","28.65","25.48","23.01","27.92","26.26","27.47","23.12","25.38","30.42"
"48004","Amoroto","136.36","118.36","36.59","17.11","36.67","19.32","17.03","19.66","14.74","17.37","7.65","21.11","21.39"
"01002","Amurrio","21.63","24.39","30.52","28.42","28.91","22.93","25.42","24.31","21.90","21.12","18.52","22.72","18.15"
"20009","Andoain","17.35","18.82","15.84","20.25","20.66","21.87","22.15","20.81","17.81","19.15","16.53","16.84","16.90"
"20010","Anoeta","48.53","50.36","46.20","57.35","27.85","46.17","36.20","31.68","31.13","19.64","23.02","20.79","23.64"
"20011","Antzuola","22.88","29.64","23.28","45.37","18.79","30.82","60.51","17.82","14.53","12.88","9.72","8.02","7.26"
"48005","Arakaldo","57.32","66.23","94.89","78.74","94.49","33.33","115.38","157.89","115.79","83.33","108.70","139.78","73.68"
"20012","Arama","33.65","60.75","59.91","89.55","34.83","66.67","23.92","32.26","21.51","22.35","17.75","30.49","60.61"
"01003","Aramaio","17.88","11.35","13.47","17.28","15.28","17.37","13.35","16.10","10.06","10.72","12.02","8.70","13.44"
"48006","Arantzazu","10.53","28.87","24.19","47.62","30.81","14.71","47.62","45.75","45.75","20.00","20.55","21.13","35.46"
"48093","Areatza","27.39","24.11","17.23","39.90","44.06","24.98","29.90","26.48","40.18","24.16","21.82","43.73","20.51"
"20013","Aretxabaleta","16.47","15.60","17.23","26.37","21.51","23.09","21.66","19.08","21.81","21.95","14.86","15.71","17.56"
"01006","Armiñón","79.50","85.02","73.77","113.04","104.35","92.51","74.07","145.73","155.78","84.66","62.15","76.92","54.22"
"01037","Arraia-Maeztu","25.10","35.06","42.88","41.04","34.20","41.96","33.85","33.66","39.27","30.43","15.05","34.01","28.49"
"48009","Arrankudiaga","54.08","62.63","52.63","60.19","38.01","59.33","46.99","32.30","41.52","68.18","46.74","40.46","34.75"
"20055","Arrasate/Mondragón","23.07","20.95","20.45","26.59","23.91","29.01","29.22","24.18","24.99","24.35","18.12","18.47","17.97"
"48914","Arratzu","56.37","44.78","20.36","46.27","23.14","33.85","61.01","28.09","11.24","19.89","45.85","34.09","13.89"
"01008","Arratzua-Ubarrundia","97.17","74.30","73.89","109.62","137.54","101.93","118.87","112.23","84.18","103.33","67.07","87.39","111.11"
"48010","Arrieta","15.87","22.69","26.83","27.42","32.91","29.09","27.03","30.80","18.12","9.14","18.69","15.36","27.50"
"48011","Arrigorriaga","28.78","22.42","25.29","31.08","30.36","28.31","28.56","33.06","27.08","32.21","31.17","31.16","27.71"
