"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","60.82","59.27","56.63","54.63","53.03","49.68","48.67","46.73","44.14","42.86","41.84","43.04","43.34","44.28"
"20001","Abaltzisketa","76.09","79.78","71.35","73.68","70.53","68.95","69.79","69.89","71.35","71.75","68.57","68.05","67.66","65.29"
"48002","Abanto y Ciérvana-Abanto Zierbena","54.52","53.50","52.98","52.23","51.59","51.18","51.42","51.52","50.78","51.35","50.86","51.30","51.96","53.09"
"20002","Aduna","70.91","69.06","65.26","59.23","59.15","56.40","53.76","55.43","55.37","52.26","50.20","49.15","56.16","52.91"
"20016","Aia","69.65","69.08","68.10","65.15","62.86","60.93","58.91","59.58","59.97","60.16","58.59","59.53","59.68","62.76"
"20003","Aizarnazabal","59.14","58.81","55.94","53.69","51.38","50.51","47.19","47.36","43.20","40.53","43.79","45.94","48.08","52.07"
"48911","Ajangiz","65.72","63.35","63.60","63.64","61.48","60.14","59.57","63.00","60.65","58.99","58.06","60.44","63.36","66.67"
"20004","Albiztur","79.35","73.91","73.02","68.59","62.89","62.50","61.54","59.18","57.79","58.12","56.68","61.08","63.54","67.43"
"20005","Alegia","73.69","71.53","68.18","65.97","62.93","61.78","60.70","57.69","57.46","56.49","56.46","57.81","56.81","57.73"
"01001","Alegría-Dulantzi","60.99","58.26","56.50","55.05","53.09","50.94","49.70","48.44","45.46","44.06","42.98","43.22","43.10","45.28"
"20006","Alkiza","72.95","73.21","66.52","63.09","62.01","64.52","63.43","65.28","61.40","59.41","58.42","62.70","61.11","57.80"
"48912","Alonsotegi","65.72","65.57","62.09","59.81","58.50","57.19","55.56","53.99","52.45","51.65","51.85","51.24","54.11","53.55"
"20906","Altzaga","90.00","89.25","75.53","76.34","76.09","60.00","59.00","56.31","50.96","45.79","50.00","42.59","45.10","46.15"
"20007","Altzo","65.20","66.67","68.78","63.60","59.92","58.20","57.31","56.42","58.73","55.97","58.15","60.27","62.33","69.31"
"20008","Amezketa","73.38","69.42","69.23","67.59","67.70","65.25","61.36","60.71","59.32","63.92","63.70","65.08","65.54","65.49"
"48003","Amorebieta-Etxano","63.92","62.03","60.79","59.58","58.46","56.20","54.47","53.37","52.83","52.46","52.07","51.78","51.65","52.00"
"48004","Amoroto","70.68","73.00","73.75","65.43","65.98","59.46","61.72","64.52","66.26","69.71","76.00","80.00","83.17","75.00"
"01002","Amurrio","62.01","59.61","56.97","54.65","54.22","52.89","50.99","50.00","50.17","49.66","50.38","51.36","51.59","52.20"
"20009","Andoain","69.94","67.33","64.70","61.37","58.70","56.17","53.46","51.89","50.09","49.13","48.73","48.17","48.48","48.09"
"20010","Anoeta","58.37","59.66","58.41","58.24","58.03","57.25","57.45","53.74","52.06","49.92","48.83","47.68","48.62","49.92"
"20011","Antzuola","72.02","71.46","68.56","64.46","63.44","60.45","56.94","53.65","52.02","51.18","50.54","50.74","53.23","53.62"
"48005","Arakaldo","67.02","72.53","82.28","78.08","77.46","77.78","77.78","82.69","75.47","79.63","74.07","66.67","63.79","59.32"
"20012","Arama","87.27","82.61","83.90","83.90","76.99","74.78","71.65","73.04","70.91","73.58","78.35","80.22","79.12","74.74"
"01003","Aramaio","70.68","69.80","67.76","66.78","66.81","64.04","61.66","61.88","62.91","61.93","61.61","59.72","60.06","60.11"
"48006","Arantzazu","66.08","62.55","59.00","56.22","57.21","54.59","51.87","50.25","57.44","61.38","58.06","56.22","59.43","52.41"
"48093","Areatza","64.05","64.83","64.09","63.16","61.74","62.62","62.45","59.75","59.48","61.43","62.92","62.38","61.55","65.91"
"20013","Aretxabaleta","70.56","67.24","64.51","62.03","60.08","58.16","54.81","52.68","51.84","50.13","51.18","50.55","49.90","49.69"
"01006","Armiñón","52.94","54.43","57.23","50.96","52.98","55.78","56.25","58.02","53.49","55.47","57.02","57.66","54.29","55.96"
"01037","Arraia-Maeztu","70.69","70.74","66.05","62.81","60.65","56.96","52.92","54.35","55.73","55.75","53.91","55.51","56.93","58.37"
"48009","Arrankudiaga","61.90","60.83","60.99","63.11","61.78","60.86","60.56","56.72","58.60","56.75","57.85","56.34","57.37","57.20"
"20055","Arrasate/Mondragón","68.29","66.19","64.27","62.62","61.58","60.27","58.15","56.27","55.16","54.39","53.32","52.84","52.51","52.47"
"48914","Arratzu","62.95","67.77","66.53","59.92","59.02","59.43","54.69","54.32","52.34","55.51","58.82","62.44","65.28","65.00"
"01008","Arratzua-Ubarrundia","59.19","58.00","54.59","51.39","47.82","47.67","47.97","48.07","47.63","47.16","46.10","47.53","47.77","49.06"
"48010","Arrieta","56.98","62.04","60.96","61.72","61.11","61.79","66.57","65.96","69.54","69.85","72.29","74.01","77.16","77.82"
"48011","Arrigorriaga","57.06","57.43","57.87","55.82","55.17","54.49","53.08","52.58","51.56","51.13","50.43","49.45","51.45","52.78"
"48023","Artea","67.11","63.75","62.82","58.66","56.60","55.98","53.85","50.20","52.09","54.77","54.46","55.86","57.24","60.24"
"48008","Artzentales","61.52","61.86","60.09","57.24","64.86","66.74","64.19","63.30","63.59","61.79","68.22","70.53","69.23","69.47"
"01004","Artziniega","62.26","58.22","56.72","54.34","53.29","51.56","50.25","49.26","50.26","49.43","50.60","52.18","53.87","55.87"
"01009","Asparrena","62.35","62.43","60.70","59.75","60.49","58.87","59.24","57.32","59.02","60.53","61.37","62.39","63.83","63.59"
"20014","Asteasu","70.25","71.35","69.79","67.92","66.15","64.21","63.49","61.18","57.63","55.56","52.95","52.02","50.73","54.22"
"20903","Astigarraga","54.21","53.40","53.62","52.37","51.95","52.04","50.06","48.46","47.92","46.59","46.38","45.96","45.55","44.14"
"20015","Ataun","81.73","80.58","77.45","74.56","73.20","69.96","67.33","66.43","65.07","63.50","64.13","62.01","60.55","60.21"
"48091","Atxondo","58.29","58.21","52.74","50.98","49.26","49.32","48.34","45.69","48.27","46.90","47.49","49.06","52.30","54.69"
"48070","Aulesti","84.31","84.31","86.32","84.62","80.32","79.68","78.48","78.80","78.01","77.84","73.26","74.41","76.20","75.81"
"01010","Ayala/Aiara","64.95","63.25","62.27","61.62","59.98","58.33","57.06","57.44","56.65","55.92","52.62","51.85","54.02","58.36"
"20017","Azkoitia","69.92","70.36","69.07","67.00","65.83","64.87","62.53","60.05","58.69","58.63","58.56","58.18","58.98","59.90"
"20018","Azpeitia","71.31","69.95","67.80","65.91","63.84","62.49","60.69","58.63","57.37","57.61","57.10","57.09","55.84","55.60"
"01049","Añana","67.37","65.26","66.67","67.39","72.92","73.20","78.57","83.33","81.44","82.83","76.70","76.19","76.19","86.87"
"48012","Bakio","58.39","57.67","53.82","52.00","50.35","48.48","48.17","48.75","47.20","43.82","43.52","42.84","42.51","44.03"
"20904","Baliarrain","70.59","59.78","60.49","59.76","58.75","52.50","50.00","50.68","47.06","49.18","55.74","52.38","55.38","61.67"
"48090","Balmaseda","67.98","66.20","65.27","63.53","61.46","59.54","60.37","60.03","60.06","60.17","59.23","58.68","58.90","59.49"
"48013","Barakaldo","63.72","62.19","60.70","58.69","57.32","56.25","55.16","54.38","53.82","53.86","53.94","53.91","54.42","54.74"
"48014","Barrika","67.07","65.48","63.34","63.02","58.45","54.69","54.25","55.64","55.03","53.89","52.44","51.76","54.39","53.72"
"01013","Barrundia","62.12","61.03","59.13","57.14","56.01","54.34","53.72","52.71","51.53","49.00","49.72","45.61","46.03","46.06"
"48015","Basauri","71.09","69.72","67.70","65.40","63.85","61.64","59.56","57.57","56.03","54.80","53.27","51.70","51.02","49.98"
"01011","Baños de Ebro/Mañueta","73.03","76.70","76.63","84.57","85.38","79.01","79.78","78.07","66.05","71.63","72.30","81.05","81.62","81.58"
"20019","Beasain","66.56","65.29","63.92","62.35","60.52","59.02","57.35","55.17","53.91","54.78","53.83","53.47","53.83","53.10"
"48092","Bedia","58.24","57.47","57.77","58.14","57.42","61.40","64.01","64.16","63.67","62.05","61.58","61.94","62.46","61.48"
"20020","Beizama","58.10","61.76","63.73","60.38","60.55","59.65","67.89","73.08","62.16","55.56","54.55","57.27","58.10","58.49"
