"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004"
"48009","Arrankudiaga","8.78","8.75","8.76","10.37","10.69","10.44","11.97","11.98","11.92","11.92","10.80","16.43"
"20055","Arrasate/Mondragón","64.29","64.29","64.14","71.20","54.45","52.95","52.95","52.94","52.93","53.49","65.99","66.94"
"48914","Arratzu","1.96","1.94","1.98","2.40","2.40","2.04","2.04","2.04","2.04","1.78","1.78","1.78"
"01008","Arratzua-Ubarrundia","4.67","4.65","4.48","5.41","5.36","5.33","5.32","5.30","5.19","5.05","4.75","4.53"
"48010","Arrieta","5.52","5.52","5.77","5.68","5.62","5.59","5.59","5.39","5.35","5.35","5.35","5.22"
"48011","Arrigorriaga","74.90","74.77","64.73","71.68","71.68","71.68","71.68","71.72","71.21","71.33","71.28","79.28"
"48023","Artea","13.20","13.20","13.45","11.81","11.81","11.81","11.81","11.77","11.77","11.77","11.58","10.07"
"48008","Artzentales","14.63","14.63","11.54","11.13","11.13","11.13","11.10","11.03","11.06","11.06","11.06","10.70"
"01004","Artziniega","13.38","13.37","13.26","13.39","17.24","17.19","17.19","17.11","16.87","16.78","16.73","16.48"
"01009","Asparrena","10.19","10.16","10.18","9.39","9.38","9.26","9.23","8.96","8.61","8.20","7.97","14.13"
"20014","Asteasu","36.85","36.79","37.01","28.54","28.50","28.50","28.50","28.28","34.50","34.20","33.96","33.96"
"20903","Astigarraga","50.35","48.60","46.96","47.31","39.73","37.06","30.31","34.71","34.67","32.92","31.58","30.34"
"20015","Ataun","29.59","29.55","30.35","33.48","33.48","33.50","33.90","33.27","32.64","31.46","30.47","29.96"
"48091","Atxondo","15.42","15.42","15.59","14.75","14.75","14.75","14.75","13.70","13.35","13.35","13.35","48.75"
"48070","Aulesti","18.81","18.66","10.05","10.03","10.03","9.87","9.87","9.83","9.49","9.51","9.51","9.34"
"01010","Ayala/Aiara","5.64","5.63","5.57","5.25","5.25","5.19","5.19","5.03","4.84","4.82","4.77","7.58"
"20017","Azkoitia","59.02","59.02","59.51","58.01","59.46","59.34","58.60","56.82","69.11","68.12","66.62","65.24"
"20018","Azpeitia","78.52","78.50","74.36","80.18","61.94","61.90","61.31","61.21","58.85","58.11","58.11","58.12"
"01049","Añana","15.71","15.71","15.64","13.62","13.55","13.29","13.29","13.21","13.14","13.07","12.88","12.75"
"48012","Bakio","16.70","16.65","16.59","16.75","17.68","17.42","17.18","17.21","16.58","14.87","12.39","17.05"
"20904","Baliarrain","20.69","20.69","20.69","29.52","29.52","31.00","31.00","30.24","24.88","22.44","21.95","21.95"
"48090","Balmaseda","53.68","52.92","53.94","57.89","57.89","57.89","57.89","63.43","63.39","59.58","57.19","48.11"
"48013","Barakaldo","120.80","120.13","119.42","106.27","106.50","106.50","106.50","106.12","103.71","104.76","105.80","109.37"
"48014","Barrika","11.16","11.13","11.03","11.50","9.60","9.59","9.55","9.11","8.93","8.73","8.56","11.75"
"01013","Barrundia","3.70","3.70","3.89","3.91","3.84","3.83","3.75","3.70","3.59","3.54","3.42","3.34"
"48015","Basauri","123.61","123.41","120.40","114.57","114.57","114.57","115.38","115.57","115.29","114.88","115.69","115.58"
"01011","Baños de Ebro/Mañueta","6.52","6.50","6.09","6.19","6.19","6.30","6.33","6.54","6.49","8.32","8.32","8.32"
"20019","Beasain","91.92","91.92","93.02","93.33","93.54","91.14","89.98","89.98","70.37","69.94","66.92","68.10"
"48092","Bedia","18.01","17.98","18.15","22.53","22.30","22.30","22.30","20.90","19.60","17.60","17.60","17.52"
"20020","Beizama","45.56","45.56","43.16","31.54","31.54","37.69","31.92","31.68","31.30","31.30","30.92","30.92"
"20021","Belauntza","21.13","21.13","16.23","14.18","14.18","14.18","14.18","14.25","14.25","14.25","14.25","14.25"
"48016","Berango","24.44","24.40","24.02","23.75","18.85","18.85","18.81","18.77","18.53","18.31","18.19","26.33"
"01014","Berantevilla","9.37","10.74","10.86","9.47","9.41","9.41","9.41","9.17","9.14","9.08","8.75","10.15"
"20022","Berastegi","29.05","28.78","28.48","34.21","26.60","26.39","26.39","26.36","26.11","24.72","23.74","23.74"
"20074","Bergara","89.67","88.86","90.79","87.22","86.27","86.17","124.04","123.04","122.20","120.97","118.62","115.46"
"48017","Bermeo","100.39","125.36","126.58","119.39","119.39","119.32","119.32","119.11","114.02","111.71","110.87","110.74"
"01016","Bernedo","5.90","5.84","5.98","5.98","5.97","5.87","5.85","5.84","5.83","5.72","5.66","5.52"
"48018","Berriatua","27.14","26.76","24.74","15.53","15.53","15.53","15.53","15.01","15.11","15.24","15.41","52.13"
"48019","Berriz","28.85","28.85","28.96","23.31","23.30","23.29","23.22","23.20","23.73","23.72","23.63","23.67"
"20023","Berrobi","35.00","30.11","30.77","37.84","37.84","37.84","34.32","34.14","29.90","29.90","29.90","27.26"
"20024","Bidania-Goiatz","23.42","23.42","23.83","26.86","26.86","19.33","19.33","19.39","19.39","17.88","17.88","17.79"
"48020","Bilbao","125.99","125.83","124.28","114.15","112.82","113.02","112.97","115.41","115.69","115.68","116.82","122.48"
"48021","Busturia","14.62","14.62","14.83","15.58","15.57","15.67","15.67","15.66","15.57","15.56","15.98","16.00"
"01017","Campezo/Kanpezu","10.58","10.58","10.64","12.52","12.47","12.30","12.25","12.06","12.00","11.73","11.68","11.60"
"20029","Deba","55.02","54.98","56.51","54.57","54.37","54.29","54.17","49.86","85.16","84.08","95.65","97.06"
"48901","Derio","13.90","13.90","14.70","13.90","13.90","13.80","13.28","12.68","10.47","10.16","10.05","10.01"
"48026","Dima","12.70","12.65","12.74","12.80","12.80","12.79","9.55","9.55","12.70","12.70","13.03","131.66"
"20069","Donostia / San Sebastián","62.84","61.68","61.69","61.73","61.37","65.30","65.04","68.26","67.66","67.04","66.03","65.50"
"48027","Durango","70.15","69.65","71.41","57.18","57.51","57.23","57.15","54.36","54.32","53.75","52.46","52.36"
"48028","Ea","38.49","38.35","39.07","68.84","68.84","69.33","69.33","68.96","68.80","68.80","68.80","68.80"
"20030","Eibar","141.18","141.15","138.56","120.75","114.55","114.18","111.31","116.40","151.91","154.17","148.38","156.81"
"48031","Elantxobe","58.17","58.17","59.86","59.86","59.86","59.86","78.11","78.26","78.26","79.10","79.10","79.10"
"01021","Elburgo/Burgelu","5.21","5.19","5.15","5.21","5.21","5.19","5.16","5.23","5.10","4.70","4.32","4.15"
"01022","Elciego","27.33","27.30","26.25","26.15","26.05","26.05","25.98","25.80","25.77","25.70","25.30","24.11"
"20031","Elduain","7.43","7.43","6.98","6.91","6.85","6.78","6.78","6.78","6.78","6.78","6.72","6.31"
"20033","Elgeta","44.81","44.81","45.15","48.33","48.10","47.94","45.87","40.41","40.41","37.39","33.49","33.49"
"20032","Elgoibar","66.66","66.66","71.75","67.91","67.47","66.48","65.99","65.65","65.19","62.38","61.62","61.07"
"48032","Elorrio","35.57","35.54","34.84","32.86","30.96","30.95","31.09","30.58","30.22","29.48","29.35","43.75"
"01023","Elvillar/Bilar","11.71","11.71","11.77","11.72","13.06","13.06","13.01","12.96","12.90","12.52","11.59","11.43"
"48902","Erandio","77.50","86.51","76.97","78.43","78.23","77.51","77.51","79.94","78.94","78.29","81.91","79.80"
"48033","Ereño","5.24","5.21","5.36","5.43","5.38","5.38","5.35","5.32","5.35","4.52","4.52","14.13"
"48034","Ermua","150.36","150.36","152.26","130.07","124.44","125.44","125.37","123.52","123.70","120.08","118.66","118.54"
"20067","Errenteria","61.38","61.09","61.74","77.07","76.94","76.93","75.03","74.71","78.15","76.88","76.75","85.04"
"20066","Errezil","94.55","94.24","96.45","70.95","70.48","70.24","70.24","70.41","70.41","67.90","67.90","69.76"
"01046","Erriberagoitia/Ribera Alta","4.61","4.59","4.63","4.89","4.85","4.83","4.82","4.72","4.48","4.37","4.26","4.13"
"48079","Errigoiti","11.71","11.71","11.67","8.38","11.35","11.35","11.35","12.95","12.95","14.25","14.14","22.98"
"20034","Eskoriatza","14.58","14.55","16.38","16.48","16.44","16.05","14.05","14.05","13.55","13.11","61.41","59.86"
"48029","Etxebarri","68.21","68.21","70.04","46.52","49.89","49.89","49.89","46.90","43.27","36.56","35.48","34.67"
"48030","Etxebarria","57.10","57.10","57.10","74.34","74.34","79.25","79.25","78.65","70.79","71.16","71.16","71.16"
"20035","Ezkio-Itsaso","22.43","22.43","22.43","30.09","28.82","28.73","28.36","28.38","23.74","32.78","32.26","31.88"
"48906","Forua","13.32","13.32","13.74","17.26","17.22","20.74","20.61","20.60","19.99","19.99","18.56","18.43"
"48035","Fruiz","5.41","5.39","5.36","6.27","6.25","6.22","6.20","5.29","5.06","4.92","4.92","16.45"
"20038","Gabiria","17.86","17.86","18.66","13.74","13.19","13.13","13.13","13.15","12.38","11.34","11.28","10.67"
"20037","Gaintza","71.67","71.67","70.83","70.83","66.67","65.83","65.83","66.95","66.95","63.56","63.56","63.56"
"48036","Galdakao","42.28","42.04","35.20","44.60","43.94","43.62","42.90","42.21","42.21","41.58","40.42","49.34"
"48037","Galdames","8.87","8.84","8.87","10.99","10.99","10.97","10.97","10.88","10.65","10.65","11.04","11.04"
"48038","Gamiz-Fika","8.93","8.93","8.68","8.20","8.20","8.24","9.72","9.71","16.51","16.51","16.07","16.07"
"48039","Garai","2.46","2.42","2.40","2.44","2.44","2.44","2.42","2.40","2.35","2.31","2.29","2.19"
"48040","Gatika","13.26","13.12","13.26","12.42","12.42","12.42","12.42","12.41","7.31","7.31","6.60","20.50"
"48041","Gautegiz Arteaga","6.72","6.72","5.41","5.31","5.29","5.28","5.25","5.26","5.15","5.04","5.04","5.03"
"20907","Gaztelu","28.95","28.95","26.50","18.93","18.93","18.93","16.79","16.67","16.67","15.60","15.60","15.60"
"48046","Gernika-Lumo","70.59","70.54","70.67","60.12","59.68","59.68","59.68","59.55","57.86","54.06","50.81","56.76"
"20039","Getaria","77.43","77.38","76.17","71.86","71.76","66.81","66.47","62.52","90.52","90.08","83.66","83.44"
"48044","Getxo","51.82","51.79","51.16","54.03","53.78","53.72","53.60","53.54","53.49","53.44","53.11","51.06"
"48047","Gizaburuaga","24.04","24.04","24.51","11.57","11.57","11.57","11.57","11.46","11.94","10.75","9.95","12.77"
"48042","Gordexola","20.60","12.42","12.42","14.31","14.60","14.60","14.60","14.29","14.23","13.89","18.34","31.68"
"48043","Gorliz","27.34","27.30","19.56","27.95","28.03","27.92","27.73","27.69","26.97","27.94","27.94","27.58"
"48045","Güeñes","29.24","29.24","29.57","32.80","32.66","32.55","32.55","32.63","29.94","48.98","49.20","49.09"
"01056","Harana/Valle de Arana","9.21","9.18","9.24","10.36","10.36","10.28","10.24","10.19","9.99","9.79","9.71","9.71"
"20040","Hernani","69.76","69.31","70.45","69.04","39.84","38.89","38.37","37.76","73.24","73.24","69.91","69.23"
"20041","Hernialde","47.78","47.78","51.60","47.78","47.78","48.15","48.15","47.45","47.45","47.45","47.45","47.45"
"20036","Hondarribia","23.73","23.73","24.16","24.61","19.63","19.10","19.08","18.73","18.64","18.60","18.43","18.28"
"20042","Ibarra","116.14","115.95","119.06","115.95","115.49","115.49","115.49","112.13","111.99","111.99","111.93","112.05"
"48048","Ibarrangelu","10.15","10.09","10.38","10.67","10.63","10.63","10.55","10.51","10.30","10.11","10.11","9.91"
"20043","Idiazabal","75.56","75.56","75.03","71.11","71.11","71.11","71.11","71.25","71.25","44.98","69.55","69.13"
"48094","Igorre","32.17","30.48","30.38","30.12","30.10","29.98","29.98","30.00","35.48","29.46","28.94","41.28"
"20044","Ikaztegieta","36.07","36.07","36.73","29.85","29.85","47.38","47.38","47.27","47.27","47.27","47.03","36.18"
"20045","Irun","59.49","58.96","60.75","67.56","66.45","66.14","66.16","65.59","65.21","64.04","63.40","175.70"
"20046","Irura","56.36","56.36","55.59","55.17","28.59","28.48","26.43","75.38","72.51","72.51","60.92","58.94"
"01027","Iruraiz-Gauna","3.39","3.36","3.36","3.65","3.58","3.50","3.50","3.49","3.39","3.34","3.17","3.06"
"01901","Iruña Oka/Iruña de Oca","13.61","13.61","11.71","12.60","12.57","12.55","10.84","10.17","10.14","9.93","9.26","9.07"
"48049","Ispaster","8.75","8.70","8.74","11.83","11.83","11.77","11.69","11.53","9.90","8.86","7.85","7.79"
"20047","Itsasondo","47.44","47.44","46.87","30.16","50.52","53.03","53.03","53.11","52.81","52.66","50.68","49.47"
"48910","Iurreta","42.12","42.09","42.39","50.45","50.45","50.45","50.45","50.42","48.13","47.98","47.98","87.78"
"48050","Izurtza","12.64","12.64","12.94","15.49","16.62","16.62","16.62","16.74","16.74","16.74","16.74","16.74"
"48022","Karrantza Harana/Valle de Carranza","3.10","3.09","3.16","3.31","3.29","3.24","3.24","3.24","3.24","3.11","3.11","3.08"
"48907","Kortezubi","7.46","7.42","7.37","6.18","6.08","6.08","6.05","6.06","5.89","5.89","5.89","12.71"
"01019","Kripan","13.94","13.94","13.69","12.56","304.00","304.00","13.82","13.66","13.66","13.39","13.39","11.11"
"01020","Kuartango","4.34","4.34","4.37","4.17","4.10","4.09","4.03","4.03","3.82","3.82","3.79","3.79"
"01028","Labastida/Bastida","17.01","17.01","16.99","20.33","20.30","20.56","20.54","20.39","20.16","19.99","19.73","18.13"
"01030","Lagrán","9.26","9.23","9.29","12.71","12.56","12.66","8.82","8.73","8.57","8.42","8.26","8.26"
"01031","Laguardia","14.25","14.25","13.91","6.36","6.36","6.17","6.14","6.11","5.82","5.74","5.74","5.49"
"01032","Lanciego/Lantziego","16.41","16.41","16.31","16.43","15.59","15.64","15.64","14.65","14.40","14.02","13.62","13.40"
"48051","Lanestosa","10.05","10.05","10.05","10.74","10.74","9.47","9.47","9.49","9.49","9.49","9.49","9.49"
"01902","Lantarón","5.63","5.61","5.63","6.66","6.64","6.64","6.49","6.46","6.38","6.36","6.18","6.08"
"01033","Lapuebla de Labarca","12.41","12.41","11.93","11.59","11.59","11.42","11.29","10.89","10.85","10.82","10.78","11.17"
"48052","Larrabetzu","21.66","21.66","21.15","22.69","26.56","26.56","26.53","26.28","26.11","25.10","24.94","63.25"
"20048","Larraul","30.88","30.88","30.00","27.63","27.63","27.63","27.63","27.56","28.14","28.14","21.58","17.76"
"20902","Lasarte-Oria","88.77","87.27","87.72","74.38","74.16","71.00","70.62","68.53","68.18","66.96","66.96","65.93"
"01036","Laudio/Llodio","53.30","53.59","52.79","53.17","83.26","83.12","98.18","97.95","93.20","91.46","89.87","88.26"
"48053","Laukiz","3.55","3.55","3.41","3.35","3.03","3.01","3.01","2.80","2.74","2.74","2.71","2.65"
"20049","Lazkao","56.78","56.62","55.87","44.75","44.59","44.55","44.55","43.62","39.27","38.80","38.48","43.75"
"20050","Leaburu","48.68","48.42","49.73","42.79","42.79","42.79","42.33","42.82","42.82","42.82","42.82","39.29"
"20051","Legazpi","56.56","56.38","57.06","57.41","57.39","56.84","48.51","48.05","48.05","47.64","48.11","46.06"
"20052","Legorreta","52.79","52.57","48.31","48.31","48.04","49.80","49.80","49.74","45.69","45.17","51.04","50.52"
"01058","Legutio","10.55","10.44","10.59","12.05","11.31","11.33","11.29","11.13","9.55","9.21","8.57","11.89"
"20068","Leintz-Gatzaga","51.25","51.25","53.48","53.48","53.48","53.48","39.13","39.13","39.13","39.13","39.13","39.13"
"48054","Leioa","65.89","64.39","63.32","53.57","51.43","50.66","50.45","47.95","47.00","43.88","18.67","17.85"
"48057","Lekeitio","87.13","86.21","63.50","73.01","73.39","73.39","73.39","73.15","73.60","73.37","73.37","71.40"
"48055","Lemoa","18.82","18.71","18.78","18.89","18.85","7.53","7.53","5.90","12.38","12.38","12.60","68.23"
"48056","Lemoiz","12.88","13.14","13.00","13.10","13.06","11.96","11.91","11.90","11.30","9.85","9.62","8.85"
"01034","Leza","14.34","14.34","14.17","13.72","13.67","13.61","13.61","13.72","13.66","13.43","13.09","12.98"
"48081","Lezama","38.30","38.30","27.28","21.82","24.20","24.13","24.11","23.12","54.67","54.62","54.62","52.67"
"20053","Lezo","86.76","86.67","87.48","87.13","81.76","91.74","90.39","89.22","93.64","93.30","89.50","89.50"
"20054","Lizartza","53.39","53.22","49.68","42.88","41.51","41.51","41.51","41.39","63.87","63.87","63.87","58.94"
"48903","Loiu","10.34","10.57","10.53","10.77","10.40","10.40","10.41","10.41","6.77","6.76","7.70","17.42"
"48058","Mallabia","7.40","7.40","7.47","7.48","7.45","7.46","7.73","7.72","7.53","7.53","7.53","7.51"
"48060","Markina-Xemein","57.69","57.17","56.53","58.23","57.56","57.05","57.05","57.28","53.58","54.22","52.46","53.41"
"48061","Maruri-Jatabe","6.78","6.77","7.91","7.94","7.94","7.90","7.35","5.35","5.35","5.22","5.22","5.02"
"48059","Mañaria","11.30","11.30","10.04","10.80","10.80","10.76","10.76","10.78","10.78","10.32","10.32","10.32"
"20901","Mendaro","88.75","88.75","96.15","93.23","93.03","93.03","92.93","57.81","58.51","56.04","52.77","51.01"
"48062","Mendata","6.10","6.10","6.14","5.96","5.98","5.96","5.91","5.90","6.17","6.17","6.17","5.77"
"48063","Mendexa","12.59","12.59","12.15","10.16","10.10","10.00","10.00","10.02","10.12","10.12","10.12","15.44"
"48064","Meñaka","7.05","7.05","7.09","7.99","7.89","7.24","7.20","7.20","5.47","5.45","5.45","5.40"
"01039","Moreda de Álava / Moreda Araba","11.05","11.05","11.40","12.52","12.45","12.52","12.45","12.09","10.39","10.54","10.42","10.36"
"48066","Morga","9.59","9.59","9.63","9.17","9.09","9.09","9.09","8.99","8.99","8.99","8.99","19.70"
"48068","Mundaka","67.74","67.74","68.04","49.39","49.35","49.35","49.35","49.29","49.42","48.97","48.97","49.37"
"48069","Mungia","8.91","8.91","9.01","9.16","9.06","8.97","8.92","8.90","8.49","8.20","8.20","8.34"
"48007","Munitibar-Arbatzegi Gerrikaitz-","14.70","14.70","14.77","15.92","15.92","15.92","15.92","15.93","15.79","16.87","16.24","47.87"
"48908","Murueta","6.07","5.99","4.80","3.50","3.50","3.11","3.11","3.10","3.43","2.98","2.98","5.51"
"48071","Muskiz","43.45","43.45","43.10","41.23","41.23","41.23","41.23","42.92","42.71","42.59","41.28","39.65"
"20057","Mutiloa","40.91","40.91","40.91","32.14","32.14","30.95","30.95","30.81","30.57","30.09","28.91","23.93"
"20056","Mutriku","62.22","62.15","63.33","55.72","55.72","55.72","53.54","48.16","62.97","62.97","63.23","63.23"
"48067","Muxika","9.08","8.41","8.54","9.80","9.74","9.63","9.60","9.14","9.14","9.14","9.14","36.17"
"48909","Nabarniz","4.59","4.59","5.17","4.91","4.84","4.75","4.50","4.50","4.72","4.41","4.41","4.28"
"01041","Navaridas","12.95","12.95","12.98","14.26","14.15","18.47","18.47","18.47","18.47","18.33","18.06","17.92"
"20063","Oiartzun","45.67","45.60","45.27","39.22","39.09","39.09","31.99","31.79","39.26","41.50","31.70","38.37"
"01042","Okondo","15.85","15.85","16.24","16.24","16.24","16.15","16.12","16.10","3.05","2.27","2.12","2.12"
"20058","Olaberria","26.59","26.59","26.43","24.00","23.78","23.78","23.62","22.60","22.60","22.18","22.18","29.73"
"48073","Ondarroa","92.53","92.53","91.10","75.61","70.56","69.47","69.47","68.43","67.74","65.69","64.38","74.68"
"20076","Ordizia","60.74","60.47","62.16","62.76","61.11","60.58","59.21","59.04","58.41","57.27","56.25","55.65"
"20905","Orendain","21.88","21.88","19.81","23.02","23.02","23.02","23.02","22.67","18.18","17.98","17.98","17.98"
"20060","Orexa","12.65","12.65","12.29","11.03","11.03","11.03","11.03","11.14","11.14","11.14","8.03","8.06"
"20061","Orio","69.66","69.66","69.66","62.03","62.03","57.45","55.78","50.99","50.46","65.58","71.66","71.63"
"20062","Ormaiztegi","46.42","46.42","46.80","46.80","29.60","29.60","29.35","29.33","50.15","50.15","48.15","50.78"
"48075","Orozko","8.40","7.25","7.19","8.22","8.14","7.79","7.52","7.26","6.61","6.37","12.45","12.40"
"48083","Ortuella","52.50","52.50","52.06","54.84","53.45","54.09","54.09","54.22","53.47","54.06","60.30","61.18"
"48072","Otxandio","22.96","23.62","21.19","21.16","28.12","99.70","14.71","14.67","14.47","14.40","14.27","14.11"
"01043","Oyón-Oion","23.75","23.72","23.90","23.55","30.00","29.80","29.34","27.65","27.12","26.07","25.58","24.83"
"20059","Oñati","54.74","55.24","57.25","59.27","58.50","58.16","57.29","55.95","50.44","46.21","56.84","56.17"
"20064","Pasaia","127.82","127.82","130.57","129.15","129.15","125.33","123.03","123.08","122.35","122.35","140.15","132.66"
"01044","Peñacerrada-Urizaharra","9.13","9.11","9.50","9.83","9.72","9.69","9.66","9.45","8.93","8.53","8.28","7.94"
"48077","Plentzia","19.64","19.64","20.30","21.27","20.92","20.92","20.92","20.88","20.77","20.76","20.74","20.60"
"48078","Portugalete","179.82","179.10","179.96","179.96","138.24","138.24","138.24","137.40","136.75","136.75","141.07","141.07"
"01047","Ribera Baja/Erribera Beitia","5.77","5.77","5.69","6.27","6.26","6.18","6.18","6.13","5.91","5.10","4.93","4.85"
"01051","Salvatierra/Agurain","25.07","24.05","23.86","19.33","31.44","31.44","31.44","30.66","29.92","28.49","27.33","23.38"
"01052","Samaniego","9.77","9.77","9.86","14.76","15.07","15.07","15.07","14.78","14.71","13.48","12.46","11.67"
"01053","San Millán/Donemiliaga","3.81","3.79","3.74","3.46","3.42","3.39","3.95","3.87","3.85","3.82","3.77","3.71"
"48082","Santurtzi","150.05","151.37","142.94","139.12","139.11","145.03","145.62","145.63","145.63","147.11","151.70","150.23"
"20070","Segura","47.99","47.99","48.29","47.69","47.69","48.60","48.60","48.66","50.28","49.36","47.53","46.54"
"48084","Sestao","154.51","152.65","152.65","137.56","137.19","137.19","137.19","137.41","137.41","137.41","137.41","136.29"
"48904","Sondika","25.78","25.78","26.10","23.86","25.24","25.24","23.71","23.90","23.32","23.03","23.03","25.23"
"48085","Sopela","33.24","32.46","32.63","32.99","32.52","32.41","32.40","32.38","32.29","32.24","32.06","32.41"
"48086","Sopuerta","12.99","13.72","14.00","14.07","13.85","13.84","13.85","13.83","13.82","12.51","12.51","12.53"
"20065","Soraluze-Placencia de las Armas","94.68","94.68","94.68","94.68","94.68","99.89","98.68","98.74","98.68","96.58","96.05","96.84"
"48076","Sukarrieta","19.49","19.49","19.58","18.29","18.29","18.03","17.85","16.24","16.24","16.02","15.93","15.93"
"20071","Tolosa","76.39","76.37","77.41","70.04","69.32","68.89","97.01","93.68","90.58","89.78","95.36","100.96"
"48087","Trucios-Turtzioz","7.22","7.22","7.46","6.67","6.67","6.65","6.65","6.62","6.62","6.62","6.60","6.56"
"48088","Ubide","14.63","14.63","14.95","14.95","14.95","15.05","15.05","15.05","14.95","14.95","14.95","13.01"
"48065","Ugao-Miraballes","48.27","47.89","48.92","48.54","48.54","44.89","44.89","42.90","56.07","85.43","80.80","84.51"
"48089","Urduliz","53.72","53.72","27.86","27.37","25.63","22.69","21.47","20.88","22.47","19.57","19.57","18.94"
"48074","Urduña/Orduña","15.28","15.28","15.60","15.67","15.67","15.58","15.58","15.57","15.57","15.51","14.40","25.38"
"01054","Urkabustaiz","10.33","9.05","8.87","8.88","8.97","8.96","8.91","8.90","8.71","7.16","6.91","6.61"
"20072","Urnieta","50.16","50.16","58.01","66.44","66.44","66.44","66.44","66.35","66.10","66.10","63.25","56.56"
"20077","Urretxu","86.56","85.84","87.13","87.47","138.10","138.10","138.05","137.85","137.28","137.28","134.14","136.98"
"20073","Usurbil","30.89","30.87","31.37","31.60","31.13","31.05","30.97","30.15","28.93","28.68","27.96","39.26"
"01055","Valdegovía/Gaubea","5.20","5.17","5.12","4.99","4.95","4.91","4.88","4.86","4.74","4.65","4.65","4.58"
"48080","Valle de Trápaga-Trapagaran","68.20","68.20","66.49","58.03","57.57","57.41","57.41","57.03","55.56","55.56","55.56","58.43"
"20075","Villabona","66.72","66.72","91.48","88.97","88.35","88.35","94.74","90.04","87.35","87.68","94.73","94.73"
"01057","Villabuena de Álava/Eskuernaga","13.79","13.73","13.73","23.67","23.57","23.37","23.27","23.28","22.97","22.77","22.77","22.77"
"01059","Vitoria-Gasteiz","53.85","53.62","53.73","43.24","43.11","42.72","41.61","40.91","39.54","37.76","37.79","36.52"
