"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48064","Meñaka","0.87","0.87","0.87","0.00","0.00"
"01039","Moreda de Álava / Moreda Araba","0.06","0.06","0.06","0.06","0.06"
"48066","Morga","1.05","1.05","1.05","1.05","1.05"
"48068","Mundaka","1.89","0.35","0.35","0.35","0.35"
"48069","Mungia","0.32","0.32",NA,NA,NA
"48007","Munitibar-Arbatzegi Gerrikaitz-","3.28","3.28","3.28","3.28","3.28"
"48908","Murueta","0.32","0.14","0.23","0.09","0.09"
"48071","Muskiz","1.17","1.17","1.17","1.12","0.96"
"20057","Mutiloa","0.48","0.48","0.48","0.47","0.59"
"20056","Mutriku","0.52","0.52","0.60","0.60","0.63"
"48067","Muxika","0.34","0.34","0.34","0.34","0.29"
"48909","Nabarniz","0.68","0.68","0.68","0.67","0.67"
"01041","Navaridas","2.08","0.42","0.69","0.42","0.42"
"20063","Oiartzun","0.80","0.77","1.02","0.88","0.76"
"01042","Okondo","0.49","0.46","0.16","0.03","0.03"
"20058","Olaberria","0.52","0.52","0.60","0.56","0.56"
"48073","Ondarroa","2.16","2.13","1.50","0.55","0.52"
"20076","Ordizia","0.90","0.90","0.90","0.87","0.87"
"20905","Orendain","0.57","0.57","0.62","0.41","0.41"
"20060","Orexa","0.77","0.51",NA,"0.00","0.00"
"20061","Orio","0.52","0.48","0.48","1.61","1.29"
"20062","Ormaiztegi","0.45","0.45","0.42","0.40","0.37"
"48075","Orozko","1.02","0.84","0.84","0.79","0.79"
"48083","Ortuella","1.16","1.14","1.12","1.13","1.03"
"48072","Otxandio","0.40","0.40","0.40","0.31","0.20"
"01043","Oyón-Oion","0.56","0.59","0.20","0.20","0.20"
"20059","Oñati","0.62","0.64","0.60","0.54","0.57"
"20064","Pasaia","0.69","0.69","0.69","0.66","0.64"
"01044","Peñacerrada-Urizaharra","0.82","0.82","0.26","0.23","0.23"
"48077","Plentzia","0.35","0.35","0.35","0.28","0.21"
"48078","Portugalete","2.89","2.89","2.89","2.56",NA
"01047","Ribera Baja/Erribera Beitia","0.22","0.22","0.47","0.55","0.55"
"01051","Salvatierra/Agurain","0.59","0.59","0.59","0.55","0.48"
"01052","Samaniego","1.76","1.76","1.76","1.76","1.76"
"01053","San Millán/Donemiliaga","0.27","0.27","0.27","0.27","0.27"
"48082","Santurtzi","2.03","2.03","2.02","0.00","0.00"
"20070","Segura","0.36","0.36","0.36","0.36","0.36"
"48084","Sestao","0.00","0.00","0.00","0.04","0.04"
"48904","Sondika","1.12","1.11","0.26","0.45","0.39"
"48085","Sopela","0.21","0.13","0.13","0.04","0.04"
"48086","Sopuerta","0.56","0.56","0.56","0.54","0.43"
"20065","Soraluze-Placencia de las Armas","0.27","0.27","0.27","0.27","0.29"
"48076","Sukarrieta","0.18","0.18","0.18","0.12","0.12"
"20071","Tolosa","1.11","1.03","1.04","1.00","1.00"
"48087","Trucios-Turtzioz","0.57","0.17","0.17","0.17","0.11"
"48088","Ubide","3.28","3.44","3.11","2.13","2.13"
"48065","Ugao-Miraballes","0.12","0.12","0.32","0.07","0.08"
"48089","Urduliz","0.17","0.17","0.21","0.21","0.21"
"48074","Urduña/Orduña","0.38","0.29","0.29","0.29","0.30"
"01054","Urkabustaiz","0.53","0.13","0.13","0.13","0.13"
"20072","Urnieta","1.37","1.37",NA,"1.38","0.75"
"20077","Urretxu","2.21","2.21","2.21","2.21","2.21"
"20073","Usurbil","2.04","0.35","0.35","0.18","0.14"
"01055","Valdegovía/Gaubea","1.81",NA,NA,NA,NA
"48080","Valle de Trápaga-Trapagaran","1.16","0.17","0.17","0.26","0.22"
"20075","Villabona","0.16","0.16","0.11","0.09","0.09"
"01057","Villabuena de Álava/Eskuernaga","0.56","0.56","0.56","0.56","0.56"
"01059","Vitoria-Gasteiz","0.30","0.29","0.28","0.26","0.24"
"01060","Yécora/Iekora","0.46","0.46","0.46","0.46","0.59"
"48095","Zaldibar","0.40","0.41","0.46","0.32","0.32"
"20078","Zaldibia","0.48","0.48","0.48",NA,NA
"01061","Zalduondo","0.64","0.64",NA,"1.27","1.27"
"48096","Zalla","0.06","0.06","0.06","0.06","0.06"
"01062","Zambrana","0.35","0.35","0.35","0.35","0.35"
"48905","Zamudio","0.28","0.27","1.18",NA,NA
"48097","Zaratamo","2.31","0.69","0.69","0.49","0.50"
"20079","Zarautz","1.01","1.09","1.09","0.95","0.98"
"48024","Zeanuri","2.54","1.45","1.45","1.97","1.64"
"48025","Zeberio","1.71","1.94","0.31","0.31","0.31"
"20025","Zegama","0.73","0.73","0.81","0.70","1.23"
"20026","Zerain","1.79","1.19","1.19","1.19","1.19"
"20027","Zestoa","0.45","0.46","0.67","0.84","0.84"
"48913","Zierbena","0.06","0.06","0.11","0.13","0.11"
"01018","Zigoitia","0.14","0.14","0.07","0.01","0.01"
"48915","Ziortza-Bolibar","0.89","1.18","1.18","0.59","0.60"
"20028","Zizurkil","0.56","0.56","0.56","0.61","0.61"
"01063","Zuia","0.15","0.15","0.05","0.05","0.05"
"20081","Zumaia","0.88","0.88","0.88","0.59","0.56"
"20080","Zumarraga","0.76","0.76","0.58","0.54","1.00"
