"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"01028","Labastida/Bastida","501.70","507.36","504.32","477.29","628.31"
"01030","Lagrán","1252.81","1198.92","1173.68","1149.48","1167.54"
"01032","Lanciego/Lantziego","362.07","372.23","366.03","291.12","297.18"
"48051","Lanestosa","720.59","682.93","681.82","629.25","609.32"
"01902","Lantarón","12.54","12.22","12.79","12.45","12.54"
"01033","Lapuebla de Labarca","420.32","415.05","400.00","412.70","1781.47"
"48052","Larrabetzu","287.95","294.56","294.57","311.14","325.92"
"20048","Larraul","335.97","341.37","355.65","211.54","169.49"
"20902","Lasarte-Oria","236.90","235.07","235.11","167.92","163.92"
"01036","Laudio/Llodio","170.90","161.52","149.43","151.60","149.42"
"48053","Laukiz","65.83","67.47","69.13","73.22","60.27"
"20049","Lazkao","217.28","212.92","208.33","211.61","191.10"
"20050","Leaburu","12.66","12.95","12.89","13.02","13.33"
"20051","Legazpi","206.70","206.77","206.91","204.50","196.98"
"20052","Legorreta","265.37","265.73","274.17","275.89","280.76"
"01058","Legutio","222.63","222.76","228.18","80.66","84.38"
"20068","Leintz-Gatzaga","267.18","263.16","266.16","280.00","268.48"
"48054","Leioa","109.44","108.05","109.25","107.81","100.34"
"48057","Lekeitio","160.93","178.01","177.70","140.31","147.80"
"48055","Lemoa","322.69","192.21","194.93","204.51","153.00"
"48056","Lemoiz","248.29","247.08","184.29","171.54","178.95"
"01034","Leza","754.24","777.78","730.09","717.39","743.24"
"48081","Lezama","161.14","163.49","164.96","85.44","76.96"
"20053","Lezo","187.88","187.41","186.82","184.88",NA
"20054","Lizartza","251.13","215.29","219.75","226.23","207.64"
"48903","Loiu","180.88","334.93","201.68","198.62","196.82"
"48058","Mallabia","297.80","298.81","300.60","251.29","257.27"
"48060","Markina-Xemein","73.74","192.04","197.75","203.17","185.79"
"48061","Maruri-Jatabe","138.39","77.95","81.87","54.31","54.57"
"48059","Mañaria","283.24","296.37","310.13","150.11","154.68"
"20901","Mendaro","275.55","274.25","420.34","436.05","426.29"
"48062","Mendata","130.77","133.51","137.47","136.73","106.95"
"48063","Mendexa","334.11","329.52","347.83","350.36","360.00"
"48064","Meñaka","79.77","70.80","72.29","74.30","75.71"
"01039","Moreda de Álava / Moreda Araba","461.85","440.61","430.71","418.18","237.23"
"48066","Morga","219.57","224.94","230.58","232.91","227.72"
"48068","Mundaka","171.31","145.37","150.83","133.94","132.52"
"48069","Mungia","81.08","82.67","123.30","126.87","131.75"
"48007","Munitibar-Arbatzegi Gerrikaitz-","349.40","108.96","339.24","262.47","263.16"
"48908","Murueta","139.61","258.06","93.85","72.13","59.60"
"48071","Muskiz","75.02","76.22","77.58","75.62","65.80"
"20057","Mutiloa","302.42","319.15","319.15","344.04","310.00"
"20056","Mutriku","171.28","165.70","165.90","157.74","161.63"
"48067","Muxika","191.00","190.09","193.37","188.68","195.34"
"48909","Nabarniz","170.94","173.16","177.78","173.91","112.11"
"01041","Navaridas","568.72","574.16","547.95","550.46","568.72"
"20063","Oiartzun","238.06","237.52","233.60","234.55","179.98"
"01042","Okondo","257.17","264.03","266.73","251.88","259.69"
"20058","Olaberria","754.22","738.64","654.60","676.28","688.04"
"48073","Ondarroa","87.85","84.97","84.12","82.01","80.20"
"20076","Ordizia","160.89","161.32","160.89","165.97","168.70"
"20905","Orendain","403.14","420.77","427.78","440.00","452.94"
"20060","Orexa","390.24","413.22",NA,"217.39","260.42"
"20061","Orio","215.08","129.33","130.81","127.09","105.64"
"20062","Ormaiztegi","341.17","340.14","344.04","238.28","228.71"
"48075","Orozko","317.26","236.61","239.29","243.17","235.45"
"48083","Ortuella","243.03","239.08","237.89","234.11","226.27"
"48072","Otxandio","285.26","293.83","296.72","298.65","299.91"
"01043","Oyón-Oion","200.25","190.48","161.24",NA,NA
"20059","Oñati","167.66","128.76","129.72","126.35","126.50"
"01044","Peñacerrada-Urizaharra","824.32","841.38","317.34","339.92","330.77"
"48077","Plentzia","117.66","117.39","121.80","122.27","119.93"
"48078","Portugalete","67.91","67.56","67.42","62.00",NA
"01047","Ribera Baja/Erribera Beitia","586.34","637.73","411.76","543.36","559.20"
"01051","Salvatierra/Agurain","221.29","218.70","221.69",NA,NA
"01052","Samaniego","501.52","517.24","501.52","527.16","535.71"
"01053","San Millán/Donemiliaga","463.45","164.56","155.24","284.95","296.09"
"48082","Santurtzi","85.79","86.02","74.46","68.10","61.79"
"20070","Segura","167.70","175.41","177.20","184.99","195.20"
"48084","Sestao","130.54","129.26","128.21","132.92","123.19"
"48904","Sondika","296.12","294.75","234.17","251.13","213.26"
"48085","Sopela","174.02","171.53","173.17","169.27","155.97"
"48086","Sopuerta","150.08","152.96","157.81","140.73","127.06"
"20065","Soraluze-Placencia de las Armas","379.81","378.45","372.30","221.57","207.42"
"48076","Sukarrieta","539.77","542.86","550.72","172.80","172.32"
"20071","Tolosa","160.27","155.01","156.31","153.85","153.44"
"48087","Trucios-Turtzioz","47.97","201.13","195.97","195.26","204.20"
"48088","Ubide","479.04","434.78","316.46","322.58","318.47"
"48065","Ugao-Miraballes","61.73","59.57","53.56","41.82","41.64"
"48089","Urduliz","259.21","265.73","268.79","271.50","282.57"
"48074","Urduña/Orduña","173.79","175.36","171.31","173.92","163.82"
"01054","Urkabustaiz","23.60","25.08","25.88","17.53","19.08"
"20072","Urnieta","284.78","285.25",NA,"291.76","296.81"
"20077","Urretxu","246.37","247.97","245.74","247.60","244.61"
"20073","Usurbil","343.76","321.00","327.98","292.24","279.22"
"01055","Valdegovía/Gaubea","36.17","36.43",NA,NA,NA
"48080","Valle de Trápaga-Trapagaran","152.39","151.78","151.19","144.57","135.91"
"20075","Villabona","131.05","131.94","112.50","111.83","106.60"
"01057","Villabuena de Álava/Eskuernaga","664.56","660.38","643.53","649.68","627.69"
"01059","Vitoria-Gasteiz","104.93","106.08",NA,"108.94","108.83"
"01060","Yécora/Iekora","506.99","462.30","471.57","474.40","486.01"
"48095","Zaldibar","128.58","129.73","133.40","128.46","129.00"
"20078","Zaldibia","167.55","165.25","167.55","193.44","195.71"
"01061","Zalduondo","549.22","572.97",NA,"610.81","642.05"
"01062","Zambrana","368.15","374.01","393.85","391.67","389.50"
"48905","Zamudio","340.35","343.43","303.69",NA,NA
"48097","Zaratamo","196.02","296.83","286.62","216.36","198.67"
"20079","Zarautz","134.96","132.85","178.25","182.61","182.55"
"48024","Zeanuri","218.13","235.34","237.66","104.44","99.03"
"48025","Zeberio","77.36","77.80","76.49","76.49","73.33"
"20025","Zegama","305.23","313.00","88.72",NA,NA
"20026","Zerain","293.17","300.41","299.18","294.35","299.18"
"20027","Zestoa","185.38","241.74","245.48","184.46","181.21"
"48913","Zierbena","698.14","575.25","584.01","543.49","506.63"
"01018","Zigoitia","1092.09","1091.57","1132.79","1057.50","995.02"
"48915","Ziortza-Bolibar","73.53","75.76","75.95","101.27","104.44"
"20028","Zizurkil","140.27","138.72","138.87","133.69","122.33"
"01063","Zuia","522.70","525.10","126.94","127.32","128.81"
"20081","Zumaia","221.16","222.40","226.95","196.30","186.94"
"20080","Zumarraga","540.20","536.62","539.34","525.90","512.01"
