"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"48001","Abadiño","19074.76","18218.65","17007.75","17492.94","19038.20","17434.98","14902.98","19500.46","20116.32","20306.64","19993.84","20328.15","19292.68","18073.94"
"20001","Abaltzisketa","1786.28","1976.36","2334.03","2674.67","2093.31","2324.47","2193.65","2301.17","2612.19","2015.60","2270.07","2186.96","2311.37","2289.61"
"48002","Abanto y Ciérvana-Abanto Zierbena","6665.27","6766.62","6226.93","5921.76","5488.18","5228.24","4835.82","6010.92","6246.63","5714.46","5356.14","5042.83","4462.76","4227.28"
"20002","Aduna","31390.09","30456.01","31958.31","31283.90","30289.75","30512.82","29608.55","37226.58","37006.68","37842.85","36934.28","41027.15","36532.05","37132.90"
"20016","Aia","6817.23","7063.86","7381.57","7450.48","7597.10","7508.26","7420.62","9284.10","10350.79","10289.29","10580.32","10380.22","9616.06","8897.38"
"20003","Aizarnazabal","101231.41","106143.00","111945.62","95357.66","120703.86","127260.11","107453.11","136313.18","140479.44","139652.55","154155.67","159191.20","156092.21","166830.79"
"48911","Ajangiz","60405.10","56880.09","57792.04","58705.44","61449.32","58778.30","49522.39","54603.87","3348.66","3120.09","3138.43","3308.67","3198.33","2953.02"
"20004","Albiztur","4382.91","3880.91","8297.03","10027.32","10499.80","10423.24","10556.58","10906.02","10611.05","10657.70","10318.57","8505.80","8789.97","8262.13"
"20005","Alegia","10712.22","10198.30","10779.61","9981.60","10795.46","10795.16","9844.96","10957.96","12138.21","10522.81","9661.17","9419.36","7359.39","8055.61"
"01001","Alegría-Dulantzi","6927.12","7461.74","7714.15","8335.28","8188.89","8497.26","8765.79","10862.13","10018.43","9552.51","9891.08","9432.47","9631.26","13465.61"
"20006","Alkiza","1885.60","1749.31","1790.46","1840.93","2257.17","2414.52","2505.13","2760.22","2764.12","2621.50","2752.75","2719.15","2702.07","2413.43"
"48912","Alonsotegi","7306.49","7258.62","7465.17","6843.29","7686.73","9057.94","9871.74","11557.27","10189.12","10429.98","10179.93","10831.03","11215.78","10877.86"
"20906","Altzaga","1898.83","1928.58","1871.21","2244.02","2153.93","2308.54","1912.57","2545.16","2095.06","1988.41","1985.97","1169.77","3378.82","2426.39"
"20007","Altzo","34752.75","36350.42","37513.26","36081.83","38561.52","37036.58","36416.50","37940.56","39905.68","37659.40","30238.73","32040.46","35713.90","34759.82"
"20008","Amezketa","83020.02","86473.23","84620.30","85430.87","79463.92","78681.30","76252.74","72733.49","15153.41","20851.11","14901.42","19532.19","19646.73","18187.59"
"48003","Amorebieta-Etxano","11729.65","11374.13","11298.30","11564.69","11367.16","11571.38","11101.44","14162.03","14282.98","14261.30","14104.71","13906.98","13453.65","13256.15"
"48004","Amoroto","5606.16","5210.61","5681.72","5925.53","6079.18","5813.37","6088.27","5999.83","6120.98","5938.99","5283.09","5491.46","5465.24","5171.54"
"01002","Amurrio","34815.70","37074.09","30982.99","35669.11","35928.46","31691.73","24015.06","42183.94","40610.01","41131.61","39232.63","43639.70","39892.31","37963.07"
"20009","Andoain","6694.01","6295.73","6296.04","6142.61","5567.98","5610.61","5502.34","6132.15","6615.28","7803.30","7515.24","7359.02","7673.30","7670.34"
"20010","Anoeta","4765.96","4511.31","4196.88","4364.84","4667.40","4393.43","4439.35","5127.70","4883.00","4165.61","3923.52","3318.23","2987.50","3302.75"
"20011","Antzuola","7754.24","7855.34","8857.21","9841.92","8916.69","8356.85","7388.65","8921.58","8942.02","8783.12","8949.72","9472.43","9439.39","9485.39"
"48005","Arakaldo","2423.38","3776.88","5492.16","6209.93","6814.61","8135.01","9924.32","10771.45","9613.96","7428.94","6186.52","6208.76","5454.97","5313.89"
