"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005"
"48001","Abadiño","256.88","229.43","178.72","177.18","217.31","207.22","150.00","237.27","229.18","212.95","235.10"
"20001","Abaltzisketa","351.68","267.48","203.03","189.60","185.76","179.01","224.68","401.93","286.17","406.67","548.28"
"48002","Abanto y Ciérvana-Abanto Zierbena","125.86","137.14","106.96","107.88","115.13","111.12","105.84","141.64","153.09","148.09","146.92"
"20002","Aduna","555.32","431.00","525.86","285.71","455.75","426.30","379.05","608.58","731.90","807.59","669.44"
"20016","Aia","112.74","124.69","98.58","97.44","108.24","123.69","91.93","122.69","140.61","158.80","169.69"
"20003","Aizarnazabal","152.26","82.58","72.45","100.26","140.00","113.73","153.96","253.87","292.57","266.77","244.37"
"48911","Ajangiz","545.26","433.84","400.44","279.74","441.05","568.28","433.71","504.50","605.86","531.67","536.36"
"20004","Albiztur","55.38","37.04","43.08","56.43","66.88","76.43","73.72","146.10","120.13","167.79","212.84"
"20005","Alegia","83.53","82.04","73.71","53.85","65.35","54.42","61.74","92.41","103.59","97.68","74.14"
"01001","Alegría-Dulantzi","89.58","110.19","98.34","83.97","88.50","104.39","119.85","190.28","200.75","170.45","180.75"
"20006","Alkiza","50.00","35.33","66.31","61.17","82.42","64.79","89.64","86.57","119.40","183.80","202.57"
"48912","Alonsotegi","82.25","86.32","80.42","70.17","70.24","91.36","77.95","130.59","117.10","128.09","139.60"
"20906","Altzaga","40.23","35.09","54.55","30.67","31.06","25.00","18.63","12.74","44.59","58.06","45.45"
"20007","Altzo","129.58","69.48","79.01","121.95","117.65","119.40","134.33","138.46","174.36","252.03","194.99"
"20008","Amezketa","62.77","47.12","49.48","47.23","59.61","60.08","52.53","84.62","50.57","103.73","46.30"
"48003","Amorebieta-Etxano","166.56","157.84","144.35","143.63","162.27","167.88","143.71","184.65","189.91","179.81","165.72"
"48004","Amoroto","124.40","132.85","90.24","89.11","129.58","147.34","117.65","223.59","257.99","441.69","948.98"
"01002","Amurrio","144.42","143.01","122.49","138.84","144.18","138.76","126.18","175.32","160.66","142.58","138.99"
"20009","Andoain","80.32","79.59","79.83","76.10","84.47","73.73","81.48","100.34","110.40","121.21","107.35"
"20010","Anoeta","97.57","171.86","142.33","165.86","169.31","144.49","143.17","155.64","122.85","170.59","156.09"
"20011","Antzuola","77.35","63.84","57.51","48.56","81.58","74.06","40.13","88.61","86.73","88.70","94.31"
"48005","Arakaldo","70.06","152.32","145.99","210.94","173.23","325.00","357.89","652.63","621.05","708.33","815.22"
"20012","Arama","331.73","490.65","105.99","177.03","194.03","223.81","286.43","494.62","467.74","581.01","491.12"
"01003","Aramaio","50.33","54.07","53.20","69.24","51.16","57.45","44.03","38.90","42.92","40.21","25.38"
"48006","Arantzazu","63.16","39.37","48.39","82.87","42.02","52.94","59.02","75.16","199.35","243.33","1092.47"
"48093","Areatza","60.58","44.06","42.66","37.49","36.58","57.71","79.58","70.32","118.72","54.83","58.82"
"20013","Aretxabaleta","74.03","46.67","57.73","66.62","68.06","70.76","57.86","95.26","111.01","120.05","88.04"
"01006","Armiñón","167.36","1323.89","127.05","222.22","165.22","132.16","144.93","623.12","728.64","576.72","344.63"
"01037","Arraia-Maeztu","99.02","103.79","99.59","111.56","139.53","127.27","104.23","158.49","105.19","121.72","90.29"
"48009","Arrankudiaga","192.86","179.67","109.39","158.88","202.75","198.49","235.42","415.22","400.23","388.76","397.29"
"20055","Arrasate/Mondragón","127.06","116.67","107.47","110.62","124.36","116.27","107.78","142.30","167.61","167.46","166.28"
"48914","Arratzu","24.51","54.73","50.89","18.04","38.56","36.46","16.00","5.62","22.47","22.73","11.46"
"01008","Arratzua-Ubarrundia","116.40","98.39","89.07","89.61","109.62","93.35","77.09","104.38","99.89","98.74","68.26"
"48010","Arrieta","31.75","31.41","41.14","41.97","96.89","78.18","96.19","244.57","311.59","129.80","192.52"
"48011","Arrigorriaga","79.43","84.24","69.42","73.25","85.08","99.96","88.30","133.55","136.30","137.40","137.74"
"48023","Artea","203.17","164.51","195.31","202.07","269.48","264.25","185.09","208.81","169.03","131.27","87.15"
"48008","Artzentales","71.91","45.45","63.45","44.35","82.56","103.26","51.97","80.23","100.29","84.43","269.40"
"01004","Artziniega","63.76","72.92","40.00","39.52","52.38","66.63","59.96","85.40","98.10","139.77","84.98"
"01009","Asparrena","246.49","227.88","247.29","242.73","331.76","374.55","271.29","248.90","252.05","290.32","225.08"
"20014","Asteasu","176.90","136.48","141.63","138.80","143.14","132.93","154.26","234.38","221.47","237.50","198.72"
"20903","Astigarraga","159.75","152.53","131.00","128.11","174.58","188.92","207.99","335.20","311.41","328.47","310.22"
"20015","Ataun","40.88","35.57","28.39","26.77","30.45","37.72","56.85","36.88","32.58","44.74","48.94"
"48091","Atxondo","175.87","152.24","121.58","150.61","145.57","121.59","110.73","175.62","190.08","162.05","193.59"
"48070","Aulesti","50.15","35.06","36.87","40.97","44.44","69.02","71.74","63.52","48.74","54.90","70.04"
"01010","Ayala/Aiara","88.19","88.46","79.81","94.98","105.55","108.62","96.63","192.29","140.29","155.13","148.22"
"20017","Azkoitia","79.55","80.88","59.36","56.63","59.28","58.24","66.22","97.45","94.62","101.83","84.13"
"20018","Azpeitia","97.68","92.02","75.08","79.40","88.71","90.24","92.03","124.77","123.85","174.81","129.00"
"01049","Añana","145.57","192.55","231.25","137.50","65.87","127.91","85.23","61.45","83.80","82.42","65.22"
"48012","Bakio","113.98","97.62","91.91","86.01","86.67","95.77","94.25","107.46","115.11","109.20","137.26"
"20904","Baliarrain","75.34","43.17","15.27","54.26","96.00","165.29","236.36","281.25","500.00","440.86","270.83"
"48090","Balmaseda","61.34","63.85","50.95","50.74","68.93","68.90","61.90","62.32","102.24","70.53","61.28"
"48013","Barakaldo","83.60","79.75","70.17","72.57","79.01","85.15","78.89","102.97","106.93","107.27","108.42"
"48014","Barrika","99.93","79.97","96.35","86.07","90.55","75.23","96.62","111.27","118.36","189.21","150.44"
"01013","Barrundia","91.81","68.13","42.39","61.14","72.77","82.60","100.57","109.64","75.90","83.02","50.83"
"48015","Basauri","86.82","85.98","73.43","75.78","90.23","96.98","91.03","106.62","120.49","107.79","105.82"
"01011","Baños de Ebro/Mañueta","1125.81","1380.50","1012.35","1384.38","1411.21","1305.81","1510.51","1591.04","761.90","151.93","424.16"
"20019","Beasain","88.15","84.84","71.95","79.95","82.05","128.55","122.59","150.14","154.91","173.97","179.44"
"48092","Bedia","188.29","185.62","138.13","117.53","171.60","193.18","196.47","414.46","414.46","462.87","387.20"
