"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"20071","Tolosa","461.12","462.77","504.55","549.90","599.44","759.02","690.46","715.97","494.73","102.03","15.12","22.78"
"48087","Trucios-Turtzioz","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.82"
"48088","Ubide","219.31","242.62","329.06","358.23","505.43","882.53","953.48","1003.82","1056.89","611.46","65.08","161.84"
"48065","Ugao-Miraballes","0.00","0.00","0.00","0.00","124.91","0.28","0.34","0.39","0.45","0.50","0.55","3.15"
"48089","Urduliz","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.79","47.42"
"48074","Urduña/Orduña","495.32","539.75","636.37","676.22","740.31","803.63","859.77","909.99","960.72","985.57","548.13","18.26"
"01054","Urkabustaiz","0.05","11.80","34.67","55.65","79.25","106.39","138.19","168.53","197.53","243.73","285.77","329.36"
"20072","Urnieta","156.72","168.89","185.96","219.38","254.42","284.18","342.15","490.86","365.53","438.00","492.77","546.45"
"20077","Urretxu","151.75","179.35","207.43","197.77","216.45","386.76","291.69","0.00","0.00","0.00","32.49","92.60"
"20073","Usurbil","298.11","353.15","410.90","462.04","557.74","529.52","485.29","467.62","525.40","576.51","643.36","391.74"
"01055","Valdegovía/Gaubea","1812.62","1768.97","1167.86","1142.69","1110.20","244.12","311.48","313.59","278.78","334.57","0.00","0.00"
"48080","Valle de Trápaga-Trapagaran","0.00","0.00","0.00","0.00","0.00","0.00","0.35","0.35","0.00","9.55","28.60","0.00"
"20075","Villabona","440.57","438.53","506.75","485.12","513.90","539.60","411.58","472.92","539.57","505.96","520.97","526.17"
"01057","Villabuena de Álava/Eskuernaga","254.75","288.29","328.84","357.16","569.23","436.45","471.42","510.74","595.30","242.89","260.31","270.53"
"01059","Vitoria-Gasteiz","426.45","468.28","514.28","540.22","585.81","393.66","219.60","180.00","180.75","171.09","186.28","187.34"
"01060","Yécora/Iekora","385.28","466.99","522.58","549.07","602.79","746.29","879.55","897.20","1007.80","1126.96","862.75","0.00"
"48095","Zaldibar","813.27","861.53","901.40","910.18","418.37","444.90","464.50","0.00","20.30","53.21","85.45","116.24"
"20078","Zaldibia","0.00","51.16","87.01","90.01","125.91","333.12","267.08","298.58","338.06","340.63","366.02","395.01"
"01061","Zalduondo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.22","73.49"
"48096","Zalla","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.41"
"01062","Zambrana","135.32","157.90","181.25","201.16","205.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48905","Zamudio","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.29"
"48097","Zaratamo","87.78","85.71","85.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.89"
"20079","Zarautz","689.26","756.83","832.91","896.73","888.97","864.01","671.40","494.62","532.71","659.75","717.72","754.62"
"48024","Zeanuri","335.42","388.49","501.09","581.06","670.01","794.73","459.77","509.62","599.86","580.18","674.69","762.53"
"48025","Zeberio","74.77","49.88","98.96","147.51","195.67","247.11","293.35","323.31","78.49","91.58","121.44","149.12"
"20025","Zegama","87.78","87.21","129.28","128.78","0.00","161.55","69.39","0.00","61.44","94.73","129.04","183.65"
"20026","Zerain","549.44","671.70","809.44","936.27","1097.28","1472.18","1434.08","1583.26","1723.47","1933.21","1612.27","84.07"
"20027","Zestoa","187.55","254.02","317.92","385.76","444.05","746.12","774.70","652.09","588.16","869.61","979.67","1017.44"
"48913","Zierbena","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01018","Zigoitia","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48915","Ziortza-Bolibar","138.51","218.97","361.57","457.41","912.20","641.47","743.25","812.09","859.80","476.92","433.56","105.53"
"20028","Zizurkil","704.35","802.72","846.13","952.51","1122.99","1325.06","1046.12","845.15","680.70","400.80","353.51","372.99"
"01063","Zuia","0.00","0.00","0.00","0.00","384.90","416.49","0.00","0.00","0.00","0.00","0.00","0.00"
"20081","Zumaia","0.29","16.63","33.33","0.30","0.00","1.44","8.27","18.33","37.63","67.29","97.09","126.27"
"20080","Zumarraga","146.41","160.64","165.42","4.70","6.10","197.62","144.94","133.68","205.04","286.67","367.76","440.99"
