"Udalerri kodea","Udalerria","2015","2014","2013","2011","2010","2006","2001","1996"
"48001","Abadiño","18.07","18.07","17.56","17.95","16.89","10.81","7.98","4.66"
"20001","Abaltzisketa","13.98","12.81","13.62","13.77","11.51","6.90","5.28","4.55"
"48002","Abanto y Ciérvana-Abanto Zierbena","16.78","16.79","16.39","16.53","16.29","10.98","8.71","5.23"
"20002","Aduna","19.33","18.41","17.71","18.25","17.38","10.90","7.02","3.72"
"20016","Aia","19.01","19.24","18.67","18.91","16.77","11.32","6.43","4.24"
"20003","Aizarnazabal","13.79","14.93","14.10","14.04","12.46","7.84","2.42","1.61"
"48911","Ajangiz","24.33","26.33","26.55","28.57","27.05","19.54","15.40","12.04"
"20004","Albiztur","19.53","19.62","18.15","18.50","19.64","9.89","6.39","1.48"
"20005","Alegia","16.15","16.92","16.83","17.06","17.14","11.61","8.85","6.86"
"01001","Alegría-Dulantzi","21.52","21.76","22.12","22.24","22.59","15.28","12.44","6.40"
"20006","Alkiza","16.67","18.09","17.23","17.77","16.90","12.45","7.44","8.40"
"48912","Alonsotegi","18.29","17.70","17.65","17.61","17.00","12.14","8.30","5.61"
"20906","Altzaga","28.47","26.09","25.00","26.87","26.12","19.38","10.87","4.60"
"20007","Altzo","20.60","22.53","21.59","22.37","20.60","13.31","11.27","6.99"
"20008","Amezketa","12.33","12.62","12.11","12.11","12.46","6.86","5.04","4.00"
"48003","Amorebieta-Etxano","21.99","21.98","21.42","21.45","20.77","14.41","12.24","8.12"
"48004","Amoroto","18.36","17.26","16.30","17.08","17.38","9.44","5.90","5.54"
"01002","Amurrio","20.03","20.05","19.66","19.81","19.16","12.05","9.89","6.95"
"20009","Andoain","17.53","17.66","17.27","17.53","17.06","11.25","8.69","5.66"
"20010","Anoeta","18.20","17.81","17.12","17.23","16.16","10.32","7.75","5.59"
"20011","Antzuola","21.78","22.69","21.89","22.06","20.69","12.01","9.98","5.82"
"48005","Arakaldo","24.63","18.70","19.47","20.00","17.35","13.10","9.30","8.57"
"20012","Arama","26.74","24.74","23.56","24.57","19.68","12.27","5.37","4.90"
"01003","Aramaio","25.27","25.04","24.54","23.61","22.35","14.37","15.15","9.67"
"48006","Arantzazu","24.02","25.68","25.00","23.75","23.89","18.32","13.92","9.74"
"48093","Areatza","23.03","23.06","22.18","22.63","21.67","14.98","11.48","9.60"
"20013","Aretxabaleta","22.87","23.04","22.47","22.29","21.54","13.00","13.15","8.33"
"01006","Armiñón","16.41","15.23","17.37","18.39","13.20","6.71","11.11","6.98"
"01037","Arraia-Maeztu","16.54","17.66","17.07","16.62","15.69","9.92","9.13","6.65"
"48009","Arrankudiaga","26.37","26.57","25.23","26.22","24.91","17.73","16.94","9.82"
"20055","Arrasate/Mondragón","20.68","20.74","20.34","20.34","19.61","12.49","12.74","9.84"
"48914","Arratzu","29.20","29.09","28.12","26.07","22.73","13.72","12.46","9.65"
"01008","Arratzua-Ubarrundia","21.78","22.87","21.69","21.83","20.60","14.67","12.26","9.16"
"48010","Arrieta","29.13","28.43","25.92","26.26","25.10","19.04","13.60","8.43"
"48011","Arrigorriaga","22.08","21.79","21.44","21.50","21.03","15.81","12.57","8.30"
"48023","Artea","28.04","28.57","26.58","28.02","28.34","23.21","17.03","13.68"
"48008","Artzentales","17.35","18.17","18.10","16.93","15.92","11.91","6.61","4.18"
"01004","Artziniega","21.29","21.82","21.78","23.02","21.93","14.90","12.20","9.26"
"01009","Asparrena","15.37","15.32","15.05","14.98","14.57","9.44","7.36","5.50"
"20014","Asteasu","16.18","15.88","16.14","16.12","15.15","11.04","7.20","4.09"
