"Udalerri kodea","Udalerria","2001"
"48001","Abadiño","2.15"
"20001","Abaltzisketa","1.20"
"48002","Abanto y Ciérvana-Abanto Zierbena","2.01"
"20002","Aduna","26.13"
"20016","Aia","27.21"
"20003","Aizarnazabal","17.07"
"48911","Ajangiz","0.71"
"20004","Albiztur","3.37"
"20005","Alegia","8.79"
"01001","Alegría-Dulantzi","4.32"
"20006","Alkiza","16.87"
"48912","Alonsotegi","5.09"
"20906","Altzaga","20.00"
"20007","Altzo","12.75"
"20008","Amezketa","9.24"
"48003","Amorebieta-Etxano","6.78"
"48004","Amoroto","0.94"
"01002","Amurrio","4.03"
"20009","Andoain","4.90"
"20010","Anoeta","4.59"
"20011","Antzuola","15.27"
"48005","Arakaldo","3.03"
"20012","Arama","28.57"
"01003","Aramaio","0.89"
"48006","Arantzazu","3.19"
"48093","Areatza","21.18"
"20013","Aretxabaleta","11.18"
"01006","Armiñón","12.07"
"01037","Arraia-Maeztu","18.49"
"48009","Arrankudiaga","0.79"
"20055","Arrasate/Mondragón","8.78"
"48914","Arratzu","4.13"
"01008","Arratzua-Ubarrundia","9.28"
"48010","Arrieta","2.67"
"48011","Arrigorriaga","6.03"
"48023","Artea","6.86"
"48008","Artzentales","9.65"
"01004","Artziniega","24.85"
"01009","Asparrena","5.75"
"20014","Asteasu","27.49"
"20903","Astigarraga","20.47"
"20015","Ataun","10.33"
"48091","Atxondo","4.65"
"48070","Aulesti","4.39"
"01010","Ayala/Aiara","2.37"
"20017","Azkoitia","24.40"
"20018","Azpeitia","11.72"
"01049","Añana","1.30"
"48012","Bakio","2.84"
"20904","Baliarrain","10.34"
"48090","Balmaseda","4.38"
"48013","Barakaldo","8.57"
"48014","Barrika","4.90"
"01013","Barrundia","4.17"
"48015","Basauri","5.53"
"01011","Baños de Ebro/Mañueta","0.00"
"20019","Beasain","6.50"
"48092","Bedia","2.83"
"20020","Beizama","13.95"
"20021","Belauntza","16.84"
"48016","Berango","7.16"
"01014","Berantevilla","0.70"
"20022","Berastegi","8.73"
"20074","Bergara","20.59"
"48017","Bermeo","4.07"
"01016","Bernedo","2.76"
"48018","Berriatua","2.03"
"48019","Berriz","4.14"
"20023","Berrobi","5.82"
"20024","Bidania-Goiatz","7.95"
"48020","Bilbao","8.05"
"48021","Busturia","8.82"
"01017","Campezo/Kanpezu","4.40"
"20029","Deba","32.43"
"48901","Derio","0.67"
"48026","Dima","10.39"
"20069","Donostia / San Sebastián","6.03"
"48027","Durango","6.11"
"48028","Ea","2.27"
"20030","Eibar","35.39"
"48031","Elantxobe","5.21"
"01021","Elburgo/Burgelu","0.75"
"01022","Elciego","5.22"
"20031","Elduain","9.52"
"20033","Elgeta","15.63"
"20032","Elgoibar","8.17"
"48032","Elorrio","3.47"
"01023","Elvillar/Bilar","7.03"
"48902","Erandio","3.59"
"48033","Ereño","2.70"
"48034","Ermua","0.69"
"20067","Errenteria","34.89"
"20066","Errezil","26.83"
"01046","Erriberagoitia/Ribera Alta","12.56"
"48079","Errigoiti","2.86"
"20034","Eskoriatza","10.75"
"48029","Etxebarri","8.37"
"48030","Etxebarria","0.00"
"20035","Ezkio-Itsaso","14.04"
"48906","Forua","16.56"
"48035","Fruiz","13.28"
"20038","Gabiria","12.59"
"20037","Gaintza","9.30"
"48036","Galdakao","2.37"
"48037","Galdames","20.90"
"48038","Gamiz-Fika","4.45"
"48039","Garai","7.79"
"48040","Gatika","3.46"
"48041","Gautegiz Arteaga","10.16"
"20907","Gaztelu","45.24"
"48046","Gernika-Lumo","3.01"
"20039","Getaria","7.76"
"48044","Getxo","1.99"
"48047","Gizaburuaga","2.33"
"48042","Gordexola","14.34"
"48043","Gorliz","0.71"
"48045","Güeñes","4.90"
"01056","Harana/Valle de Arana","3.33"
"20040","Hernani","16.36"
"20041","Hernialde","6.38"
"20036","Hondarribia","12.67"
"20042","Ibarra","11.23"
"48048","Ibarrangelu","4.78"
"20043","Idiazabal","10.78"
"48094","Igorre","2.19"
"20044","Ikaztegieta","4.76"
"20045","Irun","18.50"
"20046","Irura","3.25"
"01027","Iruraiz-Gauna","2.05"
"01901","Iruña Oka/Iruña de Oca","11.80"
"48049","Ispaster","1.49"
"20047","Itsasondo","40.28"
"48910","Iurreta","2.79"
"48050","Izurtza","6.25"
"48022","Karrantza Harana/Valle de Carranza","9.70"
"48907","Kortezubi","3.60"
"01019","Kripan","6.15"
"01020","Kuartango","16.08"
"01028","Labastida/Bastida","1.62"
"01030","Lagrán","2.27"
"01031","Laguardia","3.98"
"01032","Lanciego/Lantziego","0.87"
"48051","Lanestosa","14.68"
"01902","Lantarón","4.38"
"01033","Lapuebla de Labarca","3.25"
"48052","Larrabetzu","28.65"
"20048","Larraul","0.00"
"20902","Lasarte-Oria","23.31"
"01036","Laudio/Llodio","2.03"
"48053","Laukiz","0.36"
"20049","Lazkao","4.45"
"20050","Leaburu","19.38"
"20051","Legazpi","9.39"
"20052","Legorreta","1.92"
"01058","Legutio","4.67"
"20068","Leintz-Gatzaga","15.85"
"48054","Leioa","1.80"
"48057","Lekeitio","1.51"
"48055","Lemoa","5.28"
"48056","Lemoiz","6.67"
"01034","Leza","8.43"
"48081","Lezama","1.51"
"20053","Lezo","16.23"
"20054","Lizartza","30.41"
"48903","Loiu","3.14"
"48058","Mallabia","1.48"
"48060","Markina-Xemein","4.06"
"48061","Maruri-Jatabe","5.51"
"48059","Mañaria","0.67"
"20901","Mendaro","6.92"
"48062","Mendata","17.09"
"48063","Mendexa","1.75"
"48064","Meñaka","15.62"
"01039","Moreda de Álava / Moreda Araba","4.81"
"48066","Morga","6.87"
"48068","Mundaka","3.90"
"48069","Mungia","2.73"
"48007","Munitibar-Arbatzegi Gerrikaitz-","3.79"
"48908","Murueta","1.18"
"48071","Muskiz","1.42"
"20057","Mutiloa","22.41"
"20056","Mutriku","22.85"
"48067","Muxika","0.49"
"48909","Nabarniz","27.14"
"01041","Navaridas","3.80"
"20063","Oiartzun","6.32"
"01042","Okondo","1.67"
"20058","Olaberria","6.89"
"48073","Ondarroa","1.56"
"20076","Ordizia","22.43"
"20905","Orendain","2.08"
"20060","Orexa","23.08"
"20061","Orio","8.47"
"20062","Ormaiztegi","13.86"
