"Udalerri kodea","Udalerria","2015","2011","2010","2006","2001","1996"
"48001","Abadiño","57.62","55.33","52.80","49.00","41.87","38.86"
"20001","Abaltzisketa","50.35","47.37","44.44","36.22","37.40","36.19"
"48002","Abanto y Ciérvana-Abanto Zierbena","73.47","72.05","69.07","64.90","60.37","53.55"
"20002","Aduna","62.84","62.05","57.55","58.43","56.13","51.64"
"20016","Aia","59.76","59.00","58.23","50.90","45.02","38.50"
"20003","Aizarnazabal","52.05","47.19","44.72","41.19","25.69","27.57"
"48911","Ajangiz","63.72","63.64","64.32","58.00","60.22","51.33"
"20004","Albiztur","58.62","54.76","48.41","47.83","41.60","35.85"
"20005","Alegia","59.01","57.99","55.38","52.20","52.11","48.10"
"01001","Alegría-Dulantzi","69.14","64.44","63.26","60.25","56.72","55.63"
"20006","Alkiza","57.49","52.56","54.88","50.94","52.89","53.64"
"48912","Alonsotegi","72.83","72.42","68.49","65.56","60.71","59.10"
"20906","Altzaga","62.86","58.21","63.75","55.84","50.94","30.95"
"20007","Altzo","59.73","64.78","64.85","57.47","51.59","47.83"
"20008","Amezketa","44.55","43.37","40.32","39.76","37.19","34.54"
"48003","Amorebieta-Etxano","67.53","65.32","62.86","58.95","54.78","47.38"
"48004","Amoroto","59.55","52.84","52.51","46.51","38.86","41.56"
"01002","Amurrio","60.27","58.84","57.16","53.22","47.13","43.14"
"20009","Andoain","65.33","63.82","60.88","56.16","50.12","44.86"
"20010","Anoeta","58.99","59.24","57.74","55.01","52.67","48.22"
"20011","Antzuola","48.40","46.44","44.88","39.31","30.84","30.44"
"48005","Arakaldo","62.69","62.50","57.69","52.78","54.29","38.46"
"20012","Arama","52.69","49.44","48.91","52.11","53.45","48.39"
"01003","Aramaio","54.30","51.87","52.31","46.67","42.70","39.56"
"48006","Arantzazu","57.93","59.88","59.46","55.73","52.89","50.00"
"48093","Areatza","67.40","63.06","62.60","58.40","51.80","51.12"
"20013","Aretxabaleta","50.49","47.78","45.74","38.55","35.03","37.17"
"01006","Armiñón","50.00","52.22","54.95","41.18","39.74","34.92"
"01037","Arraia-Maeztu","58.90","58.47","55.06","45.99","37.31","33.94"
"48009","Arrankudiaga","72.98","72.60","70.94","63.98","58.36","52.07"
"20055","Arrasate/Mondragón","58.55","55.74","53.88","45.30","41.35","41.71"
"48914","Arratzu","61.70","60.77","59.02","61.45","56.88","50.65"
"01008","Arratzua-Ubarrundia","65.10","63.45","62.61","62.07","55.74","51.18"
"48010","Arrieta","70.38","71.37","65.08","63.97","64.25","50.29"
"48011","Arrigorriaga","76.39","72.72","70.52","66.88","65.00","59.64"
"48023","Artea","69.72","70.75","66.48","66.36","61.17","61.86"
"48008","Artzentales","66.67","67.73","63.19","58.63","49.54","35.56"
"01004","Artziniega","64.78","64.25","65.75","60.90","54.56","52.79"
"01009","Asparrena","51.59","52.86","51.52","55.40","48.47","40.33"
"20014","Asteasu","57.96","60.63","59.09","58.30","53.26","36.96"
"20903","Astigarraga","72.95","72.23","69.74","66.11","63.04","56.62"
"20015","Ataun","54.24","56.44","52.72","48.87","45.44","47.04"
"48091","Atxondo","59.69","57.95","54.69","49.85","40.69","37.12"
"48070","Aulesti","53.93","50.19","50.00","46.98","41.60","43.83"
"01010","Ayala/Aiara","56.55","55.36","57.26","56.89","43.64","37.85"
"20017","Azkoitia","54.77","52.16","49.10","47.93","39.16","40.94"
"20018","Azpeitia","58.22","53.42","51.01","49.68","40.34","42.93"
"01049","Añana","55.07","50.00","54.67","48.61","47.56","45.21"
"48012","Bakio","77.15","75.60","73.57","73.43","68.30","61.23"
"20904","Baliarrain","43.66","50.00","41.67","39.13","39.58","23.08"
"48090","Balmaseda","76.55","73.94","71.77","66.95","57.90","57.30"
"48013","Barakaldo","77.81","75.32","72.34","68.03","63.94","60.49"
"48014","Barrika","81.48","76.44","78.74","76.32","73.99","70.11"
"01013","Barrundia","62.84","60.47","60.20","61.18","42.90","32.01"
"48015","Basauri","73.84","71.42","68.40","64.41","60.77","55.71"
"01011","Baños de Ebro/Mañueta","23.88","29.37","32.14","30.07","20.00","15.32"
"20019","Beasain","56.63","55.36","54.94","51.36","46.98","53.27"
"48092","Bedia","70.84","69.44","65.04","62.24","56.48","51.34"
"20020","Beizama","52.46","42.11","54.55","53.41","47.56","37.33"
