"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"20067","Errenteria","8.76","7.90","8.15","5.56","4.93"
"20066","Errezil","9.71","10.00","10.64","10.99","11.49"
"01046","Erriberagoitia/Ribera Alta","20.62","23.26","26.67","42.86","53.57"
"48079","Errigoiti","72.73","85.11","0.00","95.24","105.26"
"20034","Eskoriatza","8.50","8.64","8.83","9.36","9.86"
"48029","Etxebarri","8.93","9.80","11.17","8.67","7.47"
"48030","Etxebarria","17.24","16.81","16.26","16.67","17.09"
"20035","Ezkio-Itsaso","58.14",NA,NA,"61.73","51.95"
"48906","Forua","39.06","41.32","35.09","46.73","44.64"
"48035","Fruiz","39.47","50.85","38.46","20.83","21.74"
"20038","Gabiria","12.35","12.50","12.35","13.51","13.33"
"20037","Gaintza","105.26","117.65","133.33","111.11","111.11"
"48036","Galdakao","6.15","5.61","5.31",NA,"4.21"
"48037","Galdames","61.73","50.00","54.79","56.34","66.67"
"48038","Gamiz-Fika","11.36","10.87","11.36","10.99","10.70"
"48039","Garai","39.22","41.67","41.67","22.73","30.30"
"48040","Gatika","7.66","7.72","8.51","4.63","5.18"
"48041","Gautegiz Arteaga","18.52","18.35","18.35","17.70","16.95"
"20907","Gaztelu","40.00","45.45","43.48","52.63","50.00"
"48046","Gernika-Lumo","4.55","4.23","2.82","1.93","2.00"
"20039","Getaria","9.43","9.62","10.05","7.75","7.48"
"48044","Getxo","3.50","3.49","3.44","3.31","3.27"
"48047","Gizaburuaga","33.33","34.48","45.45","47.62","45.45"
"48042","Gordexola","25.97","27.27","27.91","42.55","38.89"
"48043","Gorliz","4.43","4.61","4.91","7.61","7.89"
"48045","Güeñes","8.65","6.86","6.05","6.34","5.17"
"01056","Harana/Valle de Arana","58.82","62.50","0.00","66.67","55.56"
"20040","Hernani","9.59","9.67","9.88","9.32","9.12"
"20041","Hernialde","18.87","17.86","17.54","19.61","20.41"
"20036","Hondarribia","5.13","5.21","5.37","4.60","4.30"
"20042","Ibarra","17.43","18.09","10.33","10.51","9.01"
"48048","Ibarrangelu","48.39","50.85","52.63","58.82","57.69"
"20043","Idiazabal","8.65","9.23","9.52","9.77","10.17"
"48094","Igorre","11.24","7.94","8.18","8.57","6.34"
"20044","Ikaztegieta","27.78","26.32","27.03","25.64","24.39"
"20045","Irun","6.06","5.26","5.41","5.03","4.37"
"20046","Irura","9.04","9.65","10.38","11.63","8.85"
"01027","Iruraiz-Gauna","131.58","144.93","153.85","216.67","214.29"
"01901","Iruña Oka/Iruña de Oca","9.40","10.16","11.06","12.63","13.93"
"48049","Ispaster","23.53","13.51","14.08","19.23","19.61"
"20047","Itsasondo","17.24","20.62","22.73","25.64","26.32"
"48910","Iurreta","4.58","2.36","2.42","2.42","2.49"
"48050","Izurtza","68.97","111.11","90.91","133.33","117.65"
"48022","Karrantza Harana/Valle de Carranza","7.87","7.46","11.32","11.67","11.49"
"48907","Kortezubi","17.86","18.52","20.41","20.83","22.73"
"01019","Kripan","28.57","28.57","35.71","100.00","96.77"
"01020","Kuartango","107.14","68.97","64.52","38.46","37.04"
"01028","Labastida/Bastida","12.88","13.33","13.27","8.77","9.05"
"01030","Lagrán","333.33","333.33","250.00","250.00","333.33"
"01031","Laguardia","17.44","6.54","6.33","6.37","6.45"
"01032","Lanciego/Lantziego","12.50","12.82","12.50","37.04","36.14"
"48051","Lanestosa","45.45","40.00","43.48","38.46","38.46"
"01902","Lantarón","103.45","104.35","146.34","146.34","142.86"
"01033","Lapuebla de Labarca","9.26","9.09","8.62","9.26","10.53"
"48052","Larrabetzu","15.87","13.65","14.23","19.61","16.53"
"20048","Larraul","15.62","16.13","17.86","20.00","23.26"
"20902","Lasarte-Oria","10.46","10.85","11.19","7.95","7.66"
"01036","Laudio/Llodio","8.70","10.00","10.80","10.81","10.79"
"48053","Laukiz","5.32","5.32","5.81","6.54","6.90"
"20049","Lazkao","5.77","5.90","6.25",NA,NA
"20050","Leaburu","28.99","33.33","35.71","41.67","46.51"
"20051","Legazpi","12.48","12.70","12.56","11.45","11.83"
"20052","Legorreta","8.93","9.43","5.29","5.43","5.59"
"01058","Legutio","21.01","21.28","22.73","33.33","32.79"
"20068","Leintz-Gatzaga","54.05","58.82","58.82","64.52","60.61"
"48054","Leioa","8.96","8.70","8.19","7.68","7.30"
"48057","Lekeitio","5.04","5.19","5.23","5.41","5.63"
"48055","Lemoa","9.05","16.55","7.52","8.13","8.62"
"48056","Lemoiz","12.90","13.89","14.81","7.58","8.26"
"01034","Leza","37.04","41.67","43.48","47.62","52.63"
"48081","Lezama","7.63","7.98","8.02","8.36","5.97"
"20053","Lezo","8.81","4.46","11.44","4.70","4.61"
"20054","Lizartza","10.20","11.11","12.05","12.35","12.82"
"48903","Loiu","6.04","6.33","6.49","6.25","6.78"
"48058","Mallabia","6.76","6.80","7.25","7.46","7.35"
"48060","Markina-Xemein","6.26","6.56","7.01","3.53","3.66"
"48061","Maruri-Jatabe","22.90","23.44","24.59","34.48","26.32"
"48059","Mañaria","16.95","18.87","22.73","21.74","21.74"
"20901","Mendaro","12.20","9.52","17.01","12.15","12.82"
"48062","Mendata","17.24","17.86","19.61","20.00","22.22"
"48063","Mendexa","16.39","17.24","19.61","18.18","19.61"
"48064","Meñaka","32.26","32.97","37.50","28.17","29.41"
"01039","Moreda de Álava / Moreda Araba","52.63","43.48","0.00","33.33","35.71"
"48066","Morga","27.03","30.30","31.25","27.03","25.64"
"48068","Mundaka","13.64","13.70","15.15","15.54","16.85"
"48069","Mungia","9.05","9.36","9.63","4.46","4.20"
"48007","Munitibar-Arbatzegi Gerrikaitz-","40.00","42.55","25.00","25.64","23.81"
"48908","Murueta","20.83","18.87","20.00","21.28","22.22"
"48071","Muskiz","20.75","21.53","22.73","11.71","9.73"
"20057","Mutiloa","40.00","46.51","48.78","55.56","66.67"
"20056","Mutriku","4.24","4.51","4.63","4.57","4.82"
"48067","Muxika","16.04","17.05","18.29","20.69","15.87"
"48909","Nabarniz","100.00","103.45","96.77","103.45","120.00"
"01041","Navaridas","66.67","34.48","60.61","55.56","60.61"
"20063","Oiartzun","9.86","9.40","8.96","9.03","9.30"
"01042","Okondo","25.16","24.24","27.59","7.04","7.25"
"20058","Olaberria","17.86","8.93","9.35","10.10","10.99"
"48073","Ondarroa","5.97","5.90","4.85","6.67","6.40"
"20076","Ordizia","3.91","4.00","4.16","4.33","4.48"
"20905","Orendain","30.30","37.04","40.00","43.48","55.56"
"20060","Orexa","0.00","40.00",NA,"0.00","0.00"
"20061","Orio","9.48","9.90","10.36","13.77","11.66"
"20062","Ormaiztegi","9.57","9.39","9.90","10.05","11.11"
"48075","Orozko","14.56","15.11","12.92","10.67","11.24"
"48083","Ortuella","9.61","9.49","8.78","8.79","8.60"
"48072","Otxandio","24.10","25.81","27.97","31.50","33.33"
"01043","Oyón-Oion","9.98","9.03","7.46","6.07","6.70"
"20059","Oñati","9.87","7.45","7.65","6.97","5.72"
"20064","Pasaia","6.18","6.27","6.33",NA,NA
"01044","Peñacerrada-Urizaharra","41.67","45.45","52.63","0.00","0.00"
"48077","Plentzia","4.62","4.82","4.72","3.16","3.38"
"48078","Portugalete","4.17","4.20","3.53","1.98",NA
"01047","Ribera Baja/Erribera Beitia","27.78","31.11","22.32","25.00","25.13"
"01051","Salvatierra/Agurain","5.52","4.37","4.64","4.90","5.28"
"01052","Samaniego","22.22","23.81","22.22","23.81","24.39"
"01053","San Millán/Donemiliaga","147.37",NA,NA,"0.00","0.00"
"48082","Santurtzi","2.95","3.02","3.04","2.56","1.12"
"20070","Segura","4.65","5.00","5.13","5.92","5.92"
"48084","Sestao","1.80","3.04","3.06","3.10","2.46"
"48904","Sondika","7.08","7.28","9.16","9.63","8.24"
"48085","Sopela","4.97","5.06","5.14","5.24","5.47"
"48086","Sopuerta","31.14","32.85","34.35",NA,"32.39"
"20065","Soraluze-Placencia de las Armas","10.44","11.14","11.36","23.15","20.79"
"48076","Sukarrieta","57.14","62.50","66.67","62.50","62.50"
"20071","Tolosa","7.78","7.91","8.11","8.09","8.14"
"48087","Trucios-Turtzioz","46.51","22.73","19.23","20.00","23.26"
"48088","Ubide","153.85","166.67","142.86","142.86","166.67"
"48065","Ugao-Miraballes","9.60","7.89","12.20","7.89","8.00"
"48089","Urduliz","16.13","16.95","15.25","15.87","11.82"
"48074","Urduña/Orduña","9.35","7.72","7.87","8.55","8.58"
"01054","Urkabustaiz","9.43","10.36","10.75","5.32","5.99"
"20072","Urnieta","7.11",NA,NA,"7.52","7.87"
"20077","Urretxu","9.93","10.22","6.79","7.02","7.28"
"20073","Usurbil","10.07","7.50","7.91","11.72","10.78"
"01055","Valdegovía/Gaubea","196.08","219.78","61.22","50.00",NA
"48080","Valle de Trápaga-Trapagaran","6.30","5.18","5.38","7.37","7.54"
"20075","Villabona","9.63","8.92","6.72","6.90","7.08"
"01057","Villabuena de Álava/Eskuernaga","30.30","27.78","29.41","30.30","31.25"
"01059","Vitoria-Gasteiz","4.36","4.49","4.63","4.52",NA
"01060","Yécora/Iekora","27.03","34.48","30.30","33.33","33.33"
"48095","Zaldibar","10.23","10.84","11.08","2.85","3.05"
"20078","Zaldibia","20.83","19.70","10.64","16.85","17.05"
"01061","Zalduondo","68.97","83.33",NA,"107.14","125.00"
"48096","Zalla","14.46","13.10","13.31","10.58","8.66"
"01062","Zambrana","51.28","51.28","30.30","0.00","0.00"
"48905","Zamudio","14.29","14.81","10.13","13.66",NA
"48097","Zaratamo","16.95","12.50","20.92","8.66","9.01"
"20079","Zarautz","8.72","8.50","8.56","8.83","8.83"
"48024","Zeanuri","22.47","10.93","12.12","18.75","20.98"
"48025","Zeberio","14.18","13.99","13.79","14.60","14.29"
"20025","Zegama","30.77","33.90","37.74","34.48","35.46"
"20026","Zerain","34.48","35.71","35.71","34.48","37.04"
"20027","Zestoa","14.87","9.92","10.40","8.39","8.97"
"48913","Zierbena","41.38","41.96","43.48","54.26","54.26"
"01018","Zigoitia","40.16","41.67","44.44","51.28","54.35"
"48915","Ziortza-Bolibar","23.26","29.41","33.33","32.26","34.48"
"20028","Zizurkil","14.35","13.86","13.99","14.05","14.05"
"01063","Zuia","12.71","12.96","6.48","6.55","6.85"
"20081","Zumaia","3.90","3.99","7.75","8.01","7.48"
"20080","Zumarraga","10.42","10.26","10.58","6.15","6.25"
