"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","11.56","10.03","7.49","10.24","10.89","7.66","8.65","8.71","9.62","10.21","13.71","13.28","15.26"
"20001","Abaltzisketa","6.12","21.24","3.03","6.12","3.10","15.43","0.00","9.46","6.43","3.33","3.45","3.55","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","10.83","9.15","12.65","10.07","12.05","11.42","9.60","13.19","13.63","13.95","16.32","17.22","21.18"
"20002","Aduna","57.45","51.72","56.03","37.40","33.19","31.75","36.14","33.42","37.53","29.81","25.00","46.11","26.32"
"20016","Aia","11.71","14.72","10.30","14.76","9.43","10.97","15.63","14.69","14.12","18.88","22.70","22.56","25.60"
"20003","Aizarnazabal","11.61","0.00","1.29","6.51","1.33","6.93","8.71","4.54","4.64","9.58","17.68","13.25","10.60"
"48911","Ajangiz","15.09","10.95","10.94","8.82","15.28","11.01","13.39","11.24","6.76","15.84","4.55","6.93","9.32"
"20004","Albiztur","12.31","12.33","12.31","21.94","12.74","22.29","12.74","35.14","29.22","30.20","40.54","50.51","27.12"
"20005","Alegia","24.19","21.14","21.14","18.71","15.77","26.08","23.54","41.23","32.37","33.95","33.15","54.45","72.74"
"01001","Alegría-Dulantzi","3.49","4.83","5.87","5.23","4.58","5.44","3.75","5.11","4.19","4.45","3.78","6.55","7.17"
"20006","Alkiza","0.00","5.31","5.31","5.33","8.24","0.00","5.63","5.68","5.97","3.12","6.43","0.00","0.00"
"48912","Alonsotegi","5.60","7.41","6.00","2.82","3.53","4.60","3.53","7.41","12.07","11.09","17.00","15.26","10.22"
"20906","Altzaga","0.00","12.16","0.00","6.13","0.00","0.00","6.25","0.00","0.00","0.00","0.00","6.62","0.00"
"20007","Altzo","4.89","7.42","7.41","12.20","2.45","9.95","12.50","4.99","7.69","8.13","11.14","2.82","5.97"
"20008","Amezketa","7.45","4.12","4.12","5.13","7.19","3.05","7.06","10.13","1.03","5.19","8.23","6.15","8.15"
"48003","Amorebieta-Etxano","7.55","8.70","8.33","8.77","5.89","5.21","5.03","5.92","9.08","9.04","10.50","12.51","15.09"
"48004","Amoroto","4.78","12.21","9.76","22.30","48.90","45.89","14.60","41.87","49.14","27.30","43.37","29.02","32.09"
"01002","Amurrio","6.43","8.44","7.36","8.59","9.74","9.07","10.33","11.63","12.16","9.43","13.42","13.09","12.59"
"20009","Andoain","10.72","10.04","11.75","10.93","6.27","14.72","16.56","18.76","12.57","11.52","15.60","21.37","22.90"
"20010","Anoeta","3.03","4.78","5.31","4.32","5.46","3.26","2.16","6.01","3.34","7.86","1.12","7.87","5.63"
"20011","Antzuola","21.51","12.78","16.43","18.78","8.25","7.82","5.54","13.44","14.06","18.12","12.64","17.05","22.29"
"48005","Arakaldo","31.85","14.60","43.80","23.44","31.50","8.33","19.23","0.00","42.11","20.83","43.48","86.02","94.74"
"20012","Arama","100.96","142.86","87.56","129.50","99.50","57.14","62.20","77.32","53.76","44.69","41.42","36.59","60.61"
"01003","Aramaio","5.30","6.74","8.75","9.99","8.64","7.35","9.35","7.36","10.06","10.05","10.02","5.35","6.72"
"48006","Arantzazu","10.53","10.75","21.51","19.34","2.80","8.82","28.57","13.07","19.61","13.33","20.55","10.56","14.18"
"48093","Areatza","6.64","4.92","4.92","1.63","4.16","1.72","5.28","7.14","4.57","6.51","5.69","7.77","1.95"
"20013","Aretxabaleta","3.44","3.73","2.01","4.64","3.09","5.06","4.03","3.75","4.69","5.37","4.22","4.44","5.11"
"01006","Armiñón","125.52","135.52","139.34","141.03","121.74","158.59","310.19","364.53","477.39","354.50","310.73","366.86","530.12"
"01037","Arraia-Maeztu","34.87","53.98","40.11","39.46","36.94","40.56","18.34","38.08","37.87","40.11","30.10","38.10","40.71"
"48009","Arrankudiaga","30.61","20.64","23.74","14.55","14.78","12.94","19.67","17.84","26.53","32.30","38.13","40.46","48.91"
"20055","Arrasate/Mondragón","4.72","6.03","5.35","5.54","6.32","7.50","3.90","4.95","5.99","5.94","5.16","6.38","4.13"
"48914","Arratzu","2.45","38.22","15.27","12.90","17.99","20.83","10.61","13.62","22.47","14.20","11.46","14.20","13.89"
"01008","Arratzua-Ubarrundia","60.73","43.54","62.75","72.30","72.39","55.79","68.70","67.98","0.00","71.18","52.69","104.87","128.31"
"48010","Arrieta","15.87","12.52","12.52","7.30","10.97","10.91","3.60","7.26","9.06","9.14","11.21","13.44","7.86"
"48011","Arrigorriaga","3.90","5.17","3.64","4.66","4.23","3.94","3.79","5.64","4.85","7.32","6.97","12.16","12.83"
"48023","Artea","11.87","3.91","6.51","9.07","6.39","5.18","6.61","10.83","15.62","10.32","14.77","16.27","16.54"
"48008","Artzentales","16.28","17.93","9.66","13.44","7.99","12.23","9.71","14.06","10.03","10.19","13.18","14.95","18.10"
"01004","Artziniega","11.44","15.89","10.96","8.67","11.88","10.92","9.35","12.28","10.96","4.80","5.75","9.49","13.42"
"01009","Asparrena","13.42","8.43","9.03","14.25","9.46","5.35","19.25","22.22","26.47","17.08","17.55","18.19","20.27"
"20014","Asteasu","5.94","5.27","5.93","7.93","6.66","5.40","7.45","6.74","6.11","9.72","5.68","6.57","5.26"
"20903","Astigarraga","4.67","9.23","7.38","6.60","6.93","8.82","10.86","10.43","15.72","11.13","20.01","12.11","15.14"
"20015","Ataun","2.96","1.77","1.77","5.36","2.99","3.59","6.58","4.21","3.69","6.30","6.44","9.19","5.28"
"48091","Atxondo","4.36","4.32","3.60","10.00","4.22","4.89","8.31","8.25","11.02","4.85","8.36","7.70","11.82"
"48070","Aulesti","18.24","16.90","9.22","12.15","4.44","5.87","5.87","8.80","8.86","7.42","5.96","10.54","4.57"
"01010","Ayala/Aiara","10.55","11.94","9.89","12.30","15.18","14.02","13.95","12.42","11.60","17.49","17.80","22.59","23.22"
