"Udalerri kodea","Udalerria","2014","2013","2011","2009","2006"
"48001","Abadiño","0.43","0.28","0.18","5.07","11.79"
"20001","Abaltzisketa","-0.35","0.37","3.10","5.75","4.76"
"48002","Abanto y Ciérvana-Abanto Zierbena","0.27","-0.70","1.08","6.32","12.21"
"20002","Aduna","-2.30","-2.66","3.57","2.11","16.90"
"20016","Aia","-0.36","-0.22","5.12","11.34","8.39"
"20003","Aizarnazabal","-1.43","-4.05","-6.57","20.37","3.72"
"48911","Ajangiz","-0.46","-2.30","8.99","5.07","11.49"
"20004","Albiztur","-0.37","-1.08","5.98","5.43","10.42"
"20005","Alegia","-0.38","1.15","3.46","7.52","6.58"
"01001","Alegría-Dulantzi","-0.23","-0.90","-0.56","6.90","7.27"
"20006","Alkiza","2.56","6.62","-1.59","16.68","7.21"
"48912","Alonsotegi","1.94","2.28","-0.97","6.43","10.94"
"20906","Altzaga","0.84","-5.98","-0.70","11.11","9.58"
"20007","Altzo","7.58","6.35","-1.41","9.67","6.17"
"20008","Amezketa","-1.91","-4.76","2.04","13.49","5.94"
"48003","Amorebieta-Etxano","0.89","1.13","-4.58","10.73","9.67"
"48004","Amoroto","4.17","4.85","-2.47","7.27","6.21"
"01002","Amurrio","-0.30","0.81","1.10","7.10","12.84"
"20009","Andoain","0.20","0.07","1.35","8.18","10.65"
"20010","Anoeta","-0.48","0.99","4.10","7.41","10.43"
"20011","Antzuola","-0.27","0.78","1.91","7.24","8.52"
"48005","Arakaldo","5.23","-6.27","-3.96","8.41","8.46"
"20012","Arama","0.68","-8.21","18.14","11.07","10.81"
"01003","Aramaio","-0.59","-2.55","4.56","8.37","6.35"
"48006","Arantzazu","-2.41","0.19","1.37","9.70","6.81"
"48093","Areatza","2.75","2.30","2.66","-1.55","19.33"
"20013","Aretxabaleta","-1.81","-0.86","-1.04","8.57","6.30"
"01006","Armiñón","0.37","-4.18","-1.37","2.33","8.30"
"01037","Arraia-Maeztu","2.35","2.47","3.92","9.32","8.58"
"48009","Arrankudiaga","-0.35","-1.01","1.21","9.72","4.82"
"20055","Arrasate/Mondragón","-1.92","-1.28","1.31","6.69","7.96"
"48914","Arratzu","1.68","1.34","-0.09","7.22","11.44"
"01008","Arratzua-Ubarrundia","-0.20","-2.89","2.12","7.89","5.21"
"48010","Arrieta","-0.31","1.70","1.06","6.92","8.98"
"48011","Arrigorriaga","0.53","-0.07","0.37","6.22","9.09"
"48023","Artea","0.24","-0.51","2.82","5.36","8.70"
"48008","Artzentales","2.26","3.96","-0.86","7.28","10.78"
"01004","Artziniega","1.00","1.43","-0.17","7.12","11.66"
"01009","Asparrena","2.54","1.70","4.22","12.28","4.79"
"20014","Asteasu","-1.85","-3.71","5.42","10.76","6.62"
"20903","Astigarraga","4.83","0.46","3.97","9.58","8.97"
"20015","Ataun","0.37","0.64","3.34","17.07","2.07"
"48091","Atxondo","-0.44","1.09","-1.01","9.41","6.19"
"48070","Aulesti","0.84","1.27","3.77","7.24","8.42"
"01010","Ayala/Aiara","-0.45","-2.03","-1.15","8.27","8.31"
