"Udalerri kodea","Udalerria","2007"
"48001","Abadiño","12.94"
"20001","Abaltzisketa","10.73"
"48002","Abanto y Ciérvana-Abanto Zierbena","8.60"
"20002","Aduna","8.34"
"20016","Aia","20.39"
"20003","Aizarnazabal","22.03"
"48911","Ajangiz","15.05"
"20004","Albiztur","6.95"
"20005","Alegia","5.86"
"01001","Alegría-Dulantzi","15.25"
"20006","Alkiza","8.33"
"48912","Alonsotegi","6.02"
"20906","Altzaga","11.68"
"20007","Altzo","6.10"
"20008","Amezketa","9.31"
"48003","Amorebieta-Etxano","5.99"
"48004","Amoroto","31.58"
"01002","Amurrio","19.29"
"20009","Andoain","10.67"
"20010","Anoeta","4.15"
"20011","Antzuola","7.81"
"48005","Arakaldo","9.55"
"20012","Arama","9.98"
"01003","Aramaio","9.21"
"48006","Arantzazu","6.99"
"48093","Areatza","10.20"
"20013","Aretxabaleta","4.65"
"01006","Armiñón","18.61"
"01037","Arraia-Maeztu","22.31"
"48009","Arrankudiaga","10.49"
"20055","Arrasate/Mondragón","3.50"
"48914","Arratzu","16.29"
"01008","Arratzua-Ubarrundia","10.38"
"48010","Arrieta","20.11"
"48011","Arrigorriaga","6.86"
"48023","Artea","9.01"
"48008","Artzentales","23.24"
"01004","Artziniega","23.27"
"01009","Asparrena","29.89"
"20014","Asteasu","10.74"
"20903","Astigarraga","10.46"
"20015","Ataun","12.21"
"48091","Atxondo","15.82"
"48070","Aulesti","25.21"
"01010","Ayala/Aiara","19.22"
"20017","Azkoitia","11.26"
"20018","Azpeitia","13.39"
"01049","Añana","22.79"
"48012","Bakio","20.30"
"20904","Baliarrain","9.75"
"48090","Balmaseda","20.49"
"48013","Barakaldo","2.41"
"48014","Barrika","12.02"
"01013","Barrundia","17.56"
"48015","Basauri","5.06"
"01011","Baños de Ebro/Mañueta","38.02"
"20019","Beasain","8.75"
"48092","Bedia","1.92"
"20020","Beizama","12.45"
"20021","Belauntza","3.37"
"48016","Berango","9.31"
"01014","Berantevilla","22.49"
"20022","Berastegi","7.72"
"20074","Bergara","6.45"
"48017","Bermeo","23.16"
"01016","Bernedo","29.77"
"48018","Berriatua","27.30"
"48019","Berriz","14.06"
"20023","Berrobi","4.19"
"20024","Bidania-Goiatz","8.84"
"48020","Bilbao","5.44"
"48021","Busturia","18.98"
"01017","Campezo/Kanpezu","27.93"
"20029","Deba","5.80"
"48901","Derio","7.23"
"48026","Dima","10.03"
"20069","Donostia / San Sebastián","5.20"
"48027","Durango","11.50"
"48028","Ea","23.58"
"20030","Eibar","9.31"
"48031","Elantxobe","21.68"
"01021","Elburgo/Burgelu","12.97"
"01022","Elciego","38.41"
"20031","Elduain","6.24"
"20033","Elgeta","9.46"
"20032","Elgoibar","4.18"
"48032","Elorrio","18.21"
"01023","Elvillar/Bilar","39.65"
"48902","Erandio","4.69"
"48033","Ereño","19.94"
"48034","Ermua","9.01"
"20067","Errenteria","11.42"
"20066","Errezil","19.79"
"01046","Erriberagoitia/Ribera Alta","19.96"
"48079","Errigoiti","15.88"
"20034","Eskoriatza","5.89"
"48029","Etxebarri","4.54"
"48030","Etxebarria","23.53"
"20035","Ezkio-Itsaso","4.14"
"48906","Forua","15.82"
"48035","Fruiz","17.72"
"20038","Gabiria","6.64"
"20037","Gaintza","15.77"
"48036","Galdakao","2.31"
"48037","Galdames","16.73"
"48038","Gamiz-Fika","16.89"
"48039","Garai","15.13"
"48040","Gatika","12.83"
"48041","Gautegiz Arteaga","16.94"
"20907","Gaztelu","8.34"
"48046","Gernika-Lumo","13.88"
"20039","Getaria","19.17"
"48044","Getxo","8.30"
"48047","Gizaburuaga","29.67"
"48042","Gordexola","15.58"
"48043","Gorliz","15.57"
"48045","Güeñes","10.85"
"01056","Harana/Valle de Arana","31.49"
