"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"48001","Abadiño","346.83","340.40","329.08","407.71","301.21","367.31","337.71","303.89","298.88","290.77","230.96","259.04","291.49"
"20001","Abaltzisketa","152.95","168.92","193.97","149.63","211.76","155.92","188.14","199.15","138.63","170.89","107.76","118.91","146.49"
"48002","Abanto y Ciérvana-Abanto Zierbena","382.22","426.99","372.15","306.43","363.60","437.17","439.80","440.67","405.57","345.09","244.77","205.13","328.88"
"20002","Aduna","799.51","844.97","850.05","854.75","720.17","781.67","833.92","713.23","996.13","728.77","668.89","722.85","802.72"
"20016","Aia","321.53","298.15","332.58","325.35","370.49","346.70","393.56","353.95","417.55","587.01","307.22","247.50","330.38"
"20003","Aizarnazabal","379.97","378.88","433.66","333.07","290.77","338.26","441.88","610.96","388.56","445.77","466.57","396.72","340.46"
"48911","Ajangiz","369.49","357.86","295.85","331.28","865.64","303.73","241.52","278.90","340.81","335.14","280.92","218.12","174.67"
"20004","Albiztur","268.88","248.17","325.96","239.22","197.88","231.07","157.64","208.89","215.90","376.84","239.67","159.76","193.60"
"20005","Alegia","246.45","225.42","232.23","194.12","176.23","304.79","210.27","212.51","231.14","144.09","136.42","144.71","134.04"
"01001","Alegría-Dulantzi","322.45","302.73","288.54","282.92","282.10","269.91","323.18","340.24","283.32","330.28","387.89","383.38","348.80"
"20006","Alkiza","196.15","171.07","143.15","160.92","165.36","146.53","178.66","174.57","176.36","344.03","107.99","241.89","139.04"
"48912","Alonsotegi","320.61","346.12","292.52","244.73","222.78","300.84","228.28","217.06","248.07","190.16","185.33","152.17","170.55"
"20906","Altzaga","146.09","162.22","131.67","152.24","146.11","146.65","363.56","107.66","154.19","142.68","165.62","79.65","152.50"
"20007","Altzo","556.59","405.14","400.20","402.16","414.64","280.60","570.34","413.72","437.26","449.44","329.18","357.18","426.27"
"20008","Amezketa","219.23","174.64","183.37","180.26","143.58","165.89","167.70","233.07","155.26","130.86","114.51","126.42","143.93"
"48003","Amorebieta-Etxano","374.11","382.15","403.13","366.83","368.04","392.88","431.21","409.06","370.25","268.77","261.01","235.43","405.01"
"48004","Amoroto","162.32","131.10","182.08","145.76","135.45","124.96","116.46","229.57","122.70","148.26","220.29","126.54","132.97"
"01002","Amurrio","333.80","314.79","303.56","328.06","306.07","338.32","303.98","356.59","254.13","283.17","284.80","335.07","246.45"
"20009","Andoain","266.00","277.07","248.56","258.59","35.01","29.99","219.52","231.78","209.67","211.33","204.93","206.57","229.68"
"20010","Anoeta","278.32","306.43","311.73","440.06","1988.87","1981.97","197.83","201.35","194.87","174.45","150.48","181.60","153.18"
"20011","Antzuola","297.25","325.68","316.59","249.57","192.50","177.03","193.86","205.63","240.36","212.09","252.48","242.40","219.44"
"48005","Arakaldo","178.87","207.45","215.05","640.13","176.09","382.84","467.81","562.84","1759.17","372.85","292.69","225.60","239.98"
"20012","Arama","719.43","576.67","462.10","548.07","459.38","448.31","519.53","389.25","354.89","615.49","267.01","407.77","267.74"
"01003","Aramaio","356.51","336.42","322.20","334.32","330.60","374.72","330.05","306.83","326.05","252.47","312.02","230.00","191.66"
"48006","Arantzazu","156.51","183.58","85.49","233.34","199.25","159.12","261.64","346.71","666.88","286.78","161.41","231.70","309.76"
"48093","Areatza","179.12","202.95","195.14","168.04","173.19","164.28","222.51","310.08","237.12","220.80","139.67","107.33","105.21"
"20013","Aretxabaleta","287.50","310.31","260.89","249.76","269.94","228.37","235.06","584.94","236.54","207.56","183.61","245.19","184.41"
"01006","Armiñón","365.87","396.44","384.13","352.23","67.96","71.42","75.99","77.52","728.07","249.95","261.78","266.51","261.78"
"01037","Arraia-Maeztu","410.70","376.89","344.95","303.16","274.02","288.09","251.63","346.13","314.04","210.49","179.19","212.09","204.13"
"48009","Arrankudiaga","426.05","414.12","405.04","363.32","493.10","445.77","450.87","459.07","487.69","725.48","449.62","496.83","330.91"
"20055","Arrasate/Mondragón","383.86","366.67","334.26","324.83","322.15","312.89","359.97","405.94","383.06","293.95","242.78","207.48","227.03"
"48914","Arratzu","187.61","173.95","172.01","180.80","198.92","179.89","207.93","224.93","152.10","262.14","132.81","159.78","164.88"
"01008","Arratzua-Ubarrundia","513.00","535.34","499.39","593.49","557.23","621.86","558.29","637.74","299.59","306.50","446.58","288.03","308.18"
"48010","Arrieta","108.87","116.47","171.81","126.96","165.03","196.97","173.67","161.10","146.13","140.32","203.31","123.53","123.72"
"48011","Arrigorriaga","255.96","225.56","219.37","211.35","249.33","206.70","230.79","225.37","252.18","188.85","177.71","186.25","169.70"
"48023","Artea","264.94","289.33","374.33","341.17","295.51","261.39","548.19","409.74","910.79","204.02","186.00","142.12","111.03"
"48008","Artzentales","129.89","90.20","157.74","123.16","117.48","143.40","140.78","203.00","123.91","147.92","165.77","123.64","91.60"
"01004","Artziniega","284.30","277.84","241.47","303.96","280.51","232.36","266.48","281.97","339.07","273.57","259.94","255.84","249.01"
"01009","Asparrena","420.04","424.02","461.92","398.57","357.54","330.18","393.51","399.17","391.14","353.10","252.56","297.66","251.85"
"20014","Asteasu","522.20","529.76","512.08","427.77","414.49","486.02","435.62","597.29","516.92","421.35","298.29","306.54","413.94"
"20903","Astigarraga","394.94","412.70","396.33","543.56","541.75","401.93","490.36","418.62","422.93","563.46","364.28","322.54","412.63"
"20015","Ataun","164.74","154.78","151.49","149.48","140.65","183.93","215.43","220.19","201.95","167.15","154.34","139.88","124.35"
"48091","Atxondo","206.18","455.71","224.73","246.26","248.05","227.28","328.21","216.46","206.46","241.57","191.59","245.81","164.55"
"48070","Aulesti","241.04","169.20","175.11","177.58","188.15","173.55","269.19","157.89","160.74","138.06","190.80","154.43","119.39"
"01010","Ayala/Aiara","240.51","235.39","230.24","243.33","201.77","208.43","240.29","242.10","237.27","218.26","204.23","168.38","178.46"
"20017","Azkoitia","327.29","326.62","271.08","263.89","270.65","239.28","249.28","265.05","245.25","242.55","215.79","227.96","234.32"
"20018","Azpeitia","362.83","371.08","340.67","348.14","327.50","341.69","333.79","462.04","317.86","298.02","275.58","344.52","277.67"
"01049","Añana","483.91","548.21","482.50","466.16","540.14","408.55","445.67","302.04","310.13","312.32","316.57","284.95","235.61"
"48012","Bakio","368.22","333.93","280.92","325.67","401.15","391.27","217.97","904.73","703.41","319.67","339.69","409.12","369.25"
"20904","Baliarrain","163.47","143.53","135.36","223.72","129.37","141.09","200.77","277.39","122.97","119.12","108.23","102.16","90.16"
"48090","Balmaseda","192.39","198.29","184.95","192.95","194.19","192.60","180.23","202.49","255.86","222.48","205.12","95.49","98.88"
"48013","Barakaldo","256.68","272.86","258.24","257.71","241.33","223.48","332.20","333.55","265.74","245.09","200.39","227.50","362.91"
"48014","Barrika","231.08","221.07","263.08","208.66","259.16","189.28","207.60","213.95","266.18","278.61","326.69","244.07","331.29"
"01013","Barrundia","510.58","473.97","443.65","452.97","426.41","418.03","359.14","385.21","443.10","390.80","318.77","296.58","301.75"
"48015","Basauri","314.57","346.76","285.55","280.93","280.91","277.71","257.18","251.53","246.27","216.08","206.57","187.22","198.66"
"01011","Baños de Ebro/Mañueta","329.81","311.40","295.03","307.28","279.57","294.57","266.98","249.64","279.97","214.21","213.82","258.52","256.03"
"20019","Beasain","316.46","353.20","270.43","268.39","276.80","295.99","299.69","277.39","255.69","256.89","248.46","232.04","234.38"
"48092","Bedia","353.41","318.91","454.29","423.92","451.55","449.73","619.81","443.52","536.17","538.08","312.27","332.22","321.69"
"20020","Beizama","134.52","147.76","143.05","117.34","147.91","85.64","126.04","0.19","0.20","138.53","140.16","0.00","29.06"
"20021","Belauntza","413.39","334.56","323.69","293.35","354.25","327.98","344.59","403.48","411.36","280.76","275.88","386.17","296.89"
"48016","Berango","225.45","195.09","186.05","189.40","180.95","196.49","207.55","231.86","208.13","199.53","158.80","265.22","193.57"
"01014","Berantevilla","459.98","500.38","722.20","435.92","595.41","341.78","361.84","358.60","407.78","443.25","435.51","432.68","428.03"
"20022","Berastegi","241.78","232.44","167.44","147.24","234.12","170.29","149.90","165.13","167.44","179.41","130.07","150.29","145.99"
"20074","Bergara","381.62","350.89","322.45","342.82","333.78","351.64","375.58","303.64","269.50","266.43","243.83","233.40","209.05"
"48017","Bermeo","272.51","245.88","238.60","243.57","207.20","260.12","242.15","339.09","245.55","229.47","166.70","274.73","198.72"
"01016","Bernedo","490.10","447.62","452.85","437.62","462.25","427.68","461.38","376.52","351.28","331.93","458.49","300.77","276.26"
"48018","Berriatua","231.45","245.78","241.98","212.96","243.21","213.01","250.94","191.14","247.77","255.10","255.20","245.44","216.80"
"48019","Berriz","256.06","244.60","226.96","246.66","283.22","192.45","228.07","273.70","305.70","254.00","307.36","209.51","163.94"
"20023","Berrobi","151.94","134.92","134.06","118.83","124.39","125.86","191.63","155.98","144.09","129.90","254.37","149.88","115.51"
"20024","Bidania-Goiatz","315.17","279.74","215.32","178.48","167.29","157.65","184.30","221.91","194.99","165.30","145.27","294.70","136.68"
"48020","Bilbao","266.73","260.41","260.28","259.29","263.59","261.86","251.57","261.39","246.23","235.69","221.89","223.98","253.61"
"48021","Busturia","129.66","137.35","121.29","113.26","131.98","113.53","248.78","146.66","149.69","101.97","222.17","219.63","136.27"
"01017","Campezo/Kanpezu","323.25","325.57","302.33","302.73","288.71","283.49","294.86","279.83","244.94","209.09","201.74","191.57","179.19"
"20029","Deba","438.42","460.20","379.96","360.61","374.09","374.93","392.77","369.84","398.93","345.21","284.45","352.78","281.81"
"48901","Derio","441.64","448.26","442.33","521.14","532.74","466.44","632.51","617.02","709.42","438.41","352.72","296.86","369.90"
"48026","Dima","206.03","177.05","153.65","152.95","336.35","195.81","107.98","196.02","150.00","644.94","226.62","219.98","163.44"
"20069","Donostia / San Sebastián","419.88","411.30","405.23","382.62","370.21","361.33","370.70","330.81","314.98","287.18","268.80","318.72","288.63"
"48027","Durango","250.48","237.92","240.18","270.94","237.77","263.06","245.98","234.87","249.68","212.76","209.31","234.76","214.25"
"48028","Ea","199.47","187.04","160.04","207.61","197.38","153.72","168.81","106.41","143.70","220.31","132.06","136.73","150.90"
"20030","Eibar","320.17","306.32","312.58","290.92","296.85","263.43","254.52","319.29","278.02","246.42","223.51","213.67","208.34"
