"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48001","Abadiño","20.38","20.52","19.73","15.83","17.87"
"20001","Abaltzisketa","49.08","31.65","50.47","55.92","57.63"
"48002","Abanto y Ciérvana-Abanto Zierbena","36.30","34.73","35.28","31.95","29.66"
"20002","Aduna","37.30","27.43","45.21","13.51","10.87"
"20016","Aia","94.67","97.04","91.69","92.95","95.88"
"20003","Aizarnazabal","33.90","35.87","36.75","28.21","29.32"
"48911","Ajangiz","60.00","60.67","60.67","61.09","61.22"
"20004","Albiztur","47.62","48.08","47.77","49.67","51.19"
"20005","Alegia","10.86","10.96","25.73","28.45","28.73"
"01001","Alegría-Dulantzi","22.84","23.66","25.13","13.02","13.70"
"20006","Alkiza","11.33","11.20","11.53","12.42","12.50"
"48912","Alonsotegi","14.50","14.46","13.07","13.55","12.93"
"20906","Altzaga","18.87","18.63","0.00","32.05","32.68"
"20007","Altzo","50.25","62.19","62.50","65.96","69.64"
"20008","Amezketa","17.10","17.17","17.29","17.82","17.45"
"48003","Amorebieta-Etxano","16.19","13.28","14.24","13.85",NA
"48004","Amoroto","181.16","83.33","84.16","83.13","85.86"
"01002","Amurrio","25.87","25.77","23.24","24.29","24.92"
"20009","Andoain","7.84","7.83","10.54","10.69","10.72"
"20010","Anoeta","19.46","19.45","39.20","40.85",NA
"20011","Antzuola","24.06","23.99","21.45","21.69","19.30"
"48005","Arakaldo","107.14","168.42","172.04","164.95","170.21"
"20012","Arama","18.35","20.10","10.64","16.30","17.34"
"01003","Aramaio","58.12","60.04","47.01","43.54","43.62"
"48006","Arantzazu","55.38","59.02","52.12","52.46","44.22"
"48093","Areatza","20.14","20.34","21.62","22.22","27.99"
"20013","Aretxabaleta","15.67","15.70","10.38",NA,NA
"01006","Armiñón","84.44","96.62","25.25","55.28","50.28"
"01037","Arraia-Maeztu","96.05","95.77","96.18","86.35","85.16"
"48009","Arrankudiaga","31.52","31.90","32.77","54.25","55.83"
"20055","Arrasate/Mondragón","13.08","12.60","10.74","10.35","9.99"
"48914","Arratzu","89.71","72.00","94.97","82.15","82.62"
"01008","Arratzua-Ubarrundia","84.34","83.60","85.37","87.50","89.33"
"48010","Arrieta","37.63","38.11","52.63","10.87","11.09"
"48011","Arrigorriaga","20.72","16.57","15.49","11.51","11.60"
"48023","Artea","68.42","69.24","60.52","60.21","50.37"
"48008","Artzentales","74.07","75.84","76.06","84.55","81.40"
"01004","Artziniega","27.50","27.50","36.28","47.00","49.05"
"01009","Asparrena","47.02","26.16","40.75","41.19","41.06"
"20014","Asteasu","26.48","26.39","53.76","54.95","56.18"
"20903","Astigarraga","10.83","10.90","11.50","10.26","10.61"
"20015","Ataun","20.36","20.35","20.56","20.64","20.97"
"48091","Atxondo","41.87","32.32","32.28","46.30","46.50"
"48070","Aulesti","133.82","133.24","133.82","32.64","32.64"
"01010","Ayala/Aiara","73.93","75.64","75.65","77.04","76.57"
"20017","Azkoitia","18.15",NA,NA,NA,NA
"20018","Azpeitia","16.22","16.14","16.39","16.51","16.65"
"01049","Añana","85.71","85.23","85.23","82.87","82.42"
"48012","Bakio","34.01","47.56","48.72","50.25","52.03"
"20904","Baliarrain","91.67","100.00","180.00",NA,NA
"48090","Balmaseda","11.54","11.69","11.15","11.26","11.31"
"48013","Barakaldo","6.54","6.60","7.09","14.96","15.08"
"48014","Barrika","44.38","44.17","44.46","34.16","32.00"
"01013","Barrundia","76.92","75.43","80.86","77.02","79.25"
"48015","Basauri","7.63","7.60","0.00",NA,NA
"01011","Baños de Ebro/Mañueta","27.36","21.02","56.02","56.02","54.50"
"20019","Beasain","7.24","7.38","7.40","7.50","7.65"
"48092","Bedia","51.76","41.58","48.88","48.88","48.78"
"20020","Beizama","32.79","27.78","27.78","16.48","17.65"
"20021","Belauntza","94.59","95.89","56.43","58.82","48.86"
"48016","Berango","25.19","25.80","25.00","24.84","25.45"
"01014","Berantevilla","80.16","105.02","102.91","103.14","104.07"
"20022","Berastegi","39.96","39.69","38.80","39.88","39.88"
"20074","Bergara","18.58","18.49","15.60","11.60","8.95"
"48017","Bermeo","7.05","7.09","6.26","4.75","4.73"
"01016","Bernedo","59.13","106.09","103.74","103.27","105.45"
"48018","Berriatua","21.03","20.63","21.06","27.60","21.24"
"48019","Berriz","16.59","16.57","38.31","29.63","30.15"
"20023","Berrobi","31.25","30.00","37.35","32.37","32.31"
"20024","Bidania-Goiatz","33.90","37.25","38.62","37.27","38.79"
"48020","Bilbao","8.57","8.56","8.72","8.72","8.87"
"48021","Busturia","65.83","63.00","64.10","63.55","61.22"
"01017","Campezo/Kanpezu","49.73","50.09","50.54","54.25","55.81"
"20029","Deba","18.02","17.57","17.58",NA,NA
"48901","Derio","14.15","13.19","13.14","13.10","13.12"
"48026","Dima","78.45","78.93","61.61","62.95","51.95"
"20069","Donostia / San Sebastián","7.88","9.17","9.06","8.89","8.68"
"48027","Durango","8.49","8.50","8.26","7.90","8.03"
"48028","Ea","178.37","127.07","155.83","52.87","54.50"
"20030","Eibar","14.46","14.44","8.87","13.21","13.15"
"48031","Elantxobe","109.34","108.84","109.59","85.01","85.59"
"01021","Elburgo/Burgelu","59.42","70.24","57.03","57.25","62.50"
"01022","Elciego","31.40","21.03","19.51","14.99","16.09"
"20031","Elduain","51.06","50.42","59.32","61.67","65.12"
"20033","Elgeta","54.68","25.26","25.71","28.54","27.42"
"20032","Elgoibar","12.19","34.05","9.05","9.00","9.17"
"48032","Elorrio","19.72","19.79","18.84","16.78","16.72"
"01023","Elvillar/Bilar","19.07","18.97","39.22","47.75","48.57"
"48902","Erandio","16.14","13.15","13.30","15.98","16.32"
"48033","Ereño","77.52","77.52","75.10","73.08","73.93"
"48034","Ermua","12.10","12.06","6.45","7.63","7.59"
"20067","Errenteria","7.15","7.87","7.92","6.78","6.87"
"20066","Errezil","21.10","23.89","24.04","23.70","24.55"
"01046","Erriberagoitia/Ribera Alta","88.00","34.34","95.04","98.10","111.30"
"48079","Errigoiti","79.40","81.87","86.87","43.05","43.91"
"20034","Eskoriatza","20.22","20.18","17.19","10.61","10.44"
"48029","Etxebarri","12.62","13.85","14.64","15.95","13.31"
"48030","Etxebarria","28.01","27.68","27.64","27.95","28.33"
"20035","Ezkio-Itsaso","19.74","18.68",NA,"19.30",NA
"48906","Forua","49.41","49.21","50.71","89.12","80.00"
"48035","Fruiz","28.89","30.73","75.98","37.13","37.31"
"20038","Gabiria","20.33","18.99","20.09","20.74","20.98"
"20037","Gaintza","101.56","98.48","98.48","95.59","98.48"
"48036","Galdakao","23.86","23.88","23.77","23.64","23.15"
"48037","Galdames","87.11","86.02","77.49","79.61","81.18"
"48038","Gamiz-Fika","60.29","60.70","58.46","58.46","58.18"
"48039","Garai","49.54","50.31","49.84","51.78","57.35"
"48040","Gatika","25.48","25.66","27.63","24.59","25.37"
"48041","Gautegiz Arteaga","126.58","122.29","122.99","122.85","109.98"
"20907","Gaztelu","54.22","56.96","54.22","5.88","6.58"
"48046","Gernika-Lumo","9.57","9.91","19.38","19.48","19.74"
"20039","Getaria","25.42","62.79","63.83","64.90","64.95"
"48044","Getxo","7.54","7.52","7.88",NA,NA
"48047","Gizaburuaga","99.50","102.04","109.89","114.94","111.73"
