"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"48064","Meñaka","4.88","2.63","2.63","2.78","2.56","2.78","5.13","8.82","9.68","10.00","10.71","10.71","10.71","11.54","12.50","12.50","13.64"
"01039","Moreda de Álava / Moreda Araba","6.98","9.09","8.57","8.82","10.34","20.00","20.00","23.08","25.00","21.43","20.00","20.00","23.08","25.00","28.57","30.77","27.78"
"48066","Morga","3.12","2.94","3.12","3.12","0.00","4.55","5.00","5.26","6.25","11.11","13.64","14.29","15.79","16.67","15.00","15.00","14.29"
"48068","Mundaka","4.35","4.35","4.23","4.73","7.19","6.76","5.37","6.04","6.08","3.62","5.04","5.26","4.86","4.35","5.38","4.55","4.80"
"48069","Mungia","9.40","9.62","9.42","10.01","10.07","10.92","11.41","11.33","11.08","12.11","12.33","13.26","13.79","14.49","14.42","14.34","14.48"
"48007","Munitibar-Arbatzegi Gerrikaitz-","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.234.56","-1.234.56","0.00","0.00","5.26","5.88","5.56","9.52"
"48908","Murueta","5.26","5.56","5.56","6.25","5.26","6.25","7.14","9.09","8.33","7.14","7.69","6.67","6.67","7.14","8.33","8.33","10.00"
"48071","Muskiz","6.78","6.33","5.72","5.74","6.22","6.82","6.44","6.11","6.68","6.46","6.42","6.13","6.25","6.39","6.92","7.39","6.91"
"20057","Mutiloa","0.00","0.00","0.00","0.00","3.23","5.56","5.26","7.14","0.00","-1.234.56","-1.234.56","0.00","0.00","0.00","0.00","0.00","7.69"
"20056","Mutriku","10.84","11.99","10.76","11.01","10.67","11.33","10.56","10.68","9.97","11.47","11.48","12.03","13.16","12.93","13.20","13.50","13.94"
"48067","Muxika","11.67","11.11","12.40","11.90","12.20","14.85","14.81","12.15","12.96","13.89","13.33","14.85","12.24","14.00","16.30","14.74","14.56"
"48909","Nabarniz","5.88","6.25","6.25","5.88","6.25","7.69","7.69","0.00","0.00","-1.234.56","-1.234.56","0.00","11.11","10.00","11.11","11.11","10.00"
"01041","Navaridas","25.00","34.88","32.65","31.37","31.25","58.33","58.33","65.38","71.88","75.76","76.47","79.41","78.79","79.41","82.86","83.33","82.93"
"20063","Oiartzun","10.55","10.71","10.62","11.22","11.42","12.87","12.84","12.70","12.93","13.08","14.04","14.41","15.03","16.11","16.62","17.47","17.94"
"01042","Okondo","13.13","12.00","12.04","11.21","12.96","16.09","12.05","10.99","12.09","13.10","12.82","13.70","12.68","16.92","16.92","18.03","20.97"
"20058","Olaberria","19.01","20.16","19.20","19.23","17.65","19.69","20.16","19.23","20.16","20.83","22.32","23.97","23.53","25.22","24.07","22.86","23.36"
"48073","Ondarroa","6.08","6.87","7.63","7.27","7.85","7.27","7.01","6.19","5.60","5.78","5.58","5.97","6.68","6.58","7.10","6.66","6.52"
"20076","Ordizia","4.65","3.99","4.42","4.02","4.33","4.64","4.14","3.79","3.47","4.05","5.15","5.53","5.87","6.98","7.13","7.38","7.68"
"20905","Orendain","16.67","17.65","6.25","5.56","5.00","11.11","12.50","12.50","12.50","11.11","12.50","14.29","0.00","0.00","0.00","0.00","0.00"
"20060","Orexa","11.11","10.00","9.09","7.69","7.14","10.00","9.09","10.00","10.00","11.11","11.11","11.11","10.00","10.00","10.00","10.00","18.18"
"20061","Orio","4.33","4.72","5.76","6.37","6.09","7.11","7.14","7.26","5.21","5.94","5.31","6.80","8.26","7.06","8.20","7.07","7.54"
"20062","Ormaiztegi","16.48","16.67","17.39","19.35","19.57","19.79","17.92","15.32","15.79","16.96","16.67","17.14","18.45","17.35","19.79","21.28","20.83"
"48075","Orozko","10.19","11.26","11.69","12.61","12.16","15.34","13.95","12.28","13.22","14.37","15.49","17.12","14.89","15.22","14.81","14.62","16.54"
"48083","Ortuella","10.82","11.17","11.69","12.52","11.72","12.15","12.02","11.14","9.87","10.40","10.50","11.06","11.89","11.70","10.80","10.68","11.18"
"48072","Otxandio","13.58","14.94","14.12","12.50","12.99","15.62","13.64","16.67","11.94","13.24","15.38","13.85","15.87","14.52","14.75","15.79","15.00"
"01043","Oyón-Oion","16.76","18.31","19.62","18.28","19.61","27.01","27.24","25.08","26.67","28.48","30.14","31.64","32.95","32.95","33.72","33.88","35.27"
"20059","Oñati","11.79","11.01","11.20","10.77","11.33","13.19","12.28","12.27","13.31","13.62","13.97","14.33","15.62","15.94","15.53","15.40","16.35"
"20064","Pasaia","4.23","3.60","3.22","3.62","3.57","4.25","4.31","3.88","4.15","4.18","4.58","4.87","5.36","5.90","6.61","7.06","7.47"
"01044","Peñacerrada-Urizaharra","8.82","9.38","9.09","8.82","9.09","14.29","8.70","6.25","11.76","10.53","11.11","11.11","11.76","12.50","7.69","7.69","7.69"
"48077","Plentzia","2.39","1.74","1.41","1.71","1.60","1.92","2.18","1.87","2.77","3.33","3.16","2.69","2.26","2.27","1.96","2.06","1.92"
"48078","Portugalete","2.50","2.43","2.54","3.15","3.26","3.30","3.36","3.40","3.16","3.22","3.29","3.52","3.70","3.75","4.06","4.19","4.70"
"01047","Ribera Baja/Erribera Beitia","5.83","5.88","6.42","6.93","6.60","7.06","6.85","6.41","4.88","5.33","5.88","7.58","9.52","11.54","10.00","10.87","11.36"
"01051","Salvatierra/Agurain","8.90","8.46","9.94","10.45","10.83","12.54","12.91","12.02","10.25","10.40","9.69","9.84","9.97","10.40","11.33","9.80","10.26"
"01052","Samaniego","27.42","27.87","27.12","27.42","29.51","46.15","43.59","48.78","52.27","56.82","57.78","65.00","65.91","65.00","68.29","69.23","67.44"
"01053","San Millán/Donemiliaga","1.90","1.08","0.96","1.89","1.92","2.70","5.56","7.69","5.88","8.57","9.09","9.68","6.67","7.14","10.00","11.11","13.33"
"48082","Santurtzi","3.53","3.72","3.72","3.65","3.78","3.97","3.85","3.73","3.62","3.86","4.18","4.28","4.46","4.41","4.62","4.60","4.90"
"20070","Segura","6.74","6.45","5.75","6.59","6.25","10.23","9.78","10.31","8.91","9.38","10.99","9.41","8.43","9.76","7.59","5.26","6.17"
"48084","Sestao","3.99","3.43","3.44","3.54","3.52","3.63","3.56","3.75","3.73","3.94","4.07","4.14","4.19","4.80","4.80","4.89","5.30"
"48904","Sondika","16.11","16.67","16.67","17.66","17.25","17.67","17.30","15.86","16.15","16.13","16.64","18.80","17.26","17.51","17.18","16.56","15.95"
"48085","Sopela","4.46","4.62","4.77","5.16","5.56","5.46","5.23","4.90","3.85","4.10","3.99","3.98","3.96","4.15","4.82","5.34","5.29"
"48086","Sopuerta","6.59","7.14","6.42","6.91","8.57","8.12","8.23","8.43","9.09","9.82","10.97","9.80","9.59","10.49","10.96","10.88","12.10"
"20065","Soraluze-Placencia de las Armas","16.67","18.06","18.10","19.40","17.65","17.24","19.57","18.53","18.61","18.51","20.22","21.15","22.18","23.05","23.23","22.97","24.53"
"48076","Sukarrieta","4.00","4.35","5.26","6.25","4.76","4.76","4.76","8.33","3.70","4.00","3.70","4.17","4.35","4.17","3.70","4.17","3.70"
"20071","Tolosa","6.58","6.45","6.44","6.65","6.42","6.97","7.19","6.70","6.53","6.70","7.04","7.48","8.21","8.18","8.43","8.59","9.08"
"48087","Trucios-Turtzioz","3.33","3.03","3.39","3.33","3.70","5.41","8.11","10.26","8.11","7.69","4.55","6.82","5.13","7.89","7.69","7.69","9.52"
"48088","Ubide","6.25","7.14","6.67","6.25","7.14","7.14","7.69","7.14","0.00","-1.234.56","-1.234.56","0.00","0.00","0.00","0.00","0.00","10.00"
"48065","Ugao-Miraballes","6.82","7.17","8.61","9.27","9.73","10.79","11.46","11.33","9.24","9.84","10.63","10.85","10.77","8.78","9.22","10.07","11.03"
"48089","Urduliz","12.21","12.07","11.93","11.55","11.76","11.26","10.40","10.14","11.34","11.87","13.20","11.76","10.78","10.23","9.86","8.21","8.16"
"48074","Urduña/Orduña","7.24","6.91","7.57","9.00","8.88","9.45","10.11","8.76","9.54","9.52","9.13","8.95","10.44","9.96","9.16","8.55","9.32"
"01054","Urkabustaiz","8.26","8.93","9.09","9.40","10.43","12.66","14.29","12.68","14.08","15.94","16.18","19.12","15.62","15.87","15.25","16.07","14.55"
"20072","Urnieta","11.46","11.28","11.42","11.58","11.44","11.82","11.72","11.29","10.70","11.35","12.48","13.63","12.92","13.85","14.37","14.42","14.00"
"20077","Urretxu","9.96","9.80","9.39","9.43","9.77","10.04","10.33","10.07","10.22","10.10","10.25","10.68","12.18","12.11","11.81","11.23","12.12"
"20073","Usurbil","11.98","12.34","12.90","13.09","13.36","14.33","14.08","13.08","13.11","12.69","13.18","12.99","14.09","14.07","14.54","14.54","16.30"
"01055","Valdegovía/Gaubea","4.03","3.48","3.33","3.17","4.17","7.50","7.79","8.43","7.14","7.59","9.59","11.43","11.59","10.77","12.50","11.11","12.90"
"48080","Valle de Trápaga-Trapagaran","11.93","11.94","12.14","11.95","12.38","12.61","12.72","13.04","12.57","13.01","13.58","13.68","14.11","14.10","14.26","13.65","13.41"
"20075","Villabona","7.07","6.58","7.20","6.82","7.04","8.60","8.41","6.85","7.34","7.63","8.03","7.62","8.37","8.61","9.62","9.69","10.56"
"01057","Villabuena de Álava/Eskuernaga","44.09","46.59","44.94","43.30","42.53","63.79","69.35","69.12","70.42","70.42","72.22","75.36","74.29","72.86","75.76","75.36","75.71"
"01059","Vitoria-Gasteiz","5.88","6.02","6.14","6.18","6.29","6.34","6.33","6.15","6.23","6.49","6.75","6.90","7.28","7.43","7.42","7.42","7.37"
"01060","Yécora/Iekora","11.67","13.73","15.09","14.29","14.81","37.50","34.78","36.36","37.50","39.13","45.00","45.00","47.37","40.91","40.91","42.86","52.63"
"48095","Zaldibar","31.70","31.51","32.43","33.03","33.77","36.25","35.34","35.11","35.66","36.55","36.75","37.50","34.16","34.02","33.75","33.88","38.52"
"20078","Zaldibia","6.40","6.11","6.72","7.04","8.57","11.11","11.38","13.60","13.49","14.78","16.36","16.67","16.67","16.67","16.10","15.32","15.60"
"01061","Zalduondo","0.00","0.00","0.00","0.00","0.00","0.00","6.67","7.14","14.29","21.43","20.00","8.33","9.09","9.09","9.09","8.33","8.33"
"48096","Zalla","4.98","5.23","5.63","5.03","5.29","6.28","6.43","6.56","6.25","7.06","6.82","7.36","7.75","8.20","9.31","9.97","10.63"
"01062","Zambrana","10.71","12.00","7.41","3.85","7.69","14.29","17.39","18.18","18.18","13.64","13.64","13.04","12.50","14.29","14.29","14.29","12.50"
"48905","Zamudio","23.19","23.46","24.30","23.12","23.46","23.80","23.26","22.21","22.00","23.59","24.65","24.91","25.84","25.36","25.98","26.88","28.40"
"48097","Zaratamo","19.77","20.00","20.11","20.94","24.10","25.87","25.24","26.15","25.78","26.39","26.79","25.60","24.88","26.77","27.75","28.42","28.57"
"20079","Zarautz","7.68","7.77","7.95","8.10","8.48","8.96","8.36","8.77","9.32","9.36","9.30","9.71","10.93","11.14","11.58","11.20","11.54"
"48024","Zeanuri","5.00","5.77","6.06","4.85","4.63","4.76","3.66","4.88","6.02","7.50","7.89","7.04","5.48","8.33","9.72","8.57","9.72"
"48025","Zeberio","7.50","6.85","7.94","7.35","7.46","5.97","8.45","7.04","8.33","9.52","6.78","8.47","9.26","10.00","9.62","14.55","17.24"
"20025","Zegama","12.04","11.71","10.08","12.61","14.41","17.71","18.45","23.01","24.80","23.97","26.50","27.73","22.88","21.24","16.35","14.71","10.68"
"20026","Zerain","20.59","16.67","18.92","18.42","18.42","33.33","29.17","28.57","23.81","25.00","21.05","22.22","25.00","23.53","29.41","21.05","26.32"
"20027","Zestoa","17.33","19.02","18.05","18.95","18.48","21.18","20.93","20.00","17.49","15.75","14.65","16.41","16.53","16.05","16.74","17.70","16.39"
"48913","Zierbena","11.18","11.56","12.24","10.88","11.27","10.67","10.88","9.46","5.88","5.38","6.14","5.77","5.83","6.60","7.62","5.56","6.38"
"01018","Zigoitia","6.88","6.59","6.11","4.26","3.66","4.49","4.00","4.00","5.45","5.20","5.95","5.11","5.29","4.71","7.50","9.38","11.48"
"48915","Ziortza-Bolibar","8.00","8.33","7.14","8.00","9.09","13.33","7.14","7.69","14.29","20.00","25.00","14.36","12.89","12.98","11.59","11.67","12.30"
"20028","Zizurkil","15.10","14.36","15.64","17.90","19.09","20.18","19.34","18.99","18.75","18.66","18.21","18.75","20.77","21.15","22.22","22.22","24.12"
"01063","Zuia","3.74","2.79","2.58","3.05","3.16","4.88","4.02","2.91","3.98","4.27","4.79","4.70","5.56","5.80","5.19","5.97","7.25"
"20081","Zumaia","10.99","10.50","10.62","10.62","11.54","11.99","12.41","12.18","11.93","11.78","12.89","13.49","14.20","14.31","14.52","14.60","15.17"
"20080","Zumarraga","7.32","6.56","6.79","7.08","6.73","8.24","7.88","7.61","7.49","7.01","7.99","8.40","8.31","8.28","8.82","9.08","9.32"
