"Udalerri kodea","Udalerria","2015","2014","2013","2011","2010","2006","2001","1996","1991"
"20025","Zegama","49.20","48.20","47.30","46.60","46.60","45.12","43.14","41.09","57.75"
"20026","Zerain","42.40","41.40","40.10","39.70","37.90","35.58","31.08","29.03","54.21"
"20027","Zestoa","38.40","37.20","36.10","35.10","36.40","35.61","32.08","32.43","46.59"
"48913","Zierbena","41.90","40.70","39.70","40.10","42.20","39.45","35.91","32.93",NA
"01018","Zigoitia","42.80","42.10","42.00","41.50","40.80","38.62","39.25","38.83","46.98"
"48915","Ziortza-Bolibar","15.00","14.00","13.10","11.00","9.10",NA,NA,NA,NA
"20028","Zizurkil","38.70","39.20","38.30","37.80","40.10","36.81","31.19","29.16","25.10"
"01063","Zuia","34.40","33.60","32.70","31.80","31.70","28.37","25.70","26.71","30.99"
"20081","Zumaia","35.90","35.00","34.00","33.10","31.90","31.01","29.04","27.51","24.42"
"20080","Zumarraga","41.70","40.90","40.20","39.10","38.90","36.81","33.22","30.80","28.92"
