"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"48001","Abadiño","1175.73","1134.26","1189.07","1335.51","1015.22","1271.39","1414.90","1248.87","1110.63","1063.94","881.41","885.72","968.07"
"20001","Abaltzisketa","1154.11","1158.66","1317.77","1088.96","1403.31","1368.43","1263.81","1336.83","1054.95","1238.64","1162.65","1053.20","1191.07"
"48002","Abanto y Ciérvana-Abanto Zierbena","1164.67","1167.45","1141.44","1050.27","1139.26","1486.10","1495.05","1498.01","1265.45","989.99","944.95","774.89","999.82"
"20002","Aduna","2187.93","1818.14","1820.55","1830.63","1614.33","2838.19","3027.89","1993.40","2093.81","1893.30","1693.24","1882.86","1667.45"
"20016","Aia","1103.74","1061.42","1130.20","1060.14","1160.18","1093.77","1235.97","1324.88","1185.42","1248.86","960.49","961.68","1032.00"
"20003","Aizarnazabal","1798.53","1624.12","1504.35","1431.43","1438.23","1258.47","1514.29","1629.55","1359.41","1578.84","1235.73","1244.27","1132.59"
"48911","Ajangiz","1547.08","1531.93","1526.21","1920.06","2337.46","1983.34","1752.47","1403.99","1237.57","1051.96","1094.16","980.33","901.62"
"20004","Albiztur","2149.32","1239.59","1247.15","1196.54","1177.51","965.69","1156.30","2224.87","2299.53","1705.72","1041.65","997.30","1197.37"
"20005","Alegia","1043.51","978.96","989.16","975.89","961.69","1064.53","1001.65","1019.96","991.86","806.48","748.78","730.49","754.49"
"01001","Alegría-Dulantzi","1038.45","1050.78","957.84","1029.92","1146.35","1070.28","1172.33","1244.56","1096.29","1081.33","1103.59","1052.58","1059.84"
"20006","Alkiza","1157.89","995.34","951.90","941.02","1036.55","891.95","988.51","1069.57","1037.65","1148.73","978.20","1185.76","860.74"
"48912","Alonsotegi","1168.72","1160.15","1090.18","1099.08","830.31","1133.60","1268.97","1189.33","1035.75","855.74","851.86","734.77","770.84"
"20906","Altzaga","1442.47","1488.28","1368.01","1291.98","1598.79","1383.41","1686.25","1850.19","1623.39","1388.75","1610.92","1309.52","1739.17"
"20007","Altzo","1207.00","1091.80","1078.48","1083.77","1317.00","1290.59","1636.33","1336.34","1412.40","1451.74","1196.34","1442.80","1656.70"
"20008","Amezketa","1200.34","1131.59","1016.16","1011.76","991.25","1040.66","1050.88","999.00","843.42","805.96","733.81","705.74","667.96"
"48003","Amorebieta-Etxano","1238.92","1169.70","1177.78","1253.37","1255.20","1298.10","1509.57","1342.13","1357.99","1064.58","1001.72","851.40","977.24"
"48004","Amoroto","1309.91","1203.26","1351.41","1325.02","1038.22","1282.01","1547.41","1459.89","1269.08","1013.26","1098.70","965.07","970.95"
"01002","Amurrio","1067.99","1134.06","1128.72","1228.93","1115.47","1211.94","1198.34","1235.81","1085.97","1148.77","1088.59","1305.71","805.15"
"20009","Andoain","1465.25","1383.39","1344.88","1324.35","1365.68","1284.38","1331.52","1330.87","990.28","998.11","955.00","919.23","900.77"
"20010","Anoeta","1100.53","1010.92","1028.39","1133.30","1064.16","899.67","997.25","1014.99","945.31","849.09","755.62","922.56","723.49"
"20011","Antzuola","1165.91","1122.82","1091.89","1090.42","1056.21","1002.03","926.94","959.79","1007.67","908.49","991.31","898.54","1077.34"
"48005","Arakaldo","2120.16","1999.04","2184.73","2947.78","2002.39","3508.33","3726.78","3455.73","4356.67","2911.48","2562.04","2438.35","2209.63"
"20012","Arama","2239.28","1950.67","1759.65","1843.92","1737.60","1553.77","1978.30","1969.16","1757.90","1942.33","2877.07","1845.87","1723.04"
"01003","Aramaio","1151.34","1185.91","1047.85","1127.61","1072.33","1146.05","1167.77","1138.77","1020.25","1040.43","935.62","957.39","795.30"
"48006","Arantzazu","1106.93","1104.45","1072.04","1196.96","1072.38","1446.70","1645.82","2011.35","1717.16","1083.95","1007.99","990.61","1041.21"
"48093","Areatza","1186.95","1027.75","1059.85","1156.25","841.36","1118.13","1275.40","1242.31","1054.04","860.59","929.88","748.47","729.09"
"20013","Aretxabaleta","1239.64","1219.37","1156.40","1087.77","1187.60","1039.66","1138.04","1486.28","1077.77","956.35","877.90","983.07","802.43"
"01006","Armiñón","925.39","842.20","766.59","879.33","201.66","211.93","225.50","230.04","1330.61","664.54","696.00","708.58","696.00"
"01037","Arraia-Maeztu","975.64","1009.88","968.70","905.75","783.67","882.52","886.61","818.32","744.03","678.15","595.84","647.61","527.72"
"48009","Arrankudiaga","1572.52","1442.93","1379.23","1485.13","1350.26","1445.64","1547.28","1429.49","1409.72","1444.62","1101.69","1308.55","922.21"
"20055","Arrasate/Mondragón","1330.71","1239.60","1209.91","1165.08","1255.39","1183.05","1292.95","1309.63","1244.75","1092.93","1075.60","916.96","829.77"
"48914","Arratzu","1295.93","1372.32","1377.99","1316.38","1030.99","1330.50","1818.78","1513.68","1340.51","1278.62","973.56","906.82","915.76"
"01008","Arratzua-Ubarrundia","1173.76","1201.01","1107.07","1212.09","1168.97","1305.03","1299.45","1278.29","918.29","861.28","1060.62","744.67","745.29"
"48010","Arrieta","1306.68","1126.14","1213.20","1186.76","1162.79","1253.81","1462.97","1338.13","1158.22","932.27","970.04","970.90","794.62"
"48011","Arrigorriaga","1059.29","944.22","961.73","974.40","995.54","1033.93","1182.61","1097.02","991.38","777.59","728.63","692.62","697.73"
"48023","Artea","1250.77","1179.46","1299.06","1294.50","1019.80","1146.13","1684.88","1460.43","1825.06","887.87","1391.05","1077.27","802.32"
"48008","Artzentales","1703.81","1399.64","1289.63","1258.92","1275.97","1227.67","1562.56","1407.92","1583.14","1009.25","1135.36","1027.08","968.17"
"01004","Artziniega","995.68","960.26","865.81","1057.93","1047.50","1056.35","1132.77","1078.29","1170.01","970.79","904.34","900.09","911.54"
"01009","Asparrena","1515.62","1533.44","1498.55","1439.22","1396.48","1370.64","1555.16","1404.13","1280.47","1249.51","1048.00","1079.16","1146.71"
"20014","Asteasu","1367.41","1321.95","1335.18","1148.53","1213.33","1517.36","1270.18","1475.91","1360.80","1187.00","974.04","973.15","959.27"
"20903","Astigarraga","1157.27","1121.53","1258.17","1237.74","1349.83","1170.21","1343.76","1236.12","1246.44","1347.39","1204.42","1135.38","1073.82"
"20015","Ataun","1020.18","880.86","846.29","798.66","865.97","896.32","963.07","984.38","886.43","880.83","776.92","801.52","666.72"
"48091","Atxondo","1114.99","1285.96","1110.53","1131.87","950.64","1048.74","1318.14","1034.69","1025.66","899.37","855.56","856.10","787.83"
"48070","Aulesti","1400.50","1355.51","1279.30","1247.48","967.36","1971.75","1607.43","1553.20","1390.53","1188.06","959.61","857.42","808.78"
"01010","Ayala/Aiara","907.93","696.18","677.66","775.74","683.91","715.55","797.54","765.18","738.42","682.65","612.07","561.22","507.83"
"20017","Azkoitia","1160.57","1112.05","1042.12","990.22","1050.27","1034.21","1094.20","1151.50","1095.57","1054.29","968.28","980.85","883.84"
"20018","Azpeitia","1158.07","1132.71","1193.03","1209.50","1267.41","1219.90","1270.28","1378.35","1198.72","1104.78","1034.96","1078.70","946.81"
