"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"48001","Abadiño","3415.00","3396.63","3163.03","3120.16","3098.04","3021.11","3064.36","3212.01","3251.87","3346.34","3201.28","3179.03","3052.71","2914.38"
"20001","Abaltzisketa","1610.58","1842.03","2334.03","2459.27","1909.30","2230.16","2174.28","2232.90","2609.40","2014.68","2263.35","2180.87","2299.06","2241.03"
"48002","Abanto y Ciérvana-Abanto Zierbena","2703.39","2676.60","2947.28","2615.47","2598.76","2638.90","2553.54","3075.79","3196.17","2878.86","2495.53","2240.57","2174.13","2102.80"
"20002","Aduna","10017.96","9715.91","10261.60","8554.82","6777.64","7337.02","7107.13","7957.48","6711.80","7277.74","7290.23","7456.90","7105.29","6362.47"
"20016","Aia","3403.69","3364.94","3566.65","3432.48","3442.64","3521.41","3495.70","3393.05","3437.48","3517.70","3314.46","3238.72","3021.20","2786.51"
"20003","Aizarnazabal","2408.33","2143.67","2126.09","2016.23","2097.79","2233.57","2349.37","2085.94","1976.20","1605.79","2107.18","1708.24","1625.05","1577.97"
"48911","Ajangiz","3293.28","3242.22","3323.05","3568.22","3403.79","3480.02","3208.78","3104.95","3140.23","2978.71","2970.50","3108.27","2984.90","2747.58"
"20004","Albiztur","1866.05","1810.77","1917.15","2025.83","2287.00","2149.24","2146.01","2067.08","2018.51","1969.02","1867.14","1912.70","1679.92","1631.13"
"20005","Alegia","2326.70","2206.52","2450.32","2120.48","2076.99","2152.24","2074.22","2129.54","2113.88","2123.32","2154.29","2161.66","2022.56","2099.16"
"01001","Alegría-Dulantzi","3533.26","3560.75","3758.51","4090.48","3979.94","4497.00","4133.77","4586.15","4431.36","5017.51","5654.92","5142.88","6674.12","9012.73"
"20006","Alkiza","1879.50","1742.18","1789.18","1724.06","1963.31","2048.37","2114.99","2174.11","2211.96","2015.08","2146.77","2020.06","1961.83","1841.06"
"48912","Alonsotegi","5642.18","4472.58","4092.02","2962.53","3105.25","3123.40","3363.04","3063.77","2840.56","2871.18","2845.99","2872.63","2915.18","3129.13"
"20906","Altzaga","1889.45","1921.84","1871.21","2214.86","2152.08","2308.52","1912.57","2513.14","2095.04","1974.10","1973.04","1169.72","3376.36","2389.38"
"20007","Altzo","1511.64","1650.37","1762.45","1668.02","1736.76","1758.44","2008.76","1927.27","1970.27","1584.80","1768.36","1844.25","1772.87","1833.79"
"20008","Amezketa","2554.49","2381.92","2526.79","2728.73","2378.55","2453.78","2392.43","2357.63","2308.41","2094.25","2108.99","1964.83","1641.00","1714.97"
"48003","Amorebieta-Etxano","3569.57","3501.51","3592.91","3608.23","3570.26","3641.37","3811.62","4321.93","3780.68","3594.61","3495.02","3357.62","2962.84","2784.67"
"48004","Amoroto","3882.31","3632.28","3879.32","3958.52","4032.25","3779.84","4127.43","3955.20","3885.04","3877.58","3529.39","3831.93","3644.82","3532.56"
"01002","Amurrio","2806.53","2821.25","2954.34","2853.62","3087.58","3184.53","3076.43","3151.04","3095.14","3046.68","3089.37","2861.00","2620.19","2970.08"
"20009","Andoain","2771.31","2648.47","2902.98","2853.86","2926.00","3038.14","3057.54","3221.31","3219.19","3130.99","3091.69","2965.60","2987.21","2880.85"
"20010","Anoeta","3506.33","3320.67","2979.86","2855.90","3078.93","2965.92","3042.61","2951.41","2984.76","2856.92","2847.56","2643.16","2481.86","2347.13"
"20011","Antzuola","1720.33","1648.38","3214.07","2292.15","1993.45","1929.68","1967.78","1848.08","1845.45","1877.51","1800.71","1808.30","1767.66","1692.14"
"48005","Arakaldo","2131.48","2444.85","2892.53","3367.66","3543.06","3793.71","4565.17","4881.87","4476.03","4453.94","4534.35","4650.96","4069.63","4003.60"
"20012","Arama","2763.06","2805.00","2941.62","3280.89","3491.63","3687.14","3937.11","5048.31","5055.54","3549.15","3844.44","3814.29","3479.90","2891.06"
"01003","Aramaio","467.21","473.64","487.24","235.42","249.52","274.26","264.35","296.74","326.97","343.04","363.28","376.63","388.72","408.78"
"48006","Arantzazu","2398.89","2325.70","2483.57","2468.10","3016.46","2788.60","2566.21","2086.93","2200.59","2120.69","2012.19","1943.42","1864.15","1894.94"
"48093","Areatza","2307.86","2252.09","2210.50","2336.69","2357.04","2545.91","2511.12","2270.45","2257.40","2349.86","2364.44","2304.14","2239.33","2188.37"
