"Udalerri kodea","Udalerria","2014","2013","2011","2009","2006","2003","2001"
"48001","Abadiño","26185.00","25121.00","25810.00","25030.00","22976.00","20306.00","17826.00"
"20001","Abaltzisketa","30259.00","30720.00","34598.00","29017.00","23679.00","19594.00","17109.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","22218.00","22182.00","22633.00","23300.00","22204.00","17589.00","16093.00"
"20002","Aduna","27471.00","25618.00","26765.00","27004.00","23614.00","18162.00","14538.00"
"20016","Aia","22931.00","22961.00","22688.00","22850.00","17932.00","15306.00","13883.00"
"20003","Aizarnazabal","22309.00","21472.00","23166.00","23740.00","18608.00","18229.00","15804.00"
"48911","Ajangiz","26077.00","26890.00","25836.00","25126.00","21064.00","16613.00","15416.00"
"20004","Albiztur","26963.00","26128.00","26241.00","27089.00","22098.00","17079.00","17214.00"
"20005","Alegia","22568.00","22613.00","23579.00","22847.00","20896.00","17152.00","15953.00"
"01001","Alegría-Dulantzi","25574.00","24752.00","26684.00","26349.00","24635.00","20503.00","18869.00"
"20006","Alkiza","24486.00","23533.00","23128.00","23336.00","20970.00","17219.00","15893.00"
"48912","Alonsotegi","21365.00","20857.00","22319.00","22261.00","20736.00","16941.00","15174.00"
"20906","Altzaga","24935.00","24662.00","25558.00","24092.00","20285.00","18542.00","13019.00"
"20007","Altzo","25430.00","24978.00","26643.00","26567.00","21437.00","21585.00","18569.00"
"20008","Amezketa","26540.00","26379.00","26563.00","24111.00","21691.00","20850.00","19557.00"
"48003","Amorebieta-Etxano","25373.00","25079.00","25342.00","25491.00","23507.00","19669.00","18057.00"
"48004","Amoroto","23239.00","22745.00","22462.00","22111.00","18850.00","15791.00","14253.00"
"01002","Amurrio","26181.00","25506.00","25792.00","24450.00","22557.00","18666.00","17704.00"
"20009","Andoain","23312.00","23420.00","23844.00","24218.00","21473.00","17778.00","16508.00"
"20010","Anoeta","24173.00","24474.00","25253.00","25009.00","21489.00","18381.00","17151.00"
"20011","Antzuola","28928.00","28605.00","29034.00","28793.00","24847.00","21602.00","19811.00"
"48005","Arakaldo","24720.00","23246.00","25288.00","27007.00","23763.00","17309.00","17639.00"
"20012","Arama","31433.00","28511.00","32363.00","29199.00","23189.00","19832.00","18357.00"
"01003","Aramaio","26050.00","25178.00","28813.00","26613.00","22404.00","19132.00","17705.00"
"48006","Arantzazu","26398.00","26844.00","27415.00","27131.00","22945.00","20603.00","19491.00"
"48093","Areatza","23672.00","23216.00","23123.00","23071.00","21196.00","17951.00","16807.00"
"20013","Aretxabaleta","23504.00","23846.00","25231.00","27285.00","23657.00","20918.00","20025.00"
"01006","Armiñón","20448.00","20638.00","23421.00","21440.00","26322.00","14790.00","14948.00"
"01037","Arraia-Maeztu","21666.00","22659.00","24197.00","22432.00","20843.00","16053.00","13874.00"
