"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","16.20","15.03","16.52","13.81","12.46","11.90","8.76","5.84","3.89","3.08","2.09","2.67","2.13"
"20001","Abaltzisketa","3.09","0.00","0.00","0.00","0.00","0.00","3.07","3.15","0.00","0.00","0.00","0.00","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","37.07","40.37","37.57","32.90","29.98","30.99","27.35","16.13","13.84","13.22","14.78","11.26","10.95"
"20002","Aduna","17.02","12.77","14.86","17.51","13.27","8.85","9.32","2.66","0.00","0.00","0.00","0.00","0.00"
"20016","Aia","9.78","11.70","12.26","13.25","6.42","6.49","5.98","2.70","3.78","4.37","2.26","0.86","0.88"
"20003","Aizarnazabal","24.52","24.52","25.81","18.18","19.58","16.37","11.30","1.53","1.53","0.00","0.00","2.38","2.59"
"48911","Ajangiz","6.40","6.54","6.48","6.67","2.19","6.55","4.44","4.49","4.49","3.39","3.40","11.42","3.50"
"20004","Albiztur","9.09","6.25","9.17","12.42","18.99","19.23","19.05","9.55","0.00","0.00","0.00","0.00","0.00"
"20005","Alegia","28.90","28.14","24.08","25.63","22.02","20.81","18.86","9.36","7.60","7.11","8.38","6.08","6.63"
"01001","Alegría-Dulantzi","27.31","22.21","23.93","24.04","22.31","17.12","11.42","5.67","3.24","3.47","1.83","1.95","3.65"
"20006","Alkiza","13.97","16.57","13.40","10.53","8.09","8.40","5.67","2.88","2.88","4.66","4.69","4.98","0.00"
"48912","Alonsotegi","43.75","42.02","39.04","38.20","38.31","37.94","31.82","18.37","19.43","13.91","15.44","13.84","13.33"
"20906","Altzaga","11.70","11.36","12.12","12.20","12.35","6.25","6.29","6.37","0.00","0.00","0.00","0.00","0.00"
"20007","Altzo","14.53","14.81","20.00","14.67","14.60","9.88","12.56","10.00","7.50","3.96","4.18","4.18","4.30"
"20008","Amezketa","14.93","16.99","15.50","15.43","17.42","16.49","15.09","3.05","2.03","1.57","1.54","1.55","1.53"
"48003","Amorebieta-Etxano","23.91","22.84","21.69","20.00","18.04","17.48","14.36","9.47","8.17","7.41","6.25","4.40","4.03"
