"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48036","Galdakao","3.05","3.02","3.11","3.09","3.18","2.96","2.84","2.75","2.61","2.04","1.85","1.71","1.45","1.11"
"48037","Galdames","2.34","1.97","2.09","1.58","1.90","1.30","1.79","1.55","1.35","0.97","0.98","0.85","0.50","0.62"
"48038","Gamiz-Fika","2.71","2.75","2.98","3.56","3.93","3.08","2.94","2.81","2.34","1.95","1.71","1.50","1.12","0.90"
"48039","Garai","1.62","1.28","0.95","1.21","2.92","3.54","2.17","2.52","2.49","2.27","1.08","1.06","0.70","0.36"
"48040","Gatika","2.72","2.54","1.92","2.61","2.77","2.40","2.68","2.25","2.11","2.19","1.62","1.10","1.19","0.77"
"48041","Gautegiz Arteaga","4.00","4.66","4.49","6.15","5.93","4.10","2.99","3.66","3.56","3.56","3.29","3.91","3.52","3.92"
"20907","Gaztelu","0.62","1.22","1.17","0.00","0.00","1.76","0.60","0.00","0.00","0.59","0.00","0.00","0.00","0.00"
"48046","Gernika-Lumo","9.76","9.34","9.38","10.04","10.16","9.10","8.48","8.34","7.86","6.85","5.39","4.67","3.22","2.22"
"20039","Getaria","8.62","8.80","8.88","8.60","8.44","7.84","7.44","6.54","6.07","5.26","4.59","4.83","3.07","2.53"
"48044","Getxo","5.51","5.57","6.01","6.22","6.13","5.83","5.61","5.67","5.59","5.20","4.86","4.36","3.64","3.32"
"48047","Gizaburuaga","3.85","5.16","6.13","4.65","4.41","5.37","4.98","4.08","0.00","0.00","0.56","0.68","0.71","0.71"
"48042","Gordexola","3.30","3.22","3.86","3.84","3.46","3.87","3.62","3.79","3.11","1.95","1.51","1.40","0.84","0.72"
"48043","Gorliz","3.48","3.74","4.33","4.85","4.77","4.59","5.02","5.11","5.24","4.46","3.60","2.97","2.59","2.41"
"48045","Güeñes","5.68","5.46","5.71","6.52","6.37","5.86","6.19","5.43","4.81","4.06","3.75","2.97","2.41","1.74"
"01056","Harana/Valle de Arana","0.84","0.41","0.77","0.77","2.88","2.09","3.04","2.95","2.25","2.24","4.56","7.69","5.47","2.98"
"20040","Hernani","5.82","5.66","5.71","4.64","4.84","4.66","4.66","4.57","4.01","3.30","2.77","2.52","2.08","1.80"
"20041","Hernialde","3.74","3.32","6.86","5.68","6.09","6.41","2.30","2.31","2.04","1.80","1.50","2.45","1.64","2.04"
"20036","Hondarribia","5.02","5.58","5.92","6.13","5.81","5.78","5.67","5.55","4.96","4.47","4.06","3.81","3.38","3.16"
"20042","Ibarra","7.32","7.29","6.65","6.19","5.79","5.38","5.13","4.54","3.42","2.43","1.88","1.51","1.35","1.37"
"48048","Ibarrangelu","1.72","1.25","1.41","1.11","1.40","2.04","1.63","2.44","2.95","2.02","1.57","0.88","1.11","1.11"
"20043","Idiazabal","5.47","5.37","5.59","5.52","5.15","5.35","5.00","6.32","4.70","4.02","2.45","2.22","1.60","0.97"
"48094","Igorre","8.61","8.61","8.34","9.13","8.60","8.57","7.41","7.06","6.92","4.65","3.88","3.69","2.36","1.58"
"20044","Ikaztegieta","8.21","6.79","3.23","3.02","2.77","2.77","3.62","4.09","2.61","2.86","2.43","2.28","2.33","2.07"
"20045","Irun","8.65","8.39","8.49","8.40","8.49","8.22","8.06","7.87","7.19","5.98","5.36","4.31","3.71","2.92"
"20046","Irura","7.56","6.86","6.52","6.07","5.67","6.05","5.52","5.68","4.23","3.15","2.26","3.05","1.76","1.73"
"01027","Iruraiz-Gauna","2.72","2.55","2.74","3.09","3.33","3.00","3.33","2.43","2.26","0.62","0.21","0.21","0.43","0.44"
"01901","Iruña Oka/Iruña de Oca","6.94","6.43","6.18","6.29","6.38","5.09","6.05","5.85","6.07","5.30","4.68","4.88","4.16","3.79"
"48049","Ispaster","4.30","3.56","3.95","5.87","5.11","2.65","1.35","1.06","1.21","0.79","0.97","0.81","0.98","0.82"
"20047","Itsasondo","8.36","8.15","8.86","7.77","7.83","6.33","6.51","6.01","5.23","5.74","5.08","3.19","2.53","1.95"
"48910","Iurreta","7.65","7.11","7.30","8.35","9.37","8.53","7.24","7.48","6.43","4.16","3.38","3.03","2.00","1.42"
"48050","Izurtza","5.46","5.91","11.31","18.28","14.49","13.77","10.37","5.81","5.77","2.04","0.80","0.00","0.00","0.00"
"48022","Karrantza Harana/Valle de Carranza","2.27","2.22","2.47","2.81","2.85","2.43","2.26","1.99","1.48","1.38","1.02","0.63","0.49","0.48"
"48907","Kortezubi","2.45","4.07","4.56","3.60","2.60","2.79","1.91","1.46","1.96","1.99","2.30","1.55","1.61","0.81"
"01019","Kripan","2.15","2.20","2.13","1.52","1.03","1.02","1.03","1.03","1.09","0.54","1.06","1.04","0.53","0.52"
"01020","Kuartango","1.90","2.21","2.53","3.08","2.51","1.42","0.85","1.12","0.00","0.00","0.55","0.28","1.37","1.63"
"01028","Labastida/Bastida","10.34","9.52","9.54","9.55","10.21","9.12","7.89","8.37","7.85","6.17","4.74","4.39","3.52","2.53"
"01030","Lagrán","0.60","0.61","0.62","4.12","3.33","2.17","1.69","1.08","1.58","3.09","0.52","1.56","0.51","0.00"
"01031","Laguardia","7.92","8.29","8.43","9.29","8.46","7.89","7.34","6.82","4.91","4.72","4.98","5.26","3.18","3.35"
"01032","Lanciego/Lantziego","13.36","11.93","12.63","11.39","10.36","10.12","11.93","8.27","6.15","7.57","6.39","4.55","3.27","3.09"
"48051","Lanestosa","4.89","5.90","5.64","5.19","4.55","4.15","4.78","4.88","3.15","5.10","3.58","2.15","1.75","0.70"
"01902","Lantarón","5.74","4.37","5.80","7.36","6.35","5.27","5.64","5.09","2.67","2.39","2.82","2.48","1.50","0.54"
"01033","Lapuebla de Labarca","8.57","10.00","9.64","6.88","7.67","8.30","5.89","7.30","8.13","6.92","5.34","5.39","4.48","5.43"
"48052","Larrabetzu","2.39","2.83","3.02","3.62","3.24","3.16","3.76","3.20","2.93","1.32","0.84","0.73","0.49","0.44"
"20048","Larraul","0.41","1.61","3.46","4.25","1.21","0.82","0.79","1.20","1.26","1.44","0.56","0.56","1.70","1.18"
"20902","Lasarte-Oria","6.96","6.59","6.46","6.52","6.44","6.24","5.94","5.55","4.81","3.95","3.57","3.02","2.52","2.09"
"01036","Laudio/Llodio","4.33","4.20","4.55","4.96","4.81","4.53","4.32","3.57","2.89","2.71","2.19","1.64","0.99","0.73"
"48053","Laukiz","3.56","3.49","3.72","4.97","4.87","4.57","5.14","5.64","5.49","5.62","5.01","4.77","4.82","4.83"
"20049","Lazkao","8.02","7.04","7.47","7.27","7.36","6.73","6.54","6.61","6.11","4.34","3.10","2.80","2.39","2.17"
"20050","Leaburu","9.07","9.51","9.65","8.84","8.59","7.57","5.32","3.11","2.84","1.82","0.53","2.20","1.90","2.13"
"20051","Legazpi","3.58","3.45","4.11","4.12","3.77","3.81","3.87","3.82","2.91","2.02","1.89","1.50","1.21","0.95"
"20052","Legorreta","7.00","7.22","8.86","8.52","7.35","9.17","8.16","6.96","4.70","4.93","4.10","2.84","1.69","1.17"
"01058","Legutio","6.35","7.81","7.87","9.26","9.48","7.71","8.09","8.83","6.48","5.92","5.01","3.80","3.02","2.91"
"20068","Leintz-Gatzaga","5.96","5.81","6.15","6.98","6.25","11.40","7.63","7.89","6.46","2.40","2.33","0.40","0.40","0.40"
"48054","Leioa","4.50","4.61","5.04","5.41","5.64","5.68","5.56","5.56","5.28","4.62","3.94","3.40","2.80","2.40"
"48057","Lekeitio","4.47","4.44","4.80","5.30","5.24","4.89","4.46","4.23","3.83","3.08","2.19","1.59","1.23","0.86"
"48055","Lemoa","7.18","7.10","7.60","8.23","8.69","8.49","7.53","6.40","5.75","4.72","3.59","3.39","2.65","2.06"
"48056","Lemoiz","1.72","1.89","2.28","2.02","3.05","2.88","2.83","3.60","2.81","2.83","1.58","1.95","1.43","0.90"
"01034","Leza","8.96","8.33","6.28","12.21","9.17","6.57","12.29","11.56","11.06","11.74","10.81","11.30","9.09","8.10"
"48081","Lezama","3.68","4.03","4.24","4.29","4.93","6.12","5.36","5.15","5.08","4.15","3.32","2.54","1.75","0.87"
"20053","Lezo","3.71","3.02","3.11","3.24","3.30","3.20","2.40","2.57","2.72","2.18","1.51","1.52","1.20","1.13"
"20054","Lizartza","7.64","11.22","11.72","10.68","13.71","9.78","9.08","6.86","4.78","3.77","2.49","2.45","1.33","1.17"
"48903","Loiu","5.93","5.69","6.78","7.77","7.69","7.91","8.49","9.30","7.55","7.29","7.45","6.80","9.53","6.90"
"48058","Mallabia","2.56","3.79","3.39","3.14","3.17","3.28","2.62","2.89","2.39","2.07","1.50","0.97","0.90","1.07"
"48060","Markina-Xemein","11.61","12.12","12.02","12.32","12.26","12.52","12.42","12.86","11.45","9.60","7.23","5.31","4.19","3.12"
"48061","Maruri-Jatabe","1.99","1.68","2.12","2.32","2.50","2.18","2.68","2.56","2.81","2.60","2.97","2.35","2.98","2.73"
"48059","Mañaria","7.27","6.07","6.51","8.70","9.07","9.94","10.02","9.68","9.07","6.77","2.83","2.40","2.22","1.10"
"20901","Mendaro","6.79","6.81","6.61","6.16","5.50","4.35","4.64","5.19","4.51","4.13","3.14","2.86","2.27","1.65"
"48062","Mendata","2.31","2.10","1.58","1.36","1.32","1.05","1.03","2.09","2.16","1.34","1.87","1.45","1.75","0.88"
"48063","Mendexa","3.91","3.24","5.27","4.09","4.10","3.42","2.55","3.20","2.90","3.41","2.00","2.38","2.48","1.15"
"48064","Meñaka","1.48","1.91","2.01","2.15","2.12","1.93","1.28","1.33","1.51","1.08","0.79","1.54","1.78","0.93"
"01039","Moreda de Álava / Moreda Araba","4.37","5.15","3.39","2.94","6.10","5.22","2.01","3.07","2.62","1.82","2.19","2.14","2.54","4.29"
"48066","Morga","3.84","3.33","3.61","3.98","1.97","2.19","2.15","2.69","2.76","1.77","1.73","1.48","1.43","1.66"
"48068","Mundaka","3.25","3.59","3.65","5.24","5.62","5.11","5.99","6.36","4.72","4.03","3.25","2.92","2.65","2.45"
"48069","Mungia","6.83","6.86","7.01","7.65","8.10","8.24","8.24","7.45","6.53","5.74","5.42","5.13","4.18","3.60"
"48007","Munitibar-Arbatzegi Gerrikaitz-","2.60","1.74","1.71","1.97","2.28","1.87","1.93","1.94","2.78","2.36","2.37","1.59","2.34","1.57"
"48908","Murueta","1.62","1.61","1.93","3.54","2.32","3.57","2.27","2.26","2.91","3.28","3.31","1.07","0.69","1.14"
"48071","Muskiz","2.78","2.83","2.85","3.45","3.38","2.66","2.58","2.40","2.27","1.79","1.64","1.36","1.29","0.76"
"20057","Mutiloa","0.00","0.38","0.76","1.59","0.00","0.00","0.00","0.00","0.00","0.46","1.00","0.60","0.64","0.63"
"20056","Mutriku","6.53","6.38","6.54","6.16","5.88","5.23","5.14","4.66","4.32","3.15","2.44","2.27","1.89","1.78"
"48067","Muxika","2.99","2.55","2.49","3.09","2.86","3.11","2.86","2.92","2.00","1.31","1.20","1.47","0.23","0.23"
"48909","Nabarniz","3.86","4.22","3.35","2.16","2.20","2.12","2.14","0.87","0.89","2.17","1.35","1.31","1.30","0.44"
"01041","Navaridas","24.34","23.81","16.82","17.94","12.73","10.80","6.64","7.66","7.76","5.96","4.27","2.86","3.85","0.97"
"20063","Oiartzun","3.24","3.17","2.90","2.83","2.79","2.74","2.61","2.44","2.42","2.01","2.13","2.00","1.90","1.61"
"01042","Okondo","4.18","3.46","3.80","3.66","4.58","4.76","4.03","3.59","2.88","3.20","3.39","3.35","4.48","4.15"
"20058","Olaberria","5.42","5.26","5.85","5.20","4.46","5.12","6.54","7.02","7.34","4.49","2.83","2.61","1.31","1.33"
"48073","Ondarroa","5.56","5.23","5.40","6.35","6.95","6.72","6.28","6.20","5.69","5.31","5.40","5.41","5.49","4.87"
"20076","Ordizia","13.71","13.23","12.72","13.15","13.67","13.39","12.80","12.58","12.45","7.93","6.16","4.81","3.30","2.40"
"20905","Orendain","3.50","3.63","1.55","1.56","1.10","0.54","1.05","1.64","1.11","0.00","1.18","0.00","0.62","0.62"
"20060","Orexa","1.60","2.38","0.81","0.82","1.63","0.82","0.00","0.00","0.00","1.74","0.00","1.12","0.00","0.00"
"20061","Orio","7.67","7.56","7.18","6.86","6.87","6.53","6.20","5.39","4.93","3.78","2.94","2.72","2.29","2.19"
"20062","Ormaiztegi","9.57","8.90","8.12","8.31","8.06","9.24","8.87","8.01","7.34","6.46","3.63","4.16","3.38","3.77"
"48075","Orozko","4.60","4.86","5.06","6.28","5.69","4.12","3.95","4.07","3.78","3.24","3.12","2.43","1.55","0.64"
"48083","Ortuella","2.15","2.29","2.12","2.12","1.75","1.52","1.21","1.21","0.88","0.99","0.89","0.77","0.61","0.52"
"48072","Otxandio","6.25","5.03","6.63","6.66","6.76","7.28","7.09","7.14","5.98","3.98","2.71","1.98","1.73","1.85"
"01043","Oyón-Oion","10.64","11.23","11.52","12.29","11.98","11.21","10.20","9.65","8.87","7.73","6.15","4.88","2.80","1.99"
"20059","Oñati","4.12","3.96","4.47","4.68","4.67","4.33","4.24","4.16","3.53","2.89","2.95","2.61","2.29","1.82"
"20064","Pasaia","8.19","7.64","7.73","7.71","8.03","8.04","7.79","7.34","6.23","5.73","5.28","4.71","4.19","3.69"
"01044","Peñacerrada-Urizaharra","2.23","2.96","3.72","4.46","5.36","4.53","3.38","3.79","2.95","1.19","0.77","0.00","0.00","0.38"
"48077","Plentzia","5.00","5.46","4.97","5.36","4.71","4.34","4.43","5.79","2.05","2.60","3.98","3.87","3.08","2.58"
"48078","Portugalete","3.87","3.74","3.81","4.15","4.32","3.95","3.53","3.01","2.42","1.82","1.51","1.27","0.91","0.66"
