"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011"
"48092","Bedia","26.09","27.54","13.89","18.18","21.21"
"20020","Beizama","30.77","46.15","25.00","30.00","40.00"
"20021","Belauntza","13.33","6.67","21.43","30.77","46.15"
"48016","Berango","17.45","15.88","15.25","14.95","21.01"
"01014","Berantevilla","16.67","8.33","8.70","8.00","16.00"
"20022","Berastegi","27.55","27.55","23.96","30.12","33.73"
"20074","Bergara","19.44","16.41","15.56","14.07","18.01"
"48017","Bermeo","14.24","14.50","13.45","12.57","17.93"
"01016","Bernedo","9.68","9.68","13.33","17.65","23.53"
"48018","Berriatua","17.14","27.14","18.31","16.47","22.35"
"48019","Berriz","23.58","20.75","15.91","15.25","25.51"
"20023","Berrobi","31.11","15.56","25.49","28.57","39.68"
"20024","Bidania-Goiatz","35.71","33.33","20.45","24.49","32.65"
"48020","Bilbao","15.80","14.42","13.50","14.23","17.87"
"48021","Busturia","15.85","8.54","10.71","12.20","13.41"
"01017","Campezo/Kanpezu","20.27","20.27","27.69","12.68","18.31"
"20029","Deba","19.59","16.82","13.12","14.32","16.71"
"48901","Derio","20.69","16.67","18.21","20.17","18.75"
"48026","Dima","13.89","9.26","8.00","9.09","14.29"
"20069","Donostia / San Sebastián","16.93","14.38","13.25","13.61","16.99"
"48027","Durango","17.75","14.25","13.79","12.46","15.26"
"48028","Ea","13.33","15.56","16.67","28.57","26.79"
"20030","Eibar","19.01","15.82","15.98","15.27","19.93"
"48031","Elantxobe","18.18","27.27","18.75","5.26","21.05"
"01021","Elburgo/Burgelu","34.78","28.26","16.28","20.83","25.00"
"01022","Elciego","14.71","11.76","6.67","15.09","43.40"
"20031","Elduain","55.56","22.22","36.36","30.00","20.00"
"20033","Elgeta","27.63","10.53","11.76","15.22","19.57"
"20032","Elgoibar","21.92","18.94","16.58","17.84","18.38"
"48032","Elorrio","21.74","18.58","16.70","17.05","21.31"
"01023","Elvillar/Bilar","23.08","23.08","25.93","22.86","34.29"
"48902","Erandio","20.60","16.73","16.21","16.16","21.88"
"48033","Ereño","10.00","0.00","7.69","20.00","40.00"
"48034","Ermua","22.23","15.73","14.75","14.94","22.04"
"20067","Errenteria","22.18","18.48","17.81","19.02","21.85"
"20066","Errezil","40.82","32.65","22.45","23.91","30.43"
"01046","Erriberagoitia/Ribera Alta","21.74","15.22","16.22","28.26","19.57"
"48079","Errigoiti","19.23","15.38","7.14","11.54","3.85"
"20034","Eskoriatza","19.52","15.54","17.34","18.18","29.87"
"48029","Etxebarri","16.83","18.28","17.42","20.89","24.37"
"48030","Etxebarria","23.46","19.75","24.05","29.17","29.17"
"20035","Ezkio-Itsaso","32.43","13.51","16.67","13.04","10.87"
"48906","Forua","9.09","14.29","17.95","22.39","20.90"
"48035","Fruiz","21.43","17.86","6.90","11.11","11.11"
"20038","Gabiria","22.73","22.73","21.28","11.90","11.90"
"20037","Gaintza","22.22","22.22","57.14","14.29","14.29"
"48036","Galdakao","15.32","14.33","12.00","13.34","17.50"
"48037","Galdames","22.86","17.14","10.53","9.09","11.36"
"48038","Gamiz-Fika","14.84","15.62","11.38","13.68","16.24"
"48039","Garai","0.00","11.11","17.65","0.00","7.14"
"48040","Gatika","20.19","7.69","13.27","19.79","16.67"
"48041","Gautegiz Arteaga","8.00","8.00","7.04","5.88","13.24"
"20907","Gaztelu","0.00","0.00","22.22","30.00","40.00"
"48046","Gernika-Lumo","17.71","13.42","11.23","12.04","15.86"
"20039","Getaria","19.84","15.38","16.38","17.24","22.84"
"48044","Getxo","14.22","12.33","11.65","11.44","14.17"
"48047","Gizaburuaga","7.14","7.14","21.43","13.33","6.67"
"48042","Gordexola","15.93","15.93","16.22","22.43","28.04"
"48043","Gorliz","14.22","12.35","11.71","10.46","10.46"
"48045","Güeñes","19.96","16.05","12.61","17.48","21.21"
"01056","Harana/Valle de Arana","38.46","46.15","30.77","27.27","45.45"
"20040","Hernani","21.12","20.75","17.95","17.90","21.25"
"20041","Hernialde","21.74","26.09","33.33","21.88","28.12"
"20036","Hondarribia","17.42","15.15","12.61","12.57","14.68"
"20042","Ibarra","22.81","20.76","18.73","20.16","24.80"
"48048","Ibarrangelu","12.50","12.50","0.00","5.71","2.86"
"20043","Idiazabal","23.03","26.32","21.05","19.48","26.62"
"48094","Igorre","17.85","18.18","16.50","16.30","20.72"
"20044","Ikaztegieta","19.57","21.74","21.43","22.86","17.14"
"20045","Irun","18.99","16.25","15.80","16.88","20.82"
"20046","Irura","20.00","20.00","13.64","17.71","20.83"
"01027","Iruraiz-Gauna","6.06","15.15","18.18","23.53","38.24"
"01901","Iruña Oka/Iruña de Oca","27.40","17.81","18.63","21.05","23.92"
"48049","Ispaster","10.71","14.29","15.38","10.81","8.11"
"20047","Itsasondo","21.15","7.69","9.09","5.41","16.22"
"48910","Iurreta","17.41","15.38","11.16","12.69","17.69"
"48050","Izurtza","6.25","31.25","17.65","13.16","10.53"
"48022","Karrantza Harana/Valle de Carranza","13.41","18.29","16.67","15.81","18.60"
"48907","Kortezubi","14.29","3.57","20.00","17.24","24.14"
"01019","Kripan","25.00","12.50","28.57","30.77","53.85"
"01020","Kuartango","41.67","16.67","15.38","28.57","14.29"
"01028","Labastida/Bastida","8.20","9.02","8.40","5.88","15.13"
"01030","Lagrán","0.00","14.29","40.00","14.29","14.29"
"01031","Laguardia","23.53","23.53","20.54","27.27","46.97"
"01032","Lanciego/Lantziego","7.27","12.73","18.03","18.87","47.17"
"48051","Lanestosa","20.00","0.00","21.43","11.76","11.76"
"01902","Lantarón","14.04","8.77","7.14","10.53","8.77"
"01033","Lapuebla de Labarca","3.17","7.94","11.11","18.97","63.79"
"48052","Larrabetzu","22.03","18.64","18.85","18.33","19.17"
"20048","Larraul","23.08","23.08","38.10","23.53","23.53"
"20902","Lasarte-Oria","26.65","24.37","23.28","24.28","26.92"
"01036","Laudio/Llodio","19.32","16.15","14.61","16.46","21.36"
"48053","Laukiz","11.76","8.82","8.51","13.79","12.64"
"20049","Lazkao","25.06","19.86","17.92","17.89","25.00"
"20050","Leaburu","35.29","35.29","35.29","30.43","34.78"
"20051","Legazpi","15.15","16.59","12.36","13.10","16.61"
"20052","Legorreta","16.96","24.11","16.95","18.97","25.00"
"01058","Legutio","20.41","21.43","23.96","26.55","24.78"
"20068","Leintz-Gatzaga","19.23","15.38","10.00","15.79","21.05"
"48054","Leioa","15.46","14.29","13.01","14.47","18.34"
"48057","Lekeitio","14.49","13.25","10.26","10.86","12.17"
"48055","Lemoa","20.90","17.41","11.21","14.10","20.70"
"48056","Lemoiz","17.65","13.24","9.33","18.18","21.21"
"01034","Leza","7.69","15.38","33.33","15.38","23.08"
"48081","Lezama","18.62","19.68","14.97","16.15","19.79"
"20053","Lezo","25.39","19.69","18.56","17.92","23.89"
"20054","Lizartza","31.71","19.51","18.60","24.39","31.71"
"48903","Loiu","13.27","10.62","8.41","9.80","16.33"
"48058","Mallabia","20.20","16.16","21.88","13.64","19.32"
"48060","Markina-Xemein","20.80","20.18","16.31","13.72","22.69"
"48061","Maruri-Jatabe","10.53","7.02","10.34","9.86","12.68"
"48059","Mañaria","32.35","14.71","24.24","16.67","21.43"
"20901","Mendaro","20.95","15.24","15.84","22.41","25.86"
"48062","Mendata","21.05","26.32","34.78","30.43","30.43"
"48063","Mendexa","18.18","15.15","8.57","7.89","5.26"
"48064","Meñaka","20.51","7.69","15.22","6.82","6.82"
"01039","Moreda de Álava / Moreda Araba","18.52","14.81","12.50","12.00","32.00"
"48066","Morga","11.76","0.00","4.76","19.23","23.08"
"48068","Mundaka","6.40","8.80","6.35","4.07","11.38"
"48069","Mungia","13.61","13.39","11.68","12.97","15.73"
"48007","Munitibar-Arbatzegi Gerrikaitz-","11.76","17.65","11.43","13.79","27.59"
"48908","Murueta","4.00","0.00","0.00","0.00","4.55"
"48071","Muskiz","20.49","17.11","15.49","18.49","21.92"
"20057","Mutiloa","22.22","5.56","7.14","7.69","23.08"
"20056","Mutriku","24.69","21.66","16.92","16.89","17.15"
"48067","Muxika","21.35","17.98","10.00","10.39","12.99"
"48909","Nabarniz","0.00","5.56","5.26","18.75","12.50"
"01041","Navaridas","14.29","10.71","5.00","19.23","42.31"
"20063","Oiartzun","24.65","21.13","18.03","19.69","24.67"
"01042","Okondo","15.49","19.72","17.65","14.93","16.42"
"20058","Olaberria","18.64","16.95","20.59","18.46","33.85"
"48073","Ondarroa","16.49","14.96","13.00","11.75","17.06"
"20076","Ordizia","17.69","18.46","15.24","14.81","22.76"
"20905","Orendain","25.00","16.67","8.33","14.29","35.71"
"20060","Orexa","20.00","0.00","20.00","20.00","60.00"
"20061","Orio","22.90","22.20","18.63","23.47","20.66"
"20062","Ormaiztegi","17.82","11.88","10.10","16.00","23.00"
"48075","Orozko","9.24","11.41","11.80","15.67","22.39"
"48083","Ortuella","18.48","18.15","16.25","20.65","24.19"
"48072","Otxandio","11.29","19.35","19.12","21.05","25.00"
"01043","Oyón-Oion","13.75","10.00","7.26","10.44","15.66"
"20059","Oñati","23.43","18.30","16.37","12.25","16.25"
"20064","Pasaia","24.00","20.57","19.44","21.28","23.76"
"01044","Peñacerrada-Urizaharra","31.25","18.75","13.33","23.53","17.65"
"48077","Plentzia","12.90","9.95","9.09","9.46","11.08"
"48078","Portugalete","16.93","15.50","14.28","15.60","21.12"
"01047","Ribera Baja/Erribera Beitia","13.73","8.82","8.08","6.42","7.34"
"01051","Salvatierra/Agurain","22.96","20.58","15.56","16.67","23.85"
"01052","Samaniego","24.00","28.00","30.00","42.86","157.14"
"01053","San Millán/Donemiliaga","26.67","22.22","24.00","22.22","27.78"
"48082","Santurtzi","16.29","14.56","14.05","15.19","21.03"
"20070","Segura","21.49","16.53","10.57","13.68","22.22"
"48084","Sestao","15.50","16.66","16.44","18.15","23.41"
"48904","Sondika","12.79","11.92","11.31","14.47","16.98"
"48085","Sopela","15.69","12.02","11.56","14.02","17.02"
"48086","Sopuerta","13.07","12.42","19.46","15.15","24.85"
"20065","Soraluze-Placencia de las Armas","26.69","24.56","20.55","22.30","20.95"
"48076","Sukarrieta","3.85","3.85","0.00","0.00","0.00"
"20071","Tolosa","23.04","18.96","15.18","15.21","21.08"
"48087","Trucios-Turtzioz","14.81","18.52","20.00","25.00","19.44"
"48088","Ubide","25.00","0.00","0.00","0.00","28.57"
"48065","Ugao-Miraballes","20.68","16.95","16.45","19.57","23.24"
"48089","Urduliz","16.00","13.45","15.66","18.22","13.36"
"48074","Urduña/Orduña","14.02","14.76","15.14","16.23","20.86"
"01054","Urkabustaiz","21.35","15.73","13.16","16.46","21.52"
"20072","Urnieta","22.05","17.49","15.84","18.56","26.42"
"20077","Urretxu","14.67","12.88","14.04","16.77","21.36"
"20073","Usurbil","20.73","16.40","20.43","20.51","23.78"
"01055","Valdegovía/Gaubea","14.55","14.55","17.31","18.75","27.08"
"48080","Valle de Trápaga-Trapagaran","18.02","16.84","13.04","13.75","17.49"
"20075","Villabona","23.83","22.61","25.00","24.09","24.77"
"01057","Villabuena de Álava/Eskuernaga","58.33","12.50","8.33","25.00","87.50"
"01059","Vitoria-Gasteiz","23.06","20.93","20.10","19.39","22.27"
"01060","Yécora/Iekora","0.00","0.00","9.09","40.00","100.00"
"48095","Zaldibar","21.65","16.49","11.46","14.48","19.46"
"20078","Zaldibia","21.17","22.63","20.00","16.92","21.54"
"01061","Zalduondo","25.00","16.67","28.57","0.00","20.00"
"48096","Zalla","13.96","14.12","13.28","16.79","21.21"
"01062","Zambrana","20.00","15.00","13.04","3.85","3.85"
"48905","Zamudio","15.47","19.89","13.97","20.74","23.04"
"48097","Zaratamo","17.83","24.03","19.23","17.69","26.15"
"20079","Zarautz","15.61","13.61","13.74","14.96","16.63"
"48024","Zeanuri","14.10","20.51","21.92","25.35","23.94"
"48025","Zeberio","25.00","13.24","7.35","7.14","15.71"
"20025","Zegama","22.45","26.53","19.05","19.38","21.71"
"20026","Zerain","16.67","22.22","35.00","17.65","17.65"
"20027","Zestoa","25.19","26.30","21.17","21.69","20.59"
"48913","Zierbena","12.12","8.08","8.33","8.70","13.04"
"01018","Zigoitia","23.66","19.85","19.84","14.73","20.16"
"48915","Ziortza-Bolibar","22.58","12.90","11.76","16.67","20.00"
"20028","Zizurkil","27.54","25.85","23.62","28.70","34.78"
"01063","Zuia","23.74","21.00","11.22","14.44","17.11"
"20081","Zumaia","19.70","16.85","17.76","19.28","20.56"
"20080","Zumarraga","19.47","16.69","14.73","14.44","20.47"
