"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011"
"48001","Abadiño","44.54","45.69","46.69","47.46","48.18"
"20001","Abaltzisketa","57.58","57.89","58.25","54.29","52.73"
"48002","Abanto y Ciérvana-Abanto Zierbena","33.67","32.88","34.26","35.33","35.47"
"20002","Aduna","37.33","39.01","37.23","40.15","39.86"
"20016","Aia","42.51","46.12","44.16","45.99","49.58"
"20003","Aizarnazabal","43.53","48.35","45.49","47.41","45.21"
"48911","Ajangiz","20.18","23.48","24.32","23.64","24.30"
"20004","Albiztur","32.00","30.39","30.93","40.22","40.91"
"20005","Alegia","42.26","42.97","43.11","44.63","45.49"
"01001","Alegría-Dulantzi","36.56","36.22","38.50","37.93","37.50"
"20006","Alkiza","45.76","44.17","48.65","50.93","50.00"
"48912","Alonsotegi","33.04","34.06","34.54","34.26","34.41"
"20906","Altzaga","16.22","13.16","23.68","24.32","25.00"
"20007","Altzo","39.02","39.13","40.52","41.74","45.61"
"20008","Amezketa","51.89","47.23","50.66","50.33","51.13"
"48003","Amorebieta-Etxano","33.69","33.94","34.14","34.83","35.32"
"48004","Amoroto","46.30","45.54","46.74","48.89","47.00"
"01002","Amurrio","36.97","39.02","40.17","41.48","42.60"
"20009","Andoain","37.73","37.30","38.24","39.72","40.55"
"20010","Anoeta","45.32","44.21","43.75","43.31","43.28"
"20011","Antzuola","39.29","38.17","38.29","38.98","40.25"
"48005","Arakaldo","36.11","39.29","31.25","28.57","34.62"
"20012","Arama","38.60","38.18","43.86","43.86","41.07"
"01003","Aramaio","29.78","31.36","30.89","33.76","34.98"
"48006","Arantzazu","29.17","29.67","30.00","32.18","29.07"
"48093","Areatza","30.15","29.56","29.19","31.13","33.04"
"20013","Aretxabaleta","33.82","32.60","33.46","33.96","35.44"
"01006","Armiñón","34.09","39.58","39.58","46.67","42.50"
"01037","Arraia-Maeztu","50.29","49.44","49.11","49.72","52.20"
"48009","Arrankudiaga","24.44","24.30","25.21","26.79","28.69"
"20055","Arrasate/Mondragón","35.03","34.76","34.92","36.11","37.06"
"48914","Arratzu","25.74","25.77","25.00","26.80","27.45"
"01008","Arratzua-Ubarrundia","25.83","27.91","30.83","31.50","30.57"
"48010","Arrieta","24.56","25.00","24.66","26.49","22.93"
"48011","Arrigorriaga","26.85","26.23","26.40","27.85","28.75"
"48023","Artea","24.04","25.52","26.18","25.65","26.06"
"48008","Artzentales","29.52","31.29","31.17","34.19","31.76"
"01004","Artziniega","36.48","37.15","39.59","38.05","39.23"
"01009","Asparrena","50.73","51.84","53.33","53.20","52.16"
"20014","Asteasu","42.53","43.67","43.33","43.45","45.14"
"20903","Astigarraga","28.88","29.66","31.51","31.73","33.42"
"20015","Ataun","37.84","38.73","38.85","39.97","40.79"
"48091","Atxondo","45.38","44.25","44.97","44.04","45.91"
"48070","Aulesti","38.46","31.25","31.82","35.56","35.42"
"01010","Ayala/Aiara","39.70","42.06","42.67","44.28","45.45"
"20017","Azkoitia","40.39","39.62","40.80","41.61","42.65"
"20018","Azpeitia","36.47","36.28","37.55","38.13","39.94"
"01049","Añana","37.84","31.43","40.00","41.18","39.47"
"48012","Bakio","22.70","22.92","25.23","26.26","26.23"
"20904","Baliarrain","56.76","52.78","52.78","50.00","55.26"
"48090","Balmaseda","27.83","28.24","27.43","27.69","29.00"
"48013","Barakaldo","27.88","28.31","28.61","29.50","30.57"
"48014","Barrika","15.01","13.09","14.04","16.67","17.03"
"01013","Barrundia","30.67","27.85","31.22","32.21","33.03"
"48015","Basauri","32.58","32.55","33.59","34.68","35.75"
"01011","Baños de Ebro/Mañueta","13.04","7.69","10.71","5.88","1.73"
"20019","Beasain","38.53","39.42","40.81","41.14","42.10"
"48092","Bedia","26.67","28.52","28.91","31.58","33.12"
"20020","Beizama","18.18","23.68","20.00","28.12","46.88"
"20021","Belauntza","51.81","51.85","50.00","49.46","52.78"
"48016","Berango","17.63","17.49","19.07","20.42","21.37"
"01014","Berantevilla","37.23","38.46","40.86","43.27","40.00"
"20022","Berastegi","47.90","48.29","48.99","52.90","53.67"
"20074","Bergara","37.62","38.95","39.79","40.60","40.94"
"48017","Bermeo","28.41","28.22","28.91","28.65","29.07"
"01016","Bernedo","48.67","52.73","55.65","58.82","58.33"
"48018","Berriatua","34.73","34.29","36.36","36.30","39.31"
"48019","Berriz","42.04","42.76","43.60","44.17","44.96"
"20023","Berrobi","44.26","46.15","49.17","50.29","52.51"
"20024","Bidania-Goiatz","50.91","52.70","54.05","55.84","56.58"
"48020","Bilbao","20.60","20.66","20.85","21.34","22.24"
"48021","Busturia","25.98","28.28","29.38","30.39","28.94"
"01017","Campezo/Kanpezu","41.35","44.66","48.98","49.00","48.55"
"20029","Deba","35.93","37.11","38.55","39.38","39.22"
"48901","Derio","30.10","30.23","31.20","32.49","32.38"
"48026","Dima","29.75","27.11","29.30","29.33","30.28"
"20069","Donostia / San Sebastián","20.27","20.01","19.92","20.01","20.54"
"48027","Durango","32.10","32.38","31.92","32.89","33.53"
"48028","Ea","31.09","27.75","28.80","28.65","32.45"
"20030","Eibar","36.34","37.27","38.09","38.64","39.47"
"48031","Elantxobe","23.08","23.38","19.74","21.79","27.06"
"01021","Elburgo/Burgelu","26.49","28.49","30.49","30.06","28.57"
"01022","Elciego","35.00","35.47","34.69","32.73","24.67"
"20031","Elduain","45.98","48.10","48.10","50.62","45.24"
"20033","Elgeta","40.97","41.06","42.78","43.45","44.96"
"20032","Elgoibar","42.43","42.26","42.51","43.71","44.20"
"48032","Elorrio","40.55","41.50","42.03","43.01","43.35"
"01023","Elvillar/Bilar","21.74","25.42","31.25","23.64","19.40"
"48902","Erandio","30.70","30.99","32.11","32.30","33.93"
"48033","Ereño","26.32","25.00","22.58","27.27","23.94"
"48034","Ermua","48.67","50.03","51.48","52.41","52.97"
"20067","Errenteria","33.40","33.27","33.89","34.61","35.60"
"20066","Errezil","41.77","46.90","51.05","56.33","55.88"
"01046","Erriberagoitia/Ribera Alta","39.31","38.10","36.53","39.18","39.76"
"48079","Errigoiti","21.88","24.44","24.21","26.80","23.36"
"20034","Eskoriatza","44.82","42.56","44.90","45.05","46.85"
"48029","Etxebarri","29.60","29.45","31.00","32.22","32.96"
"48030","Etxebarria","37.61","37.90","39.88","40.11","42.08"
"20035","Ezkio-Itsaso","37.80","40.13","41.83","43.14","42.17"
"48906","Forua","28.46","28.90","26.38","28.73","32.28"
"48035","Fruiz","20.74","22.46","24.46","26.57","25.71"
"20038","Gabiria","34.35","34.09","31.67","33.65","37.86"
"20037","Gaintza","48.48","48.39","52.78","50.00","48.57"
"48036","Galdakao","28.30","28.29","28.65","29.48","30.73"
"48037","Galdames","33.89","34.48","36.72","37.22","37.97"
"48038","Gamiz-Fika","24.67","27.07","26.33","25.28","24.93"
"48039","Garai","29.11","30.43","26.87","26.87","27.14"
"48040","Gatika","23.11","22.77","25.21","25.37","26.10"
"48041","Gautegiz Arteaga","19.14","20.10","18.54","18.23","20.30"
"20907","Gaztelu","24.14","25.00","25.00","47.73","42.22"
"48046","Gernika-Lumo","26.23","25.82","25.46","26.67","26.99"
"20039","Getaria","36.83","37.47","37.78","38.97","40.71"
"48044","Getxo","12.28","12.05","12.10","12.46","13.07"
"48047","Gizaburuaga","22.92","24.44","21.57","19.61","20.00"
"48042","Gordexola","29.03","28.09","29.02","30.33","30.77"
"48043","Gorliz","18.15","19.38","19.34","19.71","21.61"
"48045","Güeñes","32.99","32.07","33.30","33.99","35.43"
"01056","Harana/Valle de Arana","40.43","41.67","42.55","43.18","44.00"
"20040","Hernani","33.28","33.58","33.17","33.71","34.68"
"20041","Hernialde","33.66","25.74","29.20","31.53","30.56"
"20036","Hondarribia","23.78","23.40","23.42","23.00","23.55"
"20042","Ibarra","38.43","39.38","41.53","41.50","41.96"
"48048","Ibarrangelu","24.64","22.31","22.73","23.48","25.98"
"20043","Idiazabal","37.98","39.11","39.64","40.03","41.18"
"48094","Igorre","31.70","31.48","32.91","32.86","33.97"
"20044","Ikaztegieta","43.41","44.36","47.37","42.52","41.61"
"20045","Irun","30.20","29.56","29.84","30.64","31.16"
"20046","Irura","38.53","38.71","37.84","37.33","38.67"
"01027","Iruraiz-Gauna","31.21","30.30","32.33","36.09","33.09"
"01901","Iruña Oka/Iruña de Oca","39.88","41.57","42.53","43.36","42.37"
"48049","Ispaster","28.57","33.75","34.19","36.60","40.82"
"20047","Itsasondo","50.00","49.11","49.70","52.15","51.15"
"48910","Iurreta","40.88","42.06","40.66","41.50","41.82"
"48050","Izurtza","38.75","41.77","38.75","36.84","37.97"
"48022","Karrantza Harana/Valle de Carranza","37.19","36.57","38.78","41.30","42.36"
"48907","Kortezubi","24.11","26.42","23.30","26.73","29.81"
"01019","Kripan","30.00","24.00","26.09","29.17","27.78"
"01020","Kuartango","40.66","46.67","47.44","50.59","46.32"
"01028","Labastida/Bastida","31.76","36.32","34.91","34.45","31.94"
"01030","Lagrán","61.11","55.00","66.67","52.63","45.83"
"01031","Laguardia","22.07","23.73","23.61","23.48","23.28"
"01032","Lanciego/Lantziego","13.75","18.31","19.12","18.46","17.00"
"48051","Lanestosa","38.24","30.30","31.03","30.77","35.29"
"01902","Lantarón","47.14","51.22","48.82","44.68","45.00"
"01033","Lapuebla de Labarca","25.00","25.00","23.65","21.60","15.07"
"48052","Larrabetzu","22.77","21.93","21.67","23.47","23.36"
"20048","Larraul","25.40","25.40","26.47","30.77","32.79"
"20902","Lasarte-Oria","36.04","35.75","34.88","35.65","37.23"
"01036","Laudio/Llodio","38.30","38.61","39.16","40.68","41.48"
"48053","Laukiz","24.15","23.66","23.49","22.99","23.57"
"20049","Lazkao","46.41","45.16","46.18","47.03","47.15"
"20050","Leaburu","50.00","49.56","48.70","47.47","43.00"
"20051","Legazpi","41.79","41.80","42.13","42.81","43.76"
"20052","Legorreta","42.98","42.86","42.98","44.17","46.27"
"01058","Legutio","37.88","39.11","40.20","39.49","40.27"
"20068","Leintz-Gatzaga","38.00","35.42","46.67","40.38","38.78"
"48054","Leioa","20.97","20.82","21.32","21.60","21.91"
"48057","Lekeitio","27.57","27.62","26.36","28.15","28.76"
"48055","Lemoa","33.80","34.55","35.56","34.76","37.34"
"48056","Lemoiz","20.87","18.58","18.28","20.83","23.94"
"01034","Leza","22.50","22.92","21.05","21.43","15.09"
"48081","Lezama","25.65","24.84","25.30","26.13","26.81"
"20053","Lezo","33.40","33.55","32.53","32.28","33.40"
"20054","Lizartza","49.77","48.31","50.73","52.75","51.83"
"48903","Loiu","22.68","20.49","23.72","22.01","23.08"
"48058","Mallabia","40.21","42.58","42.82","43.05","45.85"
"48060","Markina-Xemein","37.56","39.43","37.80","39.66","38.84"
"48061","Maruri-Jatabe","18.61","16.34","18.07","21.26","22.13"
"48059","Mañaria","33.33","36.24","36.81","40.56","41.50"
"20901","Mendaro","42.52","41.78","42.71","41.99","42.47"
"48062","Mendata","23.40","20.22","23.17","24.39","22.73"
"48063","Mendexa","36.47","34.94","30.00","31.34","29.87"
"48064","Meñaka","32.11","31.11","32.37","31.84","31.76"
"01039","Moreda de Álava / Moreda Araba","33.33","25.93","28.00","28.00","23.53"
"48066","Morga","31.19","33.94","33.01","32.69","36.00"
"48068","Mundaka","20.17","19.39","21.33","22.67","22.13"
"48069","Mungia","26.04","27.44","27.52","27.21","28.22"
