"Udalerri kodea","Udalerria","2011","2001"
"48001","Abadiño","66.02","60.57"
"20001","Abaltzisketa","74.44","67.48"
"48002","Abanto y Ciérvana-Abanto Zierbena","80.36","79.99"
"20002","Aduna","81.70","78.06"
"20016","Aia","75.42","58.70"
"20003","Aizarnazabal","75.94","48.62"
"48911","Ajangiz","75.12","79.03"
"20004","Albiztur","84.13","72.00"
"20005","Alegia","84.16","75.68"
"01001","Alegría-Dulantzi","82.56","74.70"
"20006","Alkiza","86.54","80.17"
"48912","Alonsotegi","83.38","80.77"
"20906","Altzaga","82.09","92.45"
"20007","Altzo","83.65","85.71"
"20008","Amezketa","66.84","60.13"
"48003","Amorebieta-Etxano","61.53","54.50"
"48004","Amoroto","70.45","58.86"
"01002","Amurrio","56.50","46.77"
"20009","Andoain","71.90","64.91"
"20010","Anoeta","85.10","78.28"
"20011","Antzuola","63.14","48.83"
"48005","Arakaldo","85.71","74.29"
"20012","Arama","88.76","89.66"
"01003","Aramaio","89.22","83.47"
"48006","Arantzazu","91.98","95.87"
"48093","Areatza","80.55","86.43"
"20013","Aretxabaleta","72.44","62.60"
"01006","Armiñón","86.67","83.33"
"01037","Arraia-Maeztu","73.73","48.06"
"48009","Arrankudiaga","83.33","80.00"
"20055","Arrasate/Mondragón","44.93","33.90"
"48914","Arratzu","91.71","93.12"
"01008","Arratzua-Ubarrundia","84.39","80.39"
"48010","Arrieta","87.45","88.27"
"48011","Arrigorriaga","84.16","80.53"
"48023","Artea","89.31","82.82"
"48008","Artzentales","82.27","75.93"
"01004","Artziniega","77.74","60.18"
"01009","Asparrena","59.00","44.43"
"20014","Asteasu","76.05","73.77"
"20903","Astigarraga","80.73","73.40"
"20015","Ataun","87.12","81.92"
"48091","Atxondo","75.28","59.31"
"48070","Aulesti","76.23","76.72"
"01010","Ayala/Aiara","83.16","70.91"
"20017","Azkoitia","58.38","47.63"
"20018","Azpeitia","43.43","30.66"
"01049","Añana","76.47","64.63"
"48012","Bakio","81.08","76.82"
"20904","Baliarrain","82.76","52.08"
"48090","Balmaseda","66.50","59.56"
"48013","Barakaldo","71.49","68.98"
"48014","Barrika","89.36","87.36"
"01013","Barrundia","82.48","70.72"
"48015","Basauri","71.31","69.17"
"01011","Baños de Ebro/Mañueta","44.44","15.65"
"20019","Beasain","62.69","58.36"
"48092","Bedia","80.68","67.62"
"20020","Beizama","85.96","69.51"
"20021","Belauntza","86.86","81.82"
"48016","Berango","87.85","85.71"
"01014","Berantevilla","67.38","62.22"
"20022","Berastegi","81.25","71.39"
"20074","Bergara","51.77","40.01"
"48017","Bermeo","51.11","40.29"
"01016","Bernedo","59.00","49.64"
"48018","Berriatua","69.29","58.17"
"48019","Berriz","74.20","64.25"
"20023","Berrobi","87.61","93.95"
"20024","Bidania-Goiatz","76.07","60.00"
"48020","Bilbao","41.01","37.87"
"48021","Busturia","84.31","85.71"
"01017","Campezo/Kanpezu","64.66","43.08"
"20029","Deba","63.98","55.58"
"48901","Derio","78.33","72.02"
"48026","Dima","84.99","86.68"
"20069","Donostia / San Sebastián","34.60","31.90"
"48027","Durango","69.69","62.58"
"48028","Ea","80.11","78.16"
"20030","Eibar","56.30","45.84"
"48031","Elantxobe","85.92","78.12"
"01021","Elburgo/Burgelu","84.88","78.41"
"01022","Elciego","46.06","29.78"
"20031","Elduain","87.38","87.65"
"20033","Elgeta","74.06","63.03"
"20032","Elgoibar","52.13","36.63"
"48032","Elorrio","57.35","45.17"
"01023","Elvillar/Bilar","45.19","29.19"
"48902","Erandio","78.07","79.34"
"48033","Ereño","82.20","86.14"
"48034","Ermua","65.14","66.25"
"20067","Errenteria","78.22","77.74"
"20066","Errezil","77.78","67.18"
"01046","Erriberagoitia/Ribera Alta","84.13","50.00"
"48079","Errigoiti","89.20","90.12"
