"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005"
"48001","Abadiño","3.66","4.05","4.08","3.36","2.74","2.86","1.71","1.10","0.84","0.79","0.85"
"20001","Abaltzisketa","2.01","0.49","1.97","1.97","1.49","0.50","1.48","1.04","0.54","2.17","1.09"
"48002","Abanto y Ciérvana-Abanto Zierbena","7.01","7.19","6.98","6.50","4.37","3.03","2.64","1.85","1.49","1.72","2.20"
"20002","Aduna","2.05","3.01","4.36","2.01","1.36","2.34","0.70","0.76","1.20","1.19","0.79"
"20016","Aia","2.00","2.22","1.88","2.48","2.33","3.01","1.34","1.62","1.24","1.60","1.10"
"20003","Aizarnazabal","5.51","6.20","6.02","5.63","4.62","3.98","1.81","1.46","1.87","1.53","0.87"
"48911","Ajangiz","0.68","1.35","0.70","1.05","1.02","0.67","1.36","0.34","0.68","1.02","0.68"
"20004","Albiztur","0.52","1.50","1.50","0.00","0.99","0.98","0.98","0.00","0.49","1.01","0.50"
"20005","Alegia","7.48","7.14","6.65","5.39","4.85","4.25","2.88","1.82","2.71","2.56","2.38"
"01001","Alegría-Dulantzi","4.70","4.88","4.90","4.43","3.33","2.53","1.28","1.09","0.90","0.57","0.50"
"20006","Alkiza","2.78","4.33","3.36","2.94","2.52","1.33","1.77","0.85","0.93","2.33","1.40"
"48912","Alonsotegi","9.13","8.42","8.70","7.61","6.23","3.89","3.09","2.49","2.19","2.68","2.68"
"20906","Altzaga","2.08","3.09","4.12","3.09","2.08","1.94","1.96","0.95","0.93","0.94","0.94"
"20007","Altzo","3.76","4.63","5.22","4.85","4.04","2.65","1.52","1.50","1.16","1.65","1.65"
"20008","Amezketa","4.07","4.17","3.61","3.61","1.80","1.47","1.71","1.40","0.99","0.96","0.64"
"48003","Amorebieta-Etxano","4.14","4.86","4.30","3.80","2.83","2.40","1.65","1.01","0.69","0.78","0.84"
"48004","Amoroto","1.16","1.95","1.96","2.35","1.58","1.13","0.38","0.39","1.17","1.64","1.23"
"01002","Amurrio","6.36","6.67","6.09","5.21","3.75","3.05","2.10","1.24","1.32","1.72","1.73"
"20009","Andoain","5.32","5.67","5.56","4.94","4.46","4.25","2.84","2.21","2.37","2.21","2.26"
"20010","Anoeta","5.42","6.13","5.88","5.88","5.22","4.22","3.37","2.68","3.10","2.22","2.54"
"20011","Antzuola","2.76","3.30","3.03","2.89","2.65","2.61","2.09","1.29","1.09","0.83","1.32"
"48005","Arakaldo","1.05","6.02","2.67","1.33","1.35","0.00","0.00","1.92","1.82","0.00","0.00"
"20012","Arama","4.03","1.56","0.78","3.12","3.36","1.64","1.49","1.64","0.88","0.95","0.95"
"01003","Aramaio","1.37","1.63","1.40","0.65","0.84","1.57","1.34","0.52","0.41","0.71","0.61"
"48006","Arantzazu","2.51","2.44","2.08","2.92","1.70","0.42","0.46","0.48","0.50","1.01","0.51"
"48093","Areatza","4.97","4.76","4.45","5.21","3.53","2.24","0.96","1.48","0.85","0.57","1.14"
"20013","Aretxabaleta","3.24","3.41","3.04","2.92","2.34","3.11","2.51","1.24","1.23","1.15","0.69"
"01006","Armiñón","3.61","3.05","2.50","1.88","2.58","2.63","0.68","1.46","2.29","1.72","1.72"
"01037","Arraia-Maeztu","1.40","2.70","4.56","4.12","3.59","2.33","1.48","0.85","1.05","1.41","1.41"
"48009","Arrankudiaga","2.53","3.31","4.98","4.82","3.21","4.11","2.83","1.66","1.95","2.03","2.22"
"20055","Arrasate/Mondragón","5.61","5.35","4.30","4.14","3.25","3.39","3.05","1.58","1.35","1.33","1.31"
"48914","Arratzu","1.18","2.02","1.59","0.40","0.00","0.80","1.20","0.00","0.00","0.42","0.42"
"01008","Arratzua-Ubarrundia","1.32","2.31","3.34","3.49","3.31","2.40","1.55","1.23","1.74","2.08","1.12"
"48010","Arrieta","3.15","2.88","2.79","2.51","2.24","3.45","2.88","2.32","1.19","1.55","1.24"
"48011","Arrigorriaga","6.31","6.42","6.32","6.06","4.70","3.87","3.15","2.43","2.07","2.11","2.13"
"48023","Artea","3.83","3.59","3.79","3.19","2.08","2.09","1.95","1.17","1.31","0.88","1.54"
"48008","Artzentales","6.13","5.73","7.10","4.59","1.57","1.83","2.09","0.85","1.58","0.92","1.84"
"01004","Artziniega","4.54","4.32","4.37","5.34","4.29","3.15","2.92","1.33","1.42","1.49","1.75"
"01009","Asparrena","4.57","4.72","4.37","4.10","2.61","1.61","0.90","0.64","0.68","1.17","1.17"
"20014","Asteasu","3.80","3.36","4.13","3.71","2.61","2.51","2.11","1.24","1.13","0.52","1.24"
"20903","Astigarraga","3.99","4.13","4.14","3.53","2.74","2.38","1.77","1.51","1.41","1.64","1.31"
"20015","Ataun","2.69","2.81","2.69","2.69","2.27","1.66","1.35","0.29","0.49","0.80","0.50"
"48091","Atxondo","3.28","3.47","3.63","3.53","2.62","2.98","2.05","0.85","0.75","0.94","0.94"
"48070","Aulesti","2.37","2.41","4.88","2.17","1.82","1.53","1.02","0.76","0.76","0.49","0.49"
"01010","Ayala/Aiara","3.15","3.99","3.85","3.38","2.43","1.90","1.54","1.25","1.02","1.06","1.29"
"20017","Azkoitia","5.30","5.69","5.40","4.27","3.22","3.01","2.08","1.08","1.14","1.12","1.31"
"20018","Azpeitia","4.63","5.59","4.96","4.17","3.35","2.74","2.15","1.22","1.20","1.08","1.11"
"01049","Añana","2.04","2.88","2.04","1.02","3.00","2.02","2.02","1.03","0.00","0.00","0.00"
"48012","Bakio","3.62","4.20","3.18","2.40","3.13","2.44","1.51","1.18","1.08","1.24","1.76"
"20904","Baliarrain","3.16","2.44","3.53","2.35","3.61","1.19","1.19","0.00","0.00","1.56","1.56"
"48090","Balmaseda","8.94","9.26","8.76","7.43","4.96","3.09","2.03","1.48","1.32","1.17","1.56"
"48013","Barakaldo","7.43","7.92","7.40","6.68","4.90","3.51","2.51","1.80","1.95","2.08","2.44"
"48014","Barrika","4.57","4.84","4.05","3.54","2.70","2.15","1.50","1.44","1.26","1.06","0.85"
"01013","Barrundia","2.22","4.22","3.28","2.30","2.48","0.99","0.81","0.34","0.70","0.72","0.18"
"48015","Basauri","7.58","8.10","7.78","6.80","5.01","4.10","3.11","2.28","2.31","2.30","2.41"
"01011","Baños de Ebro/Mañueta","0.53","0.50","2.12","1.06","0.00","0.52","1.04","1.03","0.46","0.00","0.00"
"20019","Beasain","4.05","4.30","4.19","3.82","3.02","2.67","1.87","1.21","1.21","1.16","1.20"
"48092","Bedia","4.32","4.15","5.24","3.89","2.76","3.63","2.38","1.60","0.78","0.95","0.95"
"20020","Beizama","0.92","0.92","1.82","2.73","1.77","2.54","0.00","0.00","0.00","0.00","0.00"
