"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011"
"48001","Abadiño","17.92","17.40","16.88","16.16","14.99"
"20001","Abaltzisketa","6.06","6.32","6.80","8.57","10.91"
"48002","Abanto y Ciérvana-Abanto Zierbena","17.81","17.65","17.44","17.26","16.82"
"20002","Aduna","24.00","24.11","22.63","21.97","18.24"
"20016","Aia","19.84","17.24","18.61","18.57","20.00"
"20003","Aizarnazabal","13.73","15.29","15.29","13.94","12.64"
"48911","Ajangiz","35.96","33.91","35.14","34.55","37.38"
"20004","Albiztur","23.00","21.57","21.65","18.48","18.18"
"20005","Alegia","18.03","19.27","18.25","16.57","16.73"
"01001","Alegría-Dulantzi","19.77","20.83","21.48","22.45","20.87"
"20006","Alkiza","22.03","16.67","18.92","17.59","15.09"
"48912","Alonsotegi","19.80","19.79","19.81","18.33","18.63"
"20906","Altzaga","27.03","34.21","34.21","29.73","31.25"
"20007","Altzo","16.26","17.39","17.24","18.26","19.30"
"20008","Amezketa","14.09","13.68","11.51","11.59","10.68"
"48003","Amorebieta-Etxano","24.22","23.43","23.54","23.57","22.83"
"48004","Amoroto","25.93","25.74","25.00","25.56","21.00"
"01002","Amurrio","21.14","21.60","20.22","20.04","19.26"
"20009","Andoain","18.81","18.54","17.95","17.24","16.65"
"20010","Anoeta","18.13","19.05","17.95","17.20","17.47"
"20011","Antzuola","25.13","27.24","27.70","24.67","24.19"
"48005","Arakaldo","25.00","28.57","25.00","21.43","19.23"
"20012","Arama","28.07","29.09","31.58","29.82","32.14"
"01003","Aramaio","30.87","32.54","34.39","30.23","30.03"
"48006","Arantzazu","32.29","32.97","27.78","25.29","23.26"
"48093","Areatza","26.87","27.04","26.09","24.84","25.07"
"20013","Aretxabaleta","26.67","27.52","26.45","26.42","25.67"
"01006","Armiñón","6.82","14.58","14.58","15.56","12.50"
"01037","Arraia-Maeztu","16.76","16.85","19.53","17.13","17.03"
"48009","Arrankudiaga","26.69","28.29","29.34","29.46","25.10"
"20055","Arrasate/Mondragón","22.07","22.65","22.36","22.37","22.31"
"48914","Arratzu","32.67","31.96","32.29","30.93","30.39"
"01008","Arratzua-Ubarrundia","25.46","27.52","27.67","27.17","25.66"
"48010","Arrieta","33.33","32.89","36.30","30.46","28.03"
"48011","Arrigorriaga","25.33","25.14","24.96","24.59","23.61"
"48023","Artea","30.05","30.21","28.80","27.23","25.53"
"48008","Artzentales","14.46","14.72","14.94","14.84","17.06"
"01004","Artziniega","21.17","21.39","20.81","20.96","20.99"
