"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,"43.75","43.75","43.75","43.75","43.75",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,"50","50","50","25","25",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,"23.08","23.08","23.08","24","30.77",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,"50","100","100","100","80",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Aia",NA,NA,NA,NA,NA,NA,NA,"66.67","66.67","66.67","18.18","33.33",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,"100","25","25","25","20",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,"0","66.67","66.67","66.67","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,"33.33","33.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,"71.43","71.43","83.33","83.33","75",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,"0","0","0","25","0",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,"40","40","40","75","87.5",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","100",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Altzo",NA,NA,NA,NA,NA,NA,NA,"80","80","80","80","80",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","100",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,"44.44","44.44","55.56","44","44",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,"71.43","78.57","78.57","85.71","85.71",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Andoain",NA,NA,NA,NA,NA,NA,NA,"21.21","21.21","21.21","21.21","21.21",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Anoeta",NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","100",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Antzuola",NA,NA,NA,NA,NA,NA,NA,"14.29","14.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arakaldo",NA,NA,NA,NA,NA,NA,NA,"33.33","33.33","33.33","33.33","28.57",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arama",NA,NA,NA,NA,NA,NA,NA,"33.33","33.33","33.33","33.33","33.33",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Aramaio",NA,NA,NA,NA,NA,NA,NA,"50","50","50","66.67","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arantzazu",NA,NA,NA,NA,NA,NA,NA,"40","50","50","66.67","50",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Areatza",NA,NA,NA,NA,NA,NA,NA,"40","42.86","37.5","37.5","37.5",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Aretxabaleta",NA,NA,NA,NA,NA,NA,NA,"26.32","26.32","26.32","53.33","13.33",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Armiñón",NA,NA,NA,NA,NA,NA,NA,"40","40","40","40","100",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arraia-Maeztu",NA,NA,NA,NA,NA,NA,NA,"33.33","33.33","31.25","31.25","31.25",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arrankudiaga",NA,NA,NA,NA,NA,NA,NA,"0","0","83.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arrasate/Mondragón",NA,NA,NA,NA,NA,NA,NA,"28.57","36.67","33.33","48.39","48.39",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arratzu",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","50",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arratzua-Ubarrundia",NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","50",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arrieta",NA,NA,NA,NA,NA,NA,NA,"80","80","100","100","100",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Arrigorriaga",NA,NA,NA,NA,NA,NA,NA,"14.29","14.29","14.29","37.5","57.14",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Artea",NA,NA,NA,NA,NA,NA,NA,"66.67","40","40","40","40",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Artzentales",NA,NA,NA,NA,NA,NA,NA,"50","50","50","60","60",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Artziniega",NA,NA,NA,NA,NA,NA,NA,"20","20","20","60","60",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Asparrena",NA,NA,NA,NA,NA,NA,NA,"50","38.89","38.89","78.95","82.61",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Asteasu",NA,NA,NA,NA,NA,NA,NA,"100","100","100","85.71","85.71",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Astigarraga",NA,NA,NA,NA,NA,NA,NA,"100","70","70","60","60",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Ataun",NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","50",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Atxondo",NA,NA,NA,NA,NA,NA,NA,"0","0","6.25","6.25","11.76",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Aulesti",NA,NA,NA,NA,NA,NA,NA,"50","75","75","75","75",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Ayala/Aiara",NA,NA,NA,NA,NA,NA,NA,"100","100","50","66.67","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Azkoitia",NA,NA,NA,NA,NA,NA,NA,"80","80","80","80","80",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Azpeitia",NA,NA,NA,NA,NA,NA,NA,"71.43","75","75","88.89","88.89",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Añana",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Bakio",NA,NA,NA,NA,NA,NA,NA,"66.67","71.43","66.67","66.67","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Baliarrain",NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","50",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Balmaseda",NA,NA,NA,NA,NA,NA,NA,"35.71","40","50","50","57.14",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Barakaldo",NA,NA,NA,NA,NA,NA,NA,"7.86","7.8","40.77","41.67","41.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Barrika",NA,NA,NA,NA,NA,NA,NA,"66.67","66.67","40","40","100",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Barrundia",NA,NA,NA,NA,NA,NA,NA,"29.17","29.17","29.17","29.17","29.17",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Basauri",NA,NA,NA,NA,NA,NA,NA,"94.29","94.29","94.29","47.83","92.71",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Baños de Ebro/Mañueta",NA,NA,NA,NA,NA,NA,NA,"66.67","66.67","66.67","66.67","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Beasain",NA,NA,NA,NA,NA,NA,NA,"44.44","44.44","44.44","44.44","44.44",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Bedia",NA,NA,NA,NA,NA,NA,NA,"60","60","60","60","60",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Beizama",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Belauntza",NA,NA,NA,NA,NA,NA,NA,"0","0","0","50",NA,NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Berango",NA,NA,NA,NA,NA,NA,NA,"55.56","66.67","66.67","88.89","88.89",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Berantevilla",NA,NA,NA,NA,NA,NA,NA,"0","25","16.67","25","25",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Berastegi",NA,NA,NA,NA,NA,NA,NA,"100","100","50","50","50",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Bermeo",NA,NA,NA,NA,NA,NA,NA,"21.05","25","25","21.74","45",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Bernedo",NA,NA,NA,NA,NA,NA,NA,"36.84","36.84","36.84","36.84","26.32",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Berriatua",NA,NA,NA,NA,NA,NA,NA,"75","75","75","75","75",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Berriz",NA,NA,NA,NA,NA,NA,NA,"37.5","37.5","60","60","60",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Berrobi",NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","0",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Bidania-Goiatz",NA,NA,NA,NA,NA,NA,NA,"75","75","75","75","66.67",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
"Bilbao",NA,NA,NA,NA,NA,NA,NA,"61.95","62.39","26.74","26.74","42.39",NA,NA,NA,NA,NA,NA,NA,"Equipamientos y edificios municipales accesibles (%)"
