"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,"1.5","3.4","3.25","4.62","0","3.41","3.06","4.59","3.13","3.58","3.6","3.36",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,"0","10","6.67","6.67","5.88","7.69","7.69","10","7.69","0","14.29","0",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,"3.11","2.38","2.74","2.78","3.61","3.4","3.5","3.6","3.51","3.53","3.35","3.13",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Aduna",NA,NA,NA,NA,NA,NA,"8.33","8.33","8.33","10","5.88","5","4.76","4.17","3.7","3.85","3.85","4.55",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Aia",NA,NA,NA,NA,NA,NA,"4.35","2.04","3.13","4.17","2.7","4.82","3.49","4.04","4.95","2.06","2.22","2.6",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,"7.69","5","5","4.55","7.69","6.06","4.65","4.88","5.26","4.26","4.55","4.88",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Ajangiz",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Albiztur",NA,NA,NA,NA,NA,NA,"12.5","11.11","11.11","8.33","7.14","14.29","11.76","15.38","11.76","14.29","11.11","13.33",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Alegia",NA,NA,NA,NA,NA,NA,"2","2","1.79","3.28","1.54","3.23","4.23","4.11","5.56","5.71","3.39","7.14",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,"2.15","4.72","5.22","6.03","5.04","4.4","5.44","4.73","3.88","4.69","5.41","4.67",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Alkiza",NA,NA,NA,NA,NA,NA,"8.33","5.26","4.55","4.55","9.09","10.53","10","15.38","12.5","9.52","10","11.76",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Alonsotegi",NA,NA,NA,NA,NA,NA,"2.38","1.59","4.05","3.49","4.49","4.35","4.44","4.6","4.49","4.6","5.19","3.7",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Altzaga",NA,NA,NA,NA,NA,NA,"0","0","0","0","90.91","0","0","0","0","0","0","0",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Altzo",NA,NA,NA,NA,NA,NA,"5","5.88","5.88","12.5","8.33","9.52","9.52","13.33","11.76","7.69","18.18","15.38",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Amezketa",NA,NA,NA,NA,NA,NA,"5.88","3.03","2.7","2.63","5.56","5.56","7.14","6.67","6.67","5.88","7.14","9.52",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,"4.07","4.74","4.89","5.59","5.21","5.58","5.32","5.05","5.07","4.73","5.34","5.07",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Amoroto",NA,NA,NA,NA,NA,NA,"7.14","5.26","6.67","8.33","14.29","12.5","11.11","10","11.11","14.29","0","5.88",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Amurrio",NA,NA,NA,NA,NA,NA,"3.02","5","4.9","4.29","3.89","4.41","4.89","5.13","5.3","4.84","4.8","4.63",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Andoain",NA,NA,NA,NA,NA,NA,"1.71","3.37","3.16","3.42","4.22","4.25","4.16","4.63","3.94","4.58","4.19","4.14",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Anoeta",NA,NA,NA,NA,NA,NA,"1.69","5.08","5.17","4.84","4.23","5.41","5.26","5.71","5.8","5.97","4.76","4.23",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Antzuola",NA,NA,NA,NA,NA,NA,"1.72","3.08","4.48","5.26","4.4","4.26","4","3.67","3.64","3.6","4.21","4.65",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arakaldo",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arama",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Aramaio",NA,NA,NA,NA,NA,NA,"2.38","2.27","1.92","1.96","4.65","4.44","4.65","6.38","6.25","6.98","7.69","4.55",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arantzazu",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Areatza",NA,NA,NA,NA,NA,NA,"3.45","3.45","3.03","3.03","3.03","3.13","4.88","5.41","8.33","7.69","9.09","8.82",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Aretxabaleta",NA,NA,NA,NA,NA,NA,"4.69","5.39","5.41","5.02","5.65","4.94","4.82","5.33","5.33","5.12","5.04","4.85",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Armiñón",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arraia-Maeztu",NA,NA,NA,NA,NA,NA,"7.69","13.33","12.5","11.11","23.08","12.5","14.29","11.11","8.7","7.69","9.09","10",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arrankudiaga",NA,NA,NA,NA,NA,NA,"7.14","6.67","4.35","4","2.86","2.94","2.44","5.71","5.41","5.56","8.33","4.17",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arrasate/Mondragón",NA,NA,NA,NA,NA,NA,"3.71","4.79","4.95","5.09","6.17","5.1","5.36","5.51","6.23","6.16","5.19","5.19",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arratzu",NA,NA,NA,NA,NA,NA,"14.29","20","10","16.67","33.33","30","40","30.77","44.44","30","25","22.22",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arratzua-Ubarrundia",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","12.5","10.71","10.71","10","12",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
"Arrieta",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","12.5","12.5","7.14","7.14",NA,"Unidades de educación infantil por cada 100 habitantes de 0 a 2 años"
