"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,NA,"4.2",NA,NA,"2.9",NA,"1.55",NA,"-1.45",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,NA,"6.52",NA,NA,"7.01",NA,"9.19",NA,"-5.77",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,NA,"8.08",NA,NA,"1.62",NA,"-1.44",NA,"-1.09",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Aduna",NA,NA,NA,NA,NA,NA,NA,NA,"9.14",NA,NA,"4.57",NA,"-0.44",NA,"-2.18",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Aia",NA,NA,NA,NA,NA,NA,NA,NA,"5.42",NA,NA,"8.41",NA,"-0.36",NA,"0.6",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,NA,"0.69",NA,NA,"8.46",NA,"-1.22",NA,"-3.73",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,NA,"8.23",NA,NA,"6.05",NA,"1.4",NA,"1.97",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,NA,"8.97",NA,NA,"7.02",NA,"-1.58",NA,"-0.22",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Alegia",NA,NA,NA,NA,NA,NA,NA,NA,"6.8",NA,NA,"3.02",NA,"1.59",NA,"-2.07",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,NA,"6.31",NA,NA,"2.27",NA,"0.63",NA,"-3.69",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,NA,"6.79",NA,NA,"3.63",NA,"-0.45",NA,"0.87",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,NA,"6.97",NA,NA,"2.39",NA,"0.13",NA,"-3.46",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,NA,"3.04",NA,NA,"5.9",NA,"3",NA,"-1.77",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Altzo",NA,NA,NA,NA,NA,NA,NA,NA,"-0.23",NA,NA,"7.41",NA,"0.14",NA,"-3.18",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,NA,"1.33",NA,NA,"3.59",NA,"4.96",NA,"-0.36",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,NA,"6.12",NA,NA,"2.74",NA,"-0.29",NA,"-0.62",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,NA,"6.08",NA,NA,"5.46",NA,"0.79",NA,"0.44",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,NA,"6.51",NA,NA,"2.72",NA,"2.71",NA,"-0.56",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Andoain",NA,NA,NA,NA,NA,NA,NA,NA,"6.5",NA,NA,"4.09",NA,"-0.78",NA,"-0.91",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Anoeta",NA,NA,NA,NA,NA,NA,NA,NA,"5.35",NA,NA,"5.19",NA,"0.49",NA,"-1.55",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Antzuola",NA,NA,NA,NA,NA,NA,NA,NA,"4.78",NA,NA,"5.04",NA,"0.42",NA,"-0.75",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arakaldo",NA,NA,NA,NA,NA,NA,NA,NA,"11.14",NA,NA,"4.36",NA,"-3.23",NA,"-4.32",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arama",NA,NA,NA,NA,NA,NA,NA,NA,"5.35",NA,NA,"7.98",NA,"5.28",NA,"-6.14",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Aramaio",NA,NA,NA,NA,NA,NA,NA,NA,"5.4",NA,NA,"5.91",NA,"4.05",NA,"-6.52",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arantzazu",NA,NA,NA,NA,NA,NA,NA,NA,"3.65",NA,NA,"5.74",NA,"0.52",NA,"-1.32",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Areatza",NA,NA,NA,NA,NA,NA,NA,NA,"5.7",NA,NA,"2.87",NA,"0.11",NA,"0.14",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Aretxabaleta",NA,NA,NA,NA,NA,NA,NA,NA,"4.19",NA,NA,"4.87",NA,"-3.84",NA,"-2.79",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Armiñón",NA,NA,NA,NA,NA,NA,NA,NA,"21.19",NA,NA,"-6.61",NA,"4.52",NA,"-6.13",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arraia-Maeztu",NA,NA,NA,NA,NA,NA,NA,NA,"9.09",NA,NA,"2.48",NA,"3.86",NA,"-3.23",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arrankudiaga",NA,NA,NA,NA,NA,NA,NA,NA,"4.71",NA,NA,"4.62",NA,"-1.33",NA,"-1.58",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arrasate/Mondragón",NA,NA,NA,NA,NA,NA,NA,NA,"5.71",NA,NA,"3.26",NA,"-1.52",NA,"-2.25",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arratzu",NA,NA,NA,NA,NA,NA,NA,NA,"6.12",NA,NA,"4.59",NA,"1.76",NA,"0.71",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arratzua-Ubarrundia",NA,NA,NA,NA,NA,NA,NA,NA,"4.71",NA,NA,"9.42",NA,"7.02",NA,"-9.45",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arrieta",NA,NA,NA,NA,NA,NA,NA,NA,"9.24",NA,NA,"7.64",NA,"-1.89",NA,"-0.38",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Arrigorriaga",NA,NA,NA,NA,NA,NA,NA,NA,"5.93",NA,NA,"3.23",NA,"-0.79",NA,"-2.31",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Artea",NA,NA,NA,NA,NA,NA,NA,NA,"6.07",NA,NA,"5.14",NA,"-1.29",NA,"3.21",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Artzentales",NA,NA,NA,NA,NA,NA,NA,NA,"7.46",NA,NA,"3.81",NA,"-5.12",NA,"1.97",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Artziniega",NA,NA,NA,NA,NA,NA,NA,NA,"6.81",NA,NA,"5.74",NA,"0.13",NA,"-0.57",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Asparrena",NA,NA,NA,NA,NA,NA,NA,NA,"5.9",NA,NA,"6.98",NA,"-1.17",NA,"-1.53",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Asteasu",NA,NA,NA,NA,NA,NA,NA,NA,"1.66",NA,NA,"5.67",NA,"-1.77",NA,"-0.4",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Astigarraga",NA,NA,NA,NA,NA,NA,NA,NA,"7.23",NA,NA,"5.4",NA,"-0.37",NA,"-1.11",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Ataun",NA,NA,NA,NA,NA,NA,NA,NA,"0.52",NA,NA,"10.46",NA,"2.11",NA,"0.16",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Atxondo",NA,NA,NA,NA,NA,NA,NA,NA,"6.73",NA,NA,"3.15",NA,"-1.17",NA,"-1.83",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Aulesti",NA,NA,NA,NA,NA,NA,NA,NA,"7.4",NA,NA,"5.57",NA,"1.18",NA,"0.21",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Ayala/Aiara",NA,NA,NA,NA,NA,NA,NA,NA,"6.07",NA,NA,"3.96",NA,"1.34",NA,"-0.24",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Azkoitia",NA,NA,NA,NA,NA,NA,NA,NA,"5.94",NA,NA,"2.84",NA,"-1.08",NA,"-0.92",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Azpeitia",NA,NA,NA,NA,NA,NA,NA,NA,"3.45",NA,NA,"7.75",NA,"-5.7",NA,"-0.33",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Añana",NA,NA,NA,NA,NA,NA,NA,NA,"3.99",NA,NA,"5.41",NA,"2.82",NA,"-1.86",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Bakio",NA,NA,NA,NA,NA,NA,NA,NA,"7.62",NA,NA,"4.57",NA,"0.44",NA,"-1.95",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Baliarrain",NA,NA,NA,NA,NA,NA,NA,NA,"7.4",NA,NA,"8.14",NA,"4.98",NA,"3.56",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Balmaseda",NA,NA,NA,NA,NA,NA,NA,NA,"8.42",NA,NA,"0.86",NA,"0.24",NA,"-3.03",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Barakaldo",NA,NA,NA,NA,NA,NA,NA,NA,"7.97",NA,NA,"2.14",NA,"-0.3",NA,"-1.49",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Barrika",NA,NA,NA,NA,NA,NA,NA,NA,"10.33",NA,NA,"4.61",NA,"-1.04",NA,"9.79",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Barrundia",NA,NA,NA,NA,NA,NA,NA,NA,"4.81",NA,NA,"5.05",NA,"4.11",NA,"-2.34",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Basauri",NA,NA,NA,NA,NA,NA,NA,NA,"5.09",NA,NA,"4.52",NA,"-0.29",NA,"-2.14",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Baños de Ebro/Mañueta",NA,NA,NA,NA,NA,NA,NA,NA,"-0.29",NA,NA,"7.91",NA,"-5.4",NA,"-2.66",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Beasain",NA,NA,NA,NA,NA,NA,NA,NA,"6.17",NA,NA,"3.72",NA,"1.87",NA,"-1.73",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Bedia",NA,NA,NA,NA,NA,NA,NA,NA,"5.95",NA,NA,"3.36",NA,"-0.02",NA,"4.78",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Beizama",NA,NA,NA,NA,NA,NA,NA,NA,"0.95",NA,NA,"9.51",NA,"-9.49",NA,"-8.03",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Belauntza",NA,NA,NA,NA,NA,NA,NA,NA,"6.51",NA,NA,"10.78",NA,"-4.32",NA,"-5.34",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Berango",NA,NA,NA,NA,NA,NA,NA,NA,"8.9",NA,NA,"3.94",NA,"3.89",NA,"-4.32",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Berantevilla",NA,NA,NA,NA,NA,NA,NA,NA,"20.88",NA,NA,"-6.95",NA,"4.7",NA,"1.96",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Berastegi",NA,NA,NA,NA,NA,NA,NA,NA,"6.91",NA,NA,"3.84",NA,"1.03",NA,"-1.41",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Bermeo",NA,NA,NA,NA,NA,NA,NA,NA,"7.69",NA,NA,"2.76",NA,"1.57",NA,"2.68",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Bernedo",NA,NA,NA,NA,NA,NA,NA,NA,"3.98",NA,NA,"6.46",NA,"0.73",NA,"0.25",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Berriatua",NA,NA,NA,NA,NA,NA,NA,NA,"3.49",NA,NA,"0.78",NA,"2.43",NA,"3.11",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Berriz",NA,NA,NA,NA,NA,NA,NA,NA,"6.66",NA,NA,"2.38",NA,"0.01",NA,"0.06",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Berrobi",NA,NA,NA,NA,NA,NA,NA,NA,"7.93",NA,NA,"1.54",NA,"2.69",NA,"3.34",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
"Bidania-Goiatz",NA,NA,NA,NA,NA,NA,NA,NA,"5.64",NA,NA,"6.14",NA,"-2.33",NA,"-0.2",NA,NA,NA,"Tasa media de crecimiento acumulativo anual de la renta personal en el último periodo (%). Hombres"
