"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,"43.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,"52.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,"42.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,"52.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Aia",NA,NA,NA,NA,NA,NA,NA,"28.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,"28.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,"41.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,"52.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,"52.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,"21.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,"52.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,"37.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,"38.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Altzo",NA,NA,NA,NA,NA,NA,NA,"52.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,"45.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,"43.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Índice de rendimiento del sistema de abastecimiento de agua (%)"
