"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,"194.76","197.48","198.42","197.78","199.36","201.11","202.49","202.55","205.02","207.05","208.33","208.66",NA,"Densidad poblacional (Hab./Km²)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,"25","25.36","26.34","27.14","28.3","28.21","29.11","28.66","28.27","28.8","28.63","28.63",NA,"Densidad poblacional (Hab./Km²)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,"575","586.6","593.09","593.15","593.09","595.49","600.25","539.61","600","603.09","598.76","595.49",NA,"Densidad poblacional (Hab./Km²)"
"Aduna",NA,NA,NA,NA,NA,NA,"48.86","50.29","52.57","52.86","53.71","57.29","61.29","64.57","64.3","65.01","66.9","66.76",NA,"Densidad poblacional (Hab./Km²)"
"Aia",NA,NA,NA,NA,NA,NA,"30.48","31.25","31.66","32.66","33.11","34.96","35.84","36.2","36.8","37.02","37.01","37.22",NA,"Densidad poblacional (Hab./Km²)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,"89.08","96.77","94.46","98.15","100.46","102.92","108.92","111.06","116.95","117.56","118.5","118.5",NA,"Densidad poblacional (Hab./Km²)"
"Ajangiz",NA,NA,NA,NA,NA,NA,"58.63","60","60.41","60.55","60.96","60.96","61.64","61.89","64.19","63.2","65.03","64.47",NA,"Densidad poblacional (Hab./Km²)"
"Albiztur",NA,NA,NA,NA,NA,NA,"22.95","23.1","22.71","23.41","24.34","24.19","24.42","23.82","24.94","25.41","25.77","25.22",NA,"Densidad poblacional (Hab./Km²)"
"Alegia",NA,NA,NA,NA,NA,NA,"212.69","211.03","214.23","216.28","219.23","222.18","224.36","230.91","227.34","225.42","225.03","224.65",NA,"Densidad poblacional (Hab./Km²)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,"96.43","102.91","110","115.83","123.97","131.66","136.38","140.15","144.39","144.44","147.21","145.04",NA,"Densidad poblacional (Hab./Km²)"
"Alkiza",NA,NA,NA,NA,NA,NA,"24.37","25.29","26.89","27.06","29.16","30","29.66","30","30.16","30.89","30.8","29.89",NA,"Densidad poblacional (Hab./Km²)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,"122.71","128.27","130.14","131.03","132.29","132.48","132.15","176.25","140.84","139.95","140.74","141.39",NA,"Densidad poblacional (Hab./Km²)"
"Altzaga",NA,NA,NA,NA,NA,NA,"59.2","61.6","61.2","62.4","62.8","64.4","63.6","64","67.5","68.33","67.07","71.54",NA,"Densidad poblacional (Hab./Km²)"
"Altzo",NA,NA,NA,NA,NA,NA,"35.61","36.63","36.63","38.67","40.82","41.02","40.61","41.33","41.81","41.61","40.9","41.41",NA,"Densidad poblacional (Hab./Km²)"
"Amezketa",NA,NA,NA,NA,NA,NA,"47.57","47.04","47.28","46.31","47.72","48.06","48.25","47.09","47.26","47.07","47.04","45.77",NA,"Densidad poblacional (Hab./Km²)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,"284.89","288.16","293.52","298.49","302.33","306.04","308.22","310.09","314.85","317.34","316.13","318.8",NA,"Densidad poblacional (Hab./Km²)"
"Amoroto",NA,NA,NA,NA,NA,NA,"28.68","30","30.7","31.71","31.32","31.63","32.09","32.02","31.01","30.78","31.93","31.39",NA,"Densidad poblacional (Hab./Km²)"
"Amurrio",NA,NA,NA,NA,NA,NA,"98.67","99.5","99.92","102.48","104.01","104.66","104.25","103.88","105.23","105.49","106.55","106.8",NA,"Densidad poblacional (Hab./Km²)"
"Andoain",NA,NA,NA,NA,NA,NA,"503.76","510.69","513.94","518.8","526.53","535.73","535.11","540.04","538.65","538.07","538.98","539.46",NA,"Densidad poblacional (Hab./Km²)"
"Anoeta",NA,NA,NA,NA,NA,NA,"433.17","435.12","433.41","435.85","441.71","451.46","451.22","446.83","446.34","456.59","461.71","477.8",NA,"Densidad poblacional (Hab./Km²)"
"Antzuola",NA,NA,NA,NA,NA,NA,"70.25","73.68","74.84","76.57","77.44","78.27","78.01","78.95","78.54","78.97","78.6","78.6",NA,"Densidad poblacional (Hab./Km²)"
"Arakaldo",NA,NA,NA,NA,NA,NA,"36.54","34.62","36.15","37.31","35.77","36.54","43.08","47.41","46.32","47.79","52.94","57.72",NA,"Densidad poblacional (Hab./Km²)"
"Arama",NA,NA,NA,NA,NA,NA,"125.38","126.15","133.08","141.54","144.62","153.08","167.69","154.62","147.06","159.56","159.56","154.41",NA,"Densidad poblacional (Hab./Km²)"
