"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,"97.37",NA,"104.73",NA,NA,"99.21",NA,NA,"97.35",NA,"98.61",NA,"99.03",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Abaltzisketa",NA,NA,NA,"100.63",NA,"104.02",NA,NA,"99.34",NA,NA,"104.18",NA,"120.63",NA,"112.64",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,"84.92",NA,"88.09",NA,NA,"89.87",NA,NA,"87.15",NA,"85.8",NA,"85.92",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Aduna",NA,NA,NA,"83.96",NA,"100.68",NA,NA,"108.43",NA,NA,"108.39",NA,"109.49",NA,"106.69",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Aia",NA,NA,NA,"79.95",NA,"84.56",NA,NA,"79.32",NA,NA,"91.06",NA,"92.45",NA,"94.85",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Aizarnazabal",NA,NA,NA,"92.4",NA,"99.57",NA,NA,"82.76",NA,NA,"102.35",NA,"94.97",NA,"89.26",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Ajangiz",NA,NA,NA,"98.3",NA,"96.81",NA,NA,"99.18",NA,NA,"104.36",NA,"113",NA,"116.29",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Albiztur",NA,NA,NA,"100.52",NA,"99.85",NA,NA,"101.55",NA,NA,"109.68",NA,"110.76",NA,"112.36",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Alegia",NA,NA,NA,"90.25",NA,"92.39",NA,NA,"87.91",NA,NA,"88.68",NA,"92.24",NA,"92.53",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Alegría-Dulantzi",NA,NA,NA,"106.81",NA,"112.87",NA,NA,"108.07",NA,NA,"106.14",NA,"106.4",NA,"102.37",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Alkiza",NA,NA,NA,"92.26",NA,"94.58",NA,NA,"90.71",NA,NA,"98.72",NA,"96.7",NA,"103.81",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Alonsotegi",NA,NA,NA,"78.6",NA,"85.2",NA,NA,"84.72",NA,NA,"83.38",NA,"82.68",NA,"81.96",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Altzaga",NA,NA,NA,"88.66",NA,"104.68",NA,NA,"95.48",NA,NA,"104.69",NA,"107.45",NA,"102.22",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Altzo",NA,NA,NA,"103.76",NA,"111.8",NA,NA,"93.28",NA,NA,"104.27",NA,"103.06",NA,"103.85",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Amezketa",NA,NA,NA,"103.64",NA,"103.55",NA,NA,"88.14",NA,NA,"94.54",NA,"100.2",NA,"99.01",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Amorebieta-Etxano",NA,NA,NA,"98.36",NA,"102.04",NA,NA,"98.73",NA,NA,"102.2",NA,"97.71",NA,"99.57",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Amoroto",NA,NA,NA,"89.46",NA,"93.05",NA,NA,"86.47",NA,NA,"92.05",NA,"91.41",NA,"96.83",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Amurrio",NA,NA,NA,"94.26",NA,"94.28",NA,NA,"94.58",NA,NA,"94.52",NA,"97.95",NA,"99.76",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Andoain",NA,NA,NA,"89",NA,"91.31",NA,NA,"90.12",NA,NA,"93.46",NA,"93.23",NA,"94.07",NA,NA,NA,"Renta personal total (Base CAE=100)"
"Anoeta",NA,NA,NA,"93.22",NA,"93.83",NA,NA,"89.47",NA,NA,"93.54",NA,"96.65",NA,"97.33",NA,NA,NA,"Renta personal total (Base CAE=100)"
