"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,"44.28","43.34","43.04","41.84","42.86","44.14","46.73","48.67","49.68","53.03","54.63","56.63","59.27",NA,"Índice de dependencia demográfica (%)"
"Abaltzisketa",NA,NA,NA,NA,NA,"65.29","67.66","68.05","68.57","71.75","71.35","69.89","69.79","68.95","70.53","73.68","71.35","79.78",NA,"Índice de dependencia demográfica (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,"53.09","51.96","51.3","50.86","51.35","50.78","51.52","51.42","51.18","51.59","52.23","52.98","53.5",NA,"Índice de dependencia demográfica (%)"
"Aduna",NA,NA,NA,NA,NA,"52.91","56.16","49.15","50.2","52.26","55.37","55.43","53.76","56.4","59.15","59.23","65.26","69.06",NA,"Índice de dependencia demográfica (%)"
"Aia",NA,NA,NA,NA,NA,"62.76","59.68","59.53","58.59","60.16","59.97","59.58","58.91","60.93","62.86","65.15","68.1","69.08",NA,"Índice de dependencia demográfica (%)"
"Aizarnazabal",NA,NA,NA,NA,NA,"52.07","48.08","45.94","43.79","40.53","43.2","47.36","47.19","50.51","51.38","53.69","55.94","58.81",NA,"Índice de dependencia demográfica (%)"
"Ajangiz",NA,NA,NA,NA,NA,"66.67","63.36","60.44","58.06","58.99","60.65","63","59.57","60.14","61.48","63.64","63.6","63.35",NA,"Índice de dependencia demográfica (%)"
"Albiztur",NA,NA,NA,NA,NA,"67.43","63.54","61.08","56.68","58.12","57.79","59.18","61.54","62.5","62.89","68.59","73.02","73.91",NA,"Índice de dependencia demográfica (%)"
"Alegia",NA,NA,NA,NA,NA,"57.73","56.81","57.81","56.46","56.49","57.46","57.69","60.7","61.78","62.93","65.97","68.18","71.53",NA,"Índice de dependencia demográfica (%)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,"45.28","43.1","43.22","42.98","44.06","45.46","48.44","49.7","50.94","53.09","55.05","56.5","58.26",NA,"Índice de dependencia demográfica (%)"
"Alkiza",NA,NA,NA,NA,NA,"57.8","61.11","62.7","58.42","59.41","61.4","65.28","63.43","64.52","62.01","63.09","66.52","73.21",NA,"Índice de dependencia demográfica (%)"
"Alonsotegi",NA,NA,NA,NA,NA,"53.55","54.11","51.24","51.85","51.65","52.45","53.99","55.56","57.19","58.5","59.81","62.09","65.57",NA,"Índice de dependencia demográfica (%)"
"Altzaga",NA,NA,NA,NA,NA,"46.15","45.1","42.59","50","45.79","50.96","56.31","59","60","76.09","76.34","75.53","89.25",NA,"Índice de dependencia demográfica (%)"
"Altzo",NA,NA,NA,NA,NA,"69.31","62.33","60.27","58.15","55.97","58.73","56.42","57.31","58.2","59.92","63.6","68.78","66.67",NA,"Índice de dependencia demográfica (%)"
"Amezketa",NA,NA,NA,NA,NA,"65.49","65.54","65.08","63.7","63.92","59.32","60.71","61.36","65.25","67.7","67.59","69.23","69.42",NA,"Índice de dependencia demográfica (%)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,"52","51.65","51.78","52.07","52.46","52.83","53.37","54.47","56.2","58.46","59.58","60.79","62.03",NA,"Índice de dependencia demográfica (%)"
"Amoroto",NA,NA,NA,NA,NA,"75","83.17","80","76","69.71","66.26","64.52","61.72","59.46","65.98","65.43","73.75","73",NA,"Índice de dependencia demográfica (%)"
"Amurrio",NA,NA,NA,NA,NA,"52.2","51.59","51.36","50.38","49.66","50.17","50","50.99","52.89","54.22","54.65","56.97","59.61",NA,"Índice de dependencia demográfica (%)"
"Andoain",NA,NA,NA,NA,NA,"48.09","48.48","48.17","48.73","49.13","50.09","51.89","53.46","56.17","58.7","61.37","64.7","67.33",NA,"Índice de dependencia demográfica (%)"
"Anoeta",NA,NA,NA,NA,NA,"49.92","48.62","47.68","48.83","49.92","52.06","53.74","57.45","57.25","58.03","58.24","58.41","59.66",NA,"Índice de dependencia demográfica (%)"
"Antzuola",NA,NA,NA,NA,NA,"53.62","53.23","50.74","50.54","51.18","52.02","53.65","56.94","60.45","63.44","64.46","68.56","71.46",NA,"Índice de dependencia demográfica (%)"
