"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,NA,"3.86","4.69","5.53","5.86","6.7","6.88","6.2","6.6","6.73","5.43","5.17","Variación de la población en la última década (%)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,NA,"13.9","14.72","19.62","20.61","26.36","22.52","14.49","17.44","17.5","15.85","9.83","Variación de la población en la última década (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,NA,"14.15","9.04","9.03","8.15","8.18","7.53","6.55","6.18","4","1.39","-0.32","Variación de la población en la última década (%)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,NA,"18.33","20.13","22.08","29.35","36.19","38.23","36.14","34.02","37.72","33.52","27.72","Variación de la población en la última década (%)"
"Aia",NA,NA,NA,NA,NA,NA,NA,NA,"7.72","10.78","12.3","17.74","21.64","21.33","23.31","23.37","19.45","17.2","15.4","Variación de la población en la última década (%)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,NA,"11.43","17.5","20.26","22.53","32.58","37.52","44.26","39.49","33.85","23.21","26.22","Variación de la población en la última década (%)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,NA,"13.66","10.22","10.97","6.97","7.66","10.63","7.53","4.65","8.18","4.79","6.35","Variación de la población en la última década (%)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,NA,"-1.01","4.86","9.03","7.96","8.25","13.45","9.72","9.9","10.47","7.38","12.63","Variación de la población en la última década (%)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,NA,"0.54","2.93","4.33","7.37","9.72","10.71","10","8.93","5.12","5.77","3.53","Variación de la población en la última década (%)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,NA,"77.39","83.08","95.95","97.14","93.72","88.63","79.54","68.13","52.42","40.72","30.47","Variación de la población en la última década (%)"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,NA,"23.08","26.27","36.08","36.78","38.98","39.45","39.47","39.19","28.62","20.27","11.87","Variación de la población en la última década (%)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,NA,"-3.77","-0.88","0.07","2.16","2.46","4.33","6.95","6.36","8.26","4.04","2.59","Variación de la población en la última década (%)"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,NA,"61.05","60.82","61.86","65.98","62.24","46.79","39.66","23.31","11.49","14.29","11.76","Variación de la población en la última década (%)"
"Altzo",NA,NA,NA,NA,NA,NA,NA,NA,"11.84","14.85","21.21","18.93","20.24","20.18","30.06","27.81","14.61","12.81","15.04","Variación de la población en la última década (%)"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,NA,"-3.08","-5.17","-2.29","-0.5","0.51","-2.41","-1.21","-1.12","-1.22","-2.79","-3.7","Variación de la población en la última década (%)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,NA,"6.55","7.37","8.76","9.84","10.81","11.27","13.11","13.73","11.86","11.52","10.21","Variación de la población en la última década (%)"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,NA,"5.88","10.54","9.19","12.09","13.42","12.53","8","6.35","12.7","5.94","7.32","Variación de la población en la última década (%)"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,NA,"-1.29","1.29","2.81","3.45","3.4","3.29","5.42","6.11","7.64","7","6.52","Variación de la población en la última década (%)"
"Andoain",NA,NA,NA,NA,NA,NA,NA,NA,"-3.15","-1.09","0.39","3.02","3.6","4.33","4.87","5.36","6.17","4.82","3.77","Variación de la población en la última década (%)"
"Anoeta",NA,NA,NA,NA,NA,NA,NA,NA,"0.06","2.17","3.54","7.74","8.38","6.02","6.21","5.29","6.59","9.81","12.38","Variación de la población en la última década (%)"
"Antzuola",NA,NA,NA,NA,NA,NA,NA,NA,"7.08","10.47","11.72","14.11","13.98","15.11","14.52","14.55","12.69","7.45","4.97","Variación de la población en la última década (%)"
"Arakaldo",NA,NA,NA,NA,NA,NA,NA,NA,"-14.55","5.43","1.09","7.95","24.44","45.45","31.25","38.3","51.58","74.44","67.02","Variación de la población en la última década (%)"
"Arama",NA,NA,NA,NA,NA,NA,NA,NA,"9.49","16.46","18.99","18.45","30.54","21.82","22.7","30.72","33.13","28.05","19.08","Variación de la población en la última década (%)"
