"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,"41.87",NA,NA,NA,NA,"49",NA,NA,NA,"52.8","55.33",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Abaltzisketa",NA,NA,NA,"37.4",NA,NA,NA,NA,"36.22",NA,NA,NA,"44.44","47.37",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,"60.37",NA,NA,NA,NA,"64.9",NA,NA,NA,"69.07","72.05",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Aduna",NA,NA,NA,"56.13",NA,NA,NA,NA,"58.43",NA,NA,NA,"57.55","62.05",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Aia",NA,NA,NA,"45.02",NA,NA,NA,NA,"50.9",NA,NA,NA,"58.23","59",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Aizarnazabal",NA,NA,NA,"25.69",NA,NA,NA,NA,"41.19",NA,NA,NA,"44.72","47.19",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Ajangiz",NA,NA,NA,"60.22",NA,NA,NA,NA,"58",NA,NA,NA,"64.32","63.64",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Albiztur",NA,NA,NA,"41.6",NA,NA,NA,NA,"47.83",NA,NA,NA,"48.41","54.76",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Alegia",NA,NA,NA,"52.11",NA,NA,NA,NA,"52.2",NA,NA,NA,"55.38","57.99",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Alegría-Dulantzi",NA,NA,NA,"56.72",NA,NA,NA,NA,"60.25",NA,NA,NA,"63.26","64.44",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Alkiza",NA,NA,NA,"52.89",NA,NA,NA,NA,"50.94",NA,NA,NA,"54.88","52.56",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Alonsotegi",NA,NA,NA,"60.71",NA,NA,NA,NA,"65.56",NA,NA,NA,"68.49","72.42",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
"Altzaga",NA,NA,NA,"50.94",NA,NA,NA,NA,"55.84",NA,NA,NA,"63.75","58.21",NA,NA,NA,NA,NA,"Población de 16 y más años ocupada en el sector servicios (%)"
