"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,"8.9","15.71","23.61","40.08","151.85","151.81","158.43","157.55","156.58","157","156.91",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,"418.98","108.55","297.16","298.1","276.07","280.37","277.78","284.85","285.71","455.93","475.31",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,"21.89","10.6","16.09","16.03","126.49","126.63","126.7","126.56","138.32","153.61","154.95",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,"0","0","178.72","307.23","279.72","265.49","265.49","269.15","261.15","255.32","261.7",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Aia",NA,NA,NA,NA,NA,NA,NA,"41.4","9.04","102.66","127.54","154.46","179.82","177.69","175.17","197.65","195.03","196.97",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,"102.61","44.58","124.41","121.43","112.99","1514.32","1449.09","1442.86","1433.55","1432.26","1433.55",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,"0","178.81","171.97","173.08","158.73","160.26","158.23","167.7","165.14","156.25","163.64",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,"0","0","408.59","384.73","759.03","734.93","718.02","719.51","705.98","714.78","723.04",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,"21.49","20.52","20.32","20.3","21.22","21.28","21.09","20.52","20.4","21.01","20.3",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Altzo",NA,NA,NA,NA,NA,NA,NA,"28.41","0","0","0","0","0","0","0","0","0","0",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,"0","9.22","8.95","8.89","10.06","10.31","10.25","9.26","9.3","10.62","9.59",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,"20.23","17.46","17.24","20.35","23.37","41.35","52.4","51.96","52.16","54.97","54.4",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,"0","0","0","128.68","120.77","121.07","123.46","131.84","127.1","146.34","134.12",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,"25.98","32.37","31.94","35.91","40.8","106.85","106.78","106.22","105.19","105.23","104.97",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Andoain",NA,NA,NA,NA,NA,NA,NA,"12.16","12.81","12.62","12.4","82.53","82.37","82.62","82.57","82.43","82.49","82.67",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Anoeta",NA,NA,NA,NA,NA,NA,NA,"0","0","0","28.53","64.86","65.5","71.04","71.05","70.26","66.36","66.6",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Antzuola",NA,NA,NA,NA,NA,NA,NA,"1.59","0","14.69","46.49","46.27","45.72","45.93","46.14","46.06","45.6","46.42",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Arakaldo",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
"Arama",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","1150","1059.91","1059.91","1095.24","1116.5",NA,"Potencia fotovoltaica instalada (kW por 10.000 habitantes)"
