"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,"0","79.41","189.94","199.42","198.36","201.04","205.82","203.81","202.56","217.67","217.67",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,"0","246.71","236.59","237.34","245.4","249.22","246.91","242.42","243.16","227.96","227.96",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,"8.74","31.47","31.47","31.35","30.85","30.89","30.9","30.74","30.97","31.34","31.34",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,"0","0","0","142.14","139.86","132.74","132.74","131.29","127.39","121.28","121.28",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Aia",NA,NA,NA,NA,NA,NA,NA,"28.2","18.59","18.34","66.19","64.77","114.89","138.2","137.39","137.32","147.73","147.73",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,"113.38","352.94","551.01","551.01","977.78","960.7","962.8","977.78","1555.08","1570.81","1570.81",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,"30.52","30.23","29.82","29.43","28.57","28.12","28.23","28.47","28.67","29.29","29.29",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,"0","202.82","189.5","178.44","173.18","167.68","163.82","163.76","160.68","162.39","162.39",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,"156.25","155.28","144.09","140.06","141.64","140.06","134.77","368.42","536.19","541.44","754.14",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,"31.89","36.88","36.52","36.47","35.36","35.46","35.15","35.37","35.17","36.06","36.06",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Altzo",NA,NA,NA,NA,NA,NA,NA,"0","134.56","127.5","126.87","125.63","123.46","121.65","122.25","125","125.93","313.58",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,"110.88","0","0","0","0","0","61.48","61.73","61.98","116.77","277.07",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,"5.96","8.62","13.07","12.91","15.03","19.29","21.07","22.52","22.61","29.2","29.2",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,"0","0","0","174.51","169.08","169.49","172.84","174.13","167.87","480.49","480.49",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,"62.13","47.61","46.9","71.2","71.64","79.89","94.92","94.68","93.76","98.7","98.7",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Andoain",NA,NA,NA,NA,NA,NA,NA,"2.41","2.39","2.36","2.32","2.05","2.04","2.05","2.05","2.05","5.93","5.93",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Anoeta",NA,NA,NA,NA,NA,NA,NA,"0","0","123.91","121.23","118.92","120.09","120.22","715.81","739.57","739.66","739.66",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Antzuola",NA,NA,NA,NA,NA,NA,NA,"0","24.05","23.78","54.89","55.53","54.87","55.12","54.82","54.72","103.51","103.51",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arakaldo",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arama",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Aramaio",NA,NA,NA,NA,NA,NA,NA,"162.28","45.55","279.11","304.07","307.28","307.49","304.03","375.59","507.44","514.49","514.49",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arantzazu",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Areatza",NA,NA,NA,NA,NA,NA,NA,"100.75","166.67","162.16","159.15","157.62","152.67","220.23","220.05","222.96","225.94","225.94",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Aretxabaleta",NA,NA,NA,NA,NA,NA,NA,"37.22","0","0","3.02","2.99","2.97","2.92","2.89","2.86","9.89","9.89",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Armiñón",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arraia-Maeztu",NA,NA,NA,NA,NA,NA,NA,"1634.62","0","90.52","456.9","451.98","443.21","433.02","506.16","518.21","594.1","594.1",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arrankudiaga",NA,NA,NA,NA,NA,NA,NA,"0","0","48.14","46.86","43.48","278.67","270.55","269.71","266.94","270.3","270.3",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arrasate/Mondragón",NA,NA,NA,NA,NA,NA,NA,"15.33","32.06","33.18","33.04","33.17","33.22","39.5","39.45","41.72","41.62","41.62",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arratzu",NA,NA,NA,NA,NA,NA,NA,"0","0","877.65","837.87","817.94","1053.98","1056.7","1059.43","1030.15","1002.46","1002.46",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arratzua-Ubarrundia",NA,NA,NA,NA,NA,NA,NA,"2987.47","964.09","940.58","960.26","963.86","1009.46","976.6","1162.08","1146.88","1146.44","1146.44",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arrieta",NA,NA,NA,NA,NA,NA,NA,"0","342.39","343.01","426.5","501.79","516.61","508.17","513.76","663.18","666.08","666.08",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Arrigorriaga",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","64.74","64.67","65.46","65.46","65.48","65.48",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Artea",NA,NA,NA,NA,NA,NA,NA,"177.78","0","57.77","214.91","210.53","268.2","268.2","855.26","838.71","847.66","847.66",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Artzentales",NA,NA,NA,NA,NA,NA,NA,"0","0","0","258.43","246.91","242.59","236.84","247.25","457.06","450.68","450.68",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Artziniega",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","41.01","41.01",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Asparrena",NA,NA,NA,NA,NA,NA,NA,"0","100","185.14","225.24","220.24","231.59","229.68","233.39","260.29","350.33","350.33",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Asteasu",NA,NA,NA,NA,NA,NA,NA,"77.95","92.72","117.47","118.27","115.41","114.02","112.43","112.36","111.62","114.75","114.75",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Astigarraga",NA,NA,NA,NA,NA,NA,NA,"232.67","225.03","218.27","210.99","210.24","205.48","198.04","186.65","178.86","187.41","187.41",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Ataun",NA,NA,NA,NA,NA,NA,NA,"21.6","42.53","41.11","40.69","41.92","53.92","107.14","130.87","129.41","132.62","132.62",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Atxondo",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","28.27","64.94","93.32","243.11","243.11",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Aulesti",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Ayala/Aiara",NA,NA,NA,NA,NA,NA,NA,"224.61","33.4","275.24","324.25","318.36","416.67","424.95","436.12","454.08","461.91","461.91",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Azkoitia",NA,NA,NA,NA,NA,NA,NA,"8.16","22.6","21.98","27.51","66.95","66.57","66.13","66.3","66.2","74.01","74.01",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Azpeitia",NA,NA,NA,NA,NA,NA,NA,"9.76","10.33","24.5","24.13","24.47","24.39","24.13","24.12","24.01","29.03","29.03",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Añana",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","595.24","602.41","649.35","606.06","643.31","643.31",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Bakio",NA,NA,NA,NA,NA,NA,NA,"0","257.74","363.42","408.78","862.35","837.92","817.97","810.5","814.53","821.17","860.56",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Baliarrain",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","517.01","517.01",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Balmaseda",NA,NA,NA,NA,NA,NA,NA,"150.32","138.33","147.45","145.5","143.9","139.79","271.42","268.1","268.23","281.79","281.79",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Barakaldo",NA,NA,NA,NA,NA,NA,NA,"32.55","4.07","8.3","8.2","8.16","8.1","8.07","8.06","8.09","8.05","8.05",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Barrika",NA,NA,NA,NA,NA,NA,NA,"414.62","521.57","766.83","769.57","753.19","798.15","801.32","821.38","819.78","840.81","840.81",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Barrundia",NA,NA,NA,NA,NA,NA,NA,"1966.29","171.15","550.18","677.6","505.49","739.51","759.91","779.22","786.89","991.16","991.16",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Basauri",NA,NA,NA,NA,NA,NA,NA,"2.02","11.42","11.5","11.58","11.54","15.89","15.96","16.03","35.56","35.74","35.74",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Baños de Ebro/Mañueta",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Beasain",NA,NA,NA,NA,NA,NA,NA,"0","7.89","22.35","22.28","35.09","34.99","44.04","39.15","42.72","44.78","44.78",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Bedia",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","20.26","19.61","19.32","18.59","18.59",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Beizama",NA,NA,NA,NA,NA,NA,NA,"294.12","0","0","0","0","439.56","457.14","470.59","778.44","806.06","1260.61",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Belauntza",NA,NA,NA,NA,NA,NA,NA,"110.75","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Berango",NA,NA,NA,NA,NA,NA,NA,"0","0","8.66","48.85","53.35","58.72","58.11","64.78","64.98","64.36","64.36",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Berantevilla",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Berastegi",NA,NA,NA,NA,NA,NA,NA,"99.7","0","0","0","38.06","37.7","37.66","37.49","37.88","87.65","87.65",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Bermeo",NA,NA,NA,NA,NA,NA,NA,"485.84","34.04","44.2","97.35","129.8","129.41","131.24","131.13","134.84","135.54","135.54",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Bernedo",NA,NA,NA,NA,NA,NA,NA,"398.95","0","0","0","0","265.49","264.08","317.46","385.32","446.77","446.77",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Berriatua",NA,NA,NA,NA,NA,NA,NA,"176.72","32.47","31.2","59.74","62.31","63.64","63.8","64.05","64.72","63.93","63.93",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Berriz",NA,NA,NA,NA,NA,NA,NA,"0","10.51","57.57","56.87","57.35","65.69","65.91","99.4","100.31","136.25","136.25",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Berrobi",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Bidania-Goiatz",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Bilbao",NA,NA,NA,NA,NA,NA,NA,"0.68","5.41","5.41","7.93","7.96","7.97","7.99","8.1","8.31","8.34","8.34",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Busturia",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Campezo/Kanpezu",NA,NA,NA,NA,NA,NA,NA,"23.26","0","808.84","855.64","1127.89","1130.9","1117.96","1126.89","1245.39","1260.99","1260.99",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
"Deba",NA,NA,NA,NA,NA,NA,NA,"128.36","43.04","70.95","70.89","70.58","70.11","79.06","88.5","88.07","87.5","87.5",NA,"Superficie solar térmica instalada (m² por cada 10.000 habitantes)"
