"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,NA,"0.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,NA,"6.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,NA,"0.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,NA,"1.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Aia",NA,NA,NA,NA,NA,NA,NA,NA,"3.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,NA,"4.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,NA,"10.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,NA,"3.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,NA,"1.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,NA,"4.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,NA,"4.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,NA,"3.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Altzo",NA,NA,NA,NA,NA,NA,NA,NA,"2.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,NA,"5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,NA,"0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,NA,"16.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,NA,"7.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Andoain",NA,NA,NA,NA,NA,NA,NA,NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Anoeta",NA,NA,NA,NA,NA,NA,NA,NA,"0.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Antzuola",NA,NA,NA,NA,NA,NA,NA,NA,"8.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arakaldo",NA,NA,NA,NA,NA,NA,NA,NA,"1.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arama",NA,NA,NA,NA,NA,NA,NA,NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Aramaio",NA,NA,NA,NA,NA,NA,NA,NA,"9.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arantzazu",NA,NA,NA,NA,NA,NA,NA,NA,"0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Areatza",NA,NA,NA,NA,NA,NA,NA,NA,"0.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Aretxabaleta",NA,NA,NA,NA,NA,NA,NA,NA,"7.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Armiñón",NA,NA,NA,NA,NA,NA,NA,NA,"0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arraia-Maeztu",NA,NA,NA,NA,NA,NA,NA,NA,"15.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arrankudiaga",NA,NA,NA,NA,NA,NA,NA,NA,"4.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arrasate/Mondragón",NA,NA,NA,NA,NA,NA,NA,NA,"5.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arratzu",NA,NA,NA,NA,NA,NA,NA,NA,"11.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arratzua-Ubarrundia",NA,NA,NA,NA,NA,NA,NA,NA,"2.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arrieta",NA,NA,NA,NA,NA,NA,NA,NA,"11.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Arrigorriaga",NA,NA,NA,NA,NA,NA,NA,NA,"1.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Artea",NA,NA,NA,NA,NA,NA,NA,NA,"0.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Artzentales",NA,NA,NA,NA,NA,NA,NA,NA,"13.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Artziniega",NA,NA,NA,NA,NA,NA,NA,NA,"14.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Asparrena",NA,NA,NA,NA,NA,NA,NA,NA,"2.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Asteasu",NA,NA,NA,NA,NA,NA,NA,NA,"4.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Astigarraga",NA,NA,NA,NA,NA,NA,NA,NA,"6.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
"Ataun",NA,NA,NA,NA,NA,NA,NA,NA,"5.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiempo medio de acceso a carreteras principales (min.)"
