"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,"30.43","31.79","41.96","53.77","60.33","36.24","33.45","29.23","28.38","26.61","22.17",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,"3.39","3.29","3.15","3.15","3.07","3.12","3.09","3.03","3.04","6.08","6.17",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,"30.91","29.45","29.77","30.6","31.16","27.08","27.19","25.82","29.93","24.08","23.49",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,"5.43","5.41","5.32","5.32","2.33","4.42","6.64","4.38","8.49","36.17","36.17",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Aia",NA,NA,NA,NA,NA,NA,NA,"6.77","8.75","5.39","7.01","7.47","7.49","6.91","6.87","10.79","11.21","11.24",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,"53.75","51.72","45.94","29.1","18.36","15.01","13.05","15.58","20.65","19.35","23.23",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,"11.34","11.31","13.48","6.74","6.67","15.28","8.75","6.67","4.32","26.14","29.85",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,"0","0","3.18","3.18","6.35","3.21","3.16","3.11","3.06","3.13","6.06",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,"17.95","22.53","26.9","24.56","22.86","19.69","13.55","15.95","20.64","20.1","21.97",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,"7.31","9.54","10.54","10.54","8.47","7.49","10.46","9.76","20.51","19.08","17.51",NA,"Solicitudes de vivienda que constan en Etxebide (‰ habitantes)"
