"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,"409.6","405.82","435.26","423.35","425.79","410.02",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,"397.16","393.1","430","424.44","422.71","364.49",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,"400.68","423.82","385.47","398.79","413.38","400.78",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Aduna",NA,NA,NA,NA,NA,NA,"394.81","394.44","390.24","388.74","408.74","551.81",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Aia",NA,NA,NA,NA,NA,NA,"462.7","510.78","555.25","597.18","446.48","510.84",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,"382.64","394.57","428.79","422.09","383.16",NA,NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Ajangiz",NA,NA,NA,NA,NA,NA,"353.35","338.64","395.93","427.93","350.56","363.84",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Albiztur",NA,NA,NA,NA,NA,NA,"397.31","405.41","429.53","425.32","424.92","366.24",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Alegia",NA,NA,NA,NA,NA,NA,"400.48","399.64","419.86","366.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,"330.34","341.34","319.36","301.1","310.09",NA,NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Alkiza",NA,NA,NA,NA,NA,NA,"391.89","389.07","417.61","371.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,"446.76","434","405.37","395.67","381.57","378.53",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Altzaga",NA,NA,NA,NA,NA,NA,"403.97","402.6","382.17","383.65","375",NA,NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Altzo",NA,NA,NA,NA,NA,NA,"392.66","403.9","425.47","410.26","421.45","370",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Amezketa",NA,NA,NA,NA,NA,NA,"401.03","401.23","440.87","448.92","420.47","367.94",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,"395.69","356.57","412.24","420.18","410.29","380.32",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Amoroto",NA,NA,NA,NA,NA,NA,"303.43","306.12","359.8","321.87","458.13","447.69",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Amurrio",NA,NA,NA,NA,NA,NA,"387.35","416.15","417.28","380.09","372.04","376.46",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Andoain",NA,NA,NA,NA,NA,NA,"396.32","401.2","434.09","438.94","418.88","368.89",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Anoeta",NA,NA,NA,NA,NA,NA,"337.08","336.89","434.9","440.8","417.8","368.45",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Antzuola",NA,NA,NA,NA,NA,NA,"351.05","340.3","390.08","394.28","412.15","406.93",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
"Arakaldo",NA,NA,NA,NA,NA,NA,"580.65","880.43","520.83","526.32","531.91","384.62",NA,NA,NA,NA,NA,NA,NA,"Generación de residuos urbanos por habitante y año (kg./hab./año)"
