"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,"35.07","38.7","36.24","42.51","38.22","49.8","49.69","50.34","43","40.41","44.78","47.94","42.13",NA,"Índice de delitos (‰ habitantes)"
"Abaltzisketa",NA,NA,NA,NA,NA,"46.26","14.18","20.69","16.67","22.51","28.94","43.61","86.42","46.44","40.25","48.48","33.43","36.7",NA,"Índice de delitos (‰ habitantes)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,"33.29","34.44","41.34","35.18","49.22","43.08","47.9","41.26","49.94","47.57","51.22","48.44","46.64",NA,"Índice de delitos (‰ habitantes)"
"Aduna",NA,NA,NA,NA,NA,"81.87","95.1","113.89","108.4","91.15","75.07","91.57","113.38","81.86","53.1","64.66","95.54","82.98",NA,"Índice de delitos (‰ habitantes)"
"Aia",NA,NA,NA,NA,NA,"32.74","27.76","35.75","42.2","31.49","34.74","43.87","54.36","43.69","59.09","40.22","43.03","29.28",NA,"Índice de delitos (‰ habitantes)"
"Aizarnazabal",NA,NA,NA,NA,NA,"8.83","16.56","19.29","11.18","12.38","27.86","21.77","40.22","21.33","22.67","24.58","21.94","15.48",NA,"Índice de delitos (‰ habitantes)"
"Ajangiz",NA,NA,NA,NA,NA,"2.33","6.93","13.64","24.89","27.03","20.27","22.32","30.84","26.2","17.47","39.39","13.02","19.4",NA,"Índice de delitos (‰ habitantes)"
"Albiztur",NA,NA,NA,NA,NA,"16.95","13.47","13.51","26.85","29.22","19.48","12.74","28.66","22.29","22.29","30.77","37.04","24.62",NA,"Índice de delitos (‰ habitantes)"
"Alegia",NA,NA,NA,NA,NA,"27.51","21.17","18.08","22.63","39.43","21.78","33.87","32.31","34.93","40.56","35.43","39.01","33.99",NA,"Índice de delitos (‰ habitantes)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,"24.27","26.71","24.07","19.58","24.31","23.89","19.12","21.75","35.26","24.33","24.84","16.87","24.05",NA,"Índice de delitos (‰ habitantes)"
"Alkiza",NA,NA,NA,NA,NA,"0","13.51","9.65","9.35","17.91","11.94","11.27","5.63","16.48","30.22","18.57","21.74","5.56",NA,"Índice de delitos (‰ habitantes)"
"Alonsotegi",NA,NA,NA,NA,NA,"29.52","40.21","36.17","27.91","30.52","35.13","44.14","33.29","39.53","36.36","32.8","49.47","39.2",NA,"Índice de delitos (‰ habitantes)"
"Altzaga",NA,NA,NA,NA,NA,"21.28","0","0","25.81","50.96","25","12.42","37.27","24.24","5.85","17.24",NA,NA,NA,"Índice de delitos (‰ habitantes)"
"Altzo",NA,NA,NA,NA,NA,"14.93","8.47","11.14","37.94","17.95","10.26","20","32.34","19.61","31.86","46.91","29.78","22",NA,"Índice de delitos (‰ habitantes)"
"Amezketa",NA,NA,NA,NA,NA,"14.26","6.15","16.46","12.45","20.64","13.42","25.2","17.31","17.47","22.61","26.8","7.33","13.83",NA,"Índice de delitos (‰ habitantes)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,"30.42","25.38","23.12","27.47","26.26","27.92","23.01","25.48","28.65","28.16","23.15","24.55","24.15",NA,"Índice de delitos (‰ habitantes)"
"Amoroto",NA,NA,NA,NA,NA,"21.39","21.11","7.65","17.37","14.74","19.66","17.03","19.32","36.67","17.11","36.59","118.36","136.36",NA,"Índice de delitos (‰ habitantes)"
"Amurrio",NA,NA,NA,NA,NA,"18.15","22.72","18.52","21.12","21.9","24.31","25.42","22.93","28.91","28.42","30.52","24.39","21.63",NA,"Índice de delitos (‰ habitantes)"
"Andoain",NA,NA,NA,NA,NA,"16.9","16.84","16.53","19.15","17.81","20.81","22.15","21.87","20.66","20.25","15.84","18.82","17.35",NA,"Índice de delitos (‰ habitantes)"
"Anoeta",NA,NA,NA,NA,NA,"23.64","20.79","23.02","19.64","31.13","31.68","36.2","46.17","27.85","57.35","46.2","50.36","48.53",NA,"Índice de delitos (‰ habitantes)"
