"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,"1341.63","982.04","999.79","1137.53","1353.28","1229.97","1137.59","1796.43","1409.01","1396.39","1379.36","1220.14",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Abaltzisketa",NA,NA,NA,NA,"1519.96","1126.94","1044.23","1583.27","1326.15","1069.1","1311.36","1827.34","2484.03","2434.33","1375.87","1991.98",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,"923.36","923.2","1177.97","1272.71","1626.98","1681.01","1684.03","1673.95","1273.75","1479.18","1225.57","1109.75",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Aduna",NA,NA,NA,NA,"1939.57","2237.42","2394.43","2979.49","2287.83","2075.75","4575.62","4288.95","2835.14","1563.53","1556.62","1664.32",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Aia",NA,NA,NA,NA,"1413.35","1290.5","1082.97","1404.86","1634.83","1241.12","2017.92","1526.76","1318.72","1152.34","1093.54","1116.09",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Aizarnazabal",NA,NA,NA,NA,"1385.67","1567.28","1342.23","1300.93","1471.88","2519.24","3242.62","2631.13","1568.95","1559.02","1821.93","1482.4",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Ajangiz",NA,NA,NA,NA,"1359.4","1209.13","1561.92","2322.74","1496.82","1938.85","2097.81","2385.37","2507.42","2554.74","1720.33","1187.19",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Albiztur",NA,NA,NA,NA,"936.43","1009.79","909.5","2354.87","2228.82","2156.46","1830.12","1727.97","1883.45","1383.77","1205.61","1268.39",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Alegia",NA,NA,NA,NA,"711.86","796.41","666.9","900.46","895.5","1324.32","1493.02","1330.93","1191.07","1065.7","853.9","966.05",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Alegría-Dulantzi",NA,NA,NA,NA,"1266.09","1208.89","2368.24","1841.45","1583.22","1390.44","1553.74","1792.99","1673.01","1075.39","1048.03","1019.49",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Alkiza",NA,NA,NA,NA,"1008.79","1244.32","1239.38","2387.65","2494.5","1349.23","1265.95","1443.67","1562.77","1096.34","1299.56","1194.28",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Alonsotegi",NA,NA,NA,NA,"1345.01","1308.12","1982.46","976.2","1870.27","3528.45","1471.14","2886.52","1415.58","1130.46","2127.46","1034.6",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Altzaga",NA,NA,NA,NA,"3321.24","1368.21","1460.36","2715.66","2168.52","1799.73","1581.33","2583.95","1835.63","1666.8","1854.38","1093.25",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Altzo",NA,NA,NA,NA,"1802.48","2057.26","1418.58","1434.17","1395.3","1320.17","1218.02","1948.99","2005.78","1675.67","1667.49","1688.08",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Amezketa",NA,NA,NA,NA,"688.42","1093.82","634.18","890.13","1336.29","1034.26","1099.97","2550.29","1360.02","1478.47","950.75","1143.72",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Amorebieta-Etxano",NA,NA,NA,NA,"956.77","1073.5","1150.83","1118.15","1290.21","1294.29","1686.77","1996.67","2018.95","1243.33","1259.98","1330.74",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Amoroto",NA,NA,NA,NA,"1333.54","1103.43","1397.59","1752.31","2595.21","2531.88","2040.32","2286.61","1604.95","1477.79","1584.36","1579.69",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Amurrio",NA,NA,NA,NA,"1152.17","1268","1248.78","1532.2","1483.48","1514.32","1440.84","1628.71","1282.87","1217.23","1083.76","1115.52",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Andoain",NA,NA,NA,NA,"860.34","1187.67","1044.33","1276.5","1267.66","1658.35","1396.05","1784.21","1649.27","1493.37","1439.92","1435.06",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Anoeta",NA,NA,NA,NA,"932.01","1052.63","2435.88","1201.67","1040.13","1081.28","1062.39","1403.64","1151.86","1169.6","1058.79","1040.79",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Antzuola",NA,NA,NA,NA,"898.1","1124.15","1095.44","1249.84","1057.21","912.05","1661.7","2224.59","1564.11","1147.29","1094.74","1287.65",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
"Arakaldo",NA,NA,NA,NA,"1848.18","7144.62","5459.66","2964.48","2726.4","6364.81","6140.5","3520.55","2567.85","3277.5","3356.5","2033.88",NA,NA,NA,"Gasto liquidado del Ayuntamiento por habitante (€)"
