"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48.18","47.46","46.69","45.69","44.54",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.73","54.29","58.25","57.89","57.58",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.47","35.33","34.26","32.88","33.67",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Aduna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.86","40.15","37.23","39.01","37.33",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Aia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.58","45.99","44.16","46.12","42.51",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.21","47.41","45.49","48.35","43.53",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.3","23.64","24.32","23.48","20.18",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.91","40.22","30.93","30.39","32",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Alegia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.49","44.63","43.11","42.97","42.26",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.5","37.93","38.5","36.22","36.56",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","50.93","48.65","44.17","45.76",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.41","34.26","34.54","34.06","33.04",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","24.32","23.68","13.16","16.22",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Altzo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.61","41.74","40.52","39.13","39.02",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.13","50.33","50.66","47.23","51.89",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.32","34.83","34.14","33.94","33.69",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","48.89","46.74","45.54","46.3",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6","41.48","40.17","39.02","36.97",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Andoain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.55","39.72","38.24","37.3","37.73",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Anoeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.28","43.31","43.75","44.21","45.32",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Antzuola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.25","38.98","38.29","38.17","39.29",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arakaldo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.62","28.57","31.25","39.29","36.11",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.07","43.86","43.86","38.18","38.6",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Aramaio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.98","33.76","30.89","31.36","29.78",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arantzazu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.07","32.18","30","29.67","29.17",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Areatza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.04","31.13","29.19","29.56","30.15",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Aretxabaleta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.44","33.96","33.46","32.6","33.82",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Armiñón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5","46.67","39.58","39.58","34.09",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arraia-Maeztu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.2","49.72","49.11","49.44","50.29",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arrankudiaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.69","26.79","25.21","24.3","24.44",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arrasate/Mondragón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.06","36.11","34.92","34.76","35.03",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arratzu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.45","26.8","25","25.77","25.74",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arratzua-Ubarrundia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.57","31.5","30.83","27.91","25.83",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arrieta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.93","26.49","24.66","25","24.56",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Arrigorriaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.75","27.85","26.4","26.23","26.85",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Artea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.06","25.65","26.18","25.52","24.04",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Artzentales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.76","34.19","31.17","31.29","29.52",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Artziniega",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.23","38.05","39.59","37.15","36.48",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Asparrena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.16","53.2","53.33","51.84","50.73",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Asteasu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.14","43.45","43.33","43.67","42.53",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Astigarraga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.42","31.73","31.51","29.66","28.88",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Ataun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.79","39.97","38.85","38.73","37.84",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Atxondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.91","44.04","44.97","44.25","45.38",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Aulesti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.42","35.56","31.82","31.25","38.46",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Ayala/Aiara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.45","44.28","42.67","42.06","39.7",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Azkoitia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.65","41.61","40.8","39.62","40.39",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
"Azpeitia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.94","38.13","37.55","36.28","36.47",NA,"Tasa de afil.a la S.S. segun Grupo Cotización"
