"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,"18073.94","19292.68","20328.15","19993.84","20306.64","20116.32","19500.46","14902.98","17434.98","19038.2","17492.94","17007.75","18218.65","19074.76",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Abaltzisketa",NA,NA,NA,NA,"2289.61","2311.37","2186.96","2270.07","2015.6","2612.19","2301.17","2193.65","2324.47","2093.31","2674.67","2334.03","1976.36","1786.28",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,"4227.28","4462.76","5042.83","5356.14","5714.46","6246.63","6010.92","4835.82","5228.24","5488.18","5921.76","6226.93","6766.62","6665.27",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Aduna",NA,NA,NA,NA,"37132.9","36532.05","41027.15","36934.28","37842.85","37006.68","37226.58","29608.55","30512.82","30289.75","31283.9","31958.31","30456.01","31390.09",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Aia",NA,NA,NA,NA,"8897.38","9616.06","10380.22","10580.32","10289.29","10350.79","9284.1","7420.62","7508.26","7597.1","7450.48","7381.57","7063.86","6817.23",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Aizarnazabal",NA,NA,NA,NA,"166830.79","156092.21","159191.2","154155.67","139652.55","140479.44","136313.18","107453.11","127260.11","120703.86","95357.66","111945.62","106143","101231.41",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Ajangiz",NA,NA,NA,NA,"2953.02","3198.33","3308.67","3138.43","3120.09","3348.66","54603.87","49522.39","58778.3","61449.32","58705.44","57792.04","56880.09","60405.1",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Albiztur",NA,NA,NA,NA,"8262.13","8789.97","8505.8","10318.57","10657.7","10611.05","10906.02","10556.58","10423.24","10499.8","10027.32","8297.03","3880.91","4382.91",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Alegia",NA,NA,NA,NA,"8055.61","7359.39","9419.36","9661.17","10522.81","12138.21","10957.96","9844.96","10795.16","10795.46","9981.6","10779.61","10198.3","10712.22",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Alegría-Dulantzi",NA,NA,NA,NA,"13465.61","9631.26","9432.47","9891.08","9552.51","10018.43","10862.13","8765.79","8497.26","8188.89","8335.28","7714.15","7461.74","6927.12",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Alkiza",NA,NA,NA,NA,"2413.43","2702.07","2719.15","2752.75","2621.5","2764.12","2760.22","2505.13","2414.52","2257.17","1840.93","1790.46","1749.31","1885.6",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Alonsotegi",NA,NA,NA,NA,"10877.86","11215.78","10831.03","10179.93","10429.98","10189.12","11557.27","9871.74","9057.94","7686.73","6843.29","7465.17","7258.62","7306.49",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Altzaga",NA,NA,NA,NA,"2426.39","3378.82","1169.77","1985.97","1988.41","2095.06","2545.16","1912.57","2308.54","2153.93","2244.02","1871.21","1928.58","1898.83",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Altzo",NA,NA,NA,NA,"34759.82","35713.9","32040.46","30238.73","37659.4","39905.68","37940.56","36416.5","37036.58","38561.52","36081.83","37513.26","36350.42","34752.75",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Amezketa",NA,NA,NA,NA,"18187.59","19646.73","19532.19","14901.42","20851.11","15153.41","72733.49","76252.74","78681.3","79463.92","85430.87","84620.3","86473.23","83020.02",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
"Amorebieta-Etxano",NA,NA,NA,NA,"13256.15","13453.65","13906.98","14104.71","14261.3","14282.98","14162.03","11101.44","11571.38","11367.16","11564.69","11298.3","11374.13","11729.65",NA,"Consumo eléctrico anual del municipio (Kwh./habitante)"
