"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,"3.42","3.39","3.36","3.36","6","5.95","8.92","5.88","4.76","4.58","4.28","0.67","0.13",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Abaltzisketa",NA,NA,NA,NA,NA,"0","0","5.17","0","0","0","0","3.09","3.1","3.06","3.03","3.04","12.23",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,"10.27","10.1","12.45","14.47","13.95","13.92","19","13.27","12.46","13.77","13.06","15.73","16.45",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Aduna",NA,NA,NA,NA,NA,"4.39","4.32","4.17","4.07","2.68","2.57","4.82","0","4.42","6.6","4.31","8.49","4.26",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Aia",NA,NA,NA,NA,NA,"5.95","5.78","5.68","5.55","2.17","2.1","4.03","5.99","4.47","4.43","4.9","3.91","3.9",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Aizarnazabal",NA,NA,NA,NA,NA,"2.65","2.48","2.41","2.4","3.1","3.03","7.26","2.77","2.67","5.21","5.17","11.61","16.77",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Ajangiz",NA,NA,NA,NA,NA,"3.5","3.46","3.41","3.39","0","0","0","0","0","0","0","0","0",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Albiztur",NA,NA,NA,NA,NA,"0","0","0","0","0","0","3.18","3.18","3.18","3.13","3.08","3.09","0",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Alegia",NA,NA,NA,NA,NA,"7.95","9.07","6.63","11.91","10.01","9.87","17.22","13.04","5.63","8.51","13.77","18.43",NA,NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,"6.62","6.05","5.66","5.34","7.54","8.25","12.75","8.7","5.64","8.02","8.97","9.64","10.46",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Alkiza",NA,NA,NA,NA,NA,"5.32","5.07","4.82","4.67","5.97","5.68","8.45","2.82","2.75","2.66","7.96","5.43","2.78",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Alonsotegi",NA,NA,NA,NA,NA,"15.14","14.89","17.36","17.17","13.84","13.77","23.66","14.16","15.88","17.63","26.46","22.81","26.6",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Altzaga",NA,NA,NA,NA,NA,"0","0","0","0","6.37","6.29","6.25","6.25","6.21","6.13","6.06","5.85","5.75",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Altzo",NA,NA,NA,NA,NA,"0","0","0","4.07","5.13","4.99","12.5","4.98","4.9","4.88","0","17.37","9.78",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
"Amezketa",NA,NA,NA,NA,NA,"0","0","0","0","1.03","1.01","4.03","5.09","4.11","6.16","10.31","10.47","8.51",NA,"Unidades convivenciales perceptoras de Ayudas de Emergencia Social (‰ habitantes)"
