"Udalerri kodea","Udalerria","2013","2012","2011","2010","2009","2008","2007","2006","2005"
"48001","Abadiño","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20001","Abaltzisketa","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48002","Abanto y Ciérvana-Abanto Zierbena","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20002","Aduna","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20016","Aia","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20003","Aizarnazabal","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48911","Ajangiz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20004","Albiztur","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20005","Alegia","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"01001","Alegría-Dulantzi","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"20006","Alkiza","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48912","Alonsotegi","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20906","Altzaga","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20007","Altzo","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20008","Amezketa","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48003","Amorebieta-Etxano","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48004","Amoroto","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01002","Amurrio","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"20009","Andoain","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20010","Anoeta","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20011","Antzuola","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48005","Arakaldo","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"20012","Arama","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"01003","Aramaio","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48006","Arantzazu","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48093","Areatza","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20013","Aretxabaleta","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"01006","Armiñón","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"01037","Arraia-Maeztu","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"48009","Arrankudiaga","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"20055","Arrasate/Mondragón","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48914","Arratzu","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01008","Arratzua-Ubarrundia","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"48010","Arrieta","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48011","Arrigorriaga","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"48023","Artea","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48008","Artzentales","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"01004","Artziniega","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"01009","Asparrena","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"20014","Asteasu","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20903","Astigarraga","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20015","Ataun","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48091","Atxondo","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48070","Aulesti","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01010","Ayala/Aiara","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"20017","Azkoitia","95.07","92.05","86.30","92.33","85.21","87.43","84.93","92.05","89.84"
"20018","Azpeitia","95.07","92.05","86.30","92.33","85.21","87.43","84.93","92.05","89.84"
"01049","Añana","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"48012","Bakio","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20904","Baliarrain","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48090","Balmaseda","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"48013","Barakaldo","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48014","Barrika","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01013","Barrundia","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"48015","Basauri","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"01011","Baños de Ebro/Mañueta","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"20019","Beasain","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48092","Bedia","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20020","Beizama","95.07","92.05","86.30","92.33","85.21","87.43","84.93","92.05","89.84"
"20021","Belauntza","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48016","Berango","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"01014","Berantevilla","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"20022","Berastegi","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20074","Bergara","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48017","Bermeo","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01016","Bernedo","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"48018","Berriatua","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48019","Berriz","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20023","Berrobi","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20024","Bidania-Goiatz","99.20","99.20","97.00","99.20","96.70","95.60","86.80","86.30","88.70"
"48020","Bilbao","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48021","Busturia","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01017","Campezo/Kanpezu","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"20029","Deba","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48901","Derio","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
