"Udalerri kodea","Udalerria","2013","2012","2011","2010","2009","2008","2007","2006","2005"
"48026","Dima","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20069","Donostia / San Sebastián","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"48027","Durango","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48028","Ea","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20030","Eibar","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48031","Elantxobe","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01021","Elburgo/Burgelu","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"01022","Elciego","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"20031","Elduain","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20033","Elgeta","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20032","Elgoibar","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48032","Elorrio","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"01023","Elvillar/Bilar","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"48902","Erandio","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48033","Ereño","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48034","Ermua","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20067","Errenteria","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20066","Errezil","95.07","92.05","86.30","92.33","85.20","87.43","84.93","92.05","89.84"
"01046","Erriberagoitia/Ribera Alta","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"48079","Errigoiti","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20034","Eskoriatza","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48029","Etxebarri","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48030","Etxebarria","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20035","Ezkio-Itsaso","99.20","99.20","97.00","99.20","96.70","95.60","86.80","86.30","88.70"
"48906","Forua","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48035","Fruiz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20038","Gabiria","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20037","Gaintza","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48036","Galdakao","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48037","Galdames","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"48038","Gamiz-Fika","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48039","Garai","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48040","Gatika","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48041","Gautegiz Arteaga","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20907","Gaztelu","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48046","Gernika-Lumo","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20039","Getaria","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48044","Getxo","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48047","Gizaburuaga","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48042","Gordexola","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"48043","Gorliz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48045","Güeñes","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"01056","Harana/Valle de Arana","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"20040","Hernani","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20041","Hernialde","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20036","Hondarribia","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20042","Ibarra","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48048","Ibarrangelu","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20043","Idiazabal","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48094","Igorre","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20044","Ikaztegieta","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20045","Irun","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20046","Irura","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"01027","Iruraiz-Gauna","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"01901","Iruña Oka/Iruña de Oca","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"48049","Ispaster","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20047","Itsasondo","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48910","Iurreta","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48050","Izurtza","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48022","Karrantza Harana/Valle de Carranza","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"48907","Kortezubi","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01019","Kripan","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"01020","Kuartango","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"01028","Labastida/Bastida","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"01030","Lagrán","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"01031","Laguardia","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"01032","Lanciego/Lantziego","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"48051","Lanestosa","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"01902","Lantarón","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"01033","Lapuebla de Labarca","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"48052","Larrabetzu","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20048","Larraul","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20902","Lasarte-Oria","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"01036","Laudio/Llodio","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"48053","Laukiz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20049","Lazkao","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20050","Leaburu","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20051","Legazpi","99.20","99.20","97.00","99.20","96.70","95.60","86.80","86.30","88.70"
"20052","Legorreta","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"01058","Legutio","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"20068","Leintz-Gatzaga","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48054","Leioa","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48057","Lekeitio","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48055","Lemoa","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48056","Lemoiz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01034","Leza","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"48081","Lezama","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20053","Lezo","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20054","Lizartza","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48903","Loiu","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48058","Mallabia","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48060","Markina-Xemein","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48061","Maruri-Jatabe","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48059","Mañaria","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20901","Mendaro","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48062","Mendata","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48063","Mendexa","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48064","Meñaka","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01039","Moreda de Álava / Moreda Araba","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"48066","Morga","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48068","Mundaka","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48069","Mungia","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48007","Munitibar-Arbatzegi Gerrikaitz-","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48908","Murueta","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48071","Muskiz","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20057","Mutiloa","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20056","Mutriku","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48067","Muxika","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48909","Nabarniz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"01041","Navaridas","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"20063","Oiartzun","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"01042","Okondo","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"20058","Olaberria","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48073","Ondarroa","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20076","Ordizia","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20905","Orendain","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20060","Orexa","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20061","Orio","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20062","Ormaiztegi","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48075","Orozko","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"48083","Ortuella","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48072","Otxandio","100.00","100.00","99.45","100.00","99.70","98.63","95.89","95.07","95.62"
"01043","Oyón-Oion","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"20059","Oñati","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20064","Pasaia","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"01044","Peñacerrada-Urizaharra","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"48077","Plentzia","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48078","Portugalete","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"01047","Ribera Baja/Erribera Beitia","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"01051","Salvatierra/Agurain","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"01052","Samaniego","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"01053","San Millán/Donemiliaga","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"48082","Santurtzi","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20070","Segura","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48084","Sestao","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48904","Sondika","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48085","Sopela","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48086","Sopuerta","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"20065","Soraluze-Placencia de las Armas","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48076","Sukarrieta","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20071","Tolosa","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"48087","Trucios-Turtzioz","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"48088","Ubide","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"48065","Ugao-Miraballes","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"48089","Urduliz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48074","Urduña/Orduña","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"01054","Urkabustaiz","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"20072","Urnieta","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"20077","Urretxu","99.20","99.20","97.00","99.20","96.70","95.60","86.80","86.30","88.70"
"20073","Usurbil","100.00","100.00","99.73","100.00","99.73","98.63","98.08","98.36","96.16"
"01055","Valdegovía/Gaubea","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"48080","Valle de Trápaga-Trapagaran","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20075","Villabona","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"01057","Villabuena de Álava/Eskuernaga","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"01059","Vitoria-Gasteiz","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"01060","Yécora/Iekora","100.00","98.63","99.73","100.00","99.73","99.45","98.89","98.90","96.69"
"48095","Zaldibar","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"20078","Zaldibia","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"01061","Zalduondo","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"48096","Zalla","100.00","100.00","100.00","100.00","100.00","99.45","98.61","98.63","98.90"
"01062","Zambrana","98.36","98.36","99.18","99.45","98.08","99.73","99.18","96.71","99.18"
"48905","Zamudio","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"48097","Zaratamo","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"20079","Zarautz","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48024","Zeanuri","98.90","98.89","98.08","99.73","96.44","92.08","85.48","76.44","87.40"
"48025","Zeberio","100.00","99.45","100.00","100.00","100.00","98.63","92.60","95.07","98.08"
"20025","Zegama","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20026","Zerain","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"20027","Zestoa","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"48913","Zierbena","99.45","98.30","97.53","99.73","98.08","95.90","92.88","86.30","91.78"
"01018","Zigoitia","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"48915","Ziortza-Bolibar","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20028","Zizurkil","99.18","99.18","96.99","99.18","96.71","95.63","86.85","86.30","88.74"
"01063","Zuia","100.00","100.00","99.45","100.00","99.73","98.63","95.89","95.07","95.62"
"20081","Zumaia","100.00","99.42","99.18","100.00","98.90","98.91","98.36","98.90","98.08"
"20080","Zumarraga","99.20","99.20","97.00","99.20","96.70","95.60","86.80","86.30","88.70"
