"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"20021","Belauntza","1.37","1.37","1.26","1.26","1.21","1.24","1.13","1.17","1.18","1.18","1.14","1.16"
"48016","Berango","0.63","0.64","0.63","0.63","0.63","0.64","0.63","0.62","0.63","0.59","0.57","0.56"
"01014","Berantevilla","1.40","1.29","1.35","1.30","1.23","1.35","1.32","1.32","1.25","1.21","1.22","1.17"
"20022","Berastegi","0.88","0.87","0.85","0.85","0.84","0.84","0.84","0.81","0.79","0.76","0.73","0.72"
"20074","Bergara","0.63","0.64","0.64","0.65","0.64","0.64","0.63","0.62","0.60","0.59","0.57","0.55"
"48017","Bermeo","0.51","0.53","0.51","0.52","0.51","0.51","0.51","0.50","0.49","0.46","0.45","0.43"
"01016","Bernedo","0.99","0.93","0.93","0.93","0.90","0.88","0.83","0.81","0.79","0.75","0.76","0.71"
"48018","Berriatua","0.89","0.87","0.86","0.86","0.84","0.81","0.82","0.82","0.84","0.80","0.79","0.78"
"48019","Berriz","0.68","0.69","0.67","0.67","0.66","0.65","0.65","0.64","0.62","0.61","0.60","0.57"
"20023","Berrobi","0.76","0.78","0.76","0.74","0.73","0.68","0.69","0.67","0.66","0.66","0.63","0.62"
"20024","Bidania-Goiatz","0.81","0.76","0.76","0.74","0.76","0.76","0.77","0.76","0.75","0.72","0.72","0.72"
"48020","Bilbao","0.51","0.51","0.51","0.51","0.51","0.51","0.51","0.51","0.51","0.50","0.49","0.48"
"48021","Busturia","0.66","0.68","0.66","0.64","0.64","0.64","0.63","0.62","0.60","0.58","0.57","0.55"
"01017","Campezo/Kanpezu","0.85","0.84","0.83","0.85","0.83","0.81","0.80","0.78","0.78","0.76","0.73","0.71"
"20029","Deba","0.66","0.66","0.66","0.67","0.67","0.66","0.65","0.64","0.62","0.60","0.58","0.57"
"48901","Derio","0.74","0.74","0.77","0.77","0.76","0.73","0.71","0.70","0.67","0.65","0.63","0.60"
"48026","Dima","0.77","0.76","0.81","0.79","0.78","0.73","0.71","0.67","0.68","0.67","0.65","0.64"
"20069","Donostia / San Sebastián","0.60","0.63","0.61","0.61","0.61","0.60","0.60","0.60","0.61","0.57","0.55","0.54"
"48027","Durango","0.53","0.54","0.53","0.53","0.53","0.52","0.52","0.52","0.51","0.49","0.48","0.47"
"48028","Ea","0.75","0.78","0.72","0.67","0.67","0.64","0.62","0.60","0.63","0.60","0.58","0.56"
"20030","Eibar","0.53","0.54","0.53","0.54","0.53","0.53","0.53","0.53","0.52","0.50","0.50","0.49"
"48031","Elantxobe","0.53","0.53","0.52","0.48","0.46","0.46","0.46","0.47","0.46","0.45","0.41","0.40"
"01021","Elburgo/Burgelu","1.01","0.98","0.92","0.91","0.94","0.98","0.95","0.88","0.91","0.83","0.79","0.76"
"01022","Elciego","0.73","0.75","0.71","0.68","0.67","0.65","0.66","0.66","0.70","0.63","0.63","0.59"
"20031","Elduain","0.90","0.87","0.89","0.91","0.90","0.90","0.84","0.86","0.89","0.85","0.79","0.84"
"20033","Elgeta","0.82","0.81","0.83","0.83","0.81","0.79","0.80","0.78","0.76","0.74","0.73","0.70"
"20032","Elgoibar","0.59","0.59","0.60","0.61","0.61","0.61","0.63","0.63","0.62","0.62","0.61","0.59"
"48032","Elorrio","0.64","0.63","0.64","0.63","0.63","0.62","0.62","0.61","0.58","0.57","0.56","0.53"
"01023","Elvillar/Bilar","0.84","0.82","0.78","0.79","0.76","0.74","0.76","0.76","0.76","0.69","0.65","0.63"
"48902","Erandio","0.64","0.65","0.65","0.65","0.64","0.63","0.63","0.61","0.60","0.55","0.54","0.52"
"48033","Ereño","0.98","1.00","0.94","0.94","0.93","0.86","0.88","0.82","0.82","0.76","0.72","0.63"
"48034","Ermua","0.52","0.53","0.52","0.53","0.53","0.52","0.52","0.51","0.51","0.48","0.47","0.46"
"20067","Errenteria","0.53","0.56","0.54","0.54","0.54","0.54","0.54","0.54","0.54","0.51","0.49","0.47"
"20066","Errezil","0.93","0.89","0.90","0.92","0.89","0.86","0.86","0.83","0.81","0.79","0.78","0.75"
"01046","Erriberagoitia/Ribera Alta","1.14","1.10","1.05","1.01","1.01","0.98","0.98","0.98","1.01","0.97","0.90","0.83"
"48079","Errigoiti","0.86","0.85","0.81","0.76","0.77","0.77","0.74","0.72","0.70","0.66","0.64","0.61"
"20034","Eskoriatza","0.67","0.68","0.68","0.69","0.67","0.67","0.67","0.67","0.65","0.63","0.61","0.59"
"48029","Etxebarri","0.62","0.63","0.64","0.64","0.66","0.66","0.67","0.64","0.63","0.59","0.58","0.56"
"48030","Etxebarria","0.90","0.88","0.88","0.88","0.82","0.80","0.81","0.77","0.75","0.74","0.71","0.69"
"20035","Ezkio-Itsaso","1.11","1.02","0.99","0.98","0.97","0.99","1.03","1.01","0.98","0.91","0.88","0.89"
"48906","Forua","0.72","0.71","0.71","0.69","0.67","0.67","0.66","0.68","0.66","0.60","0.56","0.55"
"48035","Fruiz","0.77","0.79","0.76","0.80","0.78","0.83","0.88","0.86","0.81","0.81","0.82","0.80"
"20038","Gabiria","1.01","1.00","1.01","0.99","0.97","0.97","1.01","0.99","0.95","0.92","0.89","0.82"
"20037","Gaintza","0.88","0.90","0.88","0.82","0.88","0.80","0.81","0.74","0.81","0.77","0.67","0.64"
"48036","Galdakao","0.63","0.65","0.64","0.65","0.64","0.63","0.63","0.62","0.59","0.57","0.56","0.54"
"48037","Galdames","0.94","0.93","0.92","0.89","0.92","0.89","0.88","0.83","0.83","0.75","0.73","0.71"
"48038","Gamiz-Fika","0.84","0.83","0.83","0.83","0.80","0.79","0.78","0.76","0.73","0.70","0.68","0.67"
"48039","Garai","0.91","0.82","0.79","0.79","0.81","0.78","0.74","0.72","0.75","0.73","0.73","0.73"
"48040","Gatika","0.88","0.88","0.86","0.86","0.84","0.82","0.83","0.82","0.79","0.78","0.73","0.71"
"48041","Gautegiz Arteaga","0.90","0.90","0.86","0.87","0.87","0.84","0.82","0.81","0.79","0.75","0.70","0.70"
"20907","Gaztelu","0.63","0.61","0.58","0.54","0.53","0.52","0.51","0.49","0.49","0.37","0.33","0.31"
"48046","Gernika-Lumo","0.61","0.61","0.60","0.61","0.61","0.60","0.60","0.58","0.57","0.55","0.55","0.54"
"20039","Getaria","0.64","0.71","0.64","0.63","0.61","0.61","0.61","0.60","0.65","0.54","0.53","0.52"
"48044","Getxo","0.59","0.61","0.60","0.60","0.60","0.59","0.59","0.58","0.57","0.55","0.54","0.53"
"48047","Gizaburuaga","0.91","0.93","0.95","0.94","0.94","0.97","0.97","0.94","0.85","0.86","0.81","0.79"
"48042","Gordexola","0.89","0.88","0.87","0.85","0.85","0.80","0.79","0.79","0.77","0.74","0.72","0.70"
"48043","Gorliz","0.64","0.67","0.65","0.65","0.63","0.63","0.63","0.64","0.66","0.61","0.58","0.56"
"48045","Güeñes","0.61","0.61","0.61","0.62","0.61","0.61","0.60","0.60","0.59","0.55","0.54","0.53"
"01056","Harana/Valle de Arana","1.23","1.17","1.13","1.10","1.04","1.02","1.00","0.93","0.83","0.80","0.84","0.81"
"20040","Hernani","0.62","0.64","0.64","0.63","0.63","0.62","0.62","0.61","0.60","0.56","0.55","0.53"
"20041","Hernialde","0.89","0.93","0.87","0.83","0.86","0.84","0.83","0.84","0.88","0.77","0.80","0.75"
"20036","Hondarribia","0.67","0.72","0.68","0.67","0.66","0.65","0.65","0.64","0.67","0.59","0.58","0.56"
"20042","Ibarra","0.66","0.66","0.67","0.66","0.64","0.65","0.62","0.60","0.58","0.55","0.54","0.53"
"48048","Ibarrangelu","0.77","0.75","0.72","0.71","0.69","0.68","0.65","0.68","0.67","0.62","0.63","0.61"
"20043","Idiazabal","0.85","0.83","0.86","0.85","0.84","0.83","0.85","0.84","0.79","0.77","0.75","0.74"
"48094","Igorre","0.68","0.68","0.69","0.69","0.70","0.69","0.70","0.70","0.64","0.64","0.62","0.61"
"20044","Ikaztegieta","0.71","0.76","0.71","0.79","0.66","0.62","0.58","0.54","0.51","0.52","0.45","0.49"
"20045","Irun","0.65","0.67","0.65","0.65","0.65","0.65","0.64","0.64","0.63","0.59","0.58","0.56"
"20046","Irura","0.75","0.73","0.76","0.75","0.77","0.79","0.82","0.87","0.72","0.73","0.70","0.66"
"01027","Iruraiz-Gauna","1.00","1.00","0.92","0.93","0.96","1.00","1.01","0.92","0.93","0.83","0.78","0.73"
"01901","Iruña Oka/Iruña de Oca","1.03","0.94","1.02","1.08","1.04","1.03","1.00","0.99","0.89","0.94","0.91","0.87"
"48049","Ispaster","0.82","0.83","0.82","0.83","0.84","0.81","0.78","0.78","0.79","0.73","0.71","0.67"
"20047","Itsasondo","0.75","0.74","0.75","0.76","0.77","0.78","0.80","0.79","0.77","0.81","0.84","0.79"
"48910","Iurreta","0.85","0.81","0.83","0.84","0.85","0.84","0.90","0.90","0.77","0.82","0.81","0.74"
"48050","Izurtza","0.99","0.99","0.99","1.00","1.00","1.00","0.97","0.99","0.96","0.91","0.86","0.83"
"48022","Karrantza Harana/Valle de Carranza","0.88","0.90","0.86","0.85","0.85","0.83","0.82","0.80","0.79","0.74","0.70","0.66"
"48907","Kortezubi","0.74","0.73","0.78","0.76","0.74","0.75","0.71","0.68","0.67","0.66","0.62","0.60"
"01019","Kripan","0.77","0.74","0.71","0.71","0.71","0.69","0.72","0.67","0.66","0.63","0.62","0.61"
"01020","Kuartango","1.21","1.18","1.16","1.16","1.12","1.10","1.01","1.01","0.94","0.92","0.85","0.83"
"01028","Labastida/Bastida","0.79","0.79","0.77","0.79","0.77","0.77","0.76","0.75","0.74","0.73","0.71","0.68"
"01030","Lagrán","1.03","0.98","0.93","0.91","0.92","0.88","0.85","0.84","0.78","0.72","0.70","0.65"
"01031","Laguardia","1.04","1.07","1.03","1.02","1.00","0.96","0.96","0.93","0.89","0.85","0.81","0.78"
"01032","Lanciego/Lantziego","0.76","0.77","0.76","0.73","0.72","0.72","0.71","0.68","0.68","0.65","0.15","0.10"
"48051","Lanestosa","0.80","0.76","0.81","0.85","0.81","0.80","0.81","0.77","0.73","0.69","0.66","0.60"
"01902","Lantarón","0.97","1.00","0.95","0.93","0.88","0.85","0.86","0.81","0.79","0.73","0.71","0.69"
"01033","Lapuebla de Labarca","0.82","0.86","0.82","0.79","0.78","0.75","0.69","0.72","0.75","0.66","0.66","0.63"
"48052","Larrabetzu","0.76","0.73","0.76","0.76","0.73","0.73","0.72","0.72","0.70","0.66","0.66","0.64"
"20048","Larraul","0.72","0.73","0.72","0.70","0.67","0.65","0.62","0.67","0.76","0.66","0.64","0.66"
"20902","Lasarte-Oria","0.58","0.59","0.60","0.60","0.60","0.60","0.60","0.60","0.58","0.56","0.54","0.53"
"01036","Laudio/Llodio","0.58","0.59","0.59","0.59","0.59","0.59","0.60","0.58","0.57","0.54","0.53","0.51"
"48053","Laukiz","0.96","0.94","0.92","0.93","0.92","0.94","0.92","0.95","0.94","0.91","0.90","0.84"
"20049","Lazkao","0.70","0.66","0.72","0.73","0.74","0.74","0.74","0.73","0.65","0.68","0.66","0.63"
"20050","Leaburu","0.94","0.96","0.90","0.99","0.96","0.91","0.90","0.90","0.92","0.44","0.40","0.37"
"20051","Legazpi","0.63","0.64","0.64","0.64","0.63","0.63","0.62","0.61","0.59","0.58","0.56","0.55"
"20052","Legorreta","0.67","0.67","0.68","0.65","0.66","0.66","0.67","0.67","0.65","0.63","0.64","0.62"
"01058","Legutio","1.00","0.96","0.97","1.00","1.02","0.98","0.97","0.94","0.93","0.87","0.85","0.83"
"20068","Leintz-Gatzaga","0.86","0.78","0.77","0.74","0.74","0.71","0.72","0.75","0.70","0.71","0.67","0.63"
"48054","Leioa","0.61","0.62","0.62","0.63","0.62","0.61","0.62","0.61","0.59","0.57","0.56","0.53"
"48057","Lekeitio","0.49","0.51","0.49","0.49","0.48","0.47","0.47","0.47","0.48","0.44","0.44","0.42"
"48055","Lemoa","0.77","0.75","0.77","0.80","0.81","0.78","0.76","0.75","0.71","0.68","0.64","0.63"
"48056","Lemoiz","0.66","0.70","0.69","0.69","0.69","0.66","0.65","0.65","0.67","0.62","0.61","0.61"
"01034","Leza","0.86","0.87","0.85","0.85","0.74","0.75","0.72","0.73","0.76","0.64","0.68","0.70"
"48081","Lezama","0.78","0.78","0.76","0.75","0.74","0.73","0.73","0.71","0.69","0.67","0.65","0.64"
"20053","Lezo","0.76","0.72","0.72","0.72","0.71","0.70","0.69","0.68","0.66","0.62","0.60","0.57"
"20054","Lizartza","0.80","0.81","0.82","0.82","0.77","0.77","0.77","0.76","0.74","0.75","0.73","0.72"
"48903","Loiu","1.02","0.97","1.00","0.99","0.94","1.01","1.05","1.00","0.91","0.88","0.85","0.85"
"48058","Mallabia","1.05","1.05","1.04","1.05","1.04","1.02","1.03","1.01","0.98","0.96","0.96","0.93"
"48060","Markina-Xemein","0.70","0.69","0.70","0.69","0.68","0.67","0.68","0.68","0.68","0.62","0.61","0.60"
"48061","Maruri-Jatabe","0.77","0.78","0.76","0.77","0.75","0.74","0.76","0.74","0.70","0.70","0.67","0.63"
"48059","Mañaria","0.90","0.89","0.92","0.90","0.89","0.90","0.93","0.90","0.90","0.90","0.86","0.83"
"20901","Mendaro","0.55","0.53","0.53","0.52","0.50","0.49","0.48","0.48","0.46","0.42","0.38","0.34"
"48062","Mendata","0.82","0.83","0.80","0.75","0.69","0.71","0.72","0.70","0.71","0.71","0.69","0.63"
"48063","Mendexa","0.73","0.82","0.74","0.73","0.73","0.68","0.70","0.67","0.68","0.63","0.66","0.67"
"48064","Meñaka","0.83","0.83","0.79","0.80","0.82","0.81","0.78","0.76","0.76","0.72","0.70","0.69"
"01039","Moreda de Álava / Moreda Araba","0.93","0.95","0.86","0.81","0.82","0.77","0.75","0.71","0.72","0.64","0.66","0.65"
"48066","Morga","0.96","0.89","0.91","0.87","0.87","0.84","0.85","0.86","0.82","0.73","0.68","0.67"
"48068","Mundaka","0.58","0.56","0.55","0.53","0.52","0.50","0.52","0.49","0.47","0.45","0.45","0.44"
"48069","Mungia","0.64","0.64","0.64","0.65","0.65","0.64","0.64","0.63","0.62","0.60","0.58","0.57"
"48007","Munitibar-Arbatzegi Gerrikaitz-","0.80","0.81","0.82","0.83","0.83","0.80","0.82","0.83","0.78","0.78","0.76","0.76"
"48908","Murueta","0.75","0.75","0.73","0.68","0.65","0.63","0.63","0.59","0.58","0.52","0.51","0.52"
"48071","Muskiz","0.65","0.65","0.66","0.67","0.67","0.66","0.65","0.64","0.63","0.61","0.60","0.58"
"20057","Mutiloa","0.86","0.88","0.86","0.87","0.81","0.84","0.78","0.77","0.78","0.83","0.86","0.85"
"20056","Mutriku","0.59","0.61","0.60","0.60","0.59","0.59","0.59","0.58","0.60","0.57","0.56","0.54"
"48067","Muxika","0.84","0.82","0.81","0.81","0.81","0.80","0.80","0.83","0.81","0.82","0.80","0.77"
"48909","Nabarniz","0.67","0.72","0.70","0.65","0.63","0.59","0.60","0.57","0.58","0.51","0.47","0.48"
"01041","Navaridas","0.88","0.91","0.81","0.85","0.84","0.81","0.78","0.75","0.82","0.74","0.74","0.74"
"20063","Oiartzun","1.05","0.94","1.03","1.03","0.99","1.01","1.01","0.99","0.88","0.91","0.88","0.85"
"01042","Okondo","0.79","0.80","0.78","0.78","0.78","0.76","0.75","0.73","0.71","0.68","0.66","0.65"
"20058","Olaberria","1.27","1.26","1.29","1.26","1.20","1.16","1.13","1.12","1.07","1.03","1.00","0.98"
"48073","Ondarroa","0.50","0.53","0.49","0.49","0.49","0.49","0.49","0.48","0.49","0.44","0.42","0.40"
"20076","Ordizia","0.55","0.56","0.56","0.57","0.57","0.56","0.55","0.56","0.54","0.53","0.52","0.52"
"20905","Orendain","0.65","0.66","0.73","0.73","0.69","0.71","0.74","0.70","0.66","0.62","0.70","0.70"
"20060","Orexa","0.72","0.75","0.76","0.75","0.76","0.81","0.73","0.70","0.77","0.70","0.76","0.76"
"20061","Orio","0.55","0.57","0.57","0.57","0.57","0.56","0.56","0.56","0.58","0.53","0.52","0.50"
"20062","Ormaiztegi","0.78","0.78","0.83","0.82","0.82","0.81","0.81","0.79","0.76","0.75","0.71","0.72"
"48075","Orozko","0.74","0.71","0.76","0.80","0.81","0.80","0.79","0.76","0.71","0.69","0.67","0.67"
"48083","Ortuella","0.68","0.69","0.70","0.71","0.71","0.70","0.70","0.68","0.65","0.62","0.58","0.55"
"48072","Otxandio","0.61","0.61","0.58","0.60","0.59","0.58","0.56","0.54","0.57","0.55","0.55","0.53"
"01043","Oyón-Oion","0.73","0.76","0.72","0.73","0.73","0.74","0.73","0.73","0.74","0.70","0.68","0.67"
"20059","Oñati","0.64","0.65","0.64","0.65","0.65","0.64","0.64","0.63","0.62","0.60","0.59","0.57"
"20064","Pasaia","0.53","0.55","0.53","0.53","0.53","0.53","0.53","0.52","0.52","0.49","0.48","0.47"
"01044","Peñacerrada-Urizaharra","0.96","0.94","0.84","0.82","0.76","0.74","0.72","0.75","0.72","0.67","0.62","0.62"
"48077","Plentzia","0.69","0.71","0.69","0.68","0.67","0.65","0.65","0.63","0.63","0.59","0.57","0.57"
"48078","Portugalete","0.46","0.48","0.47","0.47","0.47","0.47","0.47","0.46","0.45","0.43","0.43","0.41"
"01047","Ribera Baja/Erribera Beitia","0.71","0.71","0.70","0.69","0.67","0.71","0.69","0.70","0.66","0.67","0.62","0.62"
"01051","Salvatierra/Agurain","0.66","0.67","0.66","0.66","0.65","0.65","0.66","0.66","0.67","0.62","0.58","0.57"
"01052","Samaniego","0.91","0.83","0.79","0.76","0.74","0.75","0.72","0.73","0.73","0.68","0.62","0.61"
"01053","San Millán/Donemiliaga","1.05","1.01","1.10","1.04","1.04","1.05","1.02","0.95","0.92","0.90","0.91","0.91"
"48082","Santurtzi","0.49","0.49","0.49","0.50","0.50","0.49","0.49","0.48","0.47","0.45","0.44","0.43"
"20070","Segura","0.68","0.68","0.67","0.66","0.66","0.67","0.66","0.67","0.67","0.65","0.62","0.61"
"48084","Sestao","0.47","0.48","0.47","0.48","0.47","0.47","0.47","0.46","0.45","0.43","0.42","0.41"
"48904","Sondika","0.73","0.74","0.75","0.76","0.75","0.75","0.74","0.74","0.72","0.72","0.69","0.69"
"48085","Sopela","0.66","0.68","0.66","0.66","0.66","0.66","0.64","0.63","0.63","0.60","0.58","0.56"
"48086","Sopuerta","0.78","0.77","0.75","0.74","0.73","0.72","0.72","0.68","0.69","0.66","0.65","0.64"
"20065","Soraluze-Placencia de las Armas","0.59","0.61","0.60","0.60","0.59","0.59","0.59","0.58","0.57","0.54","0.52","0.51"
"48076","Sukarrieta","0.73","0.70","0.70","0.71","0.72","0.70","0.72","0.69","0.67","0.63","0.61","0.65"
"20071","Tolosa","0.54","0.55","0.56","0.56","0.56","0.56","0.56","0.55","0.54","0.52","0.51","0.49"
"48087","Trucios-Turtzioz","0.77","0.79","0.78","0.77","0.76","0.74","0.70","0.70","0.71","0.68","0.69","0.66"
"48088","Ubide","0.72","0.72","0.67","0.68","0.72","0.66","0.66","0.65","0.63","0.57","0.55","0.47"
"48065","Ugao-Miraballes","0.63","0.63","0.63","0.64","0.63","0.62","0.60","0.59","0.57","0.54","0.53","0.51"
"48089","Urduliz","0.69","0.69","0.67","0.68","0.69","0.69","0.67","0.68","0.70","0.64","0.64","0.62"
"48074","Urduña/Orduña","0.56","0.58","0.56","0.56","0.56","0.54","0.54","0.53","0.55","0.50","0.48","0.45"
"01054","Urkabustaiz","0.87","0.82","0.79","0.79","0.82","0.83","0.79","0.76","0.75","0.74","0.73","0.70"
"20072","Urnieta","0.71","0.71","0.72","0.72","0.72","0.72","0.71","0.70","0.68","0.64","0.62","0.59"
"20077","Urretxu","0.58","0.59","0.58","0.58","0.57","0.57","0.57","0.56","0.54","0.53","0.51","0.49"
"20073","Usurbil","0.74","0.75","0.75","0.75","0.74","0.74","0.75","0.73","0.72","0.69","0.68","0.66"
"01055","Valdegovía/Gaubea","0.95","0.96","0.89","0.85","0.80","0.79","0.71","0.72","0.72","0.65","0.62","0.62"
"48080","Valle de Trápaga-Trapagaran","0.71","0.70","0.72","0.74","0.73","0.73","0.73","0.70","0.66","0.66","0.63","0.60"
"20075","Villabona","0.59","0.59","0.59","0.59","0.59","0.59","0.60","0.59","0.56","0.54","0.53","0.52"
"01057","Villabuena de Álava/Eskuernaga","1.04","1.06","1.02","0.97","0.98","0.96","0.95","0.94","0.90","0.88","0.83","0.76"
"01059","Vitoria-Gasteiz","0.58","0.60","0.59","0.60","0.60","0.60","0.60","0.60","0.58","0.56","0.55","0.53"
