"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"01060","Yécora/Iekora","0.81","0.82","0.74","0.72","0.74","0.70","0.70","0.75","0.74","0.71","0.71","0.69"
"48095","Zaldibar","0.69","0.68","0.67","0.68","0.67","0.67","0.68","0.66","0.66","0.62","0.60","0.58"
"20078","Zaldibia","0.78","0.79","0.79","0.79","0.78","0.75","0.75","0.75","0.75","0.70","0.69","0.67"
"01061","Zalduondo","0.76","0.73","0.73","0.66","0.66","0.67","0.67","0.66","0.64","0.60","0.55","0.53"
"48096","Zalla","0.63","0.63","0.64","0.65","0.64","0.64","0.63","0.61","0.59","0.58","0.56","0.54"
"01062","Zambrana","0.79","0.80","0.77","0.82","0.83","0.77","0.78","0.73","0.68","0.54","0.49","0.40"
"48905","Zamudio","1.12","1.13","1.17","1.18","1.19","1.19","1.15","1.11","0.99","0.93","0.90","0.89"
"48097","Zaratamo","1.51","1.58","1.76","1.87","1.77","1.72","1.70","1.67","1.56","1.70","1.57","1.45"
"20079","Zarautz","0.53","0.56","0.53","0.53","0.53","0.52","0.51","0.51","0.52","0.47","0.46","0.44"
"48024","Zeanuri","0.73","0.70","0.68","0.68","0.67","0.64","0.62","0.63","0.61","0.60","0.59","0.57"
"48025","Zeberio","0.79","0.78","0.79","0.79","0.79","0.77","0.75","0.74","0.72","0.70","0.67","0.64"
"20025","Zegama","0.75","0.73","0.73","0.73","0.72","0.70","0.71","0.71","0.70","0.71","0.67","0.66"
"20026","Zerain","0.86","0.88","0.87","0.88","0.86","0.86","0.84","0.80","0.80","0.77","0.69","0.65"
"20027","Zestoa","0.69","0.69","0.68","0.67","0.68","0.68","0.68","0.66","0.65","0.62","0.62","0.61"
"48913","Zierbena","0.76","0.74","0.74","0.74","0.73","0.69","0.66","0.62","0.56","0.49","0.43","0.38"
"01018","Zigoitia","0.88","0.86","0.85","0.84","0.84","0.84","0.84","0.84","0.83","0.80","0.78","0.72"
"48915","Ziortza-Bolibar","0.38","0.35","0.30","0.28","0.23","0.20","0.15","0.12","0.00","0.62","0.61","0.60"
"20028","Zizurkil","0.67","0.68","0.69","0.71","0.71","0.71","0.71","0.71","0.68","0.66","0.64","0.61"
"01063","Zuia","0.75","0.74","0.73","0.73","0.72","0.71","0.69","0.67","0.65","0.62","0.61","0.60"
"20081","Zumaia","0.52","0.54","0.53","0.53","0.53","0.52","0.53","0.52","0.52","0.49","0.47","0.45"
"20080","Zumarraga","0.56","0.56","0.56","0.56","0.56","0.55","0.56","0.55","0.53","0.52","0.50","0.48"
