"Udalerri kodea","Udalerria","2007"
"48001","Abadiño","31.24"
"20001","Abaltzisketa","44.89"
"48002","Abanto y Ciérvana-Abanto Zierbena","41.46"
"20002","Aduna","45.40"
"20016","Aia","44.27"
"20003","Aizarnazabal","39.61"
"48911","Ajangiz","38.28"
"20004","Albiztur","43.56"
"20005","Alegia","42.18"
"01001","Alegría-Dulantzi","44.68"
"20006","Alkiza","48.42"
"48912","Alonsotegi","36.93"
"20906","Altzaga","41.42"
"20007","Altzo","44.20"
"20008","Amezketa","46.14"
"48003","Amorebieta-Etxano","30.82"
"48004","Amoroto","42.66"
"01002","Amurrio","42.07"
"20009","Andoain","45.13"
"20010","Anoeta","45.02"
"20011","Antzuola","33.19"
"48005","Arakaldo","35.86"
"20012","Arama","39.72"
"01003","Aramaio","37.29"
"48006","Arantzazu","33.93"
"48093","Areatza","35.86"
"20013","Aretxabaleta","35.43"
"01006","Armiñón","50.39"
"01037","Arraia-Maeztu","51.23"
"48009","Arrankudiaga","35.60"
"20055","Arrasate/Mondragón","33.94"
"48914","Arratzu","37.84"
"01008","Arratzua-Ubarrundia","38.90"
"48010","Arrieta","42.19"
"48011","Arrigorriaga","33.53"
"48023","Artea","34.88"
"48008","Artzentales","53.07"
"01004","Artziniega","45.60"
"01009","Asparrena","48.78"
"20014","Asteasu","46.45"
"20903","Astigarraga","50.99"
"20015","Ataun","41.30"
"48091","Atxondo","32.09"
"48070","Aulesti","39.80"
"01010","Ayala/Aiara","42.02"
"20017","Azkoitia","36.46"
"20018","Azpeitia","37.10"
"01049","Añana","51.63"
"48012","Bakio","44.91"
"20904","Baliarrain","43.98"
"48090","Balmaseda","48.30"
"48013","Barakaldo","37.02"
"48014","Barrika","44.05"
"01013","Barrundia","42.43"
"48015","Basauri","33.31"
"01011","Baños de Ebro/Mañueta","67.79"
"20019","Beasain","39.52"
"48092","Bedia","32.30"
"20020","Beizama","42.14"
"20021","Belauntza","45.95"
"48016","Berango","41.57"
"01014","Berantevilla","51.94"
"20022","Berastegi","49.65"
"20074","Bergara","32.31"
"48017","Bermeo","44.10"
"01016","Bernedo","61.14"
"48018","Berriatua","37.64"
"48019","Berriz","31.10"
"20023","Berrobi","46.75"
"20024","Bidania-Goiatz","42.28"
"48020","Bilbao","35.51"
"48021","Busturia","41.70"
"01017","Campezo/Kanpezu","55.78"
"20029","Deba","36.79"
"48901","Derio","34.89"
"48026","Dima","35.03"
"20069","Donostia / San Sebastián","46.68"
"48027","Durango","30.50"
"48028","Ea","43.27"
"20030","Eibar","32.64"
"48031","Elantxobe","43.52"
"01021","Elburgo/Burgelu","42.23"
"01022","Elciego","69.31"
"20031","Elduain","48.70"
"20033","Elgeta","32.97"
"20032","Elgoibar","32.40"
"48032","Elorrio","32.64"
"01023","Elvillar/Bilar","68.38"
"48902","Erandio","38.16"
"48033","Ereño","40.82"
"48034","Ermua","31.14"
"20067","Errenteria","50.10"
"20066","Errezil","40.88"
"01046","Erriberagoitia/Ribera Alta","46.41"
"48079","Errigoiti","40.60"
"20034","Eskoriatza","35.62"
"48029","Etxebarri","33.15"
"48030","Etxebarria","35.47"
"20035","Ezkio-Itsaso","35.85"
"48906","Forua","38.51"
"48035","Fruiz","39.79"
"20038","Gabiria","39.66"
"20037","Gaintza","45.36"
"48036","Galdakao","32.23"
"48037","Galdames","49.58"
"48038","Gamiz-Fika","38.64"
"48039","Garai","33.00"
"48040","Gatika","38.63"
"48041","Gautegiz Arteaga","38.85"
"20907","Gaztelu","49.84"
"48046","Gernika-Lumo","37.05"
"20039","Getaria","41.64"
"48044","Getxo","40.92"
"48047","Gizaburuaga","42.78"
"48042","Gordexola","42.54"
"48043","Gorliz","44.72"
"48045","Güeñes","44.78"
"01056","Harana/Valle de Arana","54.49"
"20040","Hernani","49.05"
"20041","Hernialde","48.54"
"20036","Hondarribia","56.80"
"20042","Ibarra","44.28"
"48048","Ibarrangelu","42.45"
"20043","Idiazabal","39.95"
"48094","Igorre","33.45"
"20044","Ikaztegieta","42.08"
"20045","Irun","55.72"
"20046","Irura","44.70"
"01027","Iruraiz-Gauna","46.85"
"01901","Iruña Oka/Iruña de Oca","44.88"
"48049","Ispaster","42.58"
"20047","Itsasondo","39.65"
"48910","Iurreta","30.19"
"48050","Izurtza","30.58"
"48022","Karrantza Harana/Valle de Carranza","63.60"
"48907","Kortezubi","38.34"
"01019","Kripan","68.13"
"01020","Kuartango","50.15"
"01028","Labastida/Bastida","57.38"
"01030","Lagrán","62.59"
"01031","Laguardia","70.84"
"01032","Lanciego/Lantziego","70.33"
"48051","Lanestosa","72.49"
"01902","Lantarón","54.63"
"01033","Lapuebla de Labarca","71.97"
"48052","Larrabetzu","32.63"
"20048","Larraul","48.95"
"20902","Lasarte-Oria","43.46"
"01036","Laudio/Llodio","38.68"
"48053","Laukiz","40.56"
"20049","Lazkao","40.33"
"20050","Leaburu","45.77"
"20051","Legazpi","36.71"
"20052","Legorreta","41.01"
"01058","Legutio","35.91"
"20068","Leintz-Gatzaga","37.21"
"48054","Leioa","38.64"
"48057","Lekeitio","41.30"
"48055","Lemoa","31.93"
"48056","Lemoiz","44.01"
"01034","Leza","63.81"
"48081","Lezama","33.41"
"20053","Lezo","49.48"
"20054","Lizartza","47.22"
"48903","Loiu","37.14"
"48058","Mallabia","32.71"
"48060","Markina-Xemein","35.03"
"48061","Maruri-Jatabe","40.07"
"48059","Mañaria","31.29"
"20901","Mendaro","35.08"
"48062","Mendata","38.88"
"48063","Mendexa","43.00"
"48064","Meñaka","42.41"
"01039","Moreda de Álava / Moreda Araba","72.41"
"48066","Morga","36.59"
"48068","Mundaka","43.69"
"48069","Mungia","38.35"
"48007","Munitibar-Arbatzegi Gerrikaitz-","36.98"
"48908","Murueta","40.50"
"48071","Muskiz","42.27"
"20057","Mutiloa","40.23"
"20056","Mutriku","38.60"
"48067","Muxika","35.78"
"48909","Nabarniz","44.79"
"01041","Navaridas","66.26"
"20063","Oiartzun","50.69"
"01042","Okondo","46.87"
"20058","Olaberria","39.80"
"48073","Ondarroa","38.41"
"20076","Ordizia","39.86"
"20905","Orendain","46.85"
"20060","Orexa","52.47"
"20061","Orio","42.01"
"20062","Ormaiztegi","36.72"
"48075","Orozko","38.57"
"48083","Ortuella","39.39"
"48072","Otxandio","34.73"
"01043","Oyón-Oion","71.50"
"20059","Oñati","36.94"
"20064","Pasaia","51.23"
"01044","Peñacerrada-Urizaharra","56.52"
"48077","Plentzia","45.54"
"48078","Portugalete","40.05"
"01047","Ribera Baja/Erribera Beitia","52.96"
"01051","Salvatierra/Agurain","44.74"
"01052","Samaniego","63.10"
"01053","San Millán/Donemiliaga","46.82"
