"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","3.99","2.67","6.68","2.69","4.08","4.10","4.13","9.76","1.39","2.80","9.80","5.65","2.85"
"20001","Abaltzisketa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","1.04","2.06","3.09","2.05","4.12","2.06","0.00","9.37","9.37","2.08","6.28","1.06","2.16"
"20002","Aduna","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.81","0.00","0.00","0.00","0.00"
"20016","Aia","0.00","4.91","0.00","0.00","0.00","0.00","0.00","0.00","5.43","11.10","0.00","0.00","0.00"
"20003","Aizarnazabal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48911","Ajangiz","0.00","21.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.31"
"20004","Albiztur","0.00","0.00","0.00","0.00","0.00","31.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20005","Alegia","11.52","0.00","5.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.05","0.00"
"01001","Alegría-Dulantzi","0.00","0.00","0.00","3.48","3.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20006","Alkiza","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48912","Alonsotegi","3.50","0.00","0.00","0.00","3.53","0.00","0.00","0.00","3.55","3.58","3.62","11.17","3.79"
"20906","Altzaga","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20007","Altzo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20008","Amezketa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48003","Amorebieta-Etxano","5.32","11.82","6.98","6.46","3.82","5.54","1.68","3.43","5.71","4.64","4.72","5.99","8.48"
"48004","Amoroto","0.00","0.00","0.00","0.00","0.00","0.00","0.00","73.71","0.00","24.81","0.00","26.39","0.00"
"01002","Amurrio","4.87","2.94","1.96","1.98","0.00","2.99","1.98","0.00","6.03","2.05","5.20","3.14","5.24"
"20009","Andoain","4.10","0.68","2.73","3.42","0.00","2.73","2.04","0.00","1.40","0.00","1.42","2.88","1.44"
"20010","Anoeta","0.00","0.00","5.31","5.40","0.00","0.00","0.00","0.00","5.56","0.00","0.00","11.24","0.00"
"20011","Antzuola","0.00","0.00","4.56","4.58","0.00","4.60","0.00","4.69","0.00","4.77","0.00","5.02","0.00"
"48005","Arakaldo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","107.53","0.00","0.00","0.00","0.00"
"01003","Aramaio","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.71","0.00","0.00","0.00","0.00"
"48006","Arantzazu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48093","Areatza","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.13","0.00","0.00","18.98","0.00","0.00"
"20013","Aretxabaleta","1.43","2.87","0.00","1.45","0.00","7.45","1.49","13.63","1.51","7.68","4.69","1.59","1.60"
"01006","Armiñón","0.00","0.00","40.98","0.00","0.00","0.00","0.00","50.25","0.00","105.82","56.50","0.00","0.00"
"01037","Arraia-Maeztu","0.00","0.00","0.00","0.00","0.00","27.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48009","Arrankudiaga","10.20","10.32","20.64","0.00","0.00","0.00","11.00","0.00","0.00","0.00","0.00","0.00","12.87"
"20055","Arrasate/Mondragón","3.63","5.44","2.27","4.54","3.18","47.29","3.63","1.36","6.35","9.90","5.79","4.40","0.00"
"48914","Arratzu","0.00","0.00","0.00","0.00","25.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.78"
"01008","Arratzua-Ubarrundia","0.00","0.00","10.12","0.00","0.00","0.00","10.86","0.00","0.00","0.00","35.93","0.00","0.00"
"48010","Arrieta","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48011","Arrigorriaga","3.25","0.00","5.66","1.61","3.20","0.80","4.02","10.51","5.66","3.25","5.74","4.17","6.84"
"48023","Artea","0.00","0.00","0.00","0.00","0.00","12.95","0.00","0.00","14.20","0.00","14.77","14.79","15.04"
"48008","Artzentales","13.57","0.00","0.00","0.00","13.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01004","Artziniega","0.00","5.48","0.00","5.42","0.00","0.00","0.00","5.77","0.00","0.00","0.00","0.00","0.00"
"01009","Asparrena","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.27","0.00","12.67"
"20014","Asteasu","0.00","13.18","13.18","0.00","0.00","0.00","0.00","6.79","0.00","0.00","0.00","7.30","0.00"
"20903","Astigarraga","3.46","3.69","3.69","1.94","2.04","4.20","2.14","2.25","8.98","9.27","4.77","0.00","4.96"
"20015","Ataun","0.00","0.00","0.00","5.95","0.00","0.00","11.97","12.29","0.00","0.00","6.44","0.00","0.00"
"48091","Atxondo","0.00","0.00","7.19","14.28","0.00","0.00","0.00","0.00","6.89","0.00","0.00","7.00","0.00"
"48070","Aulesti","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.77","0.00","0.00","0.00","0.00","0.00"
"01010","Ayala/Aiara","0.00","0.00","0.00","0.00","3.45","7.01","0.00","3.74","0.00","0.00","0.00","8.07","4.30"
"20017","Azkoitia","0.86","0.87","1.74","0.00","3.49","3.51","0.89","1.83","4.57","4.67","5.68","6.72","1.94"
"20018","Azpeitia","2.73","4.13","1.38","0.69","2.77","4.89","2.09","4.96","1.42","5.72","2.88","2.16","5.77"
"01049","Añana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","54.95","0.00","0.00","0.00"
"48012","Bakio","0.00","3.81","3.81","3.82","3.89","0.00","17.29","8.99","4.50","0.00","9.67","5.06","5.31"
"20904","Baliarrain","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48090","Balmaseda","1.29","0.00","0.00","1.28","1.31","6.69","2.75","5.60","1.40","0.00","0.00","0.00","11.30"
"48013","Barakaldo","5.49","2.99","4.99","3.48","3.89","3.91","0.51","3.61","2.17","4.27","2.62","4.52","1.79"
"48014","Barrika","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.09","0.00","0.00","7.37","0.00","7.93"
"01013","Barrundia","0.00","0.00","0.00","10.92","0.00","0.00","0.00","0.00","0.00","12.39","12.71","0.00","0.00"
"48015","Basauri","5.59","5.03","3.60","4.54","4.04","4.25","0.94","4.87","5.34","2.76","5.02","3.38","4.91"
"01011","Baños de Ebro/Mañueta","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.62","0.00","0.00","87.98"
"20019","Beasain","5.01","4.35","3.62","3.62","6.53","3.65","6.64","0.00","2.27","2.34","1.58","0.80","0.00"
"48092","Bedia","0.00","9.73","0.00","9.97","0.00","0.00","0.00","0.00","0.00","0.00","20.33","0.00","10.18"
"20020","Beizama","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20021","Belauntza","0.00","0.00","0.00","0.00","35.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48016","Berango","4.31","1.44","0.00","2.89","0.00","0.00","10.63","3.14","3.14","3.25","3.36","6.81","1.75"
