"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","5.60","5.47","5.32","5.09","5.02","4.49","4.57","4.41","4.12","4.26","3.96","4.01","3.86","3.99"
"20001","Abaltzisketa","10.17","9.89","10.06","9.50","9.09","8.99","8.33","8.99","11.36","10.92","10.65","9.38","9.32","7.98"
"48002","Abanto y Ciérvana-Abanto Zierbena","6.00","6.21","6.55","6.52","6.60","6.44","6.76","6.34","6.28","6.12","5.67","5.66","5.38","5.36"
"20002","Aduna","8.95","7.84","8.24","7.35","6.85","6.10","5.49","5.38","5.77","4.95","5.45","6.19","7.45","7.57"
"20016","Aia","7.13","6.58","6.44","6.51","6.40","6.35","6.10","6.32","6.77","7.48","7.49","7.49","7.25","7.24"
"20003","Aizarnazabal","4.33","5.12","5.14","5.34","5.29","4.92","4.56","5.01","4.51","4.24","4.96","5.38","4.38","4.00"
"48911","Ajangiz","9.92","10.17","10.04","10.92","10.21","10.21","11.11","9.72","9.35","7.83","6.91","7.55","7.14","8.76"
"20004","Albiztur","10.92","10.78","12.94","13.45","11.52","11.11","9.15","8.18","10.00","11.39","10.39","10.62","10.49","9.43"
"20005","Alegia","8.16","8.10","7.89","7.85","7.87","7.25","6.93","7.28","6.67","6.44","6.46","5.94","6.13","5.79"
"01001","Alegría-Dulantzi","3.95","3.55","3.83","3.85","3.71","3.07","3.01","2.81","2.56","2.48","2.27","2.67","2.65","3.50"
"20006","Alkiza","6.67","8.02","8.29","8.59","10.15","10.94","10.47","11.40","9.84","11.11","10.50","10.59","9.64","7.59"
"48912","Alonsotegi","7.04","7.56","8.02","7.65","8.09","7.61","7.60","7.70","7.61","7.95","7.65","7.90","8.06","7.50"
"20906","Altzaga","7.14","5.75","7.23","6.02","7.59","6.10","4.82","3.57","2.44","1.22","1.28","0.00","0.00","0.00"
"20007","Altzo","5.16","6.25","6.28","6.10","5.94","5.99","6.57","7.01","7.48","9.05","9.47","8.42","8.29","9.04"
"20008","Amezketa","10.65","10.20","10.51","10.16","9.66","9.22","8.94","8.80","8.41","8.33","8.40","7.88","7.21","6.59"
"48003","Amorebieta-Etxano","7.53","7.51","7.46","7.33","7.21","6.97","6.84","6.72","6.48","6.04","5.86","5.77","5.58","5.16"
