"Udalerri kodea","Udalerria","2014","2013","2011","2009","2006","2003","2001"
"48001","Abadiño","16.688.00","16.210.00","16.537.00","16.573.00","14.488.00","12.287.00","10.503.00"
"20001","Abaltzisketa","18.202.00","18.454.00","20.527.00","17.799.00","14.683.00","12.390.00","11.296.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","14.313.00","14.160.00","14.531.00","14.890.00","13.372.00","10.523.00","9.413.00"
"20002","Aduna","18.127.00","17.520.00","18.426.00","18.201.00","16.046.00","11.798.00","9.281.00"
"20016","Aia","15.433.00","15.612.00","15.818.00","15.584.00","11.880.00","10.063.00","8.883.00"
"20003","Aizarnazabal","15.214.00","14.872.00","16.138.00","17.424.00","12.252.00","11.700.00","10.218.00"
"48911","Ajangiz","18.705.00","18.516.00","18.501.00","17.317.00","14.430.00","11.260.00","10.762.00"
"20004","Albiztur","18.738.00","18.517.00","18.758.00","18.668.00","15.024.00","11.685.00","10.990.00"
"20005","Alegia","15.029.00","15.423.00","15.774.00","15.231.00","13.168.00","11.034.00","10.013.00"
"01001","Alegría-Dulantzi","17.092.00","16.761.00","17.876.00","17.906.00","15.917.00","13.225.00","11.775.00"
"20006","Alkiza","17.069.00","17.057.00","16.422.00","16.800.00","13.223.00","10.968.00","9.982.00"
"48912","Alonsotegi","13.924.00","13.646.00","14.109.00","14.318.00","12.567.00","10.172.00","8.694.00"
"20906","Altzaga","17.513.00","16.869.00","18.235.00","17.916.00","14.111.00","12.372.00","9.964.00"
"20007","Altzo","17.355.00","16.863.00","17.291.00","17.505.00","13.675.00","12.997.00","11.315.00"
"20008","Amezketa","16.398.00","16.287.00","17.101.00","16.125.00","13.094.00","12.208.00","11.225.00"
"48003","Amorebieta-Etxano","16.383.00","16.181.00","16.307.00","17.401.00","14.449.00","11.947.00","10.620.00"
"48004","Amoroto","16.162.00","16.016.00","15.677.00","15.910.00","13.048.00","11.179.00","9.853.00"
"01002","Amurrio","16.375.00","16.295.00","16.505.00","16.027.00","13.983.00","11.067.00","10.377.00"
"20009","Andoain","15.400.00","15.620.00","15.999.00","16.042.00","13.468.00","10.828.00","9.832.00"
"20010","Anoeta","15.623.00","16.085.00","16.516.00","16.045.00","13.454.00","11.145.00","10.251.00"
